Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																										
Дата голосования: 02.12.2007																																																																										
																																																																										
Наименование Избирательной комиссии:    Тюкалинская																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
		Сумма	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	683	20	40	15	31	43	55	30	25	21	2	2	2	2	6	17	3	2	6	15	6	2	2	15	2	4	2	2	3	2	2	4	15	2	2	2	4	18	5	6	28	2	2	19	2	2	2	14	5	2	17	2	2	2	2	25	31	9	29	2	2	16	2	2	15	2	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	547	19	30	15	31	43	45	30	22	18	1	0	0	0	5	17	2	0	6	15	6	0	1	6	0	3	0	0	3	0	0	0	0	0	0	0	0	16	1	6	28	2	2	17	0	0	1	8	3	0	17	0	2	0	0	21	31	9	29	2	0	16	0	0	14	1	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	218	13	4	4	8	10	7	9	7	5	1	1	3	0	0	3	1	1	10	4	1	1	1	2	2	0	4	1	2	1	4	1	4	2	2	1	4	2	1	3	10	1	4	5	5	4	3	6	1	2	1	0	1	1	0	6	8	3	4	1	2	5	2	1	8	1	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	136	1	10	0	0	0	10	0	3	3	1	2	2	2	1	0	1	2	0	0	0	2	1	9	2	1	2	2	0	2	2	4	15	2	2	2	4	2	4	0	0	0	0	2	2	2	1	6	2	2	0	2	0	2	2	4	0	0	0	0	2	0	2	2	1	1	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																										
18	1.Политическая партия «Аграрная партия России»	443	24	13	24	18	12	4	18	11	22	0	2	0	1	9	3	2	15	5	6	1	1	2	7	1	3	0	1	14	0	0	10	13	0	0	8	0	8	2	2	13	1	0	18	2	2	0	13	1	4	11	4	1	0	8	32	18	6	26	1	0	5	1	1	9	1	2	1					
		2.85%	2.06%	1.55%	4.65%	1.85%	1.72%	1.37%	2.43%	1.91%	5.21%	0.00%	3.17%	0.00%	1.39%	3.78%	0.92%	3.45%	7.98%	3.27%	2.53%	0.93%	2.94%	3.64%	1.88%	1.59%	4.41%	0.00%	1.47%	2.96%	0.00%	0.00%	16.67%	3.86%	0.00%	0.00%	15.09%	0.00%	2.02%	1.47%	1.53%	3.20%	1.67%	0.00%	4.07%	4.26%	5.13%	0.00%	4.80%	0.85%	8.33%	2.71%	6.25%	1.67%	0.00%	9.09%	4.62%	3.93%	7.89%	4.39%	1.28%	0.00%	1.57%	1.33%	2.38%	2.62%	1.45%	1.83%	1.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	62	9	0	2	3	6	0	2	2	1	1	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	2	0	0	7	1	2	1	0	0	0	1	1	1	1	3	0	0	2	0	0	3	1	0	0					
		0.40%	0.77%	0.00%	0.39%	0.31%	0.86%	0.00%	0.27%	0.35%	0.24%	1.85%	0.00%	0.00%	0.00%	0.42%	0.92%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.55%	1.89%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.23%	4.26%	0.00%	0.00%	2.58%	0.85%	4.17%	0.25%	0.00%	0.00%	0.00%	1.14%	0.14%	0.22%	1.32%	0.51%	0.00%	0.00%	0.63%	0.00%	0.00%	0.87%	1.45%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	36	3	0	0	1	0	0	4	0	0	1	0	0	2	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	2	1	1	1	0	0	2	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0					
		0.23%	0.26%	0.00%	0.00%	0.10%	0.00%	0.00%	0.54%	0.00%	0.00%	1.85%	0.00%	0.00%	2.78%	0.00%	0.00%	0.00%	0.53%	0.00%	1.69%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.49%	3.33%	1.45%	0.23%	2.13%	0.00%	0.00%	0.74%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	1.14%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2356	161	113	60	166	121	38	117	76	42	16	6	3	14	39	47	10	25	17	36	10	9	8	67	7	13	10	12	96	7	4	3	52	19	8	14	4	60	20	29	68	8	13	51	6	3	18	50	20	4	65	19	9	5	15	60	75	13	110	17	6	47	8	8	73	6	11	9					
		15.14%	13.81%	13.45%	11.63%	17.03%	17.39%	13.01%	15.79%	13.19%	9.95%	29.63%	9.52%	7.14%	19.44%	16.39%	14.37%	17.24%	13.30%	11.11%	15.19%	9.26%	26.47%	14.55%	17.96%	11.11%	19.12%	10.99%	17.65%	20.30%	22.58%	8.16%	5.00%	15.43%	32.20%	36.36%	26.42%	3.74%	15.11%	14.71%	22.14%	16.75%	13.33%	18.84%	11.54%	12.77%	7.69%	29.03%	18.45%	16.95%	8.33%	16.01%	29.69%	15.00%	10.00%	17.05%	8.67%	16.38%	17.11%	18.58%	21.79%	28.57%	14.78%	10.67%	19.05%	21.22%	8.70%	10.09%	10.47%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	70	10	3	4	5	4	3	2	1	4	0	0	0	0	1	2	0	0	1	2	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	2	0	0	0	3	0	0	5	0	0	0	0	3	2	1	2	0	0	0	0	0	1	0	0	0					
		0.45%	0.86%	0.36%	0.78%	0.51%	0.57%	1.03%	0.27%	0.17%	0.95%	0.00%	0.00%	0.00%	0.00%	0.42%	0.61%	0.00%	0.00%	0.65%	0.84%	0.00%	0.00%	1.82%	1.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.43%	0.44%	1.32%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	21	1	0	0	1	2	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0					
		0.13%	0.09%	0.00%	0.00%	0.10%	0.29%	0.00%	0.00%	0.17%	0.47%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1066	79	77	47	77	50	21	63	48	33	1	0	0	6	4	29	6	10	15	18	5	1	5	15	7	3	0	1	30	1	4	3	14	0	3	1	4	31	7	7	32	2	5	27	2	3	2	16	3	1	19	1	1	5	9	60	34	4	32	3	1	22	9	2	29	5	6	5					
		6.85%	6.78%	9.17%	9.11%	7.90%	7.18%	7.19%	8.50%	8.33%	7.82%	1.85%	0.00%	0.00%	8.33%	1.68%	8.87%	10.34%	5.32%	9.80%	7.59%	4.63%	2.94%	9.09%	4.02%	11.11%	4.41%	0.00%	1.47%	6.34%	3.23%	8.16%	5.00%	4.15%	0.00%	13.64%	1.89%	3.74%	7.81%	5.15%	5.34%	7.88%	3.33%	7.25%	6.11%	4.26%	7.69%	3.23%	5.90%	2.54%	2.08%	4.68%	1.56%	1.67%	10.00%	10.23%	8.67%	7.42%	5.26%	5.41%	3.85%	4.76%	6.92%	12.00%	4.76%	8.43%	7.25%	5.50%	5.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	538	45	36	14	43	32	10	26	20	12	1	3	1	1	9	17	0	5	6	8	4	2	5	9	3	1	0	1	21	1	2	3	14	0	0	1	2	14	4	3	14	0	1	13	2	0	1	13	3	1	7	3	0	4	6	21	12	0	19	0	0	10	2	0	11	2	7	7					
		3.46%	3.86%	4.29%	2.71%	4.41%	4.60%	3.42%	3.51%	3.47%	2.84%	1.85%	4.76%	2.38%	1.39%	3.78%	5.20%	0.00%	2.66%	3.92%	3.38%	3.70%	5.88%	9.09%	2.41%	4.76%	1.47%	0.00%	1.47%	4.44%	3.23%	4.08%	5.00%	4.15%	0.00%	0.00%	1.89%	1.87%	3.53%	2.94%	2.29%	3.45%	0.00%	1.45%	2.94%	4.26%	0.00%	1.61%	4.80%	2.54%	2.08%	1.72%	4.69%	0.00%	8.00%	6.82%	3.03%	2.62%	0.00%	3.21%	0.00%	0.00%	3.14%	2.67%	0.00%	3.20%	2.90%	6.42%	8.14%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	133	12	6	10	10	14	3	5	2	4	0	0	0	2	0	2	0	1	0	1	0	1	0	2	0	0	1	0	5	0	0	0	6	0	0	0	1	7	2	2	2	0	0	1	1	0	0	5	1	0	2	0	1	0	2	4	3	0	5	1	0	1	0	1	1	0	2	1					
		0.85%	1.03%	0.71%	1.94%	1.03%	2.01%	1.03%	0.67%	0.35%	0.95%	0.00%	0.00%	0.00%	2.78%	0.00%	0.61%	0.00%	0.53%	0.00%	0.42%	0.00%	2.94%	0.00%	0.54%	0.00%	0.00%	1.10%	0.00%	1.06%	0.00%	0.00%	0.00%	1.78%	0.00%	0.00%	0.00%	0.93%	1.76%	1.47%	1.53%	0.49%	0.00%	0.00%	0.23%	2.13%	0.00%	0.00%	1.85%	0.85%	0.00%	0.49%	0.00%	1.67%	0.00%	2.27%	0.58%	0.66%	0.00%	0.84%	1.28%	0.00%	0.31%	0.00%	2.38%	0.29%	0.00%	1.83%	1.16%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10528	807	563	347	623	443	206	486	398	294	34	52	37	44	172	224	40	124	102	157	87	20	31	257	45	48	78	52	294	22	39	41	228	40	10	28	94	266	100	87	263	45	47	319	31	31	38	161	89	36	284	37	41	35	45	498	301	51	383	54	14	223	55	30	209	53	75	60					
		67.66%	69.21%	67.02%	67.25%	63.90%	63.65%	70.55%	65.59%	69.10%	69.67%	62.96%	82.54%	88.10%	61.11%	72.27%	68.50%	68.97%	65.96%	66.67%	66.24%	80.56%	58.82%	56.36%	68.90%	71.43%	70.59%	85.71%	76.47%	62.16%	70.97%	79.59%	68.33%	67.66%	67.80%	45.45%	52.83%	87.85%	67.00%	73.53%	66.41%	64.78%	75.00%	68.12%	72.17%	65.96%	79.49%	61.29%	59.41%	75.42%	75.00%	69.95%	57.81%	68.33%	70.00%	51.14%	71.97%	65.72%	67.11%	64.70%	69.23%	66.67%	70.13%	73.33%	71.43%	60.76%	76.81%	68.81%	69.77%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	48	4	5	0	7	2	1	3	3	0	0	0	1	0	1	0	0	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	2	1	0	0					
		0.31%	0.34%	0.60%	0.00%	0.72%	0.29%	0.34%	0.40%	0.52%	0.00%	0.00%	0.00%	2.38%	0.00%	0.42%	0.00%	0.00%	0.00%	1.96%	0.42%	0.00%	0.00%	1.82%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.99%	0.00%	1.45%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.66%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.58%	1.45%	0.00%	0.00%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
