Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Бийская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	2	0	3	0	0	0	0	0	0	3	0	2	1	0	1	0	2	0	0	0	5	0	1	1	0	0	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	95	4	4	0	6	2	6	4	0	0	3	11	1	11	5	6	4	0	2	0	0	2	7	2	5	4	2	0	2	0	0	2									
		0.91%	1.62%	1.32%	0.00%	0.86%	1.16%	1.02%	1.15%	0.00%	0.00%	0.76%	1.57%	0.93%	1.31%	2.40%	0.84%	2.45%	0.00%	0.51%	0.00%	0.00%	2.99%	0.91%	0.24%	0.68%	0.96%	0.53%	0.00%	2.04%	0.00%	0.00%	0.52%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	434	5	25	7	38	6	28	17	7	3	20	24	2	27	4	28	3	4	16	0	0	1	33	37	37	15	21	1	5	5	3	12									
		4.14%	2.02%	8.25%	4.52%	5.44%	3.49%	4.78%	4.90%	3.59%	6.25%	5.08%	3.43%	1.85%	3.22%	1.92%	3.93%	1.84%	3.20%	4.06%	0.00%	0.00%	1.49%	4.31%	4.40%	5.04%	3.60%	5.53%	1.54%	5.10%	3.60%	3.37%	3.10%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	161	4	4	2	11	1	10	10	4	0	0	9	1	11	11	8	2	1	6	2	0	0	7	18	10	4	12	1	2	1	0	9									
		1.54%	1.62%	1.32%	1.29%	1.58%	0.58%	1.71%	2.88%	2.05%	0.00%	0.00%	1.29%	0.93%	1.31%	5.29%	1.12%	1.23%	0.80%	1.52%	6.25%	0.00%	0.00%	0.91%	2.14%	1.36%	0.96%	3.16%	1.54%	2.04%	0.72%	0.00%	2.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3980	113	129	57	240	69	206	130	87	14	161	221	35	313	82	263	77	52	194	15	34	40	249	246	282	173	138	29	38	49	40	204									
		37.96%	45.75%	42.57%	36.77%	34.38%	40.12%	35.15%	37.46%	44.62%	29.17%	40.86%	31.57%	32.41%	37.35%	39.42%	36.89%	47.24%	41.60%	49.24%	46.88%	44.16%	59.70%	32.51%	29.29%	38.42%	41.49%	36.32%	44.62%	38.78%	35.25%	44.94%	52.71%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	44	1	0	1	2	3	3	0	0	0	1	2	0	1	3	1	1	2	2	0	1	1	4	4	4	2	3	0	0	0	0	2									
		0.42%	0.40%	0.00%	0.65%	0.29%	1.74%	0.51%	0.00%	0.00%	0.00%	0.25%	0.29%	0.00%	0.12%	1.44%	0.14%	0.61%	1.60%	0.51%	0.00%	1.30%	1.49%	0.52%	0.48%	0.54%	0.48%	0.79%	0.00%	0.00%	0.00%	0.00%	0.52%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	0	0	1	0	0	1	0	0	0	1	0	2	1	2	1	1	0	0	2	0	2	0	2	0	0	0	0	1	0	1									
		0.17%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.14%	0.00%	0.24%	0.48%	0.28%	0.61%	0.80%	0.00%	0.00%	2.60%	0.00%	0.26%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.26%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1860	42	60	25	122	24	84	79	46	16	72	126	24	128	33	124	33	22	72	5	12	10	154	148	121	78	73	10	17	39	10	51									
		17.74%	17.00%	19.80%	16.13%	17.48%	13.95%	14.33%	22.77%	23.59%	33.33%	18.27%	18.00%	22.22%	15.27%	15.87%	17.39%	20.25%	17.60%	18.27%	15.63%	15.58%	14.93%	20.10%	17.62%	16.49%	18.71%	19.21%	15.38%	17.35%	28.06%	11.24%	13.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	34	0	0	0	4	0	1	0	2	1	0	3	0	8	1	0	0	1	0	0	1	0	3	1	4	2	1	0	0	0	0	1									
		0.32%	0.00%	0.00%	0.00%	0.57%	0.00%	0.17%	0.00%	1.03%	2.08%	0.00%	0.43%	0.00%	0.95%	0.48%	0.00%	0.00%	0.80%	0.00%	0.00%	1.30%	0.00%	0.39%	0.12%	0.54%	0.48%	0.26%	0.00%	0.00%	0.00%	0.00%	0.26%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	71	0	0	4	5	2	1	2	1	1	2	7	0	6	2	4	2	1	2	0	2	0	6	14	3	2	2	0	0	0	0	0									
		0.68%	0.00%	0.00%	2.58%	0.72%	1.16%	0.17%	0.58%	0.51%	2.08%	0.51%	1.00%	0.00%	0.72%	0.96%	0.56%	1.23%	0.80%	0.51%	0.00%	2.60%	0.00%	0.78%	1.67%	0.41%	0.48%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	0	1	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	3	0	0	1	0	0	0	0	1									
		0.12%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.58%	0.51%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	0.13%	0.36%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.26%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	139	2	3	1	11	3	5	4	1	1	2	9	0	29	3	3	3	2	6	2	0	2	14	9	12	4	2	1	0	1	0	4									
		1.33%	0.81%	0.99%	0.65%	1.58%	1.74%	0.85%	1.15%	0.51%	2.08%	0.51%	1.29%	0.00%	3.46%	1.44%	0.42%	1.84%	1.60%	1.52%	6.25%	0.00%	2.99%	1.83%	1.07%	1.63%	0.96%	0.53%	1.54%	0.00%	0.72%	0.00%	1.03%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2136	50	56	47	148	52	152	72	23	8	87	128	26	194	37	148	18	28	62	6	13	4	151	167	129	83	99	20	23	32	33	40									
		20.37%	20.24%	18.48%	30.32%	21.20%	30.23%	25.94%	20.75%	11.79%	16.67%	22.08%	18.29%	24.07%	23.15%	17.79%	20.76%	11.04%	22.40%	15.74%	18.75%	16.88%	5.97%	19.71%	19.88%	17.57%	19.90%	26.05%	30.77%	23.47%	23.02%	37.08%	10.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	0	1	1	4	0	1	0	0	1	2	5	0	1	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0									
		0.21%	0.00%	0.33%	0.65%	0.57%	0.00%	0.17%	0.00%	0.00%	2.08%	0.51%	0.71%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.12%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1225	22	13	6	82	4	75	21	23	2	37	129	15	104	13	113	16	10	25	1	8	3	111	161	110	31	16	2	10	7	1	54									
		11.68%	8.91%	4.29%	3.87%	11.75%	2.33%	12.80%	6.05%	11.79%	4.17%	9.39%	18.43%	13.89%	12.41%	6.25%	15.85%	9.82%	8.00%	6.35%	3.13%	10.39%	4.48%	14.49%	19.17%	14.99%	7.43%	4.21%	3.08%	10.20%	5.04%	1.12%	13.95%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
