Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Озерская городская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №2227	УИК №2228									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	669	20	20	20	10	35	10	20	20	20	15	15	10	15	10	15	35	25	30	25	20	20	25	10	40	25	20	20	25	10	37	22	0	25	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	557	15	17	17	5	28	5	19	16	17	13	13	7	11	6	13	28	23	29	21	18	20	22	9	32	21	15	16	25	7	30	14	0	25	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	582	11	3	0	3	12	5	8	7	28	7	2	4	12	2	2	6	3	9	2	7	11	2	17	352	8	12	10	4	4	5	12	1	5	6									
14	Число погашенных неиспользованных открепительных удостоверений	112	5	3	3	5	7	5	1	4	3	2	2	3	4	4	2	7	2	1	4	2	0	3	1	8	4	5	4	0	3	7	8	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	305	4	8	8	3	18	3	11	6	1	3	6	7	6	3	4	6	12	9	12	3	7	9	10	78	14	9	12	17	4	6	3	0	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	718	14	15	39	14	20	16	20	33	10	26	29	5	32	11	16	23	40	21	31	32	30	24	31	21	38	22	19	18	9	16	22	5	15	1									
		2.20%	2.17%	1.99%	3.19%	2.15%	1.66%	2.42%	1.77%	2.70%	1.13%	2.79%	2.92%	1.01%	4.06%	2.06%	2.38%	1.89%	3.15%	1.71%	2.42%	2.36%	2.40%	1.76%	2.68%	1.51%	3.29%	1.99%	2.18%	1.58%	1.95%	1.72%	1.80%	3.94%	1.33%	0.69%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	625	8	13	33	8	20	7	15	22	21	20	22	12	13	4	16	21	15	19	28	19	23	18	35	21	20	23	16	15	12	29	45	4	24	4									
		1.92%	1.24%	1.73%	2.70%	1.23%	1.66%	1.06%	1.33%	1.80%	2.38%	2.14%	2.22%	2.43%	1.65%	0.75%	2.38%	1.72%	1.18%	1.55%	2.18%	1.40%	1.84%	1.32%	3.02%	1.51%	1.73%	2.08%	1.83%	1.32%	2.60%	3.11%	3.69%	3.15%	2.13%	2.78%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	659	16	15	23	17	18	15	29	25	0	28	28	0	17	10	12	25	18	23	34	28	26	15	23	2	29	29	16	20	8	22	44	0	38	6									
		2.02%	2.48%	1.99%	1.88%	2.61%	1.49%	2.27%	2.56%	2.05%	0.00%	3.00%	2.82%	0.00%	2.16%	1.87%	1.79%	2.05%	1.42%	1.87%	2.65%	2.07%	2.08%	1.10%	1.99%	0.14%	2.51%	2.63%	1.83%	1.76%	1.73%	2.36%	3.60%	0.00%	3.37%	4.17%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11919	236	276	426	224	433	224	407	461	377	342	316	173	270	192	223	408	401	360	414	473	426	483	400	901	403	389	274	379	149	410	511	58	453	47									
		36.57%	36.65%	36.70%	34.89%	34.36%	35.87%	33.89%	35.95%	37.79%	42.70%	36.66%	31.82%	35.09%	34.26%	35.96%	33.23%	33.44%	31.55%	29.29%	32.29%	34.91%	34.13%	35.41%	34.54%	64.63%	34.89%	35.24%	31.39%	33.33%	32.25%	43.99%	41.85%	45.67%	40.12%	32.64%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	260	6	3	19	10	9	3	9	7	4	8	12	6	5	3	7	9	13	5	12	18	13	11	8	10	9	6	3	5	4	9	11	0	3	0									
		0.80%	0.93%	0.40%	1.56%	1.53%	0.75%	0.45%	0.80%	0.57%	0.45%	0.86%	1.21%	1.22%	0.63%	0.56%	1.04%	0.74%	1.02%	0.41%	0.94%	1.33%	1.04%	0.81%	0.69%	0.72%	0.78%	0.54%	0.34%	0.44%	0.87%	0.97%	0.90%	0.00%	0.27%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	57	1	0	0	0	2	0	1	3	1	1	3	0	1	1	0	0	2	1	3	1	2	3	0	2	2	6	1	2	0	6	4	1	6	1									
		0.17%	0.16%	0.00%	0.00%	0.00%	0.17%	0.00%	0.09%	0.25%	0.11%	0.11%	0.30%	0.00%	0.13%	0.19%	0.00%	0.00%	0.16%	0.08%	0.23%	0.07%	0.16%	0.22%	0.00%	0.14%	0.17%	0.54%	0.11%	0.18%	0.00%	0.64%	0.33%	0.79%	0.53%	0.69%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6336	126	163	216	117	264	138	225	244	210	159	197	109	135	109	113	238	236	241	250	235	236	215	248	228	242	223	176	284	96	112	260	38	221	32									
		19.44%	19.57%	21.68%	17.69%	17.94%	21.87%	20.88%	19.88%	20.00%	23.78%	17.04%	19.84%	22.11%	17.13%	20.41%	16.84%	19.51%	18.57%	19.61%	19.50%	17.34%	18.91%	15.76%	21.42%	16.36%	20.95%	20.20%	20.16%	24.98%	20.78%	12.02%	21.29%	29.92%	19.57%	22.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	339	9	2	15	8	14	9	11	14	9	11	17	8	10	4	5	14	15	15	16	18	12	25	15	2	15	9	6	7	2	4	8	0	9	1									
		1.04%	1.40%	0.27%	1.23%	1.23%	1.16%	1.36%	0.97%	1.15%	1.02%	1.18%	1.71%	1.62%	1.27%	0.75%	0.75%	1.15%	1.18%	1.22%	1.25%	1.33%	0.96%	1.83%	1.30%	0.14%	1.30%	0.82%	0.69%	0.62%	0.43%	0.43%	0.66%	0.00%	0.80%	0.69%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	425	8	10	13	2	8	6	11	21	8	30	19	11	23	7	14	12	29	28	20	10	8	21	13	2	20	16	12	18	1	7	4	0	13	0									
		1.30%	1.24%	1.33%	1.06%	0.31%	0.66%	0.91%	0.97%	1.72%	0.91%	3.22%	1.91%	2.23%	2.92%	1.31%	2.09%	0.98%	2.28%	2.28%	1.56%	0.74%	0.64%	1.54%	1.12%	0.14%	1.73%	1.45%	1.37%	1.58%	0.22%	0.75%	0.33%	0.00%	1.15%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	49	4	2	2	2	1	1	1	2	3	0	1	1	1	0	0	4	2	0	2	1	3	3	2	1	0	2	0	5	0	2	1	0	0	0									
		0.15%	0.62%	0.27%	0.16%	0.31%	0.08%	0.15%	0.09%	0.16%	0.34%	0.00%	0.10%	0.20%	0.13%	0.00%	0.00%	0.33%	0.16%	0.00%	0.16%	0.07%	0.24%	0.22%	0.17%	0.07%	0.00%	0.18%	0.00%	0.44%	0.00%	0.21%	0.08%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	613	20	10	29	12	33	9	28	25	11	26	36	21	21	8	12	20	25	19	19	21	13	28	22	12	21	27	11	27	12	7	10	4	11	3									
		1.88%	3.11%	1.33%	2.38%	1.84%	2.73%	1.36%	2.47%	2.05%	1.25%	2.79%	3.63%	4.26%	2.66%	1.50%	1.79%	1.64%	1.97%	1.55%	1.48%	1.55%	1.04%	2.05%	1.90%	0.86%	1.82%	2.45%	1.26%	2.37%	2.60%	0.75%	0.82%	3.15%	0.97%	2.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3521	87	85	132	70	122	66	133	126	64	120	124	75	97	69	84	113	148	137	149	130	145	159	132	58	134	125	94	105	54	87	126	8	146	17									
		10.80%	13.51%	11.30%	10.81%	10.74%	10.11%	9.98%	11.75%	10.33%	7.25%	12.86%	12.49%	15.21%	12.31%	12.92%	12.52%	9.26%	11.64%	11.15%	11.62%	9.59%	11.62%	11.66%	11.40%	4.16%	11.60%	11.32%	10.77%	9.23%	11.69%	9.33%	10.32%	6.30%	12.93%	11.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	143	6	5	5	2	7	4	4	9	3	3	1	3	4	1	5	5	3	1	7	5	6	9	3	7	6	1	7	7	2	3	4	0	5	0									
		0.44%	0.93%	0.66%	0.41%	0.31%	0.58%	0.61%	0.35%	0.74%	0.34%	0.32%	0.10%	0.61%	0.51%	0.19%	0.75%	0.41%	0.24%	0.08%	0.55%	0.37%	0.48%	0.66%	0.26%	0.50%	0.52%	0.09%	0.80%	0.62%	0.43%	0.32%	0.33%	0.00%	0.44%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5972	89	132	222	146	222	150	208	194	109	139	162	56	143	108	144	292	284	321	257	317	273	298	201	71	192	188	216	213	99	183	136	7	169	31									
		18.33%	13.82%	17.55%	18.18%	22.39%	18.39%	22.69%	18.37%	15.90%	12.34%	14.90%	16.31%	11.36%	18.15%	20.22%	21.46%	23.93%	22.34%	26.12%	20.05%	23.39%	21.88%	21.85%	17.36%	5.09%	16.62%	17.03%	24.74%	18.73%	21.43%	19.64%	11.14%	5.51%	14.97%	21.53%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
