Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
Наименование Избирательной комиссии:    Янаульская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №3488	УИК №3489	УИК №3490	УИК №3491	УИК №3492	УИК №3493	УИК №3494	УИК №3495	УИК №3496	УИК №3497	УИК №3498	УИК №3499	УИК №3500	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526	УИК №3527	УИК №3528	УИК №3529	УИК №3530	УИК №3531	УИК №3532	УИК №3533	УИК №3534	УИК №3535	УИК №3536	УИК №3537	УИК №3538	УИК №3539	УИК №3540	УИК №3541	УИК №3542	УИК №3543	УИК №3544	УИК №3545	УИК №3546					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	276	25	19	16	25	15	23	8	15	12	9	12	2	2	2	2	2	2	2	4	2	2	6	2	4	2	2	0	3	0	3	0	0	0	3	3	2	2	2	2	2	2	5	2	5	2	2	2	0	5	2	0	0	0	0	2	2	2	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	243	25	19	15	25	15	23	8	15	12	9	12	2	0	2	2	1	1	0	4	2	2	6	0	3	2	1	0	0	0	3	0	0	0	3	3	1	0	1	1	0	0	4	0	4	1	1	2	0	5	2	0	0	0	0	2	1	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	129	12	1	3	3	12	6	7	9	1	5	2	1	0	0	1	0	1	0	0	0	3	5	0	2	0	1	0	1	0	1	1	0	0	5	3	1	0	2	0	0	0	1	5	9	1	0	1	2	2	4	0	2	2	0	2	6	2	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	33	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	0	0	0	0	2	1	0	1	0	3	0	0	0	0	0	0	0	1	2	1	1	2	2	1	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	1	4	1	3	3	3	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
18	1.Политическая партия «Аграрная партия России»	187	4	1	9	3	20	8	8	8	4	1	4	0	1	0	2	1	1	0	0	11	0	0	0	8	2	0	5	5	3	6	2	18	0	6	7	1	0	3	0	2	0	4	0	4	1	4	0	1	3	0	0	2	0	6	2	2	1	2	1					
		0.54%	0.18%	0.05%	0.56%	0.16%	1.28%	0.52%	0.47%	0.47%	0.33%	0.08%	0.29%	0.00%	0.33%	0.00%	1.07%	0.95%	0.78%	0.00%	0.00%	3.08%	0.00%	0.00%	0.00%	2.20%	0.98%	0.00%	1.87%	1.06%	1.15%	0.84%	0.45%	1.74%	0.00%	1.09%	1.25%	0.21%	0.00%	0.87%	0.00%	1.26%	0.00%	0.55%	0.00%	0.96%	0.89%	0.75%	0.00%	0.32%	0.56%	0.00%	0.00%	0.75%	0.00%	0.99%	0.55%	0.64%	0.39%	0.74%	0.65%					
19	2.Всероссийская политическая партия «Гражданская Сила»	36	0	7	0	3	6	0	0	2	6	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.10%	0.00%	0.34%	0.00%	0.16%	0.38%	0.00%	0.00%	0.12%	0.50%	0.00%	0.07%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	25	3	4	0	1	4	0	1	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1					
		0.07%	0.14%	0.20%	0.00%	0.05%	0.26%	0.00%	0.06%	0.35%	0.00%	0.08%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.65%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1709	150	29	95	135	58	97	101	50	65	49	62	9	13	7	6	5	3	4	28	15	13	21	7	11	8	4	19	21	17	35	22	52	12	27	21	28	13	19	5	8	26	52	13	13	1	27	9	4	24	16	40	7	12	33	23	22	15	19	9					
		4.97%	6.82%	1.42%	5.95%	7.13%	3.71%	6.26%	5.99%	2.94%	5.43%	4.08%	4.43%	4.84%	4.35%	3.59%	3.21%	4.76%	2.34%	2.84%	8.28%	4.20%	5.20%	5.05%	4.70%	3.03%	3.90%	3.57%	7.12%	4.47%	6.51%	4.92%	4.95%	5.02%	5.74%	4.91%	3.76%	5.89%	7.14%	5.52%	1.60%	5.03%	6.75%	7.13%	3.90%	3.13%	0.89%	5.04%	4.76%	1.28%	4.44%	4.49%	7.25%	2.61%	4.92%	5.42%	6.37%	7.03%	5.84%	7.06%	5.88%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	32	3	3	0	4	1	0	3	7	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
		0.09%	0.14%	0.15%	0.00%	0.21%	0.06%	0.00%	0.18%	0.41%	0.17%	0.17%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	50	2	3	0	1	2	0	4	9	2	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	2	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.15%	0.09%	0.15%	0.00%	0.05%	0.13%	0.00%	0.24%	0.53%	0.17%	0.00%	0.07%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.19%	0.00%	0.00%	0.36%	0.21%	0.00%	0.00%	4.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	248	2	5	18	11	20	8	20	10	7	3	17	0	3	1	2	2	1	0	0	2	5	0	0	2	1	1	6	7	3	11	3	13	3	4	10	1	0	3	0	0	0	3	0	4	3	2	4	5	0	1	8	2	0	5	2	1	1	2	0					
		0.72%	0.09%	0.24%	1.13%	0.58%	1.28%	0.52%	1.19%	0.59%	0.59%	0.25%	1.21%	0.00%	1.00%	0.51%	1.07%	1.90%	0.78%	0.00%	0.00%	0.56%	2.00%	0.00%	0.00%	0.55%	0.49%	0.89%	2.25%	1.49%	1.15%	1.55%	0.68%	1.25%	1.44%	0.73%	1.79%	0.21%	0.00%	0.87%	0.00%	0.00%	0.00%	0.41%	0.00%	0.96%	2.68%	0.37%	2.12%	1.60%	0.00%	0.28%	1.45%	0.75%	0.00%	0.82%	0.55%	0.32%	0.39%	0.74%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	667	7	120	35	9	19	27	17	30	13	99	33	7	0	10	6	0	0	1	6	2	5	8	1	11	1	2	4	9	7	5	2	0	0	18	12	13	5	6	8	3	9	15	0	4	4	20	6	5	3	7	2	2	0	4	9	4	5	3	4					
		1.94%	0.32%	5.86%	2.19%	0.48%	1.22%	1.74%	1.01%	1.77%	1.09%	8.25%	2.36%	3.76%	0.00%	5.13%	3.21%	0.00%	0.00%	0.71%	1.78%	0.56%	2.00%	1.92%	0.67%	3.03%	0.49%	1.79%	1.50%	1.91%	2.68%	0.70%	0.45%	0.00%	0.00%	3.27%	2.15%	2.74%	2.75%	1.74%	2.56%	1.89%	2.34%	2.06%	0.00%	0.96%	3.57%	3.73%	3.17%	1.60%	0.56%	1.97%	0.36%	0.75%	0.00%	0.66%	2.49%	1.28%	1.95%	1.12%	2.61%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	120	2	13	0	7	6	4	10	26	4	3	16	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	2	0	3	2	8	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0					
		0.35%	0.09%	0.64%	0.00%	0.37%	0.38%	0.26%	0.59%	1.53%	0.33%	0.25%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	1.10%	0.00%	0.00%	0.37%	0.43%	0.00%	0.42%	0.45%	0.77%	0.00%	0.00%	0.18%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	31141	2015	1850	1436	1716	1413	1393	1517	1546	1058	1033	1260	170	279	176	171	97	123	136	304	324	227	387	139	327	190	104	231	424	230	639	408	932	194	495	503	427	164	313	285	146	350	655	320	386	103	483	170	292	507	323	502	255	232	561	325	282	233	242	138					
		90.60%	91.59%	90.38%	89.97%	90.60%	90.46%	89.87%	89.98%	91.05%	88.46%	86.08%	90.00%	91.40%	93.31%	90.26%	91.44%	92.38%	96.09%	96.45%	89.94%	90.76%	90.80%	93.03%	93.29%	90.08%	92.68%	92.86%	86.52%	90.21%	88.12%	89.87%	91.89%	89.96%	92.82%	90.00%	89.98%	89.89%	90.11%	90.99%	91.35%	91.82%	90.91%	89.85%	96.10%	93.01%	91.96%	90.11%	89.95%	93.29%	93.89%	90.73%	90.94%	95.15%	95.08%	92.12%	90.03%	90.10%	90.66%	89.96%	90.20%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	55	2	6	0	3	7	3	5	3	6	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	5	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0					
		0.16%	0.09%	0.29%	0.00%	0.16%	0.45%	0.19%	0.30%	0.18%	0.50%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.37%	0.00%	0.00%	0.00%	0.45%	0.48%	0.00%	0.00%	0.36%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.96%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
