Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Янаульская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №3472	УИК №3473	УИК №3474	УИК №3475	УИК №3476	УИК №3477	УИК №3478	УИК №3479	УИК №3480	УИК №3481	УИК №3482	УИК №3483	УИК №3484	УИК №3485	УИК №3486	УИК №3487	УИК №3488	УИК №3489	УИК №3490	УИК №3491	УИК №3492	УИК №3493	УИК №3494	УИК №3495	УИК №3496	УИК №3497	УИК №3498	УИК №3499	УИК №3500	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526	УИК №3527					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	359	31	13	25	25	42	25	30	12	8	20	2	2	2	3	2	2	2	3	10	2	3	2	2	6	4	2	2	2	2	2	5	4	2	2	2	2	2	4	2	2	6	5	2	2	5	3	2	2	2	2	2	2	3	2	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	359	31	13	25	25	42	25	30	12	8	20	2	2	2	3	2	2	2	3	10	2	3	2	2	6	4	2	2	2	2	2	5	4	2	2	2	2	2	4	2	2	6	5	2	2	5	3	2	2	2	2	2	2	3	2	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	179	12	10	7	7	15	11	10	6	5	8	1	0	1	1	2	2	1	0	2	0	1	0	3	7	0	1	7	1	13	1	4	1	2	1	2	0	1	3	2	4	1	0	2	1	1	0	0	2	2	3	2	4	4	0	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	4	2	2	3	4	0	4	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1727	139	94	156	93	169	129	88	82	77	80	2	3	4	31	14	19	10	8	21	2	6	4	17	1	1	1	31	20	21	1	32	35	10	2	18	11	3	35	1	22	15	5	41	2	26	16	9	10	28	4	3	28	24	5	15	3					
		6.12%	7.14%	9.21%	9.29%	8.57%	10.10%	10.62%	4.95%	10.45%	6.40%	11.19%	0.69%	2.48%	2.90%	9.94%	6.90%	10.61%	4.03%	5.16%	7.64%	1.52%	2.88%	3.92%	5.43%	0.22%	0.37%	0.41%	4.73%	5.03%	1.94%	0.49%	6.25%	6.80%	2.33%	1.27%	6.29%	3.67%	1.91%	5.25%	0.31%	7.24%	4.57%	2.81%	7.45%	1.14%	7.78%	3.43%	2.70%	3.32%	5.33%	1.47%	1.38%	5.26%	5.10%	1.71%	6.49%	1.15%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1437	119	62	101	46	129	121	101	69	67	50	4	3	4	10	10	7	12	4	16	2	4	8	24	1	3	2	28	37	17	1	18	16	16	2	20	12	2	20	1	27	27	8	25	3	32	29	12	15	15	2	2	36	17	9	5	4					
		5.09%	6.12%	6.07%	6.01%	4.24%	7.71%	9.96%	5.68%	8.79%	5.56%	6.99%	1.39%	2.48%	2.90%	3.21%	4.93%	3.91%	4.84%	2.58%	5.82%	1.52%	1.92%	7.84%	7.67%	0.22%	1.11%	0.81%	4.27%	9.30%	1.57%	0.49%	3.52%	3.11%	3.73%	1.27%	6.99%	4.00%	1.27%	2.99%	0.31%	8.88%	8.23%	4.49%	4.55%	1.71%	9.58%	6.21%	3.60%	4.98%	2.86%	0.73%	0.92%	6.77%	3.61%	3.07%	2.16%	1.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	161	13	10	6	4	12	12	11	4	5	6	1	0	0	4	1	0	2	0	3	2	0	0	0	0	0	0	5	1	12	0	4	6	0	0	0	3	2	3	0	1	2	2	7	1	3	0	1	1	3	0	0	2	2	2	2	0					
		0.57%	0.67%	0.98%	0.36%	0.37%	0.72%	0.99%	0.62%	0.51%	0.42%	0.84%	0.35%	0.00%	0.00%	1.28%	0.49%	0.00%	0.81%	0.00%	1.09%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.25%	1.11%	0.00%	0.78%	1.17%	0.00%	0.00%	0.00%	1.00%	1.27%	0.45%	0.00%	0.33%	0.61%	1.12%	1.27%	0.57%	0.90%	0.00%	0.30%	0.33%	0.57%	0.00%	0.00%	0.38%	0.42%	0.68%	0.87%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5794	481	257	381	278	501	391	424	182	271	169	44	12	12	44	33	27	31	16	82	36	21	4	45	25	24	23	155	88	300	17	116	165	86	39	61	39	43	103	82	49	25	8	82	31	46	45	10	32	47	18	54	76	65	36	42	20					
		20.54%	24.72%	25.17%	22.68%	25.62%	29.95%	32.18%	23.83%	23.18%	22.51%	23.64%	15.28%	9.92%	8.70%	14.10%	16.26%	15.08%	12.50%	10.32%	29.82%	27.27%	10.10%	3.92%	14.38%	5.46%	8.89%	9.35%	23.66%	22.11%	27.65%	8.37%	22.66%	32.04%	20.05%	24.84%	21.33%	13.00%	27.39%	15.44%	25.63%	16.12%	7.62%	4.49%	14.91%	17.71%	13.77%	9.64%	3.00%	10.63%	8.95%	6.59%	24.88%	14.29%	13.80%	12.29%	18.18%	7.63%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	217	33	21	11	27	22	17	1	8	8	6	1	0	0	2	0	2	0	0	3	0	0	0	1	1	0	0	2	1	9	0	0	6	2	0	3	3	0	10	0	1	1	0	2	0	4	0	0	0	1	0	1	2	5	0	0	0					
		0.77%	1.70%	2.06%	0.65%	2.49%	1.32%	1.40%	0.06%	1.02%	0.66%	0.84%	0.35%	0.00%	0.00%	0.64%	0.00%	1.12%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.32%	0.22%	0.00%	0.00%	0.31%	0.25%	0.83%	0.00%	0.00%	1.17%	0.47%	0.00%	1.05%	1.00%	0.00%	1.50%	0.00%	0.33%	0.30%	0.00%	0.36%	0.00%	1.20%	0.00%	0.00%	0.00%	0.19%	0.00%	0.46%	0.38%	1.06%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18576	1140	552	1006	629	822	524	1131	428	756	386	236	103	118	214	145	123	187	126	150	90	177	86	222	430	241	220	432	249	724	184	333	287	312	114	174	230	107	484	236	202	257	153	390	138	222	373	296	242	429	249	156	381	352	226	167	235					
		65.85%	58.58%	54.06%	59.88%	57.97%	49.13%	43.13%	63.58%	54.52%	62.79%	53.99%	81.94%	85.12%	85.51%	68.59%	71.43%	68.72%	75.40%	81.29%	54.55%	68.18%	85.10%	84.31%	70.93%	93.89%	89.26%	89.43%	65.95%	62.56%	66.73%	90.64%	65.04%	55.73%	72.73%	72.61%	60.84%	76.67%	68.15%	72.56%	73.75%	66.45%	78.35%	85.96%	70.91%	78.86%	66.47%	79.87%	88.89%	80.40%	81.71%	91.21%	71.89%	71.62%	74.73%	77.13%	72.29%	89.69%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	72	8	7	5	3	3	3	1	0	2	6	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	2	2	2	0	2	0	0	0	4	2	0	4	0	0	1	0	1	0	0	0	2	1	0	0	1	0	3	2	0	0					
		0.26%	0.41%	0.69%	0.30%	0.28%	0.18%	0.25%	0.06%	0.00%	0.17%	0.84%	0.00%	0.00%	0.00%	0.32%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.31%	0.50%	0.18%	0.00%	0.39%	0.00%	0.00%	0.00%	1.40%	0.67%	0.00%	0.60%	0.00%	0.00%	0.30%	0.00%	0.18%	0.00%	0.00%	0.00%	0.60%	0.33%	0.00%	0.00%	0.46%	0.00%	0.64%	0.68%	0.00%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
