Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Кривошеинская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546									
		1.21%	0.00%	3.45%	1.46%	0.00%	0.00%	2.30%	0.00%	2.35%	0.00%	0.00%	0.00%	0.00%	4.82%	0.00%	0.00%	0.00%	0.00%	0.47%	1.35%	0.72%	1.28%	0.00%	2.32%	2.31%	1.31%	2.02%	0.68%	2.50%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	633	37	5	29	36	13	39	5	12	3	28	9	15	5	2	24	1	22	17	40	20	7	11	36	70	50	39	29	29									
		13.19%	23.87%	8.62%	10.58%	26.09%	5.39%	11.21%	5.43%	14.12%	5.36%	17.28%	10.11%	13.89%	6.02%	6.90%	16.00%	2.78%	11.17%	7.91%	17.94%	14.49%	8.97%	11.46%	11.92%	20.17%	16.34%	13.13%	9.80%	14.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	2	2	1	2	2	1	0									
		0.35%	0.00%	1.72%	0.00%	0.72%	0.00%	0.29%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.47%	0.00%	0.00%	0.00%	2.08%	0.66%	0.29%	0.65%	0.67%	0.34%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	127	2	0	1	2	6	7	6	1	0	0	1	1	5	1	3	1	2	4	3	4	3	5	15	12	9	14	11	8									
		2.65%	1.29%	0.00%	0.36%	1.45%	2.49%	2.01%	6.52%	1.18%	0.00%	0.00%	1.12%	0.93%	6.02%	3.45%	2.00%	2.78%	1.02%	1.86%	1.35%	2.90%	3.85%	5.21%	4.97%	3.46%	2.94%	4.71%	3.72%	4.00%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
