Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Рославльская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	725	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	25	15	15	15	15	15	15	15	25	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	319	9	3	9	12	7	8	3	15	3	6	8	10	2	11	4	5	9	5	3	6	5	17	4	14	11	4	1	1	1	22	8	6	1	9	15	0	4	6	7	10	8	15	2	2	4	1	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	196	3	3	5	3	3	4	2	1	10	10	4	5	4	9	6	2	5	3	2	2	2	7	8	11	3	1	3	1	2	2	2	1	3	3	0	2	1	11	1	2	2	0	0	1	3	34	4									
14	Число погашенных неиспользованных открепительных удостоверений	406	6	12	6	3	8	7	12	0	12	9	7	5	13	4	11	10	6	10	12	9	10	8	11	1	4	11	14	14	14	3	7	9	14	6	0	15	11	9	8	5	7	0	13	13	11	14	12									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	65	4	0	1	1	0	0	3	1	2	0	2	1	2	8	5	5	0	2	3	4	2	3	2	4	2	1	0	1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	234	8	2	4	9	2	10	6	4	5	4	7	7	9	7	19	1	4	4	5	3	5	19	7	15	18	7	3	0	0	4	0	0	1	7	0	1	0	0	2	8	7	3	3	3	0	1	0									
		1.10%	1.33%	0.75%	0.93%	1.11%	0.77%	1.89%	1.00%	0.62%	1.40%	1.45%	1.41%	1.39%	2.51%	0.92%	2.94%	0.39%	0.57%	0.58%	1.41%	0.58%	0.86%	2.39%	0.99%	1.65%	2.76%	2.19%	1.41%	0.00%	0.00%	0.99%	0.00%	0.00%	0.40%	0.99%	0.00%	0.31%	0.00%	0.00%	0.42%	1.46%	1.34%	0.79%	1.07%	0.77%	0.00%	0.39%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	613	13	8	14	25	7	23	18	23	7	12	11	19	15	16	25	19	21	19	17	18	13	19	31	43	26	7	2	5	4	8	1	2	3	29	0	11	6	6	4	18	11	3	8	5	2	7	9									
		2.88%	2.16%	3.02%	3.27%	3.09%	2.68%	4.36%	3.00%	3.58%	1.96%	4.36%	2.22%	3.76%	4.18%	2.11%	3.87%	7.45%	2.99%	2.75%	4.80%	3.50%	2.24%	2.39%	4.37%	4.74%	3.99%	2.19%	0.94%	2.75%	1.40%	1.98%	0.68%	0.48%	1.20%	4.10%	0.00%	3.45%	1.58%	1.71%	0.83%	3.29%	2.11%	0.79%	2.86%	1.29%	0.98%	2.75%	2.44%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	320	10	4	5	19	4	8	9	12	3	3	10	11	10	15	13	7	11	5	9	4	9	13	12	19	14	4	3	2	2	11	2	2	0	8	3	5	4	4	1	9	8	1	1	2	3	1	5									
		1.50%	1.66%	1.51%	1.17%	2.35%	1.53%	1.52%	1.50%	1.87%	0.84%	1.09%	2.02%	2.18%	2.79%	1.98%	2.01%	2.75%	1.57%	0.72%	2.54%	0.78%	1.55%	1.63%	1.69%	2.09%	2.15%	1.25%	1.41%	1.10%	0.70%	2.72%	1.36%	0.48%	0.00%	1.13%	1.43%	1.57%	1.06%	1.14%	0.21%	1.65%	1.53%	0.26%	0.36%	0.51%	1.46%	0.39%	1.36%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9723	235	118	136	314	98	181	266	229	174	95	187	151	102	248	231	102	275	294	145	184	187	289	271	263	206	145	133	125	202	201	95	302	190	265	152	211	293	241	398	264	266	260	160	294	136	149	260									
		45.65%	38.97%	44.53%	31.78%	38.81%	37.55%	34.28%	44.33%	35.67%	48.74%	34.55%	37.78%	29.90%	28.41%	32.76%	35.76%	40.00%	39.23%	42.61%	40.96%	35.73%	32.19%	36.31%	38.22%	28.99%	31.60%	45.31%	62.44%	68.68%	70.88%	49.63%	64.63%	73.12%	76.00%	37.43%	72.38%	66.14%	77.31%	68.66%	82.74%	48.26%	50.96%	68.42%	57.14%	75.58%	66.34%	58.43%	70.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	114	2	1	2	7	2	1	0	4	2	4	7	4	0	6	8	2	5	6	0	7	4	3	4	5	3	0	0	1	1	2	0	1	0	3	0	1	1	2	4	3	0	1	1	2	0	1	1									
		0.54%	0.33%	0.38%	0.47%	0.87%	0.77%	0.19%	0.00%	0.62%	0.56%	1.45%	1.41%	0.79%	0.00%	0.79%	1.24%	0.78%	0.71%	0.87%	0.00%	1.36%	0.69%	0.38%	0.56%	0.55%	0.46%	0.00%	0.00%	0.55%	0.35%	0.49%	0.00%	0.24%	0.00%	0.42%	0.00%	0.31%	0.26%	0.57%	0.83%	0.55%	0.00%	0.26%	0.36%	0.51%	0.00%	0.39%	0.27%									
24	"6. Политическая партия ""Гражданская Платформа"""	30	1	0	0	1	1	1	2	0	1	0	0	0	0	2	3	0	1	0	1	0	3	0	1	1	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	1	1	0	0									
		0.14%	0.17%	0.00%	0.00%	0.12%	0.38%	0.19%	0.33%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.26%	0.46%	0.00%	0.14%	0.00%	0.28%	0.00%	0.52%	0.00%	0.14%	0.11%	0.46%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.19%	0.26%	0.00%	0.26%	0.49%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4738	186	66	96	216	72	156	131	131	72	64	111	166	94	227	125	70	185	174	86	103	152	158	141	214	149	89	40	32	26	96	24	48	29	220	38	49	23	57	44	133	135	61	65	39	41	45	59									
		22.24%	30.85%	24.91%	22.43%	26.70%	27.59%	29.55%	21.83%	20.40%	20.17%	23.27%	22.42%	32.87%	26.18%	29.99%	19.35%	27.45%	26.39%	25.22%	24.29%	20.00%	26.16%	19.85%	19.89%	23.59%	22.85%	27.81%	18.78%	17.58%	9.12%	23.70%	16.33%	11.62%	11.60%	31.07%	18.10%	15.36%	6.07%	16.24%	9.15%	24.31%	25.86%	16.05%	23.21%	10.03%	20.00%	17.65%	15.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	96	4	3	3	2	2	6	8	2	2	3	4	0	5	1	7	2	3	2	2	1	6	3	7	6	1	0	1	0	0	3	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	1	0									
		0.45%	0.66%	1.13%	0.70%	0.25%	0.77%	1.14%	1.33%	0.31%	0.56%	1.09%	0.81%	0.00%	1.39%	0.13%	1.08%	0.78%	0.43%	0.29%	0.56%	0.19%	1.03%	0.38%	0.99%	0.66%	0.15%	0.00%	0.47%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.26%	0.00%	0.00%	0.00%	0.39%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	137	7	1	1	4	1	5	9	11	5	5	6	3	4	6	10	1	6	4	2	3	3	1	5	5	6	2	1	1	0	2	1	1	1	3	0	0	3	0	0	4	2	1	1	0	0	0	0									
		0.64%	1.16%	0.38%	0.23%	0.49%	0.38%	0.95%	1.50%	1.71%	1.40%	1.82%	1.21%	0.59%	1.11%	0.79%	1.55%	0.39%	0.86%	0.58%	0.56%	0.58%	0.52%	0.13%	0.71%	0.55%	0.92%	0.63%	0.47%	0.55%	0.00%	0.49%	0.68%	0.24%	0.40%	0.42%	0.00%	0.00%	0.79%	0.00%	0.00%	0.73%	0.38%	0.26%	0.36%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	0	2	0	0	0	0	0	0	0	0	1	2	1	0	2	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.26%	0.15%	0.00%	0.29%	0.14%	0.00%	0.00%	0.17%	0.13%	0.14%	0.11%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	192	4	3	3	14	3	9	11	9	9	5	6	2	2	7	6	3	7	3	3	7	8	16	10	11	5	1	0	0	0	2	1	0	0	6	0	1	0	0	0	6	4	2	1	0	0	2	0									
		0.90%	0.66%	1.13%	0.70%	1.73%	1.15%	1.70%	1.83%	1.40%	2.52%	1.82%	1.21%	0.40%	0.56%	0.92%	0.93%	1.18%	0.99%	0.43%	0.85%	1.36%	1.38%	2.01%	1.41%	1.21%	0.77%	0.31%	0.00%	0.00%	0.00%	0.49%	0.68%	0.00%	0.00%	0.85%	0.00%	0.31%	0.00%	0.00%	0.00%	1.10%	0.77%	0.53%	0.36%	0.00%	0.00%	0.78%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3698	104	45	123	130	50	94	98	145	44	54	99	107	89	153	137	32	135	115	61	122	116	198	158	259	136	47	20	13	47	54	22	51	22	129	16	38	40	32	25	77	66	34	33	37	20	36	35									
		17.36%	17.25%	16.98%	28.74%	16.07%	19.16%	17.80%	16.33%	22.59%	12.32%	19.64%	20.00%	21.19%	24.79%	20.21%	21.21%	12.55%	19.26%	16.67%	17.23%	23.69%	19.97%	24.87%	22.28%	28.56%	20.86%	14.69%	9.39%	7.14%	16.49%	13.33%	14.97%	12.35%	8.80%	18.22%	7.62%	11.91%	10.55%	9.12%	5.20%	14.08%	12.64%	8.95%	11.79%	9.51%	9.76%	14.12%	9.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	5	0	1	3	2	0	3	3	0	0	3	1	3	1	3	1	1	3	1	0	2	4	2	4	3	0	0	0	0	1	0	1	0	3	0	1	1	0	0	2	0	0	0	1	1	1	0									
		0.29%	0.83%	0.00%	0.23%	0.37%	0.77%	0.00%	0.50%	0.47%	0.00%	0.00%	0.61%	0.20%	0.84%	0.13%	0.46%	0.39%	0.14%	0.43%	0.28%	0.00%	0.34%	0.50%	0.28%	0.44%	0.46%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.24%	0.00%	0.42%	0.00%	0.31%	0.26%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.26%	0.49%	0.39%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	880	20	7	29	27	11	16	19	57	22	18	32	27	13	51	37	10	27	46	12	42	38	50	46	41	56	9	10	3	3	15	1	1	3	18	1	1	5	6	0	16	12	6	4	2	1	9	0									
		4.13%	3.32%	2.64%	6.78%	3.34%	4.21%	3.03%	3.17%	8.88%	6.16%	6.55%	6.46%	5.35%	3.62%	6.74%	5.73%	3.92%	3.85%	6.67%	3.39%	8.16%	6.54%	6.28%	6.49%	4.52%	8.59%	2.81%	4.69%	1.65%	1.05%	3.70%	0.68%	0.24%	1.20%	2.54%	0.48%	0.31%	1.32%	1.71%	0.00%	2.93%	2.30%	1.58%	1.43%	0.51%	0.49%	3.53%	0.00%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
