Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Угличская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855					
		2.93%	6.11%	2.66%	3.35%	3.56%	4.0%	3.83%	5.17%	5.47%	4.04%	2.36%	3.20%	2.64%	2.47%	4.88%	2.56%	2.11%	0.0%	3.95%	1.19%	1.71%	1.2%	0.0%	1.27%	4.87%	2.56%	2.20%	1.26%	0.54%	1.40%	0.68%	0.86%	1.12%	0.64%	1.88%	0.53%	0.0%	0.74%	1.05%	1.00%	1.32%	0.0%	1.05%	0.0%	2.28%	0.70%	1.47%	0.0%	1.92%	0.72%	0.94%	1.15%					
22	"5. ""За Русь Святую"""	130	3	4	5	3	2	8	3	12	5	7	5	2	2	0	3	2	0	6	3	5	2	1	1	2	5	1	7	1	1	3	0	0	3	0	9	1	1	0	0	0	1	0	0	1	1	1	2	0	1	0	5					
		0.51%	0.21%	0.32%	0.37%	0.26%	0.15%	0.54%	0.25%	1.17%	0.43%	0.55%	0.44%	0.17%	0.20%	0.0%	0.59%	0.52%	0.0%	2.15%	1.78%	0.71%	0.8%	0.95%	0.42%	0.64%	2.56%	0.55%	1.77%	0.54%	0.70%	0.68%	0.0%	0.0%	0.96%	0.0%	2.41%	1.23%	0.37%	0.0%	0.0%	0.0%	0.94%	0.0%	0.0%	0.57%	0.70%	0.49%	2.77%	0.0%	0.24%	0.0%	0.96%					
23	"6. ""Объединенная Российская партия ""Русь"""	69	3	0	2	4	5	3	2	2	4	7	0	3	1	0	1	4	0	0	0	3	2	0	0	1	2	0	1	1	0	0	1	1	1	0	5	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	3					
		0.27%	0.21%	0.0%	0.14%	0.34%	0.39%	0.20%	0.17%	0.19%	0.35%	0.55%	0.0%	0.25%	0.10%	0.0%	0.19%	1.05%	0.0%	0.0%	0.0%	0.42%	0.8%	0.0%	0.0%	0.32%	1.02%	0.0%	0.25%	0.54%	0.0%	0.0%	0.28%	0.56%	0.32%	0.0%	1.34%	1.23%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.84%	0.57%	0.70%	0.0%	0.0%	0.0%	0.24%	0.31%	0.57%					
24	"7. ""Новый курс - Автомобильная Россия"""	138	12	8	10	7	9	16	11	1	8	9	8	4	5	2	3	1	0	1	0	2	0	0	0	4	1	1	0	0	0	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6					
		0.55%	0.86%	0.64%	0.74%	0.60%	0.70%	1.09%	0.94%	0.09%	0.70%	0.71%	0.71%	0.34%	0.51%	0.75%	0.59%	0.26%	0.0%	0.35%	0.0%	0.28%	0.0%	0.0%	0.0%	1.29%	0.51%	0.55%	0.0%	0.0%	0.0%	0.45%	0.0%	2.25%	0.0%	0.0%	0.0%	1.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	0.0%	0.31%	1.15%					
25	"8. ""Народно-республиканская партия России"""	21	1	0	1	2	1	2	0	0	0	0	1	1	1	0	0	3	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0					
		0.08%	0.07%	0.0%	0.07%	0.17%	0.07%	0.13%	0.0%	0.0%	0.0%	0.0%	0.08%	0.08%	0.10%	0.0%	0.0%	0.79%	0.0%	0.35%	0.0%	0.28%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	81	4	4	8	0	4	7	4	4	6	7	2	2	5	2	1	2	0	2	0	1	1	0	1	0	1	0	1	0	0	1	0	1	4	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0					
		0.32%	0.28%	0.32%	0.59%	0.0%	0.31%	0.47%	0.34%	0.39%	0.52%	0.55%	0.17%	0.17%	0.51%	0.75%	0.19%	0.52%	0.0%	0.71%	0.0%	0.14%	0.4%	0.0%	0.42%	0.0%	0.51%	0.0%	0.25%	0.0%	0.0%	0.22%	0.0%	0.56%	1.29%	1.88%	0.26%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.31%	0.0%					
27	"10. ""Аграрная партия России"""	2213	51	39	29	39	43	43	54	56	61	52	54	53	47	12	14	15	22	14	18	74	61	23	110	14	23	37	22	52	33	19	66	25	84	17	32	23	17	8	117	14	40	42	28	60	8	91	28	39	191	73	26					
		8.83%	3.66%	3.14%	2.15%	3.39%	3.37%	2.94%	4.65%	5.47%	5.36%	4.10%	4.80%	4.51%	4.84%	4.51%	2.76%	3.95%	17.74%	5.03%	10.71%	10.55%	24.4%	21.90%	46.80%	4.54%	11.79%	20.44%	5.56%	28.57%	23.23%	4.33%	19.02%	14.12%	27.09%	16.03%	8.60%	28.39%	6.29%	8.42%	58.79%	9.27%	37.73%	22.10%	23.72%	34.28%	5.63%	44.60%	38.88%	37.5%	45.91%	23.10%	5.0%					
28	"11. ""Истинные патриоты России"""	9	1	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1					
		0.03%	0.07%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.19%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	244	17	18	14	12	12	11	14	6	11	15	14	10	6	2	6	2	0	3	4	5	1	2	1	5	1	1	3	0	0	6	3	0	3	1	3	2	0	0	0	1	1	1	0	1	2	2	1	4	5	3	9					
		0.97%	1.22%	1.45%	1.04%	1.04%	0.94%	0.75%	1.20%	0.58%	0.96%	1.18%	1.24%	0.85%	0.61%	0.75%	1.18%	0.52%	0.0%	1.07%	2.38%	0.71%	0.4%	1.90%	0.42%	1.62%	0.51%	0.55%	0.75%	0.0%	0.0%	1.36%	0.86%	0.0%	0.96%	0.94%	0.80%	2.46%	0.0%	0.0%	0.0%	0.66%	0.94%	0.52%	0.0%	0.57%	1.40%	0.98%	1.38%	3.84%	1.20%	0.94%	1.73%					
30	"13. ""Демократическая партия России"""	48	2	2	2	5	1	0	4	1	4	0	2	2	0	2	5	1	0	1	0	3	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0					
		0.19%	0.14%	0.16%	0.14%	0.43%	0.07%	0.0%	0.34%	0.09%	0.35%	0.0%	0.17%	0.17%	0.0%	0.75%	0.98%	0.26%	0.0%	0.35%	0.0%	0.42%	0.0%	0.0%	0.42%	0.32%	0.51%	0.0%	0.0%	0.54%	0.0%	0.22%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.24%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	58	2	2	2	4	3	2	2	2	0	2	3	2	2	0	0	1	0	0	2	1	0	1	2	0	2	4	0	1	1	2	2	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	2	1	0	3					
		0.23%	0.14%	0.16%	0.14%	0.34%	0.23%	0.13%	0.17%	0.19%	0.0%	0.15%	0.26%	0.17%	0.20%	0.0%	0.0%	0.26%	0.0%	0.0%	1.19%	0.14%	0.0%	0.95%	0.85%	0.0%	1.02%	2.20%	0.0%	0.54%	0.70%	0.45%	0.57%	0.0%	0.0%	0.94%	0.0%	0.0%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.84%	0.57%	0.0%	0.49%	0.0%	1.92%	0.24%	0.0%	0.57%					
32	"15. ""Партия СЛОН"""	33	0	0	1	2	3	4	1	0	1	3	1	2	2	0	0	0	0	1	0	2	1	0	1	0	0	2	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
		0.13%	0.0%	0.0%	0.07%	0.17%	0.23%	0.27%	0.08%	0.0%	0.08%	0.23%	0.08%	0.17%	0.20%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.28%	0.4%	0.0%	0.42%	0.0%	0.0%	1.10%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.64%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5223	247	319	355	290	324	376	252	244	279	312	311	297	220	46	122	58	18	45	22	122	31	28	18	46	49	37	39	19	18	86	42	24	32	13	51	12	28	18	18	45	31	9	12	13	21	21	12	12	32	50	97					
		20.86%	17.76%	25.74%	26.43%	25.23%	25.41%	25.73%	21.72%	23.85%	24.53%	24.62%	27.69%	25.31%	22.65%	17.29%	24.11%	15.30%	14.51%	16.18%	13.09%	17.40%	12.4%	26.66%	7.65%	14.93%	25.12%	20.44%	9.87%	10.43%	12.67%	19.63%	12.10%	13.55%	10.32%	12.26%	13.70%	14.81%	10.37%	18.94%	9.04%	29.80%	29.24%	4.73%	10.16%	7.42%	14.78%	10.29%	16.66%	11.53%	7.69%	15.82%	18.65%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	42	1	0	5	1	0	3	0	1	0	3	0	1	4	0	0	1	0	2	0	2	0	0	1	0	0	0	0	2	0	2	0	1	0	0	1	0	0	0	1	1	0	1	1	0	2	0	1	0	1	1	2					
		0.16%	0.07%	0.0%	0.37%	0.08%	0.0%	0.20%	0.0%	0.09%	0.0%	0.23%	0.0%	0.08%	0.41%	0.0%	0.0%	0.26%	0.0%	0.71%	0.0%	0.28%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	1.09%	0.0%	0.45%	0.0%	0.56%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.50%	0.66%	0.0%	0.52%	0.84%	0.0%	1.40%	0.0%	1.38%	0.0%	0.24%	0.31%	0.38%					
35	"18. ""ЛДПР"""	2672	139	114	119	130	134	168	157	119	116	116	97	151	116	32	67	35	18	33	23	86	43	4	24	38	11	15	64	15	16	61	26	12	34	19	37	7	24	14	13	22	8	10	18	16	23	18	4	4	30	22	50					
		10.67%	10.0%	9.20%	8.86%	11.31%	10.50%	11.49%	13.53%	11.63%	10.20%	9.15%	8.63%	12.87%	11.94%	12.03%	13.24%	9.23%	14.51%	11.87%	13.69%	12.26%	17.2%	3.80%	10.21%	12.33%	5.64%	8.28%	16.20%	8.24%	11.26%	13.92%	7.49%	6.77%	10.96%	17.92%	9.94%	8.64%	8.88%	14.73%	6.53%	14.56%	7.54%	5.26%	15.25%	9.14%	16.19%	8.82%	5.55%	3.84%	7.21%	6.96%	9.61%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	622	74	24	23	54	38	34	31	25	29	31	40	32	21	4	12	5	3	6	2	15	6	3	6	4	4	2	10	2	0	9	8	2	11	1	7	0	3	2	2	0	0	1	0	8	1	2	3	1	5	7	9					
		2.48%	5.32%	1.93%	1.71%	4.69%	2.98%	2.32%	2.67%	2.44%	2.55%	2.44%	3.56%	2.72%	2.16%	1.50%	2.37%	1.31%	2.41%	2.15%	1.19%	2.13%	2.4%	2.85%	2.55%	1.29%	2.05%	1.10%	2.53%	1.09%	0.0%	2.05%	2.30%	1.12%	3.54%	0.94%	1.88%	0.0%	1.11%	2.10%	1.00%	0.0%	0.0%	0.52%	0.0%	4.57%	0.70%	0.98%	4.16%	0.96%	1.20%	2.21%	1.73%					
37	"20. ""Политическая партия ""Единая Россия"""	7924	449	409	437	363	412	405	319	313	322	390	308	356	310	94	126	131	44	81	69	240	50	32	49	107	58	43	199	66	47	149	125	68	92	29	178	21	166	42	25	48	17	97	42	49	58	41	12	23	93	112	208					
		31.65%	32.30%	33.01%	32.53%	31.59%	32.31%	27.72%	27.5%	30.59%	28.32%	30.78%	27.42%	30.34%	31.92%	35.33%	24.90%	34.56%	35.48%	29.13%	41.07%	34.23%	20.0%	30.47%	20.85%	34.74%	29.74%	23.75%	50.37%	36.26%	33.09%	34.01%	36.02%	38.41%	29.67%	27.35%	47.84%	25.92%	61.48%	44.21%	12.56%	31.78%	16.03%	51.05%	35.59%	28.0%	40.84%	20.09%	16.66%	22.11%	22.35%	35.44%	40.0%					
38	"21. ""Российская Конституционно-демократическая партия"""	83	0	3	3	1	1	5	3	2	2	2	1	0	2	0	46	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1					
		0.33%	0.0%	0.24%	0.22%	0.08%	0.07%	0.34%	0.25%	0.19%	0.17%	0.15%	0.08%	0.0%	0.20%	0.0%	9.09%	0.52%	0.80%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.26%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.19%					
39	"22. ""Развитие предпринимательства"""	53	3	3	8	4	1	5	3	3	0	4	2	2	4	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3					
		0.21%	0.21%	0.24%	0.59%	0.34%	0.07%	0.34%	0.25%	0.29%	0.0%	0.31%	0.17%	0.17%	0.41%	0.37%	0.19%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.32%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2037	152	112	126	108	94	135	106	81	107	120	88	105	74	15	32	42	5	43	8	61	18	5	4	27	11	22	12	9	8	49	28	18	15	9	21	3	10	4	9	2	3	9	5	8	8	7	1	8	27	26	37					
		8.13%	10.93%	9.03%	9.38%	9.39%	7.37%	9.24%	9.13%	7.91%	9.41%	9.47%	7.83%	8.95%	7.62%	5.63%	6.32%	11.08%	4.03%	15.46%	4.76%	8.70%	7.2%	4.76%	1.70%	8.76%	5.64%	12.15%	3.03%	4.94%	5.63%	11.18%	8.06%	10.16%	4.83%	8.49%	5.64%	3.70%	3.70%	4.21%	4.52%	1.32%	2.83%	4.73%	4.23%	4.57%	5.63%	3.43%	1.38%	7.69%	6.49%	8.22%	7.11%					
																																																										
41	Против всех	996	61	64	72	11	46	93	49	22	50	55	59	56	65	15	21	9	5	16	6	21	4	1	6	17	6	5	11	7	4	20	18	8	12	2	8	2	11	2	4	2	0	3	3	4	0	2	1	2	7	4	24					
		3.97%	4.38%	5.16%	5.36%	0.95%	3.60%	6.36%	4.22%	2.15%	4.39%	4.34%	5.25%	4.77%	6.69%	5.63%	4.15%	2.37%	4.03%	5.75%	3.57%	2.99%	1.6%	0.95%	2.55%	5.51%	3.07%	2.76%	2.78%	3.84%	2.81%	4.56%	5.18%	4.51%	3.87%	1.88%	2.15%	2.46%	4.07%	2.10%	2.01%	1.32%	0.0%	1.57%	2.54%	2.28%	0.0%	0.98%	1.38%	1.92%	1.68%	1.26%	4.61%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
