Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Тевризская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	46	6	3	0	2	4	0	2	0	1	0	1	0	0	1	1	1	6	3	1	0	0	0	1	2	0	0	2	0	1	3	1	0	4	0	0									
		0.79%	2.03%	0.83%	0.00%	0.92%	1.61%	0.00%	0.76%	0.00%	0.69%	0.00%	1.54%	0.00%	0.00%	0.43%	0.97%	0.74%	2.40%	1.82%	0.62%	0.00%	0.00%	0.00%	0.54%	1.35%	0.00%	0.00%	1.20%	0.00%	0.58%	1.39%	0.60%	0.00%	1.92%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	904	36	64	30	37	57	47	32	41	13	29	8	6	6	35	21	21	23	31	21	6	28	41	48	25	23	14	12	11	35	30	33	3	11	21	5									
		15.54%	12.16%	17.63%	14.08%	17.05%	22.89%	20.35%	12.12%	17.75%	8.97%	16.96%	12.31%	12.24%	22.22%	15.02%	20.39%	15.56%	9.20%	18.79%	13.04%	5.94%	18.06%	28.28%	25.81%	16.89%	25.27%	25.45%	7.19%	8.21%	20.23%	13.89%	19.88%	6.00%	5.29%	12.73%	5.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	0	2	1	2	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0									
		0.28%	0.00%	0.00%	0.94%	0.46%	0.80%	0.43%	0.38%	0.43%	0.69%	0.00%	0.00%	2.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.75%	0.00%	0.46%	0.00%	0.00%	0.00%	0.61%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	403	19	19	18	16	15	20	14	10	7	9	7	3	0	11	13	13	12	5	3	2	3	4	23	12	17	3	7	19	13	26	26	9	1	22	2									
		6.93%	6.42%	5.23%	8.45%	7.37%	6.02%	8.66%	5.30%	4.33%	4.83%	5.26%	10.77%	6.12%	0.00%	4.72%	12.62%	9.63%	4.80%	3.03%	1.86%	1.98%	1.94%	2.76%	12.37%	8.11%	18.68%	5.45%	4.19%	14.18%	7.51%	12.04%	15.66%	18.00%	0.48%	13.33%	2.22%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
