Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
"Наименование Избирательной комиссии:    Орск, Ленинская"																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3803	193	165	126	72	97	94	75	107	74	101	116	131	122	94	140	160	198	176	211	125	106	145	122	113	79	124	100	97	61	82	75	96	26					
		11.82%	12.14%	13.72%	10.54%	11.90%	10.86%	11.74%	11.03%	11.75%	9.80%	13.34%	13.74%	12.84%	13.03%	10.33%	12.39%	11.79%	14.90%	13.27%	13.75%	11.48%	12.09%	14.01%	12.94%	11.98%	10.51%	11.38%	10.83%	11.36%	7.73%	8.49%	11.52%	9.34%	5.69%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	470	20	17	17	30	34	23	21	21	8	7	14	16	7	13	6	22	13	17	12	8	19	10	12	12	11	13	11	7	8	11	9	19	2					
		1.46%	1.26%	1.41%	1.42%	4.96%	3.81%	2.87%	3.09%	2.31%	1.06%	0.92%	1.66%	1.57%	0.75%	1.43%	0.53%	1.62%	0.98%	1.28%	0.78%	0.73%	2.17%	0.97%	1.27%	1.27%	1.46%	1.19%	1.19%	0.82%	1.01%	1.14%	1.38%	1.85%	0.44%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19153	748	724	756	323	541	455	373	507	452	436	488	620	527	523	679	808	737	788	916	682	510	601	549	574	461	658	531	510	558	645	442	661	370					
		59.53%	47.04%	60.18%	63.21%	53.39%	60.58%	56.80%	54.85%	55.65%	59.87%	57.60%	57.82%	60.78%	56.30%	57.47%	60.09%	59.54%	55.46%	59.43%	59.71%	62.63%	58.15%	58.07%	58.22%	60.87%	61.30%	60.37%	57.53%	59.72%	70.72%	66.77%	67.90%	64.30%	80.96%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	388	15	16	24	12	20	23	6	14	8	6	19	9	10	14	13	14	23	15	20	6	11	10	7	16	11	7	11	3	8	5	0	12	0					
		1.21%	0.94%	1.33%	2.01%	1.98%	2.24%	2.87%	0.88%	1.54%	1.06%	0.79%	2.25%	0.88%	1.07%	1.54%	1.15%	1.03%	1.73%	1.13%	1.30%	0.55%	1.25%	0.97%	0.74%	1.70%	1.46%	0.64%	1.19%	0.35%	1.01%	0.52%	0.00%	1.17%	0.00%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
