Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Переволоцкая																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385					
24	"7. ""Новый курс - Автомобильная Россия"""	64	0	2	1	1	0	0	0	2	2	2	2	2	0	0	0	1	0	0	0	0	0	0	4	0	5	3	1	1	0	0	0	0	1	0	3	0	0	0	3	3	7	1	6	4	1	4	2					
		0.45%	0.0%	0.68%	0.33%	0.97%	0.0%	0.0%	0.0%	1.58%	0.55%	0.59%	0.34%	0.45%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.15%	0.0%	0.73%	2.5%	0.87%	1.42%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	2.05%	0.0%	0.0%	0.0%	0.67%	0.63%	0.99%	0.27%	0.84%	0.71%	0.13%	0.99%	1.34%					
25	"8. ""Народно-республиканская партия России"""	17	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	3	1	1	2	0	0	0	0	0	0					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.45%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.29%	0.22%	0.21%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	1	1	1	1	0	0					
		0.12%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.45%	1.07%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	0.35%	0.09%	0.0%	0.42%	0.0%	0.27%	0.14%	0.17%	0.13%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	2201	22	85	99	15	28	1	9	12	56	30	63	94	38	3	4	44	37	14	28	31	15	7	25	15	120	9	28	6	128	53	16	24	49	5	12	2	25	612	26	39	62	26	39	53	51	24	17					
		15.79%	12.57%	28.91%	33.0%	14.56%	8.48%	3.57%	8.91%	9.52%	15.55%	8.95%	10.97%	21.31%	15.57%	5.08%	10.25%	10.06%	22.15%	12.49%	15.38%	7.07%	16.12%	15.90%	7.20%	12.0%	17.67%	7.5%	24.56%	8.57%	25.6%	38.40%	15.23%	24.0%	10.91%	5.95%	8.21%	1.94%	8.96%	59.30%	5.84%	8.26%	8.78%	7.26%	5.52%	9.44%	6.66%	5.94%	11.40%					
28	"11. ""Истинные патриоты России"""	24	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0	3	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	2	1	1	0	0	0	2	0	0	1	0	0	1	1	0	1					
		0.17%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.68%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	1.07%	0.0%	0.28%	0.0%	0.14%	0.0%	0.0%	1.42%	0.2%	0.0%	0.0%	2.0%	0.22%	1.19%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.14%	0.0%	0.0%	0.17%	0.13%	0.0%	0.67%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	113	0	2	3	0	1	0	0	0	7	1	0	1	3	0	0	0	0	1	3	3	0	1	6	5	4	2	0	0	6	1	0	1	2	0	5	1	4	3	6	2	5	5	7	6	10	6	0					
		0.81%	0.0%	0.68%	1.0%	0.0%	0.30%	0.0%	0.0%	0.0%	1.94%	0.29%	0.0%	0.22%	1.22%	0.0%	0.0%	0.0%	0.0%	0.89%	1.64%	0.68%	0.0%	2.27%	1.72%	4.0%	0.58%	1.66%	0.0%	0.0%	1.2%	0.72%	0.0%	1.0%	0.44%	0.0%	3.42%	0.97%	1.43%	0.29%	1.34%	0.42%	0.70%	1.39%	0.99%	1.06%	1.30%	1.48%	0.0%					
30	"13. ""Демократическая партия России"""	37	2	4	1	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	4	1	2	2	3	2	0	2	0					
		0.26%	1.14%	1.36%	0.33%	0.0%	0.30%	0.0%	0.0%	0.79%	0.0%	0.59%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	1.19%	0.68%	0.0%	0.35%	0.0%	0.89%	0.21%	0.28%	0.55%	0.42%	0.35%	0.0%	0.49%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	19	1	0	0	1	0	0	0	0	0	0	2	2	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0					
		0.13%	0.57%	0.0%	0.0%	0.97%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.45%	0.40%	0.0%	2.56%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.83%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.49%	0.0%					
32	"15. ""Партия СЛОН"""	20	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0	1	2	0	0	1	1	0	0					
		0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.21%	0.28%	0.0%	0.0%	0.17%	0.13%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	652	5	11	10	2	20	0	2	2	9	21	5	11	21	11	1	19	4	2	8	26	3	1	10	1	22	7	4	1	35	1	5	3	19	9	7	5	14	15	27	30	45	18	57	39	56	23	5					
		4.67%	2.85%	3.74%	3.33%	1.94%	6.06%	0.0%	1.98%	1.58%	2.5%	6.26%	0.87%	2.49%	8.60%	18.64%	2.56%	4.34%	2.39%	1.78%	4.39%	5.93%	3.22%	2.27%	2.88%	0.8%	3.24%	5.83%	3.50%	1.42%	7.0%	0.72%	4.76%	3.0%	4.23%	10.71%	4.79%	4.85%	5.01%	1.45%	6.06%	6.35%	6.37%	5.02%	8.07%	6.95%	7.32%	5.69%	3.35%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	30	0	1	1	1	1	0	0	0	0	1	0	1	1	0	2	1	1	1	0	1	0	0	0	1	0	0	0	0	2	1	1	0	1	0	1	0	0	0	0	0	0	1	1	3	1	2	2					
		0.21%	0.0%	0.34%	0.33%	0.97%	0.30%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.22%	0.40%	0.0%	5.12%	0.22%	0.59%	0.89%	0.0%	0.22%	0.0%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.4%	0.72%	0.95%	0.0%	0.22%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.14%	0.53%	0.13%	0.49%	1.34%					
35	"18. ""ЛДПР"""	2114	31	48	28	8	38	5	34	26	62	52	42	44	31	19	5	44	2	26	30	86	13	24	75	16	99	10	19	11	44	4	10	10	103	12	25	28	50	47	73	88	120	83	105	135	146	85	18					
		15.16%	17.71%	16.32%	9.33%	7.76%	11.51%	17.85%	33.66%	20.63%	17.22%	15.52%	7.31%	9.97%	12.70%	32.20%	12.82%	10.06%	1.19%	23.21%	16.48%	19.63%	13.97%	54.54%	21.61%	12.8%	14.58%	8.33%	16.66%	15.71%	8.8%	2.89%	9.52%	10.0%	22.93%	14.28%	17.12%	27.18%	17.92%	4.55%	16.40%	18.64%	16.99%	23.18%	14.87%	24.06%	19.08%	21.03%	12.08%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	237	2	9	5	2	13	0	4	0	5	8	2	5	7	0	3	2	5	3	0	9	0	1	5	9	10	2	3	3	10	0	0	2	12	1	0	2	3	4	12	8	16	7	12	9	18	4	0					
		1.70%	1.14%	3.06%	1.66%	1.94%	3.93%	0.0%	3.96%	0.0%	1.38%	2.38%	0.34%	1.13%	2.86%	0.0%	7.69%	0.45%	2.99%	2.67%	0.0%	2.05%	0.0%	2.27%	1.44%	7.2%	1.47%	1.66%	2.63%	4.28%	2.0%	0.0%	0.0%	2.0%	2.67%	1.19%	0.0%	1.94%	1.07%	0.38%	2.69%	1.69%	2.26%	1.95%	1.69%	1.60%	2.35%	0.99%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	3766	51	44	96	44	62	8	20	36	113	90	63	70	44	14	9	218	35	40	36	221	39	5	90	43	268	68	34	18	165	24	26	28	114	14	52	38	41	104	120	147	177	89	180	145	228	147	48					
		27.01%	29.14%	14.96%	32.0%	42.71%	18.78%	28.57%	19.80%	28.57%	31.38%	26.86%	10.97%	15.87%	18.03%	23.72%	23.07%	49.88%	20.95%	35.71%	19.78%	50.45%	41.93%	11.36%	25.93%	34.4%	39.46%	56.66%	29.82%	25.71%	33.0%	17.39%	24.76%	28.0%	25.38%	16.66%	35.61%	36.89%	14.69%	10.07%	26.96%	31.14%	25.07%	24.86%	25.49%	25.84%	29.80%	36.38%	32.21%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.99%	0.0%	0.0%	0.59%	0.0%	0.22%	0.0%	0.0%	0.0%	0.22%	0.59%	0.0%	0.54%	0.22%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.14%	0.17%	0.13%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	34	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	3	1	5	0	0	2	2	1	3	0	3	4	0	3	2					
		0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.2%	0.0%	0.0%	0.0%	0.66%	1.19%	3.42%	0.0%	0.0%	0.19%	0.44%	0.21%	0.42%	0.0%	0.42%	0.71%	0.0%	0.74%	1.34%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3215	43	58	32	11	131	10	21	30	56	65	363	139	78	7	6	61	61	12	53	21	17	3	97	28	97	13	13	23	62	35	19	19	82	30	24	16	119	190	122	107	194	83	207	113	157	58	29					
		23.06%	24.57%	19.72%	10.66%	10.67%	39.69%	35.71%	20.79%	23.80%	15.55%	19.40%	63.24%	31.51%	31.96%	11.86%	15.38%	13.95%	36.52%	10.71%	29.12%	4.79%	18.27%	6.81%	27.95%	22.4%	14.28%	10.83%	11.40%	32.85%	12.4%	25.36%	18.09%	19.0%	18.26%	35.71%	16.43%	15.53%	42.65%	18.41%	27.41%	22.66%	27.47%	23.18%	29.32%	20.14%	20.52%	14.35%	19.46%					
																																																						
41	Против всех	341	4	6	4	7	10	1	2	12	15	24	5	7	7	1	7	11	0	3	4	7	0	1	8	0	12	0	4	3	8	4	5	0	14	4	2	1	5	13	7	7	23	8	14	17	22	16	6					
		2.44%	2.28%	2.04%	1.33%	6.79%	3.03%	3.57%	1.98%	9.52%	4.16%	7.16%	0.87%	1.58%	2.86%	1.69%	17.94%	2.51%	0.0%	2.67%	2.19%	1.59%	0.0%	2.27%	2.30%	0.0%	1.76%	0.0%	3.50%	4.28%	1.6%	2.89%	4.76%	0.0%	3.11%	4.76%	1.36%	0.97%	1.79%	1.25%	1.57%	1.48%	3.25%	2.23%	1.98%	3.03%	2.87%	3.96%	4.02%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
