Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    район Нагатинский затон																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №3248	УИК №3249					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1015	20	30	40	20	19	49	38	24	34	33	40	8	18	30	30	35	35	47	35	39	43	47	27	40	29	40	30	41	26	23	30	15	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	962	14	29	40	20	19	49	38	20	30	20	35	8	18	30	29	35	35	43	33	39	41	44	27	37	29	40	30	41	26	21	29	13	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1318	23	56	73	13	25	110	48	68	31	35	67	20	60	28	11	22	43	28	7	24	42	81	34	41	23	10	19	28	53	86	57	29	8	15					
14	Число погашенных неиспользованных открепительных удостоверений	53	6	1	0	0	0	0	0	4	4	13	5	0	0	0	1	0	0	4	2	0	2	3	0	3	0	0	0	0	0	2	1	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	771	10	10	34	17	13	28	23	31	19	30	31	12	15	21	25	26	27	34	25	31	36	34	34	25	42	39	14	35	18	6	21	5	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	1178	20	38	37	28	35	52	38	7	24	39	55	23	33	28	43	50	47	30	38	49	56	28	30	29	31	41	27	69	35	44	46	25	1	2					
		2.95%	2.16%	4.06%	1.89%	2.35%	3.97%	2.57%	2.67%	0.40%	2.29%	2.82%	4.09%	2.85%	4.09%	3.11%	3.08%	2.54%	3.76%	2.52%	3.28%	3.61%	4.41%	2.11%	2.29%	2.61%	2.21%	2.32%	2.93%	5.75%	3.89%	3.93%	4.03%	4.22%	2.86%	2.04%					
19	2.Всероссийская политическая партия «Гражданская Сила»	930	22	22	40	24	30	36	35	12	22	48	27	10	22	31	23	32	40	41	22	36	41	25	21	20	43	28	29	31	19	30	30	37	0	1					
		2.33%	2.38%	2.35%	2.04%	2.02%	3.41%	1.78%	2.46%	0.69%	2.10%	3.47%	2.01%	1.24%	2.73%	3.45%	1.65%	1.63%	3.20%	3.45%	1.90%	2.65%	3.23%	1.88%	1.60%	1.80%	3.07%	1.58%	3.15%	2.58%	2.11%	2.68%	2.63%	6.24%	0.00%	1.02%					
20	3.Политическая партия «Демократическая партия России»	79	1	0	3	5	2	12	2	2	4	3	2	0	1	2	4	1	3	4	1	3	3	3	2	2	1	4	4	0	1	1	2	1	0	0					
		0.20%	0.11%	0.00%	0.15%	0.42%	0.23%	0.59%	0.14%	0.12%	0.38%	0.22%	0.15%	0.00%	0.12%	0.22%	0.29%	0.05%	0.24%	0.34%	0.09%	0.22%	0.24%	0.23%	0.15%	0.18%	0.07%	0.23%	0.43%	0.00%	0.11%	0.09%	0.18%	0.17%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5820	149	115	212	189	132	411	219	145	142	171	218	103	115	138	190	237	182	192	188	218	208	195	184	208	239	247	135	163	130	153	190	88	12	2					
		14.59%	16.11%	12.30%	10.81%	15.87%	14.98%	20.30%	15.38%	8.38%	13.54%	12.36%	16.20%	12.75%	14.25%	15.35%	13.61%	12.04%	14.55%	16.13%	16.23%	16.05%	16.38%	14.67%	14.04%	18.72%	17.05%	13.95%	14.67%	13.57%	14.46%	13.65%	16.65%	14.84%	34.29%	2.04%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	820	44	25	37	29	10	30	26	7	28	35	42	23	19	15	13	28	22	16	21	35	30	27	29	13	39	26	21	22	13	22	34	38	0	1					
		2.06%	4.76%	2.67%	1.89%	2.43%	1.14%	1.48%	1.83%	0.40%	2.67%	2.53%	3.12%	2.85%	2.35%	1.67%	0.93%	1.42%	1.76%	1.34%	1.81%	2.58%	2.36%	2.03%	2.21%	1.17%	2.78%	1.47%	2.28%	1.83%	1.45%	1.96%	2.98%	6.41%	0.00%	1.02%					
23	6.Политическая партия «Партия социальной справедливости»	157	4	4	9	5	7	6	3	5	4	0	5	2	2	1	4	9	5	4	8	4	4	5	8	7	9	7	7	5	4	4	4	1	0	1					
		0.39%	0.43%	0.43%	0.46%	0.42%	0.79%	0.30%	0.21%	0.29%	0.38%	0.00%	0.37%	0.25%	0.25%	0.11%	0.29%	0.46%	0.40%	0.34%	0.69%	0.29%	0.31%	0.38%	0.61%	0.63%	0.64%	0.40%	0.76%	0.42%	0.44%	0.36%	0.35%	0.17%	0.00%	1.02%					
24	7.Политическая партия «Либерально-демократическая партия России»	2682	51	56	104	85	66	117	127	27	77	105	83	29	55	75	94	83	96	116	97	122	101	83	109	82	101	117	64	111	50	72	73	34	2	18					
		6.72%	5.51%	5.99%	5.30%	7.14%	7.49%	5.78%	8.92%	1.56%	7.34%	7.59%	6.17%	3.59%	6.82%	8.34%	6.73%	4.22%	7.67%	9.75%	8.38%	8.98%	7.95%	6.25%	8.31%	7.38%	7.20%	6.61%	6.96%	9.24%	5.56%	6.42%	6.40%	5.73%	5.71%	18.37%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3101	80	90	109	90	78	128	107	104	89	121	103	80	51	73	122	140	134	83	61	110	103	94	90	101	102	126	95	120	64	103	107	34	3	6					
		7.77%	8.65%	9.63%	5.56%	7.56%	8.85%	6.32%	7.51%	6.01%	8.48%	8.74%	7.65%	9.90%	6.32%	8.12%	8.74%	7.11%	10.71%	6.97%	5.27%	8.10%	8.11%	7.07%	6.86%	9.09%	7.28%	7.12%	10.33%	9.99%	7.12%	9.19%	9.38%	5.73%	8.57%	6.12%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	502	19	22	37	20	15	23	22	10	16	13	16	10	16	15	18	16	19	14	16	7	19	21	11	15	20	16	6	9	11	10	12	5	0	3					
		1.26%	2.05%	2.35%	1.89%	1.68%	1.70%	1.14%	1.54%	0.58%	1.53%	0.94%	1.19%	1.24%	1.98%	1.67%	1.29%	0.81%	1.52%	1.18%	1.38%	0.52%	1.50%	1.58%	0.84%	1.35%	1.43%	0.90%	0.65%	0.75%	1.22%	0.89%	1.05%	0.84%	0.00%	3.06%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	22006	443	495	1268	630	444	1116	768	1397	582	778	670	428	439	474	810	1291	621	603	629	681	610	695	754	552	706	1090	482	603	497	569	567	235	17	62					
		55.17%	47.89%	52.94%	64.63%	52.90%	50.40%	55.11%	53.93%	80.75%	55.48%	56.21%	49.78%	52.97%	54.40%	52.73%	58.02%	65.57%	49.64%	50.67%	54.32%	50.15%	48.03%	52.29%	57.51%	49.68%	50.36%	61.58%	52.39%	50.21%	55.28%	50.76%	49.69%	39.63%	48.57%	63.27%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1959	76	53	77	59	50	70	56	14	49	56	98	61	42	31	51	75	82	61	57	65	77	74	60	56	84	58	34	53	59	91	52	77	0	1					
		4.91%	8.22%	5.67%	3.92%	4.95%	5.68%	3.46%	3.93%	0.81%	4.67%	4.05%	7.28%	7.55%	5.20%	3.45%	3.65%	3.81%	6.55%	5.13%	4.92%	4.79%	6.06%	5.57%	4.58%	5.04%	5.99%	3.28%	3.70%	4.41%	6.56%	8.12%	4.56%	12.98%	0.00%	1.02%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
