Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Симферопольская - 21																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №1132	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1163	УИК №1180	УИК №1181	УИК №1182	УИК №1183									
14	Число погашенных неиспользованных открепительных удостоверений	403	21	45	17	17	31	45	5	0	2	24	5	14	25	13	44	51	18	26									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	121	8	5	2	4	10	14	4	2	0	4	2	8	4	19	14	11	3	7									
		0.87%	1.05%	0.45%	0.58%	0.97%	1.85%	1.25%	0.78%	0.91%	0.00%	0.28%	0.52%	0.54%	0.36%	2.54%	1.26%	1.20%	0.40%	0.83%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	97	4	14	4	3	7	12	3	0	1	4	4	9	3	4	6	12	6	1									
		0.70%	0.53%	1.25%	1.16%	0.73%	1.29%	1.07%	0.58%	0.00%	0.93%	0.28%	1.04%	0.61%	0.27%	0.53%	0.54%	1.30%	0.81%	0.12%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	112	6	9	3	4	4	7	3	8	0	7	3	18	5	5	11	12	5	2									
		0.81%	0.79%	0.80%	0.87%	0.97%	0.74%	0.63%	0.58%	3.65%	0.00%	0.50%	0.78%	1.22%	0.45%	0.67%	0.99%	1.30%	0.67%	0.24%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10998	575	836	263	329	428	812	398	166	89	1269	304	1206	966	526	864	684	575	708									
		79.17%	75.76%	74.58%	76.23%	79.85%	78.97%	72.69%	77.13%	75.80%	82.41%	90.13%	79.17%	81.99%	86.48%	70.32%	77.56%	74.35%	77.28%	83.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	80	4	5	1	4	6	8	4	2	2	2	1	8	5	7	6	8	3	4									
		0.58%	0.53%	0.45%	0.29%	0.97%	1.11%	0.72%	0.78%	0.91%	1.85%	0.14%	0.26%	0.54%	0.45%	0.94%	0.54%	0.87%	0.40%	0.47%									
24	"6. Политическая партия ""Гражданская Платформа"""	25	3	0	2	2	5	0	1	1	1	1	1	0	3	0	2	1	1	1									
		0.18%	0.40%	0.00%	0.58%	0.49%	0.92%	0.00%	0.19%	0.46%	0.93%	0.07%	0.26%	0.00%	0.27%	0.00%	0.18%	0.11%	0.13%	0.12%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1284	83	110	35	22	35	141	49	24	6	60	39	143	70	107	101	101	85	73									
		9.24%	10.94%	9.81%	10.14%	5.34%	6.46%	12.62%	9.50%	10.96%	5.56%	4.26%	10.16%	9.72%	6.27%	14.30%	9.07%	10.98%	11.42%	8.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	57	1	7	3	2	3	6	1	1	2	2	2	7	0	3	4	5	3	5									
		0.41%	0.13%	0.62%	0.87%	0.49%	0.55%	0.54%	0.19%	0.46%	1.85%	0.14%	0.52%	0.48%	0.00%	0.40%	0.36%	0.54%	0.40%	0.59%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	40	0	3	0	2	1	3	3	2	0	0	1	4	2	6	2	7	1	3									
		0.29%	0.00%	0.27%	0.00%	0.49%	0.18%	0.27%	0.58%	0.91%	0.00%	0.00%	0.26%	0.27%	0.18%	0.80%	0.18%	0.76%	0.13%	0.35%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	0	1	0	1	0	2	0	0	1	0	1	0	0	2	1	0	0									
		0.07%	0.13%	0.00%	0.29%	0.00%	0.18%	0.00%	0.39%	0.00%	0.00%	0.07%	0.00%	0.07%	0.00%	0.00%	0.18%	0.11%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	82	6	10	2	4	9	9	9	2	0	6	1	2	4	8	4	2	1	3									
		0.59%	0.79%	0.89%	0.58%	0.97%	1.66%	0.81%	1.74%	0.91%	0.00%	0.43%	0.26%	0.14%	0.36%	1.07%	0.36%	0.22%	0.13%	0.35%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	570	39	84	12	23	11	79	13	2	3	25	22	32	20	39	60	51	30	25									
		4.10%	5.14%	7.49%	3.48%	5.58%	2.03%	7.07%	2.52%	0.91%	2.78%	1.78%	5.73%	2.18%	1.79%	5.21%	5.39%	5.54%	4.03%	2.96%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	2	3	0	0	0	2	3	0	0	1	0	3	4	2	4	1	1	4									
		0.22%	0.26%	0.27%	0.00%	0.00%	0.00%	0.18%	0.58%	0.00%	0.00%	0.07%	0.00%	0.20%	0.36%	0.27%	0.36%	0.11%	0.13%	0.47%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	160	11	20	8	2	2	16	13	5	2	3	3	18	7	13	12	9	13	3									
		1.15%	1.45%	1.78%	2.32%	0.49%	0.37%	1.43%	2.52%	2.28%	1.85%	0.21%	0.78%	1.22%	0.63%	1.74%	1.08%	0.98%	1.75%	0.35%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
