Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Нижнесергинская 																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601					
14	Число погашенных неиспользованных открепительных удостоверений	122	4	0	0	4	4	1	3	0	4	0	11	10	3	1	4	5	2	0	4	4	2	3	6	3	3	1	0	0	3	1	0	2	0	3	1	2	3	3	5	1	2	1	0	2	1	0	0	0	2	2	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3976	111	74	193	208	150	114	54	67	111	66	160	190	120	96	70	30	131	229	125	207	229	144	112	108	70	9	50	25	2	71	23	11	7	11	16	26	15	6	63	31	54	37	43	8	47	45	12	51	39	63	35	7					
		20.76%	25.28%	22.36%	27.18%	23.09%	22.59%	25.00%	24.55%	18.72%	21.22%	18.28%	22.28%	25.64%	17.62%	17.91%	16.17%	17.05%	24.53%	27.69%	23.58%	28.79%	31.98%	25.71%	19.48%	17.79%	23.57%	9.57%	14.25%	16.23%	4.65%	16.71%	20.18%	11.83%	7.14%	12.50%	11.94%	16.15%	7.65%	8.70%	27.04%	17.32%	13.40%	16.97%	14.01%	11.59%	13.78%	13.85%	9.68%	20.48%	13.68%	11.45%	18.13%	15.56%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3180	89	80	117	168	126	92	56	47	108	77	80	94	101	75	69	29	101	119	107	109	111	126	125	126	73	22	53	45	9	80	29	16	28	26	6	11	34	12	10	12	24	6	10	3	11	33	6	54	43	144	31	17					
		16.60%	20.27%	24.17%	16.48%	18.65%	18.98%	20.18%	25.45%	13.13%	20.65%	21.33%	11.14%	12.69%	14.83%	13.99%	15.94%	16.48%	18.91%	14.39%	20.19%	15.16%	15.50%	22.50%	21.74%	20.76%	24.58%	23.40%	15.10%	29.22%	20.93%	18.82%	25.44%	17.20%	28.57%	29.55%	4.48%	6.83%	17.35%	17.39%	4.29%	6.70%	5.96%	2.75%	3.26%	4.35%	3.23%	10.15%	4.84%	21.69%	15.09%	26.18%	16.06%	37.78%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	178	4	4	7	3	8	3	2	2	6	4	6	3	5	2	5	5	3	10	5	3	9	3	0	6	0	1	4	0	0	5	2	1	1	3	4	6	3	0	4	0	9	2	3	1	3	3	1	3	1	7	3	0					
		0.93%	0.91%	1.21%	0.99%	0.33%	1.20%	0.66%	0.91%	0.56%	1.15%	1.11%	0.84%	0.40%	0.73%	0.37%	1.15%	2.84%	0.56%	1.21%	0.94%	0.42%	1.26%	0.54%	0.00%	0.99%	0.00%	1.06%	1.14%	0.00%	0.00%	1.18%	1.75%	1.08%	1.02%	3.41%	2.99%	3.73%	1.53%	0.00%	1.72%	0.00%	2.23%	0.92%	0.98%	1.45%	0.88%	0.92%	0.81%	1.20%	0.35%	1.27%	1.55%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3655	75	58	116	190	115	90	26	77	83	99	188	178	176	123	99	29	135	171	90	144	106	65	69	68	32	10	68	27	5	70	20	6	11	10	19	21	25	8	22	35	114	66	55	19	95	66	30	33	85	79	47	7					
		19.08%	17.08%	17.52%	16.34%	21.09%	17.32%	19.74%	11.82%	21.51%	15.87%	27.42%	26.18%	24.02%	25.84%	22.95%	22.86%	16.48%	25.28%	20.68%	16.98%	20.03%	14.80%	11.61%	12.00%	11.20%	10.77%	10.64%	19.37%	17.53%	11.63%	16.47%	17.54%	6.45%	11.22%	11.36%	14.18%	13.04%	12.76%	11.59%	9.44%	19.55%	28.29%	30.28%	17.92%	27.54%	27.86%	20.31%	24.19%	13.25%	29.82%	14.36%	24.35%	15.56%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	313	8	4	17	14	15	15	3	8	8	12	14	9	13	11	10	3	6	25	11	14	12	8	4	7	5	0	4	2	0	7	1	1	2	1	4	0	2	0	3	3	1	2	3	0	4	3	0	4	2	5	3	0					
		1.63%	1.82%	1.21%	2.39%	1.55%	2.26%	3.29%	1.36%	2.23%	1.53%	3.32%	1.95%	1.21%	1.91%	2.05%	2.31%	1.70%	1.12%	3.02%	2.08%	1.95%	1.68%	1.43%	0.70%	1.15%	1.68%	0.00%	1.14%	1.30%	0.00%	1.65%	0.88%	1.08%	2.04%	1.14%	2.99%	0.00%	1.02%	0.00%	1.29%	1.68%	0.25%	0.92%	0.98%	0.00%	1.17%	0.92%	0.00%	1.61%	0.70%	0.91%	1.55%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6191	136	83	216	273	172	111	67	125	163	90	214	221	214	194	163	68	124	201	167	203	199	159	229	260	88	37	150	42	26	108	37	35	43	36	62	71	75	37	63	69	129	79	153	24	129	126	29	93	99	222	65	12					
		32.32%	30.98%	25.08%	30.42%	30.30%	25.90%	24.34%	30.45%	34.92%	31.17%	24.93%	29.81%	29.82%	31.42%	36.19%	37.64%	38.64%	23.22%	24.30%	31.51%	28.23%	27.79%	28.39%	39.83%	42.83%	29.63%	39.36%	42.74%	27.27%	60.47%	25.41%	32.46%	37.63%	43.88%	40.91%	46.27%	44.10%	38.27%	53.62%	27.04%	38.55%	32.01%	36.24%	49.84%	34.78%	37.83%	38.77%	23.39%	37.35%	34.74%	40.36%	33.68%	26.67%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	1160	11	17	30	32	48	26	8	27	33	7	42	20	26	19	11	10	25	24	9	17	35	34	16	18	25	14	12	11	0	71	1	23	5	0	21	26	40	6	63	22	55	18	33	14	41	39	40	7	12	11	5	0					
		6.06%	2.51%	5.14%	4.23%	3.55%	7.23%	5.70%	3.64%	7.54%	6.31%	1.94%	5.85%	2.70%	3.82%	3.54%	2.54%	5.68%	4.68%	2.90%	1.70%	2.36%	4.89%	6.07%	2.78%	2.97%	8.42%	14.89%	3.42%	7.14%	0.00%	16.71%	0.88%	24.73%	5.10%	0.00%	15.67%	16.15%	20.41%	8.70%	27.04%	12.29%	13.65%	8.26%	10.75%	20.29%	12.02%	12.00%	32.26%	2.81%	4.21%	2.00%	2.59%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
