Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Нижнесергинская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	335	7	1	8	12	7	5	2	2	2	5	12	5	17	11	5	5	3	14	10	8	10	10	17	15	8	0	11	4	5	6	7	5	1	5	5	11	2	3	3	5	9	8	3	5	5	12	1	5	3	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	304	7	1	8	12	7	5	2	2	2	5	11	5	16	10	5	5	3	14	10	8	10	10	17	15	8	0	11	4	5	6	7	0	1	0	1	11	2	3	3	0	9	8	2	1	5	10	0	5	2	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	372	6	5	9	10	15	2	6	47	2	1	12	4	4	12	2	2	7	2	5	1	9	10	70	40	10	1	6	0	5	7	5	1	5	2	2	0	2	0	3	1	4	6	3	1	9	2	6	1	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	31	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	4	0	0	0	0	5	0	0	1	4	0	2	1	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	1	3	0	3	1	2	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	507	4	2	14	12	19	4	5	9	10	5	18	8	8	21	9	5	18	20	11	15	20	13	8	10	15	1	12	6	0	28	19	0	2	4	1	2	22	2	20	8	7	1	6	1	20	25	6	22	4	5					
		2.23%	0.74%	0.57%	1.58%	1.33%	2.24%	0.73%	2.28%	1.78%	1.58%	1.08%	1.98%	0.88%	0.95%	2.33%	1.57%	2.12%	2.25%	2.19%	2.10%	1.85%	2.28%	1.94%	1.15%	1.43%	4.85%	0.95%	2.85%	3.43%	0.00%	6.10%	13.10%	0.00%	1.69%	4.49%	0.68%	1.08%	11.76%	2.63%	7.52%	3.32%	1.57%	0.36%	1.80%	1.47%	4.95%	6.53%	4.51%	7.14%	1.10%	0.75%					
19	2.Всероссийская политическая партия «Гражданская Сила»	431	4	9	29	20	28	30	4	13	13	8	32	20	17	12	3	2	15	11	9	8	9	9	9	25	22	1	3	0	0	4	0	0	1	0	1	1	0	1	4	8	5	3	1	2	12	9	2	2	3	7					
		1.90%	0.74%	2.57%	3.27%	2.21%	3.29%	5.47%	1.83%	2.57%	2.06%	1.72%	3.53%	2.19%	2.02%	1.33%	0.52%	0.85%	1.87%	1.21%	1.71%	0.98%	1.03%	1.35%	1.29%	3.58%	7.12%	0.95%	0.71%	0.00%	0.00%	0.87%	0.00%	0.00%	0.85%	0.00%	0.68%	0.54%	0.00%	1.32%	1.50%	3.32%	1.12%	1.08%	0.30%	2.94%	2.97%	2.35%	1.50%	0.65%	0.82%	1.04%					
20	3.Политическая партия «Демократическая партия России»	22	0	3	1	0	0	2	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1					
		0.10%	0.00%	0.86%	0.11%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.11%	0.11%	0.00%	0.11%	0.00%	0.42%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.29%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.22%	0.00%	0.30%	0.00%	0.25%	0.00%	0.00%	0.32%	0.00%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1695	41	30	64	54	61	32	16	39	33	66	90	86	90	90	43	6	84	117	36	83	53	35	26	31	10	3	23	13	2	31	7	1	3	7	12	7	6	3	10	17	41	29	21	10	41	15	7	12	36	22					
		7.46%	7.62%	8.57%	7.21%	5.98%	7.18%	5.84%	7.31%	7.72%	5.22%	14.19%	9.92%	9.41%	10.69%	9.99%	7.48%	2.54%	10.49%	12.83%	6.86%	10.21%	6.04%	5.23%	3.72%	4.43%	3.24%	2.86%	5.46%	7.43%	4.35%	6.75%	4.83%	1.09%	2.54%	7.87%	8.16%	3.78%	3.21%	3.95%	3.76%	7.05%	9.17%	10.47%	6.31%	14.71%	10.15%	3.92%	5.26%	3.90%	9.86%	3.28%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	217	14	2	22	11	9	10	2	13	12	3	8	5	10	4	5	0	19	8	4	8	7	1	3	6	2	0	0	0	0	0	0	1	0	1	1	0	1	0	4	3	2	1	0	0	4	0	0	1	8	2					
		0.96%	2.60%	0.57%	2.48%	1.22%	1.06%	1.82%	0.91%	2.57%	1.90%	0.65%	0.88%	0.55%	1.19%	0.44%	0.87%	0.00%	2.37%	0.88%	0.76%	0.98%	0.80%	0.15%	0.43%	0.86%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	1.12%	0.68%	0.00%	0.53%	0.00%	1.50%	1.24%	0.45%	0.36%	0.00%	0.00%	0.99%	0.00%	0.00%	0.32%	2.19%	0.30%					
23	6.Политическая партия «Партия социальной справедливости»	39	1	0	3	1	3	1	0	1	1	0	1	1	1	4	0	1	0	1	0	1	2	4	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	0	1	0	2					
		0.17%	0.19%	0.00%	0.34%	0.11%	0.35%	0.18%	0.00%	0.20%	0.16%	0.00%	0.11%	0.11%	0.12%	0.44%	0.00%	0.42%	0.00%	0.11%	0.00%	0.12%	0.23%	0.60%	0.00%	0.14%	0.00%	0.00%	0.24%	0.57%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.38%	0.00%	0.00%	0.36%	0.00%	0.00%	0.50%	0.00%	0.00%	0.32%	0.00%	0.30%					
24	7.Политическая партия «Либерально-демократическая партия России»	2512	58	52	102	128	111	89	32	44	78	61	100	87	109	99	49	17	107	166	90	148	111	75	95	79	29	11	39	22	2	42	16	6	13	3	5	9	23	5	6	7	12	7	9	6	6	18	5	23	34	67					
		11.06%	10.78%	14.86%	11.49%	14.17%	13.06%	16.24%	14.61%	8.71%	12.34%	13.12%	11.03%	9.52%	12.95%	10.99%	8.52%	7.20%	13.36%	18.20%	17.14%	18.20%	12.66%	11.21%	13.61%	11.30%	9.39%	10.48%	9.26%	12.57%	4.35%	9.15%	11.03%	6.52%	11.02%	3.37%	3.40%	4.86%	12.30%	6.58%	2.26%	2.90%	2.68%	2.53%	2.70%	8.82%	1.49%	4.70%	3.76%	7.47%	9.32%	9.99%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2043	27	28	77	66	73	49	27	49	33	28	122	140	87	73	57	22	66	80	31	78	82	44	46	40	19	6	25	16	6	52	10	5	5	3	14	28	13	4	36	37	20	28	37	4	71	47	22	37	36	37					
		8.99%	5.02%	8.00%	8.67%	7.31%	8.59%	8.94%	12.33%	9.70%	5.22%	6.02%	13.45%	15.32%	10.33%	8.10%	9.91%	9.32%	8.24%	8.77%	5.90%	9.59%	9.35%	6.58%	6.59%	5.72%	6.15%	5.71%	5.94%	9.14%	13.04%	11.33%	6.90%	5.43%	4.24%	3.37%	9.52%	15.14%	6.95%	5.26%	13.53%	15.35%	4.47%	10.11%	11.11%	5.88%	17.57%	12.27%	16.54%	12.01%	9.86%	5.51%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	124	7	0	4	5	1	3	3	3	6	1	6	7	3	7	2	3	6	4	2	4	1	3	4	1	2	0	4	0	0	1	0	0	0	0	0	5	1	1	2	3	0	2	2	1	5	2	3	0	1	3					
		0.55%	1.30%	0.00%	0.45%	0.55%	0.12%	0.55%	1.37%	0.59%	0.95%	0.22%	0.66%	0.77%	0.36%	0.78%	0.35%	1.27%	0.75%	0.44%	0.38%	0.49%	0.11%	0.45%	0.57%	0.14%	0.65%	0.00%	0.95%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	2.70%	0.53%	1.32%	0.75%	1.24%	0.00%	0.72%	0.60%	1.47%	1.24%	0.52%	2.26%	0.00%	0.27%	0.45%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14737	375	215	560	586	531	319	128	325	438	285	517	547	504	578	400	176	472	490	335	448	572	472	492	495	209	82	310	112	36	295	93	79	93	67	110	133	117	60	179	149	354	199	240	43	221	263	76	201	238	518					
		64.87%	69.70%	61.43%	63.06%	64.89%	62.47%	58.21%	58.45%	64.36%	69.30%	61.29%	57.00%	59.85%	59.86%	64.15%	69.57%	74.58%	58.93%	53.73%	63.81%	55.10%	65.22%	70.55%	70.49%	70.82%	67.64%	78.10%	73.63%	64.00%	78.26%	64.27%	64.14%	85.87%	78.81%	75.28%	74.83%	71.89%	62.57%	78.95%	67.29%	61.83%	79.19%	71.84%	72.07%	63.24%	54.70%	68.67%	57.14%	65.26%	65.21%	77.20%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	128	1	4	5	9	6	6	0	4	2	4	4	10	4	3	4	1	4	2	2	7	8	4	5	0	1	0	1	1	0	2	0	0	1	2	0	0	1	0	1	4	0	2	0	0	1	1	4	0	1	6					
		0.56%	0.19%	1.14%	0.56%	0.99%	0.71%	1.09%	0.00%	0.79%	0.32%	0.86%	0.44%	1.09%	0.48%	0.33%	0.70%	0.42%	0.50%	0.22%	0.38%	0.86%	0.91%	0.60%	0.72%	0.00%	0.32%	0.00%	0.24%	0.57%	0.00%	0.44%	0.00%	0.00%	0.85%	2.25%	0.00%	0.00%	0.53%	0.00%	0.38%	1.66%	0.00%	0.72%	0.00%	0.00%	0.25%	0.26%	3.01%	0.00%	0.27%	0.89%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
