Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Локнянская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447					
24	7.Политическая партия «Либерально-демократическая партия России»	579	83	82	77	39	39	18	10	42	15	32	46	4	20	28	24	15	5					
		9.27%	10.55%	10.07%	8.89%	7.29%	10.99%	9.14%	5.10%	16.09%	8.67%	6.18%	10.09%	5.63%	12.90%	8.95%	8.28%	11.63%	3.88%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	491	88	61	104	57	33	12	11	15	5	50	3	5	9	18	15	5	0					
		7.86%	11.18%	7.49%	12.01%	10.65%	9.30%	6.09%	5.61%	5.75%	2.89%	9.65%	0.66%	7.04%	5.81%	5.75%	5.17%	3.88%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	58	7	6	10	5	1	5	0	1	1	11	3	0	0	3	4	0	1					
		0.93%	0.89%	0.74%	1.15%	0.93%	0.28%	2.54%	0.00%	0.38%	0.58%	2.12%	0.66%	0.00%	0.00%	0.96%	1.38%	0.00%	0.78%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4292	490	553	532	362	246	145	166	178	132	350	332	53	115	213	216	94	115					
		68.73%	62.26%	67.94%	61.43%	67.66%	69.30%	73.60%	84.69%	68.20%	76.30%	67.57%	72.81%	74.65%	74.19%	68.05%	74.48%	72.87%	89.15%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	38	7	7	4	3	0	2	0	2	3	6	1	0	0	1	2	0	0					
		0.61%	0.89%	0.86%	0.46%	0.56%	0.00%	1.02%	0.00%	0.77%	1.73%	1.16%	0.22%	0.00%	0.00%	0.32%	0.69%	0.00%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
