Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    район Ивановское 																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №8275	УИК №8277									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	685	15	20	20	20	20	15	20	15	30	20	15	20	20	10	10	20	10	15	15	15	20	20	15	10	25	15	15	25	20	30	20	25	20	10	20	20	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	517	10	17	18	18	14	13	14	12	24	18	12	20	14	9	10	16	9	10	13	10	19	12	14	2	23	13	15	20	16	23	11	20	16	6	11	15	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	577	19	19	4	34	9	6	33	15	35	13	12	8	57	41	7	10	23	13	4	15	9	15	8	2	12	14	12	14	10	16	8	29	7	8	23	10	3	0									
14	Число погашенных неиспользованных открепительных удостоверений	168	5	3	2	2	6	2	6	3	6	2	3	0	6	1	0	4	1	5	2	5	1	8	1	8	2	2	0	5	4	7	9	5	4	4	9	5	15	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	59	1	1	0	2	3	4	2	0	2	4	2	3	0	1	1	5	2	3	1	1	0	2	3	1	2	2	0	1	1	3	2	0	1	1	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	816	25	32	28	16	29	23	28	17	8	16	21	37	8	6	24	27	11	25	20	28	18	22	24	2	27	22	32	28	22	24	25	24	16	29	20	25	14	13									
		2.79%	3.18%	4.33%	3.26%	1.86%	3.19%	2.72%	2.30%	2.25%	0.83%	1.95%	2.37%	3.12%	1.14%	0.90%	3.02%	3.55%	1.55%	3.47%	3.04%	3.77%	2.80%	3.64%	3.08%	1.48%	3.60%	2.15%	3.68%	3.18%	2.89%	2.83%	2.99%	3.29%	1.84%	3.77%	2.13%	3.46%	4.58%	5.24%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	431	8	19	7	16	15	17	9	7	9	13	9	19	7	9	15	14	11	12	11	14	10	10	12	1	15	15	13	10	11	17	14	12	11	17	10	6	5	1									
		1.47%	1.02%	2.57%	0.81%	1.86%	1.65%	2.01%	0.74%	0.93%	0.94%	1.58%	1.02%	1.60%	0.99%	1.35%	1.89%	1.84%	1.55%	1.67%	1.67%	1.89%	1.55%	1.65%	1.54%	0.74%	2.00%	1.46%	1.50%	1.14%	1.45%	2.00%	1.68%	1.64%	1.27%	2.21%	1.06%	0.83%	1.63%	0.40%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	804	17	34	24	22	20	20	28	21	13	25	31	24	20	16	25	9	24	26	27	21	22	20	20	5	17	22	30	25	26	32	27	27	22	23	11	25	2	1									
		2.74%	2.16%	4.60%	2.79%	2.55%	2.20%	2.36%	2.30%	2.78%	1.35%	3.04%	3.50%	2.02%	2.84%	2.40%	3.14%	1.18%	3.39%	3.61%	4.10%	2.83%	3.42%	3.31%	2.57%	3.70%	2.27%	2.15%	3.45%	2.84%	3.42%	3.77%	3.24%	3.70%	2.53%	2.99%	1.17%	3.46%	0.65%	0.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11731	275	258	308	296	329	308	682	272	480	321	307	495	285	320	319	314	299	275	253	241	256	216	304	47	266	512	281	314	287	309	361	297	413	290	565	278	52	46									
		40.04%	34.99%	34.91%	35.81%	34.34%	36.19%	36.41%	55.90%	36.03%	49.95%	39.05%	34.69%	41.70%	40.54%	47.90%	40.13%	41.26%	42.23%	38.19%	38.45%	32.48%	39.75%	35.70%	39.02%	34.81%	35.51%	49.95%	32.34%	35.64%	37.76%	36.44%	43.29%	40.68%	47.53%	37.71%	60.17%	38.50%	16.99%	18.55%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	495	18	13	20	23	21	22	13	17	5	16	23	20	9	4	13	8	16	12	8	9	13	9	15	2	14	19	17	15	10	11	16	10	15	13	6	14	3	3									
		1.69%	2.29%	1.76%	2.33%	2.67%	2.31%	2.60%	1.07%	2.25%	0.52%	1.95%	2.60%	1.68%	1.28%	0.60%	1.64%	1.05%	2.26%	1.67%	1.22%	1.21%	2.02%	1.49%	1.93%	1.48%	1.87%	1.85%	1.96%	1.70%	1.32%	1.30%	1.92%	1.37%	1.73%	1.69%	0.64%	1.94%	0.98%	1.21%									
24	"6. Политическая партия ""Гражданская Платформа"""	97	2	0	4	4	3	3	3	2	2	3	2	5	2	3	3	3	2	0	3	2	0	1	2	0	1	5	1	3	4	3	2	8	3	4	1	3	4	1									
		0.33%	0.25%	0.00%	0.47%	0.46%	0.33%	0.35%	0.25%	0.26%	0.21%	0.36%	0.23%	0.42%	0.28%	0.45%	0.38%	0.39%	0.28%	0.00%	0.46%	0.27%	0.00%	0.17%	0.26%	0.00%	0.13%	0.49%	0.12%	0.34%	0.53%	0.35%	0.24%	1.10%	0.35%	0.52%	0.11%	0.42%	1.31%	0.40%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3906	126	81	98	102	134	122	103	95	117	103	112	186	116	106	109	124	91	94	108	110	89	90	111	27	113	112	117	124	137	122	119	93	89	99	86	118	7	16									
		13.33%	16.03%	10.96%	11.40%	11.83%	14.74%	14.42%	8.44%	12.58%	12.17%	12.53%	12.66%	15.67%	16.50%	15.87%	13.71%	16.29%	12.85%	13.06%	16.41%	14.82%	13.82%	14.88%	14.25%	20.00%	15.09%	10.93%	13.46%	14.07%	18.03%	14.39%	14.27%	12.74%	10.24%	12.87%	9.16%	16.34%	2.29%	6.45%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	656	26	19	15	24	21	27	21	15	4	18	15	31	18	7	17	15	9	21	12	22	12	8	17	2	14	10	19	20	17	19	13	9	13	23	11	20	46	26									
		2.24%	3.31%	2.57%	1.74%	2.78%	2.31%	3.19%	1.72%	1.99%	0.42%	2.19%	1.69%	2.61%	2.56%	1.05%	2.14%	1.97%	1.27%	2.92%	1.82%	2.96%	1.86%	1.32%	2.18%	1.48%	1.87%	0.98%	2.19%	2.27%	2.24%	2.24%	1.56%	1.23%	1.50%	2.99%	1.17%	2.77%	15.03%	10.48%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	738	16	25	35	26	27	20	27	28	7	25	27	27	14	12	21	17	16	13	10	21	8	18	16	4	22	25	44	26	16	24	16	11	23	33	11	13	6	8									
		2.52%	2.04%	3.38%	4.07%	3.02%	2.97%	2.36%	2.21%	3.71%	0.73%	3.04%	3.05%	2.27%	1.99%	1.80%	2.64%	2.23%	2.26%	1.81%	1.52%	2.83%	1.24%	2.98%	2.05%	2.96%	2.94%	2.44%	5.06%	2.95%	2.11%	2.83%	1.92%	1.51%	2.65%	4.29%	1.17%	1.80%	1.96%	3.23%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	60	0	1	2	4	2	1	2	0	1	0	0	5	0	3	2	0	2	2	0	3	1	2	2	0	1	4	1	0	0	2	0	1	7	3	4	2	0	0									
		0.20%	0.00%	0.14%	0.23%	0.46%	0.22%	0.12%	0.16%	0.00%	0.10%	0.00%	0.00%	0.42%	0.00%	0.45%	0.25%	0.00%	0.28%	0.28%	0.00%	0.40%	0.16%	0.33%	0.26%	0.00%	0.13%	0.39%	0.12%	0.00%	0.00%	0.24%	0.00%	0.14%	0.81%	0.39%	0.43%	0.28%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2226	69	50	88	85	61	60	80	67	50	49	77	77	43	34	45	62	47	54	44	54	49	47	52	13	54	59	69	86	42	72	54	61	44	48	25	44	122	89									
		7.60%	8.78%	6.77%	10.23%	9.86%	6.71%	7.09%	6.56%	8.87%	5.20%	5.96%	8.70%	6.49%	6.12%	5.09%	5.66%	8.15%	6.64%	7.50%	6.69%	7.28%	7.61%	7.77%	6.68%	9.63%	7.21%	5.76%	7.94%	9.76%	5.53%	8.49%	6.47%	8.36%	5.06%	6.24%	2.66%	6.09%	39.87%	35.89%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3769	104	118	105	133	126	123	90	118	152	136	122	138	102	65	104	86	103	97	84	101	100	85	122	13	109	110	116	117	98	111	76	85	109	103	62	89	27	30									
		12.86%	13.23%	15.97%	12.21%	15.43%	13.86%	14.54%	7.38%	15.63%	15.82%	16.55%	13.79%	11.63%	14.51%	9.73%	13.08%	11.30%	14.55%	13.47%	12.77%	13.61%	15.53%	14.05%	15.66%	9.63%	14.55%	10.73%	13.35%	13.28%	12.89%	13.09%	9.11%	11.64%	12.54%	13.39%	6.60%	12.33%	8.82%	12.10%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	142	4	5	5	2	0	6	5	8	2	5	8	3	4	4	5	4	6	1	3	5	2	1	5	1	7	3	2	8	4	3	2	4	5	6	3	1	0	0									
		0.48%	0.51%	0.68%	0.58%	0.23%	0.00%	0.71%	0.41%	1.06%	0.21%	0.61%	0.90%	0.25%	0.57%	0.60%	0.63%	0.53%	0.85%	0.14%	0.46%	0.67%	0.31%	0.17%	0.64%	0.74%	0.93%	0.29%	0.23%	0.91%	0.53%	0.35%	0.24%	0.55%	0.58%	0.78%	0.32%	0.14%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2842	79	67	101	95	97	73	103	77	103	75	105	95	60	76	87	63	65	73	65	93	56	62	65	14	72	52	109	95	76	81	92	72	86	63	104	66	15	10									
		9.70%	10.05%	9.07%	11.74%	11.02%	10.67%	8.63%	8.44%	10.20%	10.72%	9.12%	11.86%	8.00%	8.53%	11.38%	10.94%	8.28%	9.18%	10.14%	9.88%	12.53%	8.70%	10.25%	8.34%	10.37%	9.61%	5.07%	12.54%	10.78%	10.00%	9.55%	11.03%	9.86%	9.90%	8.19%	11.08%	9.14%	4.90%	4.03%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
