Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Сортавальская городская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК  136	УИК  137	УИК  138	УИК  139	УИК  140	УИК  141	УИК  142	УИК  143	УИК  144	УИК  145	УИК  146	УИК  147	УИК  148	УИК  149	УИК  150	УИК  151	УИК  152	УИК  153	УИК  154	УИК  155	УИК  156	УИК  157	УИК  158	УИК  159	УИК  160	УИК  547					
18	. Глазьев Сергей Юрьевич	379	25	18	18	44	36	27	44	8	7	35	32	3	2	3	1	0	4	25	11	0	4	14	5	11	1	1					
		2.24%	2.42%	2.90%	2.84%	3.48%	3.43%	1.98%	2.90%	0.85%	2.16%	3.05%	2.06%	0.79%	3.23%	1.00%	0.61%	0.00%	1.14%	1.57%	1.42%	0.00%	1.63%	6.64%	2.63%	1.99%	0.74%	0.80%					
19	. Малышкин Олег Александрович	326	21	8	12	22	15	34	29	19	12	17	30	6	0	9	3	2	4	36	11	3	8	5	3	8	6	3					
		1.93%	2.04%	1.29%	1.89%	1.74%	1.43%	2.49%	1.91%	2.02%	3.70%	1.48%	1.93%	1.57%	0.00%	2.99%	1.84%	0.87%	1.14%	2.26%	1.42%	2.42%	3.27%	2.37%	1.58%	1.45%	4.41%	2.40%					
20	. Миронов Сергей Михайлович	141	9	11	5	15	11	19	8	5	5	8	8	3	0	2	0	4	3	10	3	0	1	3	2	6	0	0					
		0.83%	0.87%	1.77%	0.79%	1.19%	1.05%	1.39%	0.53%	0.53%	1.54%	0.70%	0.51%	0.79%	0.00%	0.66%	0.00%	1.73%	0.85%	0.63%	0.39%	0.00%	0.41%	1.42%	1.05%	1.08%	0.00%	0.00%					
21	. Путин Владимир Владимирович	12897	762	426	468	876	721	981	1152	814	238	845	1212	274	54	239	148	201	280	1272	655	112	212	158	147	425	113	112					
		76.36%	73.91%	68.60%	73.82%	69.36%	68.60%	71.76%	75.94%	86.69%	73.46%	73.67%	77.94%	71.92%	87.10%	79.40%	90.80%	87.01%	79.55%	80.00%	84.41%	90.32%	86.53%	74.88%	77.37%	76.85%	83.09%	89.60%					
22	. Хакамада Ирина Муцуовна	733	55	52	25	73	67	95	82	22	15	46	52	17	1	3	4	6	2	58	10	3	1	9	9	22	1	3					
		4.34%	5.33%	8.37%	3.94%	5.78%	6.37%	6.95%	5.41%	2.34%	4.63%	4.01%	3.34%	4.46%	1.61%	1.00%	2.45%	2.60%	0.57%	3.65%	1.29%	2.42%	0.41%	4.27%	4.74%	3.98%	0.74%	2.40%					
23	. Харитонов Николай Михайлович	1860	129	83	92	174	146	139	158	38	36	170	171	67	3	39	4	16	50	158	57	5	13	7	20	66	13	6					
		11.01%	12.51%	13.37%	14.51%	13.78%	13.89%	10.17%	10.42%	4.05%	11.11%	14.82%	11.00%	17.59%	4.84%	12.96%	2.45%	6.93%	14.20%	9.94%	7.35%	4.03%	5.31%	3.32%	10.53%	11.93%	9.56%	4.80%					
																																	
24	Против всех	455	29	21	13	51	47	63	40	27	9	24	37	10	2	4	0	2	3	22	13	1	6	12	3	14	2	0					
		2.69%	2.81%	3.38%	2.05%	4.04%	4.47%	4.61%	2.64%	2.88%	2.78%	2.09%	2.38%	2.62%	3.23%	1.33%	0.00%	0.87%	0.85%	1.38%	1.68%	0.81%	2.45%	5.69%	1.58%	2.53%	1.47%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
