Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Наурская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №452	УИК №453									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	238	11	13	2	14	12	8	9	19	21	14	12	15	16	18	15	17	5	6	11									
		0.74%	0.89%	0.93%	0.21%	0.76%	0.51%	1.08%	0.66%	1.26%	1.41%	0.52%	0.64%	0.55%	0.94%	0.66%	0.90%	0.84%	0.35%	0.88%	0.62%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	18	0	1	0	4	1	0	1	0	0	0	0	3	2	4	0	0	0	0	2									
		0.06%	0.00%	0.07%	0.00%	0.22%	0.04%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.11%	0.12%	0.15%	0.00%	0.00%	0.00%	0.00%	0.11%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	30992	1197	1342	908	1771	2250	717	1324	1450	1439	2606	1804	2631	1642	2626	1609	1961	1362	654	1699									
		96.49%	96.45%	96.48%	96.49%	96.35%	96.53%	96.50%	96.36%	96.54%	96.51%	96.41%	96.52%	96.48%	96.53%	96.51%	96.52%	96.55%	96.53%	96.46%	96.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	196	5	7	9	9	14	3	11	14	7	18	11	23	2	7	9	19	16	4	8									
		0.61%	0.40%	0.50%	0.96%	0.49%	0.60%	0.40%	0.80%	0.93%	0.47%	0.67%	0.59%	0.84%	0.12%	0.26%	0.54%	0.94%	1.13%	0.59%	0.45%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1									
		0.03%	0.08%	0.00%	0.11%	0.00%	0.00%	0.00%	0.07%	0.00%	0.07%	0.04%	0.00%	0.00%	0.06%	0.04%	0.00%	0.00%	0.00%	0.15%	0.06%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1									
		0.02%	0.00%	0.07%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.04%	0.00%	0.04%	0.00%	0.05%	0.00%	0.00%	0.06%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	83	2	3	1	7	13	2	3	0	2	17	2	11	5	3	4	1	2	0	5									
		0.26%	0.16%	0.22%	0.11%	0.38%	0.56%	0.27%	0.22%	0.00%	0.13%	0.63%	0.11%	0.40%	0.29%	0.11%	0.24%	0.05%	0.14%	0.00%	0.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	1	2	0	3	1	1	2	1	3	2	1	3	1	2	1	2	1	1	3									
		0.10%	0.08%	0.14%	0.00%	0.16%	0.04%	0.13%	0.15%	0.07%	0.20%	0.07%	0.05%	0.11%	0.06%	0.07%	0.06%	0.10%	0.07%	0.15%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	11	0	1	1	0	2	1	1	0	1	0	0	1	0	1	0	0	1	0	1									
		0.03%	0.00%	0.07%	0.11%	0.00%	0.09%	0.13%	0.07%	0.00%	0.07%	0.00%	0.00%	0.04%	0.00%	0.04%	0.00%	0.00%	0.07%	0.00%	0.06%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	18	1	0	7	1	0	1	0	0	0	1	1	2	0	0	1	0	0	1	2									
		0.06%	0.08%	0.00%	0.74%	0.05%	0.00%	0.13%	0.00%	0.00%	0.00%	0.04%	0.05%	0.07%	0.00%	0.00%	0.06%	0.00%	0.00%	0.15%	0.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	193	7	5	9	3	18	8	12	6	16	14	19	17	18	17	2	7	0	3	12									
		0.60%	0.56%	0.36%	0.96%	0.16%	0.77%	1.08%	0.87%	0.40%	1.07%	0.52%	1.02%	0.62%	1.06%	0.62%	0.12%	0.34%	0.00%	0.44%	0.68%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	252	14	11	0	20	13	2	9	10	0	20	12	18	12	32	23	16	19	8	13									
		0.78%	1.13%	0.79%	0.00%	1.09%	0.56%	0.27%	0.66%	0.67%	0.00%	0.74%	0.64%	0.66%	0.71%	1.18%	1.38%	0.79%	1.35%	1.18%	0.74%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
