Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Сунская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144					
18	"1. ""ЕДИНЕНИЕ"""	70	12	9	6	11	2	1	3	2	3	1	4	3	1	3	9					
		1.62%	1.19%	2.02%	2.18%	3.78%	0.92%	0.45%	1.07%	1.15%	1.76%	0.93%	2.51%	1.56%	0.77%	2.36%	1.73%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	27	8	3	2	2	1	0	0	0	0	0	1	2	6	0	2					
		0.62%	0.79%	0.67%	0.72%	0.68%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	1.04%	4.65%	0.0%	0.38%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	157	38	8	6	10	6	6	10	12	3	2	6	8	6	9	27					
		3.64%	3.78%	1.79%	2.18%	3.43%	2.76%	2.72%	3.59%	6.93%	1.76%	1.86%	3.77%	4.16%	4.65%	7.08%	5.19%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	59	20	4	5	3	1	5	3	1	0	1	0	2	3	3	8					
		1.36%	1.99%	0.89%	1.81%	1.03%	0.46%	2.27%	1.07%	0.57%	0.0%	0.93%	0.0%	1.04%	2.32%	2.36%	1.53%					
22	"5. ""За Русь Святую"""	24	1	1	5	1	1	3	0	2	0	0	1	2	0	0	7					
		0.55%	0.09%	0.22%	1.81%	0.34%	0.46%	1.36%	0.0%	1.15%	0.0%	0.0%	0.62%	1.04%	0.0%	0.0%	1.34%					
23	"6. ""Объединенная Российская партия ""Русь"""	20	5	3	2	1	2	2	0	2	0	1	0	1	0	0	1					
		0.46%	0.49%	0.67%	0.72%	0.34%	0.92%	0.90%	0.0%	1.15%	0.0%	0.93%	0.0%	0.52%	0.0%	0.0%	0.19%					
24	"7. ""Новый курс - Автомобильная Россия"""	14	5	1	2	0	1	1	2	0	0	0	2	0	0	0	0					
		0.32%	0.49%	0.22%	0.72%	0.0%	0.46%	0.45%	0.71%	0.0%	0.0%	0.0%	1.25%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	7	1	3	0	1	0	0	0	0	0	0	0	0	0	1	1					
		0.16%	0.09%	0.67%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.19%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	6	0	0	1	0	0	1	0	2	1	1	0	1	0	4					
		0.39%	0.59%	0.0%	0.0%	0.34%	0.0%	0.0%	0.35%	0.0%	1.17%	0.93%	0.62%	0.0%	0.77%	0.0%	0.76%					
27	"10. ""Аграрная партия России"""	1104	178	116	68	91	63	96	70	58	37	28	38	70	53	39	99					
		25.63%	17.72%	26.06%	24.72%	31.27%	29.03%	43.63%	25.17%	33.52%	21.76%	26.16%	23.89%	36.45%	41.08%	30.70%	19.03%					
28	"11. ""Истинные патриоты России"""	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.04%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	41	8	5	1	4	2	0	4	2	1	0	2	5	1	1	5					
		0.95%	0.79%	1.12%	0.36%	1.37%	0.92%	0.0%	1.43%	1.15%	0.58%	0.0%	1.25%	2.60%	0.77%	0.78%	0.96%					
30	"13. ""Демократическая партия России"""	15	2	1	2	1	3	2	1	0	0	1	0	0	0	0	2					
		0.34%	0.19%	0.22%	0.72%	0.34%	1.38%	0.90%	0.35%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.38%					
31	"14. ""Великая Россия - Евразийский Союз"""	6	0	0	0	0	1	0	0	0	0	1	0	0	0	1	3					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.78%	0.57%					
32	"15. ""Партия СЛОН"""	5	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0					
		0.11%	0.0%	0.22%	0.0%	0.0%	0.46%	0.0%	0.0%	0.57%	0.0%	0.93%	0.0%	0.52%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	129	33	16	12	8	3	6	13	3	6	1	0	5	2	3	18					
		2.99%	3.28%	3.59%	4.36%	2.74%	1.38%	2.72%	4.67%	1.73%	3.52%	0.93%	0.0%	2.60%	1.55%	2.36%	3.46%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	3	3	6	2	3	0	0	0	0	0	1	0	0	2	2					
		0.51%	0.29%	0.67%	2.18%	0.68%	1.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	1.57%	0.38%					
35	"18. ""ЛДПР"""	574	135	74	50	30	27	15	29	16	19	26	27	25	7	15	79					
		13.32%	13.44%	16.62%	18.18%	10.30%	12.44%	6.81%	10.43%	9.24%	11.17%	24.29%	16.98%	13.02%	5.42%	11.81%	15.19%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	138	48	10	6	11	10	7	5	5	4	3	4	7	1	4	13					
		3.20%	4.78%	2.24%	2.18%	3.78%	4.60%	3.18%	1.79%	2.89%	2.35%	2.80%	2.51%	3.64%	0.77%	3.14%	2.5%					
37	"20. ""Политическая партия ""Единая Россия"""	1178	316	127	62	70	70	33	65	52	76	20	27	43	25	40	152					
		27.35%	31.47%	28.53%	22.54%	24.05%	32.25%	14.99%	23.38%	30.05%	44.70%	18.69%	16.98%	22.39%	19.37%	31.49%	29.23%					
38	"21. ""Российская Конституционно-демократическая партия"""	6	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0					
		0.13%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	1.43%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	9	3	0	1	0	0	1	0	0	0	0	0	0	0	0	4					
		0.20%	0.29%	0.0%	0.36%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	473	135	34	28	32	12	35	41	12	10	14	31	11	17	4	57					
		10.98%	13.44%	7.64%	10.18%	10.99%	5.52%	15.90%	14.74%	6.93%	5.88%	13.08%	19.49%	5.72%	13.17%	3.14%	10.96%					
																						
41	Против всех	115	33	13	9	7	5	2	18	2	3	2	4	3	0	2	12					
		2.67%	3.28%	2.92%	3.27%	2.40%	2.30%	0.90%	6.47%	1.15%	1.76%	1.86%	2.51%	1.56%	0.0%	1.57%	2.30%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
