Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Шацкая																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	360	3	4	9	7	4	10	3	10	10	15	15	4	3	10	3	5	3	5	3	3	6	10	4	4	3	1	5	8	2	2	5	3	3	3	5	4	3	3	3	8	3	15	15	25	25	25	25	11	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	149	1	4	4	3	0	10	0	1	1	7	7	0	0	0	0	0	0	3	0	1	3	2	3	0	0	0	1	8	0	0	0	0	0	1	1	1	0	0	3	7	0	9	10	16	17	13	10	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	118	2	0	2	3	1	3	1	0	0	6	7	0	1	13	1	1	2	2	0	0	2	3	2	1	2	1	1	1	2	0	3	0	3	1	2	4	0	1	1	2	0	3	7	11	6	6	6	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	211	2	0	5	4	4	0	3	9	9	8	8	4	3	10	3	5	3	2	3	2	3	8	1	4	3	1	4	0	2	2	5	3	3	2	4	3	3	3	0	1	3	6	5	9	8	12	15	9	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1217	21	13	36	7	20	36	24	18	36	72	45	9	6	41	14	21	13	13	12	25	38	47	0	16	1	1	29	13	10	1	34	7	16	14	17	34	9	2	9	13	22	18	3	58	119	84	64	52	4					
		8.51%	12.96%	7.69%	11.08%	3.37%	10.31%	9.14%	12.83%	5.41%	8.96%	11.16%	7.64%	3.47%	7.50%	7.93%	9.21%	8.37%	8.23%	5.22%	8.51%	15.82%	10.44%	12.40%	0.00%	10.67%	1.23%	3.33%	13.12%	7.74%	13.70%	1.61%	12.36%	3.02%	7.62%	7.00%	5.94%	14.66%	6.08%	1.85%	8.82%	8.13%	15.60%	3.02%	0.47%	6.37%	12.75%	12.86%	8.91%	13.03%	5.56%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1771	10	13	64	19	28	57	23	55	48	74	68	9	5	46	21	24	9	23	7	28	38	47	2	25	25	1	34	21	4	13	47	27	22	40	33	21	7	5	4	31	20	88	114	129	105	92	104	37	4					
		12.38%	6.17%	7.69%	19.69%	9.13%	14.43%	14.47%	12.30%	16.52%	11.94%	11.47%	11.54%	3.47%	6.25%	8.90%	13.82%	9.56%	5.70%	9.24%	4.96%	17.72%	10.44%	12.40%	1.03%	16.67%	30.86%	3.33%	15.38%	12.50%	5.48%	20.97%	17.09%	11.64%	10.48%	20.00%	11.54%	9.05%	4.73%	4.63%	3.92%	19.38%	14.18%	14.77%	18.04%	14.16%	11.25%	14.09%	14.48%	9.27%	5.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	117	0	0	3	3	1	6	0	3	7	9	7	0	0	4	3	3	1	2	0	0	6	2	0	1	0	0	1	1	0	0	6	0	3	0	1	0	1	0	0	2	0	8	6	9	5	6	4	3	0					
		0.82%	0.00%	0.00%	0.92%	1.44%	0.52%	1.52%	0.00%	0.90%	1.74%	1.40%	1.19%	0.00%	0.00%	0.77%	1.97%	1.20%	0.63%	0.80%	0.00%	0.00%	1.65%	0.53%	0.00%	0.67%	0.00%	0.00%	0.45%	0.60%	0.00%	0.00%	2.18%	0.00%	1.43%	0.00%	0.35%	0.00%	0.68%	0.00%	0.00%	1.25%	0.00%	1.34%	0.95%	0.99%	0.54%	0.92%	0.56%	0.75%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2301	21	20	33	35	20	36	28	68	27	88	133	39	9	46	14	29	26	24	12	28	59	50	43	35	1	1	37	41	12	7	34	46	26	35	31	38	30	7	10	18	14	88	137	179	210	157	147	67	5					
		16.09%	12.96%	11.83%	10.15%	16.83%	10.31%	9.14%	14.97%	20.42%	6.72%	13.64%	22.58%	15.06%	11.25%	8.90%	9.21%	11.55%	16.46%	9.64%	8.51%	17.72%	16.21%	13.19%	22.05%	23.33%	1.23%	3.33%	16.74%	24.40%	16.44%	11.29%	12.36%	19.83%	12.38%	17.50%	10.84%	16.38%	20.27%	6.48%	9.80%	11.25%	9.93%	14.77%	21.68%	19.65%	22.51%	24.04%	20.47%	16.79%	6.94%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	147	1	0	4	0	0	3	2	3	4	10	1	1	2	3	0	1	2	0	2	0	3	2	0	2	0	0	4	1	3	0	3	2	2	0	2	3	1	0	1	0	0	22	7	10	7	18	14	1	0					
		1.03%	0.62%	0.00%	1.23%	0.00%	0.00%	0.76%	1.07%	0.90%	0.99%	1.55%	0.17%	0.39%	2.50%	0.58%	0.00%	0.40%	1.27%	0.00%	1.42%	0.00%	0.82%	0.53%	0.00%	1.33%	0.00%	0.00%	1.81%	0.60%	4.11%	0.00%	1.09%	0.86%	0.95%	0.00%	0.70%	1.29%	0.68%	0.00%	0.98%	0.00%	0.00%	3.69%	1.11%	1.10%	0.75%	2.76%	1.95%	0.25%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8575	109	123	180	144	124	253	109	181	276	380	329	198	57	376	99	173	107	185	105	74	220	224	149	66	54	27	114	90	44	41	150	149	140	110	201	134	99	94	78	96	84	358	350	501	475	285	373	232	55					
		59.95%	67.28%	72.78%	55.38%	69.23%	63.92%	64.21%	58.29%	54.35%	68.66%	58.91%	55.86%	76.45%	71.25%	72.73%	65.13%	68.92%	67.72%	74.30%	74.47%	46.84%	60.44%	59.10%	76.41%	44.00%	66.67%	90.00%	51.58%	53.57%	60.27%	66.13%	54.55%	64.22%	66.67%	55.00%	70.28%	57.76%	66.89%	87.04%	76.47%	60.00%	59.57%	60.07%	55.38%	54.99%	50.91%	43.64%	51.95%	58.15%	76.39%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	56	0	0	0	0	0	1	0	2	1	4	1	1	1	1	0	0	0	1	1	3	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	4	3	6	5	3	3	4	4					
		0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.60%	0.25%	0.62%	0.17%	0.39%	1.25%	0.19%	0.00%	0.00%	0.00%	0.40%	0.71%	1.90%	0.00%	0.26%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.50%	0.35%	0.43%	0.00%	0.00%	0.00%	0.00%	0.71%	0.67%	0.47%	0.66%	0.54%	0.46%	0.42%	1.00%	5.56%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
