Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Шацкая																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	313	4	2	8	5	0	0	2	5	2	5	7	1	0	4	13	12	10	0	0	2	2	3	0	2	2	6	16	3	10	3	5	2	8	5	0	0	8	9	2	3	8	2	6	5	1	5	4	3	16	33	19	15	7	10	8	0					
		2.16%	1.97%	0.81%	2.53%	4.00%	0.00%	0.00%	1.28%	2.72%	0.95%	2.20%	2.78%	0.76%	0.00%	0.84%	2.13%	1.94%	4.13%	0.00%	0.00%	1.23%	0.58%	1.08%	0.00%	0.67%	1.30%	3.33%	4.75%	4.23%	3.21%	1.33%	3.31%	2.35%	3.16%	2.76%	0.00%	0.00%	2.68%	4.52%	2.50%	1.28%	3.62%	0.69%	2.55%	2.96%	0.86%	4.24%	2.86%	1.90%	3.17%	6.53%	2.27%	1.66%	1.23%	1.79%	1.89%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	56	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	3	2	0	1	1	1	0	0	0	0	0	0	1	0	0	2	0	0	1	2	7	3	3	4	7	2	4	0					
		0.39%	0.49%	0.40%	0.32%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.40%	0.76%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.88%	0.00%	1.18%	0.40%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	1.18%	0.00%	0.00%	0.71%	1.27%	1.39%	0.59%	0.36%	0.44%	1.23%	0.36%	0.95%	0.00%					
20	3.Политическая партия «Демократическая партия России»	17	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	2	0	1	2	0					
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.54%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.34%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.22%	0.00%	0.18%	0.47%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1794	25	9	18	13	7	6	6	14	15	20	23	55	3	28	83	109	30	8	7	11	37	35	19	20	17	13	44	0	27	36	10	8	30	24	8	8	20	39	6	30	14	26	32	44	0	9	7	21	71	87	139	154	100	97	59	13					
		12.40%	12.32%	3.64%	5.70%	10.40%	10.45%	8.57%	3.85%	7.61%	7.14%	8.81%	9.13%	41.67%	3.95%	5.86%	13.63%	17.67%	12.40%	8.79%	9.09%	6.75%	10.82%	12.64%	10.16%	6.71%	11.04%	7.22%	13.06%	0.00%	8.65%	15.93%	6.62%	9.41%	11.86%	13.26%	10.13%	10.67%	6.71%	19.60%	7.50%	12.82%	6.33%	8.97%	13.62%	26.04%	0.00%	7.63%	5.00%	13.29%	14.09%	17.23%	16.59%	17.09%	17.64%	17.35%	13.95%	7.98%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	32	0	0	3	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	5	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	5	0	3	0	1					
		0.22%	0.00%	0.00%	0.95%	0.80%	0.00%	0.00%	0.00%	0.54%	0.48%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	1.46%	0.36%	0.00%	0.00%	0.65%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.36%	0.55%	0.00%	0.54%	0.00%	0.61%					
23	6.Политическая партия «Партия социальной справедливости»	30	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1	1	1	1	2	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	2	2	3	3	0	0	0					
		0.21%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.41%	0.00%	0.00%	0.61%	0.00%	0.36%	0.53%	0.00%	0.65%	0.00%	0.30%	1.41%	0.32%	0.44%	1.32%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.43%	0.59%	0.00%	0.00%	0.00%	0.00%	0.40%	0.40%	0.24%	0.33%	0.53%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1245	18	10	37	9	1	5	19	17	11	20	18	5	1	29	41	44	18	5	1	20	41	18	13	9	5	13	15	6	18	29	14	13	21	12	2	5	27	26	8	12	21	15	24	4	10	9	8	21	52	58	112	97	57	81	32	8					
		8.61%	8.87%	4.05%	11.71%	7.20%	1.49%	7.14%	12.18%	9.24%	5.24%	8.81%	7.14%	3.79%	1.32%	6.07%	6.73%	7.13%	7.44%	5.49%	1.30%	12.27%	11.99%	6.50%	6.95%	3.02%	3.25%	7.22%	4.45%	8.45%	5.77%	12.83%	9.27%	15.29%	8.30%	6.63%	2.53%	6.67%	9.06%	13.07%	10.00%	5.13%	9.50%	5.17%	10.21%	2.37%	8.62%	7.63%	5.71%	13.29%	10.32%	11.49%	13.37%	10.77%	10.05%	14.49%	7.57%	4.91%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1132	5	6	20	6	2	2	13	9	10	5	12	4	1	29	49	32	15	0	1	9	23	26	30	7	11	30	30	6	23	16	7	3	20	16	9	1	25	28	8	11	16	12	18	13	13	5	16	15	52	34	92	128	63	61	24	10					
		7.82%	2.46%	2.43%	6.33%	4.80%	2.99%	2.86%	8.33%	4.89%	4.76%	2.20%	4.76%	3.03%	1.32%	6.07%	8.05%	5.19%	6.20%	0.00%	1.30%	5.52%	6.73%	9.39%	16.04%	2.35%	7.14%	16.67%	8.90%	8.45%	7.37%	7.08%	4.64%	3.53%	7.91%	8.84%	11.39%	1.33%	8.39%	14.07%	10.00%	4.70%	7.24%	4.14%	7.66%	7.69%	11.21%	4.24%	11.43%	9.49%	10.32%	6.73%	10.98%	14.21%	11.11%	10.91%	5.67%	6.13%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	131	2	0	0	1	0	0	0	4	0	0	3	1	0	2	8	2	3	1	0	2	21	5	5	1	2	4	7	3	4	0	1	1	1	1	1	0	2	0	0	0	0	3	3	4	0	1	0	0	3	5	10	4	3	3	4	0					
		0.91%	0.99%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	2.17%	0.00%	0.00%	1.19%	0.76%	0.00%	0.42%	1.31%	0.32%	1.24%	1.10%	0.00%	1.23%	6.14%	1.81%	2.67%	0.34%	1.30%	2.22%	2.08%	4.23%	1.28%	0.00%	0.66%	1.18%	0.40%	0.55%	1.27%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	1.03%	1.28%	2.37%	0.00%	0.85%	0.00%	0.00%	0.60%	0.99%	1.19%	0.44%	0.53%	0.54%	0.95%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9554	146	219	222	90	56	57	112	131	168	177	187	64	70	381	409	410	163	77	66	112	204	187	115	257	111	113	223	52	224	138	111	56	170	121	58	61	214	96	56	177	155	229	147	94	91	88	102	95	283	281	438	481	314	285	279	131					
		66.04%	71.92%	88.66%	70.25%	72.00%	83.58%	81.43%	71.79%	71.20%	80.00%	77.97%	74.21%	48.48%	92.11%	79.71%	67.16%	66.45%	67.36%	84.62%	85.71%	68.71%	59.65%	67.51%	61.50%	86.24%	72.08%	62.78%	66.17%	73.24%	71.79%	61.06%	73.51%	65.88%	67.19%	66.85%	73.42%	81.33%	71.81%	48.24%	70.00%	75.64%	70.14%	78.97%	62.55%	55.62%	78.45%	74.58%	72.86%	60.13%	56.15%	55.64%	52.27%	53.39%	55.38%	50.98%	65.96%	80.37%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	66	2	0	2	0	0	0	0	1	1	0	0	0	1	1	2	0	1	0	1	2	4	0	4	1	3	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	2	0	1	0	0	0	0	0	4	0	4	2	9	10	3	0					
		0.46%	0.99%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.54%	0.48%	0.00%	0.00%	0.00%	1.32%	0.21%	0.33%	0.00%	0.41%	0.00%	1.30%	1.23%	1.17%	0.00%	2.14%	0.34%	1.95%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.55%	1.27%	0.00%	0.00%	0.00%	0.00%	0.43%	0.90%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.48%	0.22%	1.59%	1.79%	0.71%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
