Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																						
Дата голосования: 02.12.2007																																																																						
																																																																						
Наименование Избирательной комиссии:    Новосибирская																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	594	10	15	20	19	15	10	14	14	4	9	7	4	9	5	4	12	12	4	10	4	7	7	4	12	12	12	12	10	6	4	4	4	3	12	6	9	10	6	3	27	10	10	6	5	45	4	10	4	19	10	5	5	3	10	11	7	4	3	14	3	5	27	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	497	10	15	20	16	15	10	14	14	0	6	7	3	4	0	0	12	7	1	10	0	7	7	4	11	12	12	1	7	4	1	1	4	0	6	6	8	10	1	3	26	10	10	6	5	45	4	10	3	19	10	5	5	3	10	10	4	0	3	11	0	3	26	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	535	8	3	10	9	9	10	9	12	3	5	3	8	35	5	3	3	5	2	9	2	7	8	1	3	7	6	7	7	9	6	10	4	9	14	40	3	12	3	37	20	9	4	4	5	34	4	23	9	17	13	4	2	0	5	7	4	1	0	6	1	5	12	0					
14	Число погашенных неиспользованных открепительных удостоверений	97	0	0	0	3	0	0	0	0	4	3	0	1	5	5	4	0	5	3	0	4	0	0	0	1	0	0	11	3	2	3	3	0	3	6	0	1	0	5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	4	0	3	3	2	1	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
18	1.Политическая партия «Аграрная партия России»	1583	95	103	101	94	122	24	62	27	3	22	18	4	33	4	3	39	31	14	149	2	15	11	1	43	27	25	16	14	15	1	6	3	2	19	22	22	35	15	12	5	35	31	8	3	14	2	33	2	26	22	8	4	5	18	18	9	4	2	29	10	19	20	2					
		3.22%	5.77%	5.88%	6.61%	5.50%	6.53%	2.77%	4.01%	2.11%	1.66%	2.55%	2.61%	2.96%	3.60%	1.50%	2.21%	3.06%	2.44%	4.58%	13.61%	0.83%	2.48%	1.59%	0.83%	3.02%	2.08%	2.07%	2.33%	1.51%	2.57%	0.56%	2.40%	1.72%	3.03%	1.57%	2.78%	5.10%	3.49%	2.87%	1.12%	0.88%	3.18%	3.13%	1.48%	0.73%	1.20%	0.80%	2.68%	0.73%	1.82%	2.30%	2.65%	1.33%	2.66%	1.75%	2.37%	1.24%	2.80%	0.94%	1.92%	3.85%	4.18%	1.52%	1.11%					
19	2.Всероссийская политическая партия «Гражданская Сила»	366	34	22	34	25	42	6	8	9	2	5	0	0	0	2	2	4	8	0	4	0	8	3	0	9	6	7	3	9	2	0	1	0	0	4	13	1	12	5	9	0	3	6	6	0	4	1	4	1	11	5	2	3	0	4	2	0	1	0	4	0	0	10	0					
		0.75%	2.06%	1.26%	2.23%	1.46%	2.25%	0.69%	0.52%	0.70%	1.10%	0.58%	0.00%	0.00%	0.00%	0.75%	1.47%	0.31%	0.63%	0.00%	0.37%	0.00%	1.32%	0.43%	0.00%	0.63%	0.46%	0.58%	0.44%	0.97%	0.34%	0.00%	0.40%	0.00%	0.00%	0.33%	1.64%	0.23%	1.20%	0.96%	0.84%	0.00%	0.27%	0.61%	1.11%	0.00%	0.34%	0.40%	0.32%	0.37%	0.77%	0.52%	0.66%	1.00%	0.00%	0.39%	0.26%	0.00%	0.70%	0.00%	0.27%	0.00%	0.00%	0.76%	0.00%					
20	3.Политическая партия «Демократическая партия России»	63	5	7	2	2	3	2	1	1	1	0	0	0	1	0	1	1	0	0	0	0	4	0	0	0	4	0	1	1	0	0	1	0	0	1	2	0	1	0	1	2	0	1	0	0	2	1	1	0	3	0	0	0	0	1	1	1	0	1	2	0	0	4	0					
		0.13%	0.30%	0.40%	0.13%	0.12%	0.16%	0.23%	0.06%	0.08%	0.55%	0.00%	0.00%	0.00%	0.11%	0.00%	0.74%	0.08%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.31%	0.00%	0.15%	0.11%	0.00%	0.00%	0.40%	0.00%	0.00%	0.08%	0.25%	0.00%	0.10%	0.00%	0.09%	0.35%	0.00%	0.10%	0.00%	0.00%	0.17%	0.40%	0.08%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.10%	0.13%	0.14%	0.00%	0.47%	0.13%	0.00%	0.00%	0.30%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6566	377	414	320	316	432	109	254	146	9	54	110	18	188	40	23	150	153	32	89	23	47	101	25	183	156	129	62	102	76	26	23	8	8	152	97	29	148	79	99	37	209	115	46	50	114	14	164	36	192	128	42	18	26	91	67	68	13	17	150	29	64	63	6					
		13.37%	22.89%	23.63%	20.94%	18.48%	23.14%	12.60%	16.42%	11.39%	4.97%	6.26%	15.94%	13.33%	20.52%	15.04%	16.91%	11.76%	12.07%	10.46%	8.13%	9.50%	7.76%	14.62%	20.83%	12.84%	12.03%	10.67%	9.02%	10.99%	13.04%	14.61%	9.20%	4.60%	12.12%	12.56%	12.26%	6.73%	14.77%	15.13%	9.24%	6.48%	18.98%	11.62%	8.50%	12.14%	9.80%	5.60%	13.30%	13.19%	13.47%	13.39%	13.91%	6.00%	13.83%	8.83%	8.83%	9.34%	9.09%	8.02%	9.95%	11.15%	14.07%	4.80%	3.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	428	43	35	15	35	46	2	7	7	0	1	2	3	10	0	0	15	21	3	6	4	2	4	0	14	13	8	6	5	0	0	0	10	0	6	12	3	11	3	17	3	3	6	4	0	1	0	3	1	7	5	4	0	0	5	4	0	1	0	3	2	1	5	1					
		0.87%	2.61%	1.99%	0.98%	2.05%	2.46%	0.23%	0.45%	0.55%	0.00%	0.12%	0.29%	2.22%	1.09%	0.00%	0.00%	1.18%	1.66%	0.98%	0.55%	1.65%	0.33%	0.58%	0.00%	0.98%	1.00%	0.66%	0.87%	0.54%	0.00%	0.00%	0.00%	5.75%	0.00%	0.50%	1.52%	0.70%	1.10%	0.57%	1.59%	0.53%	0.27%	0.61%	0.74%	0.00%	0.09%	0.00%	0.24%	0.37%	0.49%	0.52%	1.32%	0.00%	0.00%	0.49%	0.53%	0.00%	0.70%	0.00%	0.20%	0.77%	0.22%	0.38%	0.56%					
23	6.Политическая партия «Партия социальной справедливости»	99	3	9	6	12	2	2	4	1	0	1	4	0	0	0	0	2	2	0	2	0	3	2	0	5	2	3	3	1	0	0	2	0	0	0	2	1	2	0	1	0	0	4	1	1	1	1	1	0	4	1	0	1	0	1	4	0	0	0	0	0	1	1	0					
		0.20%	0.18%	0.51%	0.39%	0.70%	0.11%	0.23%	0.26%	0.08%	0.00%	0.12%	0.58%	0.00%	0.00%	0.00%	0.00%	0.16%	0.16%	0.00%	0.18%	0.00%	0.50%	0.29%	0.00%	0.35%	0.15%	0.25%	0.44%	0.11%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.25%	0.23%	0.20%	0.00%	0.09%	0.00%	0.00%	0.40%	0.18%	0.24%	0.09%	0.40%	0.08%	0.00%	0.28%	0.10%	0.00%	0.33%	0.00%	0.10%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.08%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4391	122	105	111	122	103	88	134	150	11	71	51	3	76	27	14	104	103	35	52	19	46	65	13	113	132	113	77	77	41	32	30	27	7	127	73	44	83	42	88	73	67	109	49	40	147	15	139	23	142	91	38	31	21	70	63	85	10	21	132	40	32	198	24					
		8.94%	7.41%	5.99%	7.26%	7.13%	5.52%	10.17%	8.66%	11.70%	6.08%	8.24%	7.39%	2.22%	8.30%	10.15%	10.29%	8.16%	8.12%	11.44%	4.75%	7.85%	7.59%	9.41%	10.83%	7.93%	10.18%	9.35%	11.21%	8.30%	7.03%	17.98%	12.00%	15.52%	10.61%	10.50%	9.23%	10.21%	8.28%	8.05%	8.21%	12.78%	6.09%	11.01%	9.06%	9.71%	12.64%	6.00%	11.27%	8.42%	9.96%	9.52%	12.58%	10.33%	11.17%	6.80%	8.30%	11.68%	6.99%	9.91%	8.76%	15.38%	7.03%	15.08%	13.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2673	121	101	93	110	138	38	122	89	10	53	37	1	62	17	4	77	63	23	45	4	26	38	6	121	112	79	34	37	27	9	12	3	1	68	55	15	52	35	65	13	57	40	27	31	60	16	51	8	78	55	9	8	9	32	31	3	2	7	55	2	36	34	6					
		5.44%	7.35%	5.76%	6.09%	6.43%	7.39%	4.39%	7.89%	6.94%	5.52%	6.15%	5.36%	0.74%	6.77%	6.39%	2.94%	6.04%	4.97%	7.52%	4.11%	1.65%	4.29%	5.50%	5.00%	8.49%	8.64%	6.53%	4.95%	3.99%	4.63%	5.06%	4.80%	1.72%	1.52%	5.62%	6.95%	3.48%	5.19%	6.70%	6.06%	2.28%	5.18%	4.04%	4.99%	7.52%	5.16%	6.40%	4.14%	2.93%	5.47%	5.75%	2.98%	2.67%	4.79%	3.11%	4.08%	0.41%	1.40%	3.30%	3.65%	0.77%	7.91%	2.59%	3.33%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	378	15	16	18	12	20	5	4	7	3	4	5	0	7	4	1	11	3	0	8	0	4	6	0	12	9	10	1	10	7	2	4	1	2	12	11	5	9	3	11	5	5	11	2	4	11	0	9	2	5	8	2	2	3	9	3	8	1	2	7	0	4	12	1					
		0.77%	0.91%	0.91%	1.18%	0.70%	1.07%	0.58%	0.26%	0.55%	1.66%	0.46%	0.72%	0.00%	0.76%	1.50%	0.74%	0.86%	0.24%	0.00%	0.73%	0.00%	0.66%	0.87%	0.00%	0.84%	0.69%	0.83%	0.15%	1.08%	1.20%	1.12%	1.60%	0.57%	3.03%	0.99%	1.39%	1.16%	0.90%	0.57%	1.03%	0.88%	0.45%	1.11%	0.37%	0.97%	0.95%	0.00%	0.73%	0.73%	0.35%	0.84%	0.66%	0.67%	1.60%	0.87%	0.40%	1.10%	0.70%	0.94%	0.46%	0.00%	0.88%	0.91%	0.56%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	31421	774	872	764	924	859	576	912	816	139	637	458	106	523	171	88	855	856	197	725	189	415	446	71	896	807	809	478	656	400	106	171	116	46	784	478	304	626	323	746	424	702	636	382	280	795	199	806	192	927	619	190	227	124	785	552	548	110	159	1107	174	289	935	140					
		63.99%	46.99%	49.77%	50.00%	54.04%	46.01%	66.59%	58.95%	63.65%	76.80%	73.90%	66.38%	78.52%	57.10%	64.29%	64.71%	67.06%	67.51%	64.38%	66.21%	78.10%	68.48%	64.54%	59.17%	62.88%	62.22%	66.91%	69.58%	70.69%	68.61%	59.55%	68.40%	66.67%	69.70%	64.79%	60.43%	70.53%	62.48%	61.88%	69.59%	74.26%	63.76%	64.24%	70.61%	67.96%	68.36%	79.60%	65.37%	70.33%	65.05%	64.75%	62.91%	75.67%	65.96%	76.21%	72.73%	75.27%	76.92%	75.00%	73.46%	66.92%	63.52%	71.21%	77.78%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	557	39	49	37	43	84	3	27	8	0	4	2	0	4	0	0	5	13	0	8	1	5	5	2	9	10	9	0	10	4	1	0	0	0	17	15	2	11	6	13	3	8	12	6	0	2	1	5	4	16	7	2	6	0	11	8	4	0	1	2	1	1	11	0					
		1.13%	2.37%	2.80%	2.42%	2.51%	4.50%	0.35%	1.75%	0.62%	0.00%	0.46%	0.29%	0.00%	0.44%	0.00%	0.00%	0.39%	1.03%	0.00%	0.73%	0.41%	0.83%	0.72%	1.67%	0.63%	0.77%	0.74%	0.00%	1.08%	0.69%	0.56%	0.00%	0.00%	0.00%	1.40%	1.90%	0.46%	1.10%	1.15%	1.21%	0.53%	0.73%	1.21%	1.11%	0.00%	0.17%	0.40%	0.41%	1.47%	1.12%	0.73%	0.66%	2.00%	0.00%	1.07%	1.05%	0.55%	0.00%	0.47%	0.13%	0.38%	0.22%	0.84%	0.00%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
