Выборы Президента Российской Федерации																																																																							
																																																																							
"Наименование Избирательной комиссии:    Новосибирск, Калининская"																																																																							
																																																																							
Итоги голосования 																																																																							
																																																																							
		Сумма	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651					
11	Число полученных открепительных  удостоверений	1435	25	25	25	15	5	10	20	30	25	20	25	20	20	25	20	15	10	20	25	20	0	20	30	20	25	25	20	20	30	20	20	25	25	15	25	25	20	20	20	30	20	25	25	35	25	40	30	30	30	20	20	25	30	25	10	10	20	20	10	40	30	25	30	25					
12	Число выданных открепительных удостоверений	871	11	22	16	11	3	8	10	20	12	6	21	11	7	22	6	7	7	11	19	16	0	10	11	18	15	10	15	5	24	6	10	11	18	7	10	25	13	8	7	18	9	17	11	15	18	21	23	20	13	13	10	14	18	12	10	5	10	9	10	38	27	20	23	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	583	15	9	7	7	21	2	4	13	11	12	16	11	6	2	5	3	10	14	10	9	25	6	9	11	7	1	17	16	10	11	2	7	6	7	11	12	7	7	3	8	5	11	10	20	9	19	6	4	14	9	3	4	5	13	13	6	5	7	15	5	8	3	11	8					
14	Число неиспользованных открепительных удостоверений	564	14	3	9	4	2	2	10	10	13	14	4	9	13	3	14	8	3	9	6	4	0	10	19	2	10	15	5	15	6	14	10	14	7	8	15	0	7	12	13	12	11	8	14	20	7	19	7	10	17	7	10	11	12	13	0	5	10	11	0	2	3	5	7	7					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																							
18	. Глазьев Сергей Юрьевич	4173	78	98	83	44	16	32	84	77	67	54	42	70	61	72	69	84	66	49	101	88	15	65	81	65	97	46	71	91	71	50	75	49	41	49	49	71	63	46	79	33	50	67	47	83	83	71	59	99	70	85	77	61	60	71	64	71	66	58	57	105	45	73	65	44					
		5.16%	5.13%	6.12%	5.37%	4.58%	4.10%	4.60%	7.99%	6.24%	6.60%	6.19%	4.78%	5.60%	6.20%	5.61%	8.15%	8.25%	8.46%	5.36%	7.73%	6.78%	5.08%	7.19%	6.84%	5.53%	9.07%	5.79%	5.47%	7.09%	5.47%	5.83%	5.85%	5.94%	4.64%	5.55%	6.18%	4.40%	5.31%	4.92%	5.96%	2.21%	3.70%	5.32%	3.14%	4.85%	5.02%	4.20%	3.68%	6.06%	4.21%	5.31%	4.99%	3.64%	3.49%	4.56%	4.92%	5.43%	5.43%	4.67%	4.63%	7.58%	2.27%	3.68%	3.19%	2.00%					
19	. Малышкин Олег Александрович	1173	18	28	11	11	7	16	15	12	7	8	13	22	10	21	7	3	1	8	8	17	5	5	13	19	15	7	25	15	20	22	16	18	9	9	12	21	19	23	17	25	25	24	29	30	24	28	20	27	26	16	26	24	31	24	12	20	20	20	21	29	27	29	41	42					
		1.45%	1.18%	1.75%	0.71%	1.14%	1.79%	2.30%	1.43%	0.97%	0.69%	0.92%	1.48%	1.76%	1.02%	1.64%	0.83%	0.29%	0.13%	0.88%	0.61%	1.31%	1.69%	0.55%	1.10%	1.62%	1.40%	0.88%	1.93%	1.17%	1.54%	2.57%	1.25%	2.18%	1.02%	1.02%	1.51%	1.30%	1.60%	2.46%	1.28%	1.67%	1.85%	1.90%	1.93%	1.75%	1.45%	1.65%	1.25%	1.65%	1.57%	1.00%	1.69%	1.43%	1.81%	1.54%	0.92%	1.53%	1.64%	1.61%	1.71%	2.09%	1.36%	1.46%	2.01%	1.91%					
20	. Миронов Сергей Михайлович	589	11	14	8	4	4	6	5	10	4	13	14	4	5	10	5	6	3	4	7	10	3	2	8	9	7	5	4	12	8	1	13	8	15	10	10	23	11	10	8	18	17	9	13	11	13	14	13	10	13	12	12	17	12	11	10	7	5	8	9	5	7	13	9	7					
		0.73%	0.72%	0.87%	0.52%	0.42%	1.03%	0.86%	0.48%	0.81%	0.39%	1.49%	1.59%	0.32%	0.51%	0.78%	0.59%	0.59%	0.38%	0.44%	0.54%	0.77%	1.02%	0.22%	0.68%	0.77%	0.65%	0.63%	0.31%	0.93%	0.62%	0.12%	1.01%	0.97%	1.70%	1.13%	1.26%	1.43%	0.93%	1.07%	0.60%	1.20%	1.26%	0.71%	0.87%	0.64%	0.79%	0.83%	0.81%	0.61%	0.78%	0.75%	0.78%	1.02%	0.70%	0.71%	0.77%	0.54%	0.41%	0.64%	0.73%	0.36%	0.35%	0.65%	0.44%	0.32%					
21	. Путин Владимир Владимирович	54089	1040	1107	1050	688	275	493	653	769	645	572	542	766	616	813	499	561	485	574	762	772	215	551	781	745	595	504	832	818	837	546	799	525	566	597	475	1046	747	600	813	1102	917	822	1053	1124	1071	1134	1080	1074	1117	1055	1084	1180	1234	1136	791	864	777	844	833	950	1573	1583	1615	1802					
		66.89%	68.38%	69.10%	67.96%	71.59%	70.51%	70.83%	62.13%	62.32%	63.55%	65.52%	61.73%	61.23%	62.60%	63.37%	58.91%	55.11%	62.18%	62.80%	58.30%	59.52%	72.88%	60.95%	65.96%	63.35%	55.66%	63.40%	64.10%	63.71%	64.43%	63.71%	62.37%	63.64%	64.10%	67.61%	59.90%	64.85%	62.98%	64.17%	61.31%	73.71%	67.88%	65.24%	70.25%	65.62%	64.79%	67.02%	67.42%	65.69%	67.25%	65.90%	70.30%	70.49%	71.87%	72.91%	60.85%	66.06%	63.90%	68.01%	67.67%	68.59%	79.44%	79.75%	79.24%	82.06%					
22	. Хакамада Ирина Муцуовна	4383	86	87	115	33	13	38	54	86	54	52	51	71	62	90	69	101	68	70	103	105	6	82	99	54	85	44	79	72	76	36	71	39	39	29	39	66	54	40	72	83	56	64	61	110	92	86	100	100	108	109	85	81	117	82	36	50	54	46	38	36	66	84	69	80					
		5.42%	5.65%	5.43%	7.44%	3.43%	3.33%	5.46%	5.14%	6.97%	5.32%	5.96%	5.81%	5.68%	6.30%	7.01%	8.15%	9.92%	8.72%	7.66%	7.88%	8.10%	2.03%	9.07%	8.36%	4.59%	7.95%	5.53%	6.09%	5.61%	5.85%	4.20%	5.54%	4.73%	4.42%	3.28%	4.92%	4.09%	4.55%	4.28%	5.43%	5.55%	4.15%	5.08%	4.07%	6.42%	5.57%	5.08%	6.24%	6.12%	6.50%	6.81%	5.51%	4.84%	6.81%	5.26%	2.77%	3.82%	4.44%	3.71%	3.09%	2.60%	3.33%	4.23%	3.39%	3.64%					
23	. Харитонов Николай Михайлович	12890	223	192	199	141	59	87	202	215	194	151	182	259	189	231	165	219	127	153	250	245	41	154	162	221	217	169	243	220	224	162	253	161	177	157	165	333	243	174	297	157	227	203	235	274	292	294	265	243	246	238	196	233	195	169	336	233	225	216	198	202	164	108	152	133					
		15.94%	14.66%	11.99%	12.88%	14.67%	15.13%	12.50%	19.22%	17.42%	19.11%	17.30%	20.73%	20.70%	19.21%	18.00%	19.48%	21.51%	16.28%	16.74%	19.13%	18.89%	13.90%	17.04%	13.68%	18.79%	20.30%	21.26%	18.72%	17.13%	17.24%	18.90%	19.75%	19.52%	20.05%	17.78%	20.81%	20.64%	20.49%	18.61%	22.40%	10.50%	16.80%	16.11%	15.68%	16.00%	17.66%	17.38%	16.54%	14.86%	14.81%	14.87%	12.71%	13.92%	11.36%	10.85%	25.85%	17.81%	18.50%	17.41%	16.08%	14.58%	8.28%	5.44%	7.46%	6.06%					
																																																																							
24	Против всех	2930	59	67	65	27	11	17	33	50	36	20	24	45	35	35	26	37	29	54	63	49	9	40	39	44	52	17	43	44	50	32	41	21	32	20	32	44	42	30	38	56	44	60	50	59	66	54	55	70	71	71	57	66	61	58	39	54	54	28	41	41	93	87	74	69					
		3.62%	3.88%	4.18%	4.21%	2.81%	2.82%	2.44%	3.14%	4.05%	3.55%	2.29%	2.73%	3.60%	3.56%	2.73%	3.07%	3.63%	3.72%	5.91%	4.82%	3.78%	3.05%	4.42%	3.29%	3.74%	4.86%	2.14%	3.31%	3.43%	3.85%	3.73%	3.20%	2.55%	3.62%	2.27%	4.04%	2.73%	3.54%	3.21%	2.87%	3.75%	3.26%	4.76%	3.34%	3.44%	3.99%	3.19%	3.43%	4.28%	4.27%	4.43%	3.70%	3.94%	3.55%	3.72%	3.00%	4.13%	4.44%	2.26%	3.33%	2.96%	4.70%	4.38%	3.63%	3.14%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
