Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Симферопольская - 19																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1147	УИК №1148	УИК №1152	УИК №1153	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205									
14	Число погашенных неиспользованных открепительных удостоверений	638	24	27	11	5	20	7	38	12	22	8	14	25	31	31	15	31	2	22	29	23	18	13	22	30	18	20	40	34	32	14	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	2	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	214	9	11	5	1	7	4	5	1	8	1	9	5	0	12	4	6	15	9	6	11	3	10	3	19	12	2	20	9	2	2	3									
		1.05%	1.11%	1.52%	1.46%	0.28%	1.23%	1.20%	0.47%	0.31%	1.57%	0.56%	1.93%	0.67%	0.00%	1.54%	0.86%	0.66%	0.86%	1.13%	0.83%	1.54%	0.48%	1.48%	0.35%	1.84%	1.33%	0.54%	1.67%	0.90%	0.55%	0.56%	1.23%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	266	11	12	7	5	10	5	13	0	7	0	8	7	2	5	5	6	24	17	12	20	12	7	17	9	8	5	10	9	2	5	6									
		1.31%	1.36%	1.66%	2.04%	1.42%	1.76%	1.51%	1.22%	0.00%	1.38%	0.00%	1.72%	0.94%	1.38%	0.64%	1.07%	0.66%	1.37%	2.13%	1.66%	2.80%	1.90%	1.04%	2.01%	0.87%	0.88%	1.36%	0.84%	0.90%	0.55%	1.39%	2.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	215	14	13	6	16	7	2	2	1	7	2	4	8	6	0	3	11	18	9	4	2	0	8	7	8	15	6	15	11	7	2	1									
		1.06%	1.73%	1.79%	1.75%	4.55%	1.23%	0.60%	0.19%	0.31%	1.38%	1.12%	0.86%	1.07%	4.14%	0.00%	0.64%	1.20%	1.03%	1.13%	0.55%	0.28%	0.00%	1.19%	0.83%	0.77%	1.66%	1.63%	1.25%	1.09%	1.92%	0.56%	0.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15443	609	542	252	249	417	259	884	278	389	170	340	561	88	608	339	644	1266	527	611	569	479	503	688	795	655	275	900	809	294	276	167									
		75.91%	75.09%	74.76%	73.47%	70.74%	73.54%	78.01%	83.00%	85.54%	76.42%	95.51%	72.96%	75.30%	60.69%	77.95%	72.59%	70.31%	72.30%	65.96%	84.63%	79.58%	75.91%	74.63%	81.23%	76.81%	72.46%	74.53%	75.25%	80.50%	80.55%	76.67%	68.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	146	6	5	0	4	10	1	3	0	4	1	3	9	2	5	5	12	11	6	1	6	1	2	2	8	6	1	7	8	8	5	4									
		0.72%	0.74%	0.69%	0.00%	1.14%	1.76%	0.30%	0.28%	0.00%	0.79%	0.56%	0.64%	1.21%	1.38%	0.64%	1.07%	1.31%	0.63%	0.75%	0.14%	0.84%	0.16%	0.30%	0.24%	0.77%	0.66%	0.27%	0.59%	0.80%	2.19%	1.39%	1.64%									
24	"6. Политическая партия ""Гражданская Платформа"""	53	4	3	3	6	2	1	1	0	1	0	0	1	5	1	1	0	7	5	1	0	0	0	2	0	1	0	4	1	3	0	0									
		0.26%	0.49%	0.41%	0.87%	1.70%	0.35%	0.30%	0.09%	0.00%	0.20%	0.00%	0.00%	0.13%	3.45%	0.13%	0.21%	0.00%	0.40%	0.63%	0.14%	0.00%	0.00%	0.00%	0.24%	0.00%	0.11%	0.00%	0.33%	0.10%	0.82%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2211	66	55	23	36	42	21	81	27	52	2	78	77	12	88	62	182	277	142	41	64	80	96	58	110	102	40	125	74	19	34	45									
		10.87%	8.14%	7.59%	6.71%	10.23%	7.41%	6.33%	7.61%	8.31%	10.22%	1.12%	16.74%	10.34%	8.28%	11.28%	13.28%	19.87%	15.82%	17.77%	5.68%	8.95%	12.68%	14.24%	6.85%	10.63%	11.28%	10.84%	10.45%	7.36%	5.21%	9.44%	18.44%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	91	6	4	3	1	3	5	5	0	2	0	0	5	2	5	0	7	6	5	1	3	1	0	0	5	5	1	6	5	1	2	2									
		0.45%	0.74%	0.55%	0.87%	0.28%	0.53%	1.51%	0.47%	0.00%	0.39%	0.00%	0.00%	0.67%	1.38%	0.64%	0.00%	0.76%	0.34%	0.63%	0.14%	0.42%	0.16%	0.00%	0.00%	0.48%	0.55%	0.27%	0.50%	0.50%	0.27%	0.56%	0.82%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	1	3	3	2	1	0	1	0	0	0	0	0	1	0	0	3	2	4	2	3	0	0	1	5	2	1	5	1	0	0	1									
		0.21%	0.12%	0.41%	0.87%	0.57%	0.18%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.33%	0.11%	0.50%	0.28%	0.42%	0.00%	0.00%	0.12%	0.48%	0.22%	0.27%	0.42%	0.10%	0.00%	0.00%	0.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	40	0	0	3	0	3	0	0	0	0	1	0	10	2	2	1	0	5	2	2	0	0	1	1	1	0	0	2	1	0	1	2									
		0.20%	0.00%	0.00%	0.87%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	1.34%	1.38%	0.26%	0.21%	0.00%	0.29%	0.25%	0.28%	0.00%	0.00%	0.15%	0.12%	0.10%	0.00%	0.00%	0.17%	0.10%	0.00%	0.28%	0.82%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	134	14	7	1	9	4	1	4	1	4	0	0	1	7	5	5	1	12	9	5	2	3	7	6	0	5	6	6	2	7	0	0									
		0.66%	1.73%	0.97%	0.29%	2.56%	0.71%	0.30%	0.38%	0.31%	0.79%	0.00%	0.00%	0.13%	4.83%	0.64%	1.07%	0.11%	0.69%	1.13%	0.69%	0.28%	0.48%	1.04%	0.71%	0.00%	0.55%	1.63%	0.50%	0.20%	1.92%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	812	42	37	19	13	35	21	43	5	25	0	14	30	4	27	17	26	58	25	14	20	40	25	45	44	47	17	50	38	11	19	1									
		3.99%	5.18%	5.10%	5.54%	3.69%	6.17%	6.33%	4.04%	1.54%	4.91%	0.00%	3.00%	4.03%	2.76%	3.46%	3.64%	2.84%	3.31%	3.13%	1.94%	2.80%	6.34%	3.71%	5.31%	4.25%	5.20%	4.61%	4.18%	3.78%	3.01%	5.28%	0.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	1	0	0	1	0	0	0	2	1	0	0	2	1	1	5	1	9	0	0	1	2	3	1	4	5	1	2	3	1	0	1									
		0.24%	0.12%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.62%	0.20%	0.00%	0.00%	0.27%	0.69%	0.13%	1.07%	0.11%	0.51%	0.00%	0.00%	0.14%	0.32%	0.45%	0.12%	0.39%	0.55%	0.27%	0.17%	0.30%	0.27%	0.00%	0.41%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	259	11	7	4	3	8	5	6	2	5	0	6	7	6	6	14	7	16	9	7	10	2	8	10	12	15	2	35	22	0	11	3									
		1.27%	1.36%	0.97%	1.17%	0.85%	1.41%	1.51%	0.56%	0.62%	0.98%	0.00%	1.29%	0.94%	4.14%	0.77%	2.99%	0.76%	0.91%	1.13%	0.97%	1.40%	0.32%	1.19%	1.18%	1.16%	1.66%	0.54%	2.93%	2.19%	0.00%	3.06%	1.23%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
