Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Каспийская городская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	77	0	0	0	21	0	2	0	0	8	0	35	0	0	8	3	0	0	0	0	0	0	0									
		0.16%	0.00%	0.00%	0.00%	0.95%	0.00%	0.12%	0.00%	0.00%	0.38%	0.00%	1.56%	0.00%	0.00%	0.32%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3375	197	190	160	178	120	68	101	112	127	146	196	192	110	167	199	182	110	247	196	87	190	100									
		6.80%	7.47%	7.26%	6.48%	8.01%	6.86%	4.04%	7.18%	6.07%	6.06%	7.68%	8.71%	7.87%	6.16%	6.61%	7.70%	7.48%	6.23%	8.99%	7.01%	3.05%	6.24%	5.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	142	11	8	0	12	0	6	0	0	7	0	4	6	0	8	5	16	0	0	3	56	0	0									
		0.29%	0.42%	0.31%	0.00%	0.54%	0.00%	0.36%	0.00%	0.00%	0.33%	0.00%	0.18%	0.25%	0.00%	0.32%	0.19%	0.66%	0.00%	0.00%	0.11%	1.96%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	956	97	56	62	33	22	8	17	47	11	22	16	25	67	21	90	22	44	19	105	27	68	77									
		1.93%	3.68%	2.14%	2.51%	1.49%	1.26%	0.48%	1.21%	2.55%	0.52%	1.16%	0.71%	1.02%	3.75%	0.83%	3.48%	0.90%	2.49%	0.69%	3.76%	0.95%	2.23%	4.36%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
