Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Нижнеингашская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747									
		0.54%	1.54%	0.59%	1.05%	1.08%	0.00%	0.00%	0.00%	0.64%	0.29%	0.00%	0.54%	0.00%	0.65%	0.50%	0.00%	0.54%	2.88%	0.00%	0.00%	0.00%	0.00%	0.37%	0.73%	1.32%	0.61%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.60%	3.13%	0.00%	2.78%	0.00%	2.33%	0.00%	0.00%	0.78%	0.00%	0.84%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0									
		0.17%	0.77%	0.24%	0.00%	0.00%	0.00%	0.00%	1.67%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.73%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.96%	0.00%	0.60%	1.56%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	2	6	1	0	3	0	0	2	7	2	2	0	2	0	1	2	0	0	0	1	0	0	0	2	1	0	4	0	2	0	1	1	0	0	1	1	0	0	2	0	0	1	9	0	1									
		0.67%	1.54%	0.71%	0.26%	0.00%	1.59%	0.00%	0.00%	0.32%	1.01%	0.59%	0.54%	0.00%	0.65%	0.00%	0.59%	1.09%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	2.63%	0.20%	0.00%	1.43%	0.00%	1.30%	0.00%	1.20%	3.23%	0.00%	0.00%	0.60%	1.56%	0.00%	0.00%	1.38%	0.00%	0.00%	0.66%	2.34%	0.00%	0.42%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1390	17	127	92	4	21	9	4	110	142	65	71	13	53	30	22	50	11	2	2	14	1	35	24	12	98	13	44	7	18	14	4	3	5	18	17	7	2	2	46	8	5	43	62	19	24									
		16.44%	13.08%	14.96%	24.15%	4.30%	11.11%	12.00%	6.67%	17.52%	20.46%	19.17%	19.09%	15.29%	17.21%	15.00%	13.02%	27.17%	10.58%	14.29%	4.08%	11.67%	2.27%	13.01%	17.52%	15.79%	19.92%	14.77%	15.71%	8.75%	11.69%	17.07%	4.82%	9.68%	9.80%	10.40%	10.18%	10.94%	4.65%	5.56%	31.72%	18.60%	8.33%	28.29%	16.10%	48.72%	10.08%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	0	7	4	0	0	0	0	3	5	4	1	0	4	1	2	1	1	1	0	0	0	0	1	0	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0									
		0.58%	0.00%	0.82%	1.05%	0.00%	0.00%	0.00%	0.00%	0.48%	0.72%	1.18%	0.27%	0.00%	1.30%	0.50%	1.18%	0.54%	0.96%	7.14%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	1.02%	1.14%	1.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	236	3	41	11	1	5	3	0	24	32	10	11	0	7	5	1	5	4	0	0	1	0	5	2	2	18	0	9	1	4	0	4	1	0	3	1	1	0	2	2	1	3	4	4	1	4									
		2.79%	2.31%	4.83%	2.89%	1.08%	2.65%	4.00%	0.00%	3.82%	4.61%	2.95%	2.96%	0.00%	2.27%	2.50%	0.59%	2.72%	3.85%	0.00%	0.00%	0.83%	0.00%	1.86%	1.46%	2.63%	3.66%	0.00%	3.21%	1.25%	2.60%	0.00%	4.82%	3.23%	0.00%	1.73%	0.60%	1.56%	0.00%	5.56%	1.38%	2.33%	5.00%	2.63%	1.04%	2.56%	1.68%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
