Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Лысогорская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	2	0	1	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0									
		0.13%	0.00%	0.00%	0.27%	0.00%	0.22%	0.00%	0.24%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	4	4	6	0	4	0	3	1	1	0	0	2	4	0	0	7	3	0	0	3	0	1	0	0	0	0	0	0									
		0.50%	0.44%	0.81%	0.81%	0.00%	0.89%	0.00%	0.72%	0.58%	0.33%	0.00%	0.00%	0.42%	1.79%	0.00%	0.00%	4.09%	1.69%	0.00%	0.00%	0.44%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1441	107	126	209	87	167	50	64	13	45	19	43	112	36	14	36	42	36	5	17	61	15	17	22	5	28	37	18	10									
		16.83%	11.73%	25.51%	28.28%	11.98%	37.11%	31.85%	15.27%	7.56%	14.71%	15.57%	17.41%	23.43%	16.07%	11.76%	20.69%	24.56%	20.34%	5.68%	9.94%	8.91%	16.13%	6.99%	8.00%	8.33%	7.87%	19.89%	9.00%	8.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	3	2	2	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0									
		0.16%	0.33%	0.40%	0.27%	0.28%	0.22%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	1.67%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	255	22	28	26	22	14	4	6	7	3	9	13	0	7	2	7	6	4	4	2	6	2	4	29	2	16	5	5	0									
		2.98%	2.41%	5.67%	3.52%	3.03%	3.11%	2.55%	1.43%	4.07%	0.98%	7.38%	5.26%	0.00%	3.13%	1.68%	4.02%	3.51%	2.26%	4.55%	1.17%	0.88%	2.15%	1.65%	10.55%	3.33%	4.49%	2.69%	2.50%	0.00%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
