Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																		
Дата голосования: 07.12.2003 0:00:00																																																																		
																																																																		
Наименование Избирательной комиссии:    Острогожская																																																																		
																																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																		
																																																																		
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659					
		1.24%	0.93%	1.31%	0.0%	1.95%	0.67%	0.62%	0.0%	0.62%	0.80%	0.36%	0.66%	1.46%	2.31%	1.47%	1.05%	1.45%	0.96%	1.35%	1.03%	2.99%	1.29%	1.92%	1.18%	1.43%	1.29%	2.31%	1.15%	2.52%	0.77%	4.54%	1.51%	2.97%	1.34%	1.06%	0.24%	0.0%	0.0%	4.12%	0.64%	2.09%	0.36%	0.77%	3.37%	1.06%	1.02%	1.04%	1.16%	4.08%	0.63%	2.13%	6.18%	0.97%	2.20%	1.58%	1.15%	1.12%	0.44%	0.98%	0.79%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	418	16	6	1	3	10	10	1	18	14	10	18	53	58	34	13	12	12	16	26	1	1	1	0	1	1	2	2	1	0	0	2	2	3	0	0	0	1	0	1	3	3	0	3	2	0	4	6	5	0	2	0	1	0	7	4	10	2	1	15					
		1.38%	1.86%	0.65%	1.53%	1.46%	1.12%	1.25%	0.86%	1.88%	1.41%	1.22%	1.98%	3.51%	4.79%	2.77%	1.71%	1.24%	1.05%	1.96%	2.69%	0.29%	0.43%	0.17%	0.0%	0.28%	0.64%	0.57%	0.57%	0.50%	0.0%	0.0%	0.60%	1.98%	0.57%	0.0%	0.0%	0.0%	0.39%	0.0%	0.32%	1.57%	1.09%	0.0%	1.26%	0.70%	0.0%	0.46%	0.69%	1.20%	0.0%	0.60%	0.0%	0.24%	0.0%	1.23%	1.15%	1.12%	0.88%	0.24%	2.99%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	740	21	21	3	7	23	27	4	28	39	23	31	24	17	17	24	13	37	19	18	4	4	11	7	9	0	13	10	8	11	2	11	3	17	11	11	8	4	4	8	9	6	11	3	9	15	18	13	3	14	9	4	9	8	12	10	16	1	8	10					
		2.45%	2.45%	2.30%	4.61%	3.41%	2.58%	3.40%	3.47%	2.93%	3.94%	2.82%	3.41%	1.59%	1.40%	1.38%	3.17%	1.34%	3.25%	2.33%	1.86%	1.19%	1.73%	1.92%	2.75%	2.58%	0.0%	3.76%	2.89%	4.04%	4.26%	3.03%	3.33%	2.97%	3.26%	2.94%	2.68%	2.40%	1.57%	4.12%	2.56%	4.71%	2.18%	4.26%	1.26%	3.18%	3.06%	2.09%	1.51%	0.72%	2.94%	2.74%	4.12%	2.20%	5.88%	2.11%	2.89%	1.80%	0.44%	1.97%	1.99%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	451	14	8	2	2	23	11	0	28	18	22	25	30	30	26	5	13	21	10	18	1	1	4	6	2	0	2	3	1	6	0	1	1	2	4	2	4	4	1	4	2	4	6	4	0	4	11	3	3	6	2	0	10	1	3	5	20	0	2	10					
		1.49%	1.63%	0.87%	3.07%	0.97%	2.58%	1.38%	0.0%	2.93%	1.82%	2.69%	2.75%	1.99%	2.48%	2.12%	0.66%	1.34%	1.84%	1.22%	1.86%	0.29%	0.43%	0.70%	2.36%	0.57%	0.0%	0.57%	0.86%	0.50%	2.32%	0.0%	0.30%	0.99%	0.38%	1.06%	0.48%	1.20%	1.57%	1.03%	1.28%	1.04%	1.45%	2.32%	1.68%	0.0%	0.81%	1.27%	0.34%	0.72%	1.26%	0.60%	0.0%	2.44%	0.73%	0.52%	1.44%	2.25%	0.0%	0.49%	1.99%					
22	"5. ""За Русь Святую"""	216	4	6	0	1	7	4	0	5	7	6	13	15	5	1	4	4	5	7	9	3	3	4	3	4	3	1	0	3	3	0	2	1	4	1	1	7	1	0	3	3	4	6	1	3	4	3	11	1	0	1	0	3	4	2	2	6	0	9	3					
		0.71%	0.46%	0.65%	0.0%	0.48%	0.78%	0.50%	0.0%	0.52%	0.70%	0.73%	1.43%	0.99%	0.41%	0.08%	0.52%	0.41%	0.43%	0.85%	0.93%	0.89%	1.29%	0.70%	1.18%	1.14%	1.93%	0.28%	0.0%	1.51%	1.16%	0.0%	0.60%	0.99%	0.76%	0.26%	0.24%	2.10%	0.39%	0.0%	0.96%	1.57%	1.45%	2.32%	0.42%	1.06%	0.81%	0.34%	1.27%	0.24%	0.0%	0.30%	0.0%	0.73%	2.94%	0.35%	0.57%	0.67%	0.0%	2.21%	0.59%					
23	"6. ""Объединенная Российская партия ""Русь"""	57	1	3	0	0	1	0	1	1	3	0	4	3	4	4	0	4	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	3	0	0	0	0	2	1	3	0	0	1	0	0	0	1	4	1	0	0	2					
		0.18%	0.11%	0.32%	0.0%	0.0%	0.11%	0.0%	0.86%	0.10%	0.30%	0.0%	0.44%	0.19%	0.33%	0.32%	0.0%	0.41%	0.17%	0.12%	0.0%	0.29%	0.43%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.48%	0.0%	0.0%	1.03%	0.0%	1.57%	0.0%	0.0%	0.0%	0.0%	0.40%	0.11%	0.34%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.17%	1.15%	0.11%	0.0%	0.0%	0.39%					
24	"7. ""Новый курс - Автомобильная Россия"""	247	4	5	0	2	2	5	1	8	10	6	9	36	33	14	9	8	12	5	8	3	2	1	1	0	0	0	3	2	0	0	4	1	4	0	7	6	1	1	0	0	0	1	1	3	3	4	5	1	3	0	0	1	0	0	1	6	1	2	2					
		0.81%	0.46%	0.54%	0.0%	0.97%	0.22%	0.62%	0.86%	0.83%	1.01%	0.73%	0.99%	2.39%	2.72%	1.14%	1.18%	0.82%	1.05%	0.61%	0.82%	0.89%	0.86%	0.17%	0.39%	0.0%	0.0%	0.0%	0.86%	1.01%	0.0%	0.0%	1.21%	0.99%	0.76%	0.0%	1.71%	1.80%	0.39%	1.03%	0.0%	0.0%	0.0%	0.38%	0.42%	1.06%	0.61%	0.46%	0.58%	0.24%	0.63%	0.0%	0.0%	0.24%	0.0%	0.0%	0.28%	0.67%	0.44%	0.49%	0.39%					
25	"8. ""Народно-республиканская партия России"""	39	0	0	0	0	1	3	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	3	0	1	0	0	1	2	2	2	1	3	0	0	0	0	1	3	0	1	1					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.11%	0.37%	0.0%	0.0%	0.0%	0.12%	0.0%	0.06%	0.08%	0.0%	0.0%	0.0%	0.0%	0.12%	0.10%	0.0%	0.43%	0.17%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	1.03%	0.32%	1.57%	0.0%	0.38%	0.0%	0.0%	0.20%	0.23%	0.23%	0.48%	0.21%	0.91%	0.0%	0.0%	0.0%	0.0%	0.28%	0.33%	0.0%	0.24%	0.19%					
26	"9. ""Российская экологическая партия ""Зеленые"""	68	1	5	0	0	1	1	2	1	0	2	0	10	8	6	3	0	2	1	4	1	0	3	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	1	0	1	0	1	2	1	0	0	0	1	0	0	0	1	1	1	0	0	0					
		0.22%	0.11%	0.54%	0.0%	0.0%	0.11%	0.12%	1.73%	0.10%	0.0%	0.24%	0.0%	0.66%	0.66%	0.49%	0.39%	0.0%	0.17%	0.12%	0.41%	0.29%	0.0%	0.52%	0.39%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	1.51%	0.0%	0.0%	0.0%	0.0%	0.24%	0.30%	0.0%	0.0%	0.64%	0.52%	0.0%	0.38%	0.0%	0.35%	0.40%	0.11%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.17%	0.28%	0.11%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1164	14	17	6	2	24	18	0	10	16	19	28	20	9	22	17	35	19	15	16	31	4	35	9	17	3	19	7	13	12	1	16	7	9	4	33	8	55	9	27	43	33	42	5	32	14	47	44	14	18	14	2	16	12	39	25	65	8	24	41					
		3.85%	1.63%	1.86%	9.23%	0.97%	2.69%	2.26%	0.0%	1.04%	1.61%	2.33%	3.08%	1.32%	0.74%	1.79%	2.24%	3.62%	1.66%	1.84%	1.65%	9.28%	1.73%	6.12%	3.54%	4.88%	1.93%	5.50%	2.02%	6.56%	4.65%	1.51%	4.84%	6.93%	1.72%	1.06%	8.06%	2.40%	21.65%	9.27%	8.65%	22.51%	12.04%	16.27%	2.10%	11.30%	2.86%	5.45%	5.11%	3.36%	3.78%	4.26%	2.06%	3.91%	8.82%	6.87%	7.22%	7.33%	3.53%	5.91%	8.18%					
28	"11. ""Истинные патриоты России"""	39	0	2	2	1	0	0	0	2	1	0	1	2	3	2	2	0	0	0	0	5	0	0	0	2	0	1	0	0	0	0	0	0	1	1	1	0	2	0	1	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0					
		0.12%	0.0%	0.21%	3.07%	0.48%	0.0%	0.0%	0.0%	0.20%	0.10%	0.0%	0.11%	0.13%	0.24%	0.16%	0.26%	0.0%	0.0%	0.0%	0.0%	1.49%	0.0%	0.0%	0.0%	0.57%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.26%	0.24%	0.0%	0.78%	0.0%	0.32%	0.52%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.23%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.44%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	217	5	2	2	2	2	7	0	4	4	4	9	16	6	12	4	10	2	3	15	2	4	1	0	5	1	1	2	1	0	1	1	0	1	5	3	4	3	1	3	4	1	1	0	2	2	5	4	2	6	0	0	12	3	5	4	8	1	4	5					
		0.71%	0.58%	0.21%	3.07%	0.97%	0.22%	0.88%	0.0%	0.41%	0.40%	0.49%	0.99%	1.06%	0.49%	0.98%	0.52%	1.03%	0.17%	0.36%	1.55%	0.59%	1.73%	0.17%	0.0%	1.43%	0.64%	0.28%	0.57%	0.50%	0.0%	1.51%	0.30%	0.0%	0.19%	1.33%	0.73%	1.20%	1.18%	1.03%	0.96%	2.09%	0.36%	0.38%	0.0%	0.70%	0.40%	0.58%	0.46%	0.48%	1.26%	0.0%	0.0%	2.93%	2.20%	0.88%	1.15%	0.90%	0.44%	0.98%	0.99%					
30	"13. ""Демократическая партия России"""	93	1	3	0	3	2	3	0	1	1	1	2	3	7	4	1	6	4	2	1	2	1	2	1	1	1	0	1	0	1	0	0	1	1	3	1	3	1	0	4	0	1	0	0	0	2	0	5	0	3	2	0	3	2	0	1	1	0	1	3					
		0.30%	0.11%	0.32%	0.0%	1.46%	0.22%	0.37%	0.0%	0.10%	0.10%	0.12%	0.22%	0.19%	0.57%	0.32%	0.13%	0.62%	0.35%	0.24%	0.10%	0.59%	0.43%	0.35%	0.39%	0.28%	0.64%	0.0%	0.28%	0.0%	0.38%	0.0%	0.0%	0.99%	0.19%	0.80%	0.24%	0.90%	0.39%	0.0%	1.28%	0.0%	0.36%	0.0%	0.0%	0.0%	0.40%	0.0%	0.58%	0.0%	0.63%	0.60%	0.0%	0.73%	1.47%	0.0%	0.28%	0.11%	0.0%	0.24%	0.59%					
31	"14. ""Великая Россия - Евразийский Союз"""	67	2	0	0	2	1	2	0	0	3	0	2	5	4	1	1	3	3	2	2	2	1	1	1	1	0	2	0	2	1	0	0	0	2	1	0	0	2	0	0	1	2	0	1	0	0	1	1	3	0	1	0	2	1	0	0	0	1	0	4					
		0.22%	0.23%	0.0%	0.0%	0.97%	0.11%	0.25%	0.0%	0.0%	0.30%	0.0%	0.22%	0.33%	0.33%	0.08%	0.13%	0.31%	0.26%	0.24%	0.20%	0.59%	0.43%	0.17%	0.39%	0.28%	0.0%	0.57%	0.0%	1.01%	0.38%	0.0%	0.0%	0.0%	0.38%	0.26%	0.0%	0.0%	0.78%	0.0%	0.0%	0.52%	0.72%	0.0%	0.42%	0.0%	0.0%	0.11%	0.11%	0.72%	0.0%	0.30%	0.0%	0.48%	0.73%	0.0%	0.0%	0.0%	0.44%	0.0%	0.79%					
32	"15. ""Партия СЛОН"""	60	0	0	0	0	4	0	0	2	0	0	2	11	13	5	1	1	2	1	0	1	1	0	3	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0					
		0.19%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.20%	0.0%	0.0%	0.22%	0.73%	1.07%	0.40%	0.13%	0.10%	0.17%	0.12%	0.0%	0.29%	0.43%	0.0%	1.18%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.26%	0.0%	0.0%	0.39%	0.0%	0.0%	0.52%	0.36%	0.0%	0.0%	0.0%	0.20%	0.11%	0.0%	0.0%	0.21%	0.30%	0.0%	0.0%	0.73%	0.17%	0.0%	0.11%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3232	78	89	6	23	130	118	17	127	127	116	104	91	62	195	66	116	135	76	112	29	14	93	6	35	20	10	41	29	29	6	43	6	44	43	42	33	26	8	24	12	28	13	20	16	31	112	84	38	81	22	11	38	26	52	61	82	50	37	49					
		10.71%	9.10%	9.74%	9.23%	11.21%	14.59%	14.86%	14.78%	13.29%	12.85%	14.23%	11.45%	6.04%	5.12%	15.93%	8.71%	12.02%	11.86%	9.33%	11.59%	8.68%	6.06%	16.28%	2.36%	10.05%	12.90%	2.89%	11.84%	14.64%	11.24%	9.09%	13.03%	5.94%	8.44%	11.49%	10.26%	9.93%	10.23%	8.24%	7.69%	6.28%	10.21%	5.03%	8.43%	5.65%	6.33%	13.00%	9.76%	9.13%	17.01%	6.70%	11.34%	9.29%	19.11%	9.17%	17.63%	9.25%	22.12%	9.11%	9.78%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	97	3	3	0	0	1	2	1	1	0	1	5	7	6	3	3	3	4	1	2	1	0	2	0	1	0	1	1	0	1	0	0	0	0	4	2	2	3	0	2	2	1	1	0	0	2	3	0	1	8	2	0	1	1	1	1	3	0	4	0					
		0.32%	0.35%	0.32%	0.0%	0.0%	0.11%	0.25%	0.86%	0.10%	0.0%	0.12%	0.55%	0.46%	0.49%	0.24%	0.39%	0.31%	0.35%	0.12%	0.20%	0.29%	0.0%	0.35%	0.0%	0.28%	0.0%	0.28%	0.28%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	1.06%	0.48%	0.60%	1.18%	0.0%	0.64%	1.04%	0.36%	0.38%	0.0%	0.0%	0.40%	0.34%	0.0%	0.24%	1.68%	0.60%	0.0%	0.24%	0.73%	0.17%	0.28%	0.33%	0.0%	0.98%	0.0%					
35	"18. ""ЛДПР"""	6003	231	220	7	33	157	161	14	164	173	151	170	455	309	273	158	222	235	202	206	64	45	88	53	66	36	75	77	30	35	5	61	8	105	116	98	86	29	8	38	20	32	57	52	66	110	128	177	60	77	52	7	69	21	134	39	86	27	70	55					
		19.89%	26.95%	24.09%	10.76%	16.09%	17.62%	20.27%	12.17%	17.17%	17.51%	18.52%	18.72%	30.21%	25.55%	22.30%	20.87%	23.00%	20.65%	24.81%	21.32%	19.16%	19.48%	15.41%	20.86%	18.96%	23.22%	21.73%	22.25%	15.15%	13.56%	7.57%	18.48%	7.92%	20.15%	31.01%	23.96%	25.90%	11.41%	8.24%	12.17%	10.47%	11.67%	22.09%	21.94%	23.32%	22.49%	14.86%	20.58%	14.42%	16.17%	15.85%	7.21%	16.87%	15.44%	23.63%	11.27%	9.70%	11.94%	17.24%	10.97%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	511	17	17	2	2	18	14	1	23	19	17	16	11	12	9	10	14	18	5	10	4	7	11	13	12	1	4	8	7	3	2	8	3	11	9	7	7	10	4	4	3	1	1	5	2	11	20	16	9	7	4	1	5	1	11	7	3	7	15	12					
		1.69%	1.98%	1.86%	3.07%	0.97%	2.02%	1.76%	0.86%	2.40%	1.92%	2.08%	1.76%	0.73%	0.99%	0.73%	1.32%	1.45%	1.58%	0.61%	1.03%	1.19%	3.03%	1.92%	5.11%	3.44%	0.64%	1.15%	2.31%	3.53%	1.16%	3.03%	2.42%	2.97%	2.11%	2.40%	1.71%	2.10%	3.93%	4.12%	1.28%	1.57%	0.36%	0.38%	2.10%	0.70%	2.24%	2.32%	1.86%	2.16%	1.47%	1.21%	1.03%	1.22%	0.73%	1.94%	2.02%	0.33%	3.09%	3.69%	2.39%					
37	"20. ""Политическая партия ""Единая Россия"""	8656	235	274	20	69	257	220	40	308	283	208	227	401	317	383	223	259	335	242	313	129	80	176	65	140	49	86	115	65	90	10	82	38	104	73	103	71	50	13	54	35	84	77	51	88	166	221	250	101	136	149	38	162	21	185	53	265	74	115	178					
		28.69%	27.42%	30.01%	30.76%	33.65%	28.84%	27.70%	34.78%	32.25%	28.64%	25.52%	25.0%	26.62%	26.22%	31.29%	29.45%	26.83%	29.43%	29.72%	32.40%	38.62%	34.63%	30.82%	25.59%	40.22%	31.61%	24.92%	33.23%	32.82%	34.88%	15.15%	24.84%	37.62%	19.96%	19.51%	25.18%	21.38%	19.68%	13.40%	17.30%	18.32%	30.65%	29.84%	21.51%	31.09%	33.94%	25.66%	29.06%	24.27%	28.57%	45.42%	39.17%	39.60%	15.44%	32.62%	15.31%	29.90%	32.74%	28.32%	35.52%					
38	"21. ""Российская Конституционно-демократическая партия"""	67	4	1	0	0	1	1	0	0	3	0	1	3	3	3	2	0	1	3	1	1	0	3	0	2	0	1	0	1	0	0	1	0	1	0	2	1	1	0	1	1	2	1	0	5	1	0	1	1	2	3	1	1	0	1	0	2	1	1	1					
		0.22%	0.46%	0.10%	0.0%	0.0%	0.11%	0.12%	0.0%	0.0%	0.30%	0.0%	0.11%	0.19%	0.24%	0.24%	0.26%	0.0%	0.08%	0.36%	0.10%	0.29%	0.0%	0.52%	0.0%	0.57%	0.0%	0.28%	0.0%	0.50%	0.0%	0.0%	0.30%	0.0%	0.19%	0.0%	0.48%	0.30%	0.39%	0.0%	0.32%	0.52%	0.72%	0.38%	0.0%	1.76%	0.20%	0.0%	0.11%	0.24%	0.42%	0.91%	1.03%	0.24%	0.0%	0.17%	0.0%	0.22%	0.44%	0.24%	0.19%					
39	"22. ""Развитие предпринимательства"""	64	0	3	0	0	5	2	0	2	2	2	1	3	5	5	0	2	3	2	5	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	2	1	1	3					
		0.21%	0.0%	0.32%	0.0%	0.0%	0.56%	0.25%	0.0%	0.20%	0.20%	0.24%	0.11%	0.19%	0.41%	0.40%	0.0%	0.20%	0.26%	0.24%	0.51%	0.0%	0.43%	0.0%	0.0%	0.28%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.26%	0.24%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.38%	0.42%	0.35%	0.20%	0.11%	0.11%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.17%	0.0%	0.22%	0.44%	0.24%	0.59%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5556	176	164	10	35	182	140	16	175	211	177	179	142	104	112	155	164	217	132	120	25	40	99	79	25	27	106	56	22	53	31	72	18	157	79	66	64	44	34	120	30	58	25	63	38	76	225	197	122	100	39	26	55	22	73	102	264	46	94	73					
