Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Ленинградская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4790	164	183	162	223	230	172	143	125	202	134	216	152	185	207	232	221	73	23	40	45	203	79	170	21	139	124	137	108	130	108	24	105	113	107	90					
		14.62%	14.08%	18.25%	14.82%	16.02%	15.29%	15.57%	17.06%	15.28%	17.61%	17.18%	16.51%	16.98%	14.04%	18.70%	17.86%	18.09%	15.15%	10.09%	14.98%	6.99%	13.14%	11.17%	22.88%	6.05%	15.67%	15.50%	8.44%	13.60%	12.82%	11.32%	16.11%	13.03%	12.02%	10.05%	11.57%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5479	248	170	179	280	288	215	157	130	214	121	215	156	211	182	224	226	64	58	39	93	242	93	80	34	149	148	170	116	190	124	21	121	135	243	143					
		16.72%	21.29%	16.95%	16.38%	20.11%	19.15%	19.46%	18.74%	15.89%	18.66%	15.51%	16.44%	17.43%	16.01%	16.44%	17.24%	18.49%	13.28%	25.44%	14.61%	14.44%	15.66%	13.15%	10.77%	9.80%	16.80%	18.50%	10.47%	14.61%	18.74%	12.99%	14.09%	15.01%	14.36%	22.82%	18.38%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	357	11	11	7	16	16	22	7	10	14	5	18	11	40	18	15	10	13	3	1	6	18	4	9	1	5	10	10	8	7	8	0	0	3	10	10					
		1.09%	0.94%	1.10%	0.64%	1.15%	1.06%	1.99%	0.84%	1.22%	1.22%	0.64%	1.38%	1.23%	3.03%	1.63%	1.15%	0.82%	2.70%	1.32%	0.37%	0.93%	1.17%	0.57%	1.21%	0.29%	0.56%	1.25%	0.62%	1.01%	0.69%	0.84%	0.00%	0.00%	0.32%	0.94%	1.29%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7381	260	268	288	331	387	219	179	226	293	203	329	247	319	272	332	306	83	38	44	98	399	76	116	21	177	158	301	151	196	199	30	248	191	254	142					
		22.53%	22.32%	26.72%	26.35%	23.78%	25.73%	19.82%	21.36%	27.63%	25.54%	26.03%	25.15%	27.60%	24.20%	24.57%	25.56%	25.04%	17.22%	16.67%	16.48%	15.22%	25.83%	10.75%	15.61%	6.05%	19.95%	19.75%	18.53%	19.02%	19.33%	20.86%	20.13%	30.77%	20.32%	23.85%	18.25%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	487	12	26	30	18	32	17	7	9	16	26	41	28	23	20	23	21	13	4	1	3	28	14	6	1	8	6	6	16	7	8	0	0	1	9	7					
		1.49%	1.03%	2.59%	2.74%	1.29%	2.13%	1.54%	0.84%	1.10%	1.39%	3.33%	3.13%	3.13%	1.75%	1.81%	1.77%	1.72%	2.70%	1.75%	0.37%	0.47%	1.81%	1.98%	0.81%	0.29%	0.90%	0.75%	0.37%	2.02%	0.69%	0.84%	0.00%	0.00%	0.11%	0.85%	0.90%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13587	443	326	403	495	504	437	327	304	375	272	469	276	519	367	436	415	205	98	141	389	626	422	343	266	390	336	983	382	472	480	74	332	483	422	375					
		41.46%	38.03%	32.50%	36.87%	35.56%	33.51%	39.55%	39.02%	37.16%	32.69%	34.87%	35.86%	30.84%	39.38%	33.15%	33.56%	33.96%	42.53%	42.98%	52.81%	60.40%	40.52%	59.69%	46.16%	76.66%	43.97%	42.00%	60.53%	48.11%	46.55%	50.31%	49.66%	41.19%	51.38%	39.62%	48.20%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	157	5	7	4	3	9	7	1	4	15	5	6	5	3	8	11	3	17	1	1	3	4	4	1	1	3	2	6	0	1	8	0	0	5	3	1					
		0.48%	0.43%	0.70%	0.37%	0.22%	0.60%	0.63%	0.12%	0.49%	1.31%	0.64%	0.46%	0.56%	0.23%	0.72%	0.85%	0.25%	3.53%	0.44%	0.37%	0.47%	0.26%	0.57%	0.13%	0.29%	0.34%	0.25%	0.37%	0.00%	0.10%	0.84%	0.00%	0.00%	0.53%	0.28%	0.13%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
