Выборы Президента Российской Федерации																																																						
																																																						
"Наименование Избирательной комиссии:    Воронеж, Ленинская"																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247					
12	Число выданных открепительных удостоверений	969	43	14	21	20	14	19	28	29	15	11	65	18	38	12	15	11	24	32	22	0	3	5	19	20	14	17	12	66	23	17	13	18	14	14	18	20	6	29	22	26	20	17	14	31	22	20	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	896	19	21	13	19	20	22	15	62	12	7	16	19	20	16	17	10	13	15	20	0	16	9	14	12	19	14	10	30	46	22	26	17	12	48	17	16	29	17	31	16	19	17	11	14	31	10	17					
14	Число неиспользованных открепительных удостоверений	402	7	6	19	0	6	11	7	6	5	19	15	12	22	8	5	19	6	8	8	0	17	15	11	10	6	8	8	34	7	13	7	12	6	6	2	0	4	1	8	4	0	13	6	0	8	5	2					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																						
18	. Глазьев Сергей Юрьевич	2788	67	81	70	58	68	60	67	86	46	40	40	49	64	35	49	32	90	121	72	2	52	42	68	43	40	43	49	36	39	56	45	70	52	61	52	50	38	87	75	103	70	43	25	91	95	65	101					
		5.40%	4.06%	6.01%	7.32%	4.52%	7.11%	6.07%	5.63%	5.54%	4.98%	3.91%	4.16%	5.26%	5.11%	4.10%	3.51%	3.16%	5.96%	7.68%	5.05%	1.16%	5.78%	4.88%	6.02%	4.51%	4.55%	3.96%	4.90%	3.91%	4.89%	5.74%	4.77%	5.62%	4.98%	5.35%	5.54%	5.70%	5.00%	6.48%	5.17%	6.83%	5.52%	4.83%	3.53%	6.96%	6.83%	6.68%	7.26%					
19	. Малышкин Олег Александрович	788	33	30	13	19	25	26	19	27	18	10	21	13	29	17	22	12	30	13	19	1	23	13	14	17	20	25	9	10	11	8	9	7	8	9	14	6	9	21	10	28	20	15	17	15	20	13	20					
		1.53%	2.00%	2.23%	1.36%	1.48%	2.62%	2.63%	1.60%	1.74%	1.95%	0.98%	2.18%	1.40%	2.32%	1.99%	1.57%	1.19%	1.99%	0.83%	1.33%	0.58%	2.56%	1.51%	1.24%	1.78%	2.28%	2.30%	0.90%	1.09%	1.38%	0.82%	0.95%	0.56%	0.77%	0.79%	1.49%	0.68%	1.18%	1.56%	0.69%	1.86%	1.58%	1.68%	2.40%	1.15%	1.44%	1.34%	1.44%					
20	. Миронов Сергей Михайлович	527	16	20	5	13	18	12	16	12	10	8	5	12	14	11	7	11	15	9	17	1	14	5	12	6	9	12	12	20	5	10	9	8	9	3	7	5	8	16	18	15	6	11	9	32	16	7	11					
		1.02%	0.97%	1.48%	0.52%	1.01%	1.88%	1.21%	1.34%	0.77%	1.08%	0.78%	0.52%	1.29%	1.12%	1.29%	0.50%	1.09%	0.99%	0.57%	1.19%	0.58%	1.56%	0.58%	1.06%	0.63%	1.02%	1.11%	1.20%	2.17%	0.63%	1.02%	0.95%	0.64%	0.86%	0.26%	0.75%	0.57%	1.05%	1.19%	1.24%	1.00%	0.47%	1.23%	1.27%	2.45%	1.15%	0.72%	0.79%					
21	. Путин Владимир Владимирович	31237	1082	917	568	798	575	614	653	1016	537	589	575	551	738	528	936	654	956	881	901	121	549	504	680	580	539	672	573	606	509	539	547	753	587	644	552	527	464	778	888	837	818	536	410	764	803	573	815					
		60.49%	65.58%	68.03%	59.41%	62.15%	60.15%	62.15%	54.83%	65.46%	58.12%	57.63%	59.77%	59.18%	58.95%	61.83%	67.00%	64.62%	63.31%	55.94%	63.14%	69.94%	61.00%	58.60%	60.18%	60.86%	61.32%	61.94%	57.36%	65.87%	63.86%	55.23%	58.01%	60.48%	56.23%	56.44%	58.85%	60.09%	61.05%	57.97%	61.24%	55.54%	64.51%	60.16%	57.91%	58.45%	57.77%	58.89%	58.55%					
22	. Хакамада Ирина Муцуовна	3096	78	50	50	76	54	59	71	66	29	52	49	43	64	27	52	45	79	116	84	6	35	38	77	51	56	59	57	54	31	74	74	93	112	88	74	80	61	105	130	130	69	54	41	83	56	50	114					
		6.00%	4.73%	3.71%	5.23%	5.92%	5.65%	5.97%	5.96%	4.25%	3.14%	5.09%	5.09%	4.62%	5.11%	3.16%	3.72%	4.45%	5.23%	7.37%	5.89%	3.47%	3.89%	4.42%	6.81%	5.35%	6.37%	5.44%	5.71%	5.87%	3.89%	7.58%	7.85%	7.47%	10.73%	7.71%	7.89%	9.12%	8.03%	7.82%	8.97%	8.63%	5.44%	6.06%	5.79%	6.35%	4.03%	5.14%	8.19%					
23	. Харитонов Николай Михайлович	11073	289	200	213	270	173	176	310	276	253	277	229	227	291	200	261	227	267	346	284	31	196	221	243	217	185	231	263	146	171	253	236	259	225	288	197	182	157	286	274	328	233	204	190	270	334	216	268					
		21.44%	17.52%	14.84%	22.28%	21.03%	18.10%	17.81%	26.03%	17.78%	27.38%	27.10%	23.80%	24.38%	23.24%	23.42%	18.68%	22.43%	17.68%	21.97%	19.90%	17.92%	21.78%	25.70%	21.50%	22.77%	21.05%	21.29%	26.33%	15.87%	21.46%	25.92%	25.03%	20.80%	21.55%	25.24%	21.00%	20.75%	20.66%	21.31%	18.90%	21.77%	18.38%	22.90%	26.84%	20.66%	24.03%	22.20%	19.25%					
																																																						
24	Против всех	1876	73	47	33	45	42	39	45	60	25	42	37	30	47	27	58	25	61	80	46	3	27	29	30	31	30	40	29	44	28	34	23	53	50	46	39	25	19	46	50	54	45	21	13	48	54	42	61					
		3.63%	4.42%	3.49%	3.45%	3.50%	4.39%	3.95%	3.78%	3.87%	2.71%	4.11%	3.85%	3.22%	3.75%	3.16%	4.15%	2.47%	4.04%	5.08%	3.22%	1.73%	3.00%	3.37%	2.65%	3.25%	3.41%	3.69%	2.90%	4.78%	3.51%	3.48%	2.44%	4.26%	4.79%	4.03%	4.16%	2.85%	2.50%	3.43%	3.45%	3.58%	3.55%	2.36%	1.84%	3.67%	3.88%	4.32%	4.38%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
