Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Пугачевская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	190	9	2	4	2	12	5	2	1	1	2	8	2	9	10	8	5	5	6	12	6	6	6	1	0	3	1	0	5	4	3	5	2	0	1	3	4	4	4	6	2	2	2	3	2	0	1	2	0	4	3									
		0.90%	1.72%	0.35%	0.72%	0.31%	2.21%	0.52%	0.23%	0.15%	0.53%	0.34%	1.81%	0.62%	1.84%	1.81%	1.23%	0.92%	0.79%	0.91%	2.70%	1.24%	1.21%	1.63%	0.34%	0.00%	1.01%	0.40%	0.00%	1.49%	1.54%	1.05%	1.31%	0.54%	0.00%	0.36%	0.99%	0.76%	0.78%	0.65%	1.01%	1.89%	0.35%	0.72%	0.98%	0.41%	0.00%	0.91%	0.61%	0.00%	1.47%	0.96%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	541	14	14	27	9	15	23	17	6	7	18	17	13	13	25	13	16	12	15	12	13	5	13	3	2	9	5	4	12	5	10	6	9	1	12	3	23	17	9	21	5	17	12	8	0	3	5	4	2	10	7									
		2.56%	2.68%	2.46%	4.83%	1.39%	2.76%	2.40%	1.92%	0.90%	3.68%	3.09%	3.85%	4.01%	2.65%	4.53%	2.01%	2.95%	1.89%	2.27%	2.70%	2.70%	1.01%	3.54%	1.02%	1.31%	3.02%	2.02%	4.49%	3.57%	1.92%	3.48%	1.57%	2.43%	1.18%	4.38%	0.99%	4.36%	3.31%	1.47%	3.55%	4.72%	2.99%	4.30%	2.61%	0.00%	0.71%	4.55%	1.23%	1.54%	3.68%	2.24%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	291	11	13	12	10	7	6	7	3	4	14	15	1	11	14	10	10	12	14	6	9	5	2	1	0	2	3	1	4	5	3	3	5	1	4	5	13	12	3	9	2	10	0	2	0	0	1	0	0	2	4									
		1.38%	2.11%	2.28%	2.15%	1.55%	1.29%	0.63%	0.79%	0.45%	2.11%	2.40%	3.40%	0.31%	2.24%	2.54%	1.54%	1.84%	1.89%	2.11%	1.35%	1.87%	1.01%	0.54%	0.34%	0.00%	0.67%	1.21%	1.12%	1.19%	1.92%	1.05%	0.79%	1.35%	1.18%	1.46%	1.66%	2.47%	2.34%	0.49%	1.52%	1.89%	1.76%	0.00%	0.65%	0.00%	0.00%	0.91%	0.00%	0.00%	0.74%	1.28%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12916	274	261	254	366	266	768	602	563	96	294	200	141	223	330	312	281	373	359	239	218	302	173	137	130	193	183	64	218	147	188	257	258	65	189	218	289	314	484	395	65	331	169	223	332	343	72	277	82	164	234									
		61.07%	52.49%	45.79%	45.44%	56.66%	48.99%	80.17%	68.02%	84.41%	50.53%	50.43%	45.35%	43.52%	45.51%	59.78%	48.15%	51.75%	58.65%	54.23%	53.71%	45.23%	61.13%	47.14%	46.60%	84.97%	64.77%	74.09%	71.91%	64.88%	56.54%	65.51%	67.45%	69.73%	76.47%	68.98%	72.43%	54.84%	61.21%	79.08%	66.72%	61.32%	58.38%	60.57%	72.64%	67.48%	81.67%	65.45%	84.97%	63.08%	60.29%	74.76%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	112	2	2	5	3	2	3	2	3	0	4	8	4	3	1	9	6	4	5	4	1	5	3	2	1	1	0	1	2	0	1	0	0	0	1	1	3	1	7	3	0	1	1	1	1	0	0	0	1	4	0									
		0.53%	0.38%	0.35%	0.89%	0.46%	0.37%	0.31%	0.23%	0.45%	0.00%	0.69%	1.81%	1.23%	0.61%	0.18%	1.39%	1.10%	0.63%	0.76%	0.90%	0.21%	1.01%	0.82%	0.68%	0.65%	0.34%	0.00%	1.12%	0.60%	0.00%	0.35%	0.00%	0.00%	0.00%	0.36%	0.33%	0.57%	0.19%	1.14%	0.51%	0.00%	0.18%	0.36%	0.33%	0.20%	0.00%	0.00%	0.00%	0.77%	1.47%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	0	0	1	0	3	1	1	1	0	2	0	1	0	0	1	0	0	1	2	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	5	0	2	1	0	0	0									
		0.15%	0.00%	0.00%	0.18%	0.00%	0.55%	0.10%	0.11%	0.15%	0.00%	0.34%	0.00%	0.31%	0.00%	0.00%	0.15%	0.00%	0.00%	0.15%	0.45%	0.21%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.16%	0.17%	0.00%	0.00%	0.72%	0.00%	1.02%	0.00%	1.82%	0.31%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3097	103	149	110	134	102	64	91	52	34	117	94	53	133	57	120	96	102	30	78	100	86	65	63	11	43	25	6	30	43	41	46	54	9	21	48	85	81	45	83	28	91	49	32	22	35	15	14	33	47	27									
		14.64%	19.73%	26.14%	19.68%	20.74%	18.78%	6.68%	10.28%	7.80%	17.89%	20.07%	21.32%	16.36%	27.14%	10.33%	18.52%	17.68%	16.04%	4.53%	17.53%	20.75%	17.41%	17.71%	21.43%	7.19%	14.43%	10.12%	6.74%	8.93%	16.54%	14.29%	12.07%	14.59%	10.59%	7.66%	15.95%	16.13%	15.79%	7.35%	14.02%	26.42%	16.05%	17.56%	10.42%	4.47%	8.33%	13.64%	4.29%	25.38%	17.28%	8.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	80	6	3	3	2	3	3	3	0	1	0	0	4	2	0	1	8	4	5	1	5	3	4	0	0	5	3	0	0	0	0	0	0	0	0	0	2	2	0	0	0	4	0	0	0	0	0	1	0	2	0									
		0.38%	1.15%	0.53%	0.54%	0.31%	0.55%	0.31%	0.34%	0.00%	0.53%	0.00%	0.00%	1.23%	0.41%	0.00%	0.15%	1.47%	0.63%	0.76%	0.22%	1.04%	0.61%	1.09%	0.00%	0.00%	1.68%	1.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.39%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.74%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	118	0	5	3	5	10	1	5	0	1	9	3	2	4	0	3	5	3	10	4	2	3	1	2	0	0	0	0	0	2	1	2	2	0	4	2	0	1	2	5	0	0	0	3	11	0	0	0	0	0	2									
		0.56%	0.00%	0.88%	0.54%	0.77%	1.84%	0.10%	0.56%	0.00%	0.53%	1.54%	0.68%	0.62%	0.82%	0.00%	0.46%	0.92%	0.47%	1.51%	0.90%	0.41%	0.61%	0.27%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.35%	0.52%	0.54%	0.00%	1.46%	0.66%	0.00%	0.19%	0.33%	0.84%	0.00%	0.00%	0.00%	0.98%	2.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	0	1	1	0	1	0	0	0	0	0	2	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	6	0	0	0	0	1	0									
		0.10%	0.00%	0.18%	0.18%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.31%	0.20%	0.00%	0.00%	0.18%	0.16%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.33%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	125	3	6	10	2	5	6	6	3	0	2	3	4	3	9	5	1	3	8	5	6	1	4	2	0	3	2	0	1	1	1	1	1	1	4	0	1	5	1	2	1	1	0	0	0	0	0	0	0	2	0									
		0.59%	0.57%	1.05%	1.79%	0.31%	0.92%	0.63%	0.68%	0.45%	0.00%	0.34%	0.68%	1.23%	0.61%	1.63%	0.77%	0.18%	0.47%	1.21%	1.12%	1.24%	0.20%	1.09%	0.68%	0.00%	1.01%	0.81%	0.00%	0.30%	0.38%	0.35%	0.26%	0.27%	1.18%	1.46%	0.00%	0.19%	0.97%	0.16%	0.34%	0.94%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2303	56	57	90	83	91	45	70	22	30	84	68	63	63	78	104	86	67	29	54	68	57	55	46	2	30	19	7	49	48	31	43	23	4	28	12	75	60	45	45	2	88	39	19	47	34	11	18	6	25	27									
		10.89%	10.73%	10.00%	16.10%	12.85%	16.76%	4.70%	7.91%	3.30%	15.79%	14.41%	15.42%	19.44%	12.86%	14.13%	16.05%	15.84%	10.53%	4.38%	12.13%	14.11%	11.54%	14.99%	15.65%	1.31%	10.07%	7.69%	7.87%	14.58%	18.46%	10.80%	11.29%	6.22%	4.71%	10.22%	3.99%	14.23%	11.70%	7.35%	7.60%	1.89%	15.52%	13.98%	6.19%	9.55%	8.10%	10.00%	5.52%	4.62%	9.19%	8.63%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	0	2	1	0	0	1	2	1	0	2	2	3	3	5	3	1	4	1	0	4	3	0	2	1	0	2	0	5	0	1	2	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0									
		0.27%	0.00%	0.35%	0.18%	0.00%	0.00%	0.10%	0.23%	0.15%	0.00%	0.34%	0.45%	0.93%	0.61%	0.91%	0.46%	0.18%	0.63%	0.15%	0.00%	0.83%	0.61%	0.00%	0.68%	0.65%	0.00%	0.81%	0.00%	1.49%	0.00%	0.35%	0.52%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.33%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	784	27	41	31	19	26	24	67	12	11	28	15	22	13	16	49	22	41	36	16	30	18	21	21	3	4	3	5	8	5	7	16	7	0	4	2	15	10	9	17	1	11	1	14	27	0	1	1	0	1	6									
		3.71%	5.17%	7.19%	5.55%	2.94%	4.79%	2.51%	7.57%	1.80%	5.79%	4.80%	3.40%	6.79%	2.65%	2.90%	7.56%	4.05%	6.45%	5.44%	3.60%	6.22%	3.64%	5.72%	7.14%	1.96%	1.34%	1.21%	5.62%	2.38%	1.92%	2.44%	4.20%	1.89%	0.00%	1.46%	0.66%	2.85%	1.95%	1.47%	2.87%	0.94%	1.94%	0.36%	4.56%	5.49%	0.00%	0.91%	0.31%	0.00%	0.37%	1.92%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
