Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Гусь-Хрустальная городская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	680	30	25	20	20	30	19	20	26	25	15	30	20	20	25	20	25	20	20	20	25	20	25	20	20	25	20	25	30	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	311	10	20	5	7	10	16	20	26	3	4	17	9	4	12	3	8	3	7	7	9	4	7	16	13	11	8	16	26	6	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	350	7	16	4	7	12	9	4	11	12	7	16	13	3	12	3	5	10	28	22	20	12	13	18	12	18	15	12	19	5	5									
14	Число погашенных неиспользованных открепительных удостоверений	369	20	5	15	13	20	3	0	0	22	11	13	11	16	13	17	17	17	13	13	16	16	18	4	7	14	12	9	4	14	16									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	223	10	8	1	3	13	4	5	4	7	2	14	11	4	10	2	6	5	4	6	6	3	18	10	4	14	13	11	21	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	282	8	14	7	12	13	9	6	10	7	4	21	4	4	10	7	9	3	8	4	25	7	8	11	6	16	7	15	18	6	3									
		1.64%	1.19%	1.66%	1.36%	3.11%	1.77%	2.34%	1.72%	1.39%	1.35%	1.46%	2.60%	1.01%	1.54%	1.24%	1.72%	1.34%	0.89%	1.45%	0.93%	2.70%	1.82%	0.96%	1.78%	1.62%	1.85%	1.43%	1.63%	2.00%	1.23%	0.88%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	501	16	32	16	16	15	15	10	17	13	7	30	13	8	15	5	19	13	16	15	21	15	22	11	15	34	13	31	24	15	9									
		2.91%	2.38%	3.80%	3.12%	4.15%	2.04%	3.90%	2.87%	2.35%	2.51%	2.55%	3.71%	3.28%	3.08%	1.86%	1.23%	2.83%	3.85%	2.90%	3.48%	2.27%	3.91%	2.65%	1.78%	4.05%	3.94%	2.66%	3.38%	2.67%	3.07%	2.65%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	516	27	23	21	4	14	12	11	25	6	0	30	7	14	20	14	19	9	22	11	19	11	27	11	9	31	11	37	44	12	15									
		3.00%	4.02%	2.73%	4.09%	1.04%	1.90%	3.12%	3.15%	3.46%	1.16%	0.00%	3.71%	1.77%	5.38%	2.48%	3.44%	2.83%	2.66%	3.99%	2.55%	2.05%	2.86%	3.25%	1.78%	2.43%	3.59%	2.25%	4.03%	4.89%	2.45%	4.42%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7380	260	367	186	166	357	156	172	292	245	136	329	159	117	411	172	318	133	223	165	395	138	348	269	139	344	207	366	392	235	183									
		42.93%	38.69%	43.53%	36.26%	43.01%	48.57%	40.52%	49.28%	40.44%	47.39%	49.64%	40.72%	40.15%	45.00%	50.99%	42.26%	47.39%	39.35%	40.47%	38.28%	42.70%	35.94%	41.88%	43.60%	37.57%	39.86%	42.33%	39.87%	43.56%	48.06%	53.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	156	3	10	1	3	8	4	4	2	3	1	7	5	1	4	4	8	5	6	12	6	6	11	6	3	6	9	11	7	0	0									
		0.91%	0.45%	1.19%	0.19%	0.78%	1.09%	1.04%	1.15%	0.28%	0.58%	0.36%	0.87%	1.26%	0.38%	0.50%	0.98%	1.19%	1.48%	1.09%	2.78%	0.65%	1.56%	1.32%	0.97%	0.81%	0.70%	1.84%	1.20%	0.78%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	60	1	1	3	2	2	1	2	1	0	0	5	1	1	1	1	1	0	6	2	2	2	9	2	0	2	2	4	0	5	1									
		0.35%	0.15%	0.12%	0.58%	0.52%	0.27%	0.26%	0.57%	0.14%	0.00%	0.00%	0.62%	0.25%	0.38%	0.12%	0.25%	0.15%	0.00%	1.09%	0.46%	0.22%	0.52%	1.08%	0.32%	0.00%	0.23%	0.41%	0.44%	0.00%	1.02%	0.29%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3174	140	177	90	53	148	56	64	142	103	51	135	101	61	149	77	134	64	103	72	169	74	124	101	82	169	73	146	157	97	62									
		18.47%	20.83%	20.99%	17.54%	13.73%	20.14%	14.55%	18.34%	19.67%	19.92%	18.61%	16.71%	25.51%	23.46%	18.49%	18.92%	19.97%	18.93%	18.69%	16.71%	18.27%	19.27%	14.92%	16.37%	22.16%	19.58%	14.93%	15.90%	17.44%	19.84%	18.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	149	2	6	8	5	5	2	3	9	4	4	10	1	1	9	3	2	2	1	1	11	6	6	5	5	9	7	10	9	3	0									
		0.87%	0.30%	0.71%	1.56%	1.30%	0.68%	0.52%	0.86%	1.25%	0.77%	1.46%	1.24%	0.25%	0.38%	1.12%	0.74%	0.30%	0.59%	0.18%	0.23%	1.19%	1.56%	0.72%	0.81%	1.35%	1.04%	1.43%	1.09%	1.00%	0.61%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	196	10	8	2	7	9	5	2	3	3	3	8	1	2	3	6	6	5	12	7	13	4	7	9	3	14	12	9	10	7	6									
		1.14%	1.49%	0.95%	0.39%	1.81%	1.22%	1.30%	0.57%	0.42%	0.58%	1.09%	0.99%	0.25%	0.77%	0.37%	1.47%	0.89%	1.48%	2.18%	1.62%	1.41%	1.04%	0.84%	1.46%	0.81%	1.62%	2.45%	0.98%	1.11%	1.43%	1.77%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	2	0	0	0	0	1	0	0	1	1	0	2	0	0	1	1	1	1	1	2	1	1	0	0	0	0	0	0	0	1									
		0.10%	0.30%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.19%	0.36%	0.00%	0.51%	0.00%	0.00%	0.25%	0.15%	0.30%	0.18%	0.23%	0.22%	0.26%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	265	6	18	6	7	5	4	2	7	4	4	20	8	3	13	9	7	1	22	13	15	4	22	5	7	11	10	14	13	4	1									
		1.54%	0.89%	2.14%	1.17%	1.81%	0.68%	1.04%	0.57%	0.97%	0.77%	1.46%	2.48%	2.02%	1.15%	1.61%	2.21%	1.04%	0.30%	3.99%	3.02%	1.62%	1.04%	2.65%	0.81%	1.89%	1.27%	2.04%	1.53%	1.44%	0.82%	0.29%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2252	108	102	84	65	70	60	38	97	74	39	124	46	31	91	49	69	42	61	56	116	69	121	98	48	94	69	129	110	54	38									
		13.10%	16.07%	12.10%	16.37%	16.84%	9.52%	15.58%	10.89%	13.43%	14.31%	14.23%	15.35%	11.62%	11.92%	11.29%	12.04%	10.28%	12.43%	11.07%	12.99%	12.54%	17.97%	14.56%	15.88%	12.97%	10.89%	14.11%	14.05%	12.22%	11.04%	11.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	2	5	2	0	6	1	0	5	2	2	2	5	2	4	2	0	4	4	0	5	2	1	0	0	0	0	4	4	0	0									
		0.37%	0.30%	0.59%	0.39%	0.00%	0.82%	0.26%	0.00%	0.69%	0.39%	0.73%	0.25%	1.26%	0.77%	0.50%	0.49%	0.00%	1.18%	0.73%	0.00%	0.54%	0.52%	0.12%	0.00%	0.00%	0.00%	0.00%	0.44%	0.44%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1808	70	60	77	43	75	50	30	94	41	19	67	31	11	60	50	65	53	57	65	105	35	109	69	46	108	59	115	96	31	17									
		10.52%	10.42%	7.12%	15.01%	11.14%	10.20%	12.99%	8.60%	13.02%	7.93%	6.93%	8.29%	7.83%	4.23%	7.44%	12.29%	9.69%	15.68%	10.34%	15.08%	11.35%	9.11%	13.12%	11.18%	12.43%	12.51%	12.07%	12.53%	10.67%	6.34%	5.01%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
