Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Ахтубинская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	568	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	10	10	10	10	10	10	14	13	10	10	15	15	17	15	15	12	15	14	10	12	10	10	10	10	10	6	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	308	0	0	4	1	3	2	3	4	1	1	7	1	7	8	6	4	7	6	1	5	8	3	2	0	4	4	9	8	0	14	13	6	8	15	13	17	8	8	11	12	13	4	11	8	5	4	2	7	3	0	8	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	284	0	3	2	9	2	0	3	2	2	0	5	3	7	2	17	8	11	8	18	4	2	11	2	4	1	2	4	0	1	6	5	6	6	14	3	16	17	17	12	9	5	2	5	8	3	4	5	3	1	0	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	260	10	10	6	9	7	8	7	6	9	9	3	9	3	2	4	6	8	4	9	5	2	7	8	10	6	6	1	2	10	0	0	4	2	0	2	0	7	7	1	3	1	6	1	2	5	6	8	3	3	10	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	3	2	0	0	3	1	0	3	0	1	2	1	0	1	0	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5481	3	15	58	47	54	44	55	17	22	71	32	22	72	103	36	22	46	31	18	13	32	36	24	29	31	38	76	30	12	176	175	132	128	314	294	326	289	341	274	375	332	180	209	98	52	105	97	111	122	72	133	57					
		19.39%	4.62%	13.16%	18.47%	14.16%	13.71%	13.33%	15.32%	6.75%	7.97%	16.40%	10.63%	8.24%	14.06%	14.33%	10.08%	7.91%	9.15%	11.79%	16.51%	4.64%	8.04%	8.98%	7.79%	10.70%	6.90%	9.36%	13.19%	8.38%	7.45%	20.49%	18.46%	20.21%	19.97%	29.59%	31.41%	25.45%	17.97%	32.98%	26.02%	30.39%	28.89%	24.42%	24.02%	16.67%	12.12%	21.60%	18.91%	21.10%	20.75%	19.57%	22.58%	17.22%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3588	2	19	63	63	74	65	51	33	30	58	44	15	54	80	36	47	88	29	10	8	30	35	19	20	39	28	47	24	15	119	115	84	88	120	97	151	288	94	157	113	122	119	135	75	61	67	60	93	90	63	94	57					
		12.69%	3.08%	16.67%	20.06%	18.98%	18.78%	19.70%	14.21%	13.10%	10.87%	13.39%	14.62%	5.62%	10.55%	11.13%	10.08%	16.91%	17.50%	11.03%	9.17%	2.86%	7.54%	8.73%	6.17%	7.38%	8.69%	6.90%	8.16%	6.70%	9.32%	13.85%	12.13%	12.86%	13.73%	11.31%	10.36%	11.79%	17.91%	9.09%	14.91%	9.16%	10.62%	16.15%	15.52%	12.76%	14.22%	13.79%	11.70%	17.68%	15.31%	17.12%	15.96%	17.22%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	252	0	1	6	5	3	2	7	1	0	4	4	1	2	10	10	4	4	3	1	2	2	6	1	1	3	1	5	1	1	13	14	3	1	9	8	12	12	4	10	14	12	4	2	3	3	5	6	2	12	4	3	5					
		0.89%	0.00%	0.88%	1.91%	1.51%	0.76%	0.61%	1.95%	0.40%	0.00%	0.92%	1.33%	0.37%	0.39%	1.39%	2.80%	1.44%	0.80%	1.14%	0.92%	0.71%	0.50%	1.50%	0.32%	0.37%	0.67%	0.25%	0.87%	0.28%	0.62%	1.51%	1.48%	0.46%	0.16%	0.85%	0.85%	0.94%	0.75%	0.39%	0.95%	1.13%	1.04%	0.54%	0.23%	0.51%	0.70%	1.03%	1.17%	0.38%	2.04%	1.09%	0.51%	1.51%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8919	37	34	87	93	122	118	133	92	107	123	89	52	124	246	119	101	161	76	29	133	175	186	117	108	190	182	247	159	42	212	276	219	203	330	276	407	381	280	276	425	383	170	279	196	147	136	175	152	146	107	171	90					
		31.55%	56.92%	29.82%	27.71%	28.01%	30.96%	35.76%	37.05%	36.51%	38.77%	28.41%	29.57%	19.48%	24.22%	34.21%	33.33%	36.33%	32.01%	28.90%	26.61%	47.50%	43.97%	46.38%	37.99%	39.85%	42.32%	44.83%	42.88%	44.41%	26.09%	24.68%	29.11%	33.54%	31.67%	31.10%	29.49%	31.77%	23.69%	27.08%	26.21%	34.44%	33.33%	23.07%	32.07%	33.33%	34.27%	27.98%	34.11%	28.90%	24.83%	29.08%	29.03%	27.19%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	399	0	0	5	2	2	4	3	1	0	3	5	2	3	6	4	2	2	3	3	4	8	2	0	4	8	3	6	4	0	11	6	9	22	18	28	22	27	16	17	21	32	16	9	7	7	4	8	6	7	7	7	3					
		1.41%	0.00%	0.00%	1.59%	0.60%	0.51%	1.21%	0.84%	0.40%	0.00%	0.69%	1.66%	0.75%	0.59%	0.83%	1.12%	0.72%	0.40%	1.14%	2.75%	1.43%	2.01%	0.50%	0.00%	1.48%	1.78%	0.74%	1.04%	1.12%	0.00%	1.28%	0.63%	1.38%	3.43%	1.70%	2.99%	1.72%	1.68%	1.55%	1.61%	1.70%	2.79%	2.17%	1.03%	1.19%	1.63%	0.82%	1.56%	1.14%	1.19%	1.90%	1.19%	0.91%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9017	22	44	87	117	131	95	101	102	117	165	120	172	245	259	145	91	197	119	46	110	143	131	139	100	172	149	186	128	88	297	341	191	181	237	212	338	579	272	297	253	243	235	223	192	143	159	160	154	200	109	168	112					
		31.90%	33.85%	38.60%	27.71%	35.24%	33.25%	28.79%	28.13%	40.48%	42.39%	38.11%	39.87%	64.42%	47.85%	36.02%	40.62%	32.73%	39.17%	45.25%	42.20%	39.29%	35.93%	32.67%	45.13%	36.90%	38.31%	36.70%	32.29%	35.75%	54.66%	34.58%	35.97%	29.25%	28.24%	22.34%	22.65%	26.39%	36.01%	26.31%	28.21%	20.50%	21.15%	31.89%	25.63%	32.65%	33.33%	32.72%	31.19%	29.28%	34.01%	29.62%	28.52%	33.84%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	120	1	0	1	1	1	2	1	0	0	1	1	1	3	4	0	1	2	0	0	0	2	1	2	1	1	2	1	2	0	6	1	7	1	4	4	8	6	8	10	7	7	4	1	2	2	2	3	0	3	0	2	0					
		0.42%	1.54%	0.00%	0.32%	0.30%	0.25%	0.61%	0.28%	0.00%	0.00%	0.23%	0.33%	0.37%	0.59%	0.56%	0.00%	0.36%	0.40%	0.00%	0.00%	0.00%	0.50%	0.25%	0.65%	0.37%	0.22%	0.49%	0.17%	0.56%	0.00%	0.70%	0.11%	1.07%	0.16%	0.38%	0.43%	0.62%	0.37%	0.77%	0.95%	0.57%	0.61%	0.54%	0.11%	0.34%	0.47%	0.41%	0.58%	0.00%	0.51%	0.00%	0.34%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
