Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
Наименование Избирательной комиссии:    Ахтубинская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	592	5	5	10	10	10	10	10	5	5	10	10	10	10	10	10	10	10	8	2	15	15	15	15	15	10	25	10	10	5	7	10	0	15	10	8	5	13	25	25	13	22	13	20	11	3	7	9	15	11	15	8	7	15	10	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	380	0	0	6	0	3	1	3	1	4	3	8	4	3	5	6	10	10	8	1	1	12	1	11	6	10	16	2	7	4	6	5	0	15	9	6	3	13	25	16	13	11	13	18	11	1	5	6	14	11	5	7	3	10	8	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	390	0	7	8	8	3	4	10	3	4	3	12	3	2	4	4	2	4	5	14	6	2	1	5	18	9	7	31	2	4	5	6	4	11	4	5	10	16	8	14	12	9	11	10	5	5	5	5	16	8	11	3	4	5	13	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	212	5	5	4	10	7	9	7	4	1	7	2	6	7	5	4	0	0	0	1	14	3	14	4	9	0	9	8	3	1	1	5	0	0	1	2	2	0	0	9	0	11	0	2	0	2	2	3	1	0	10	1	4	5	2	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	77	0	0	0	1	1	0	0	0	1	1	0	1	2	1	2	0	7	1	0	1	2	1	0	2	3	7	8	11	0	0	1	0	2	4	0	0	2	0	0	0	2	0	2	2	1	1	1	2	2	1	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
18	1.Политическая партия «Аграрная партия России»	649	1	3	23	7	10	12	7	13	8	17	9	8	27	46	16	9	24	8	0	4	5	8	7	7	5	6	5	5	4	8	9	2	17	20	8	8	23	25	16	20	26	27	21	17	6	12	8	23	7	11	4	4	16	7	0	0	0	0	0					
		1.91%	1.67%	2.65%	4.58%	1.46%	2.15%	2.44%	1.64%	4.53%	2.49%	3.14%	2.08%	2.62%	4.73%	4.67%	3.92%	2.38%	3.63%	2.39%	0.00%	0.95%	1.05%	1.48%	1.72%	1.68%	0.82%	1.02%	0.68%	1.00%	2.31%	1.35%	1.73%	0.98%	1.93%	2.14%	1.56%	1.51%	1.76%	1.86%	1.26%	1.74%	2.04%	1.46%	1.71%	1.68%	1.81%	2.15%	1.14%	2.11%	0.74%	1.64%	0.56%	0.92%	2.18%	1.67%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	198	0	0	3	1	1	2	1	0	0	1	1	0	0	2	4	1	0	2	1	2	0	1	3	0	7	2	1	0	0	2	1	2	4	9	1	5	13	11	10	13	17	19	11	11	2	2	6	6	4	5	2	1	5	0	0	0	0	0	0					
		0.58%	0.00%	0.00%	0.60%	0.21%	0.21%	0.41%	0.23%	0.00%	0.00%	0.18%	0.23%	0.00%	0.00%	0.20%	0.98%	0.26%	0.00%	0.60%	0.65%	0.47%	0.00%	0.19%	0.74%	0.00%	1.15%	0.34%	0.14%	0.00%	0.00%	0.34%	0.19%	0.98%	0.45%	0.96%	0.19%	0.94%	0.99%	0.82%	0.78%	1.13%	1.33%	1.03%	0.90%	1.09%	0.60%	0.36%	0.86%	0.55%	0.42%	0.75%	0.28%	0.23%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	30	0	0	2	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	1	1	0	2	0	1	2	0	4	0	1	1	0	0	1	0	0	2	0	0	1	2	0	0	0	0	0					
		0.09%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.23%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.17%	0.39%	0.00%	0.11%	0.11%	0.00%	0.38%	0.00%	0.07%	0.16%	0.00%	0.31%	0.00%	0.08%	0.10%	0.00%	0.00%	0.14%	0.00%	0.00%	0.30%	0.00%	0.00%	0.14%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5792	25	21	126	91	114	114	102	54	63	85	39	41	80	102	63	27	76	24	16	100	109	127	76	95	109	120	119	98	25	120	101	19	145	141	90	81	252	332	172	174	250	240	215	159	39	91	125	196	114	104	118	64	134	75	0	0	0	0	0					
		17.02%	41.67%	18.58%	25.10%	18.99%	24.46%	23.22%	23.89%	18.82%	19.63%	15.68%	9.03%	13.44%	14.01%	10.36%	15.44%	7.14%	11.48%	7.16%	10.46%	23.70%	22.90%	23.56%	18.67%	22.84%	17.84%	20.48%	16.17%	19.64%	14.45%	20.27%	19.46%	9.27%	16.44%	15.10%	17.51%	15.28%	19.33%	24.67%	13.50%	15.14%	19.58%	12.96%	17.51%	15.74%	11.75%	16.31%	17.88%	17.98%	12.01%	15.55%	16.55%	14.65%	18.23%	17.90%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	130	0	1	1	2	0	1	1	0	2	0	1	2	0	7	0	2	6	3	3	1	3	3	1	1	3	0	4	2	5	2	1	0	1	2	1	0	9	12	3	4	14	5	6	3	0	1	3	1	2	0	1	2	1	1	0	0	0	0	0					
		0.38%	0.00%	0.88%	0.20%	0.42%	0.00%	0.20%	0.23%	0.00%	0.62%	0.00%	0.23%	0.66%	0.00%	0.71%	0.00%	0.53%	0.91%	0.90%	1.96%	0.24%	0.63%	0.56%	0.25%	0.24%	0.49%	0.00%	0.54%	0.40%	2.89%	0.34%	0.19%	0.00%	0.11%	0.21%	0.19%	0.00%	0.69%	0.89%	0.24%	0.35%	1.10%	0.27%	0.49%	0.30%	0.00%	0.18%	0.43%	0.09%	0.21%	0.00%	0.14%	0.46%	0.14%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	81	0	1	0	2	0	2	0	0	0	1	3	0	0	2	1	2	0	0	0	0	2	1	0	0	0	2	1	1	0	5	2	0	2	5	0	4	4	3	7	1	4	5	4	5	0	0	2	1	3	0	2	0	1	0	0	0	0	0	0					
		0.24%	0.00%	0.88%	0.00%	0.42%	0.00%	0.41%	0.00%	0.00%	0.00%	0.18%	0.69%	0.00%	0.00%	0.20%	0.25%	0.53%	0.00%	0.00%	0.00%	0.00%	0.42%	0.19%	0.00%	0.00%	0.00%	0.34%	0.14%	0.20%	0.00%	0.84%	0.39%	0.00%	0.23%	0.54%	0.00%	0.75%	0.31%	0.22%	0.55%	0.09%	0.31%	0.27%	0.33%	0.50%	0.00%	0.00%	0.29%	0.09%	0.32%	0.00%	0.28%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3118	2	14	50	42	37	31	43	12	13	37	44	17	26	72	20	37	64	19	10	16	32	37	18	26	40	35	30	23	6	56	56	14	111	128	51	55	120	88	145	104	115	297	111	127	23	48	71	95	110	67	90	51	88	44	0	0	0	0	0					
		9.16%	3.33%	12.39%	9.96%	8.77%	7.94%	6.31%	10.07%	4.18%	4.05%	6.83%	10.19%	5.57%	4.55%	7.31%	4.90%	9.79%	9.67%	5.67%	6.54%	3.79%	6.72%	6.86%	4.42%	6.25%	6.55%	5.97%	4.08%	4.61%	3.47%	9.46%	10.79%	6.83%	12.59%	13.70%	9.92%	10.38%	9.20%	6.54%	11.38%	9.05%	9.01%	16.04%	9.04%	12.57%	6.93%	8.60%	10.16%	8.72%	11.59%	10.01%	12.62%	11.67%	11.97%	10.50%	0.00%	0.00%	0.00%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6473	3	6	38	43	23	27	27	17	23	54	51	38	34	92	49	49	44	26	12	19	43	59	18	23	48	47	152	62	12	77	75	43	249	264	118	156	402	395	424	384	395	364	457	320	80	125	136	185	220	97	103	79	117	69	0	0	0	0	0					
		19.02%	5.00%	5.31%	7.57%	8.98%	4.94%	5.50%	6.32%	5.92%	7.17%	9.96%	11.81%	12.46%	5.95%	9.34%	12.01%	12.96%	6.65%	7.76%	7.84%	4.50%	9.03%	10.95%	4.42%	5.53%	7.86%	8.02%	20.65%	12.42%	6.94%	13.01%	14.45%	20.98%	28.23%	28.27%	22.96%	29.43%	30.83%	29.35%	33.28%	33.42%	30.93%	19.65%	37.21%	31.68%	24.10%	22.40%	19.46%	16.97%	23.18%	14.50%	14.45%	18.08%	15.92%	16.47%	0.00%	0.00%	0.00%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	308	2	2	7	5	11	5	1	0	5	5	5	1	3	6	6	3	13	1	0	0	3	4	1	2	3	2	5	3	3	10	3	2	9	9	4	8	16	21	5	11	11	19	10	6	6	7	4	9	9	2	6	4	6	4	0	0	0	0	0					
		0.90%	3.33%	1.77%	1.39%	1.04%	2.36%	1.02%	0.23%	0.00%	1.56%	0.92%	1.16%	0.33%	0.53%	0.61%	1.47%	0.79%	1.96%	0.30%	0.00%	0.00%	0.63%	0.74%	0.25%	0.48%	0.49%	0.34%	0.68%	0.60%	1.73%	1.69%	0.58%	0.98%	1.02%	0.96%	0.78%	1.51%	1.23%	1.56%	0.39%	0.96%	0.86%	1.03%	0.81%	0.59%	1.81%	1.25%	0.57%	0.83%	0.95%	0.30%	0.84%	0.92%	0.82%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16645	26	65	238	282	263	293	239	187	200	331	271	190	384	640	247	239	421	242	107	272	262	295	275	258	391	368	402	288	115	298	267	118	330	340	235	205	435	427	470	411	421	847	368	321	170	264	335	554	460	374	380	225	349	211	9	7	8	7	8					
		48.90%	43.33%	57.52%	47.41%	58.87%	56.44%	59.67%	55.97%	65.16%	62.31%	61.07%	62.73%	62.30%	67.25%	64.97%	60.54%	63.23%	63.60%	72.24%	69.93%	64.45%	55.04%	54.73%	67.57%	62.02%	63.99%	62.80%	54.62%	57.72%	66.47%	50.34%	51.45%	57.56%	37.41%	36.40%	45.72%	38.68%	33.36%	31.72%	36.89%	35.77%	32.97%	45.73%	29.97%	31.78%	51.20%	47.31%	47.93%	50.83%	48.47%	55.90%	53.30%	51.49%	47.48%	50.36%	10.00%	10.00%	10.00%	10.00%	10.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	207	0	0	14	0	0	1	0	0	2	1	0	3	3	2	0	3	4	1	2	0	6	1	0	0	4	1	4	1	0	0	1	2	6	5	2	3	25	18	10	8	7	14	11	18	5	1	5	2	6	1	1	1	1	1	0	0	0	0	0					
		0.61%	0.00%	0.00%	2.79%	0.00%	0.00%	0.20%	0.00%	0.00%	0.62%	0.18%	0.00%	0.98%	0.53%	0.20%	0.00%	0.79%	0.60%	0.30%	1.31%	0.00%	1.26%	0.19%	0.00%	0.00%	0.65%	0.17%	0.54%	0.20%	0.00%	0.00%	0.19%	0.98%	0.68%	0.54%	0.39%	0.57%	1.92%	1.34%	0.78%	0.70%	0.55%	0.76%	0.90%	1.78%	1.51%	0.18%	0.72%	0.18%	0.63%	0.15%	0.14%	0.23%	0.14%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
