17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																													
18	Богданов Андрей Владимирович	2159	45	25	22	27	25	25	28	29	29	29	30	17	28	38	13	38	20	34	31	28	21	21	37	17	20	22	30	20	41	5	34	46	33	50	23	32	31	22	26	26	27	26	22	33	23	29	33	36	22	22	30	29	36	53	19	23	29	25	14	27	31	31	36	7	28	30	45	31	29	34	37	20	38	32	9	9	22	0	1	0	1	5	0	4	1	2					
		2.15%	2.43%	1.73%	1.68%	2.58%	2.31%	1.98%	3.13%	2.80%	2.58%	2.52%	2.16%	0.99%	1.67%	2.80%	1.27%	2.77%	1.37%	2.89%	2.46%	1.90%	1.65%	1.75%	2.18%	1.31%	1.68%	2.14%	2.86%	1.30%	3.52%	0.38%	2.77%	3.97%	2.19%	3.54%	2.28%	2.13%	2.55%	1.91%	2.85%	1.84%	1.91%	2.22%	1.86%	2.61%	1.77%	1.93%	2.98%	2.94%	1.61%	1.41%	1.76%	2.06%	2.71%	4.68%	1.58%	2.07%	2.31%	1.79%	1.29%	1.87%	2.16%	1.76%	2.28%	0.41%	1.44%	1.74%	3.15%	2.43%	2.86%	2.70%	2.77%	1.04%	2.28%	2.12%	3.86%	2.23%	4.55%	0.00%	8.33%	0.00%	5.88%	11.36%	0.00%	3.77%	4.76%	10.00%					
19	Жириновский Владимир Вольфович	6698	260	56	83	91	93	74	70	71	105	74	207	112	115	157	77	103	92	117	105	105	69	77	164	61	74	105	107	94	100	88	113	99	66	160	94	26	83	67	53	65	72	143	111	64	79	78	59	66	80	70	51	87	122	168	48	104	78	73	54	65	68	14	53	26	85	66	68	69	64	88	83	74	78	129	17	28	41	8	2	2	1	10	4	9	4	3					
		6.66%	14.05%	3.87%	6.34%	8.69%	8.58%	5.87%	7.81%	6.85%	9.36%	6.43%	14.87%	6.58%	6.88%	11.55%	7.53%	7.51%	6.31%	9.96%	8.35%	7.13%	5.43%	6.42%	9.65%	4.69%	6.23%	10.20%	10.21%	6.13%	8.58%	6.62%	9.19%	8.55%	4.37%	11.34%	9.33%	1.73%	6.84%	5.82%	5.82%	4.61%	5.09%	12.23%	9.41%	5.07%	6.07%	5.19%	5.33%	5.38%	5.87%	4.49%	2.99%	6.18%	9.19%	14.83%	3.99%	9.36%	6.20%	5.21%	4.98%	4.50%	4.73%	0.79%	3.35%	1.51%	4.36%	3.82%	4.76%	5.41%	6.31%	7.00%	6.21%	3.86%	4.67%	8.54%	7.30%	6.95%	8.47%	15.69%	16.67%	4.88%	5.88%	22.73%	9.30%	8.49%	19.05%	15.00%					
20	Зюганов Геннадий Андреевич	14521	305	131	180	162	142	172	181	162	203	197	204	228	254	251	170	267	72	176	184	96	188	186	202	124	104	137	143	217	218	166	245	249	143	235	174	207	208	247	155	95	160	166	216	284	286	138	229	251	296	184	200	265	234	158	98	254	237	286	90	107	141	150	54	224	272	170	267	255	232	221	198	177	269	207	14	85	33	4	0	2	2	4	6	12	1	2					
		14.44%	16.48%	9.06%	13.75%	15.47%	13.10%	13.65%	20.20%	15.64%	18.09%	17.12%	14.66%	13.39%	15.19%	18.47%	16.62%	19.47%	4.94%	14.98%	14.63%	6.52%	14.80%	15.50%	11.88%	9.54%	8.75%	13.31%	13.65%	14.16%	18.70%	12.48%	19.93%	21.50%	9.48%	16.65%	17.28%	13.78%	17.13%	21.44%	17.01%	6.73%	11.32%	14.20%	18.31%	22.49%	21.98%	9.18%	20.69%	20.47%	21.70%	11.80%	11.74%	18.82%	17.63%	13.95%	8.14%	22.86%	18.84%	20.43%	8.30%	7.40%	9.81%	8.51%	3.42%	13.01%	13.96%	9.84%	18.68%	19.98%	22.86%	17.58%	14.82%	9.24%	16.12%	13.70%	6.01%	21.09%	6.82%	7.84%	0.00%	4.88%	11.76%	9.09%	13.95%	11.32%	4.76%	10.00%					
21	Медведев Дмитрий Анатольевич	74727	1198	1200	993	752	795	967	585	743	755	817	901	1312	1238	884	740	920	1244	813	900	1203	961	891	1253	1059	970	755	752	1173	780	1071	804	723	1219	922	690	1142	870	787	652	1193	1132	815	812	841	879	1218	761	852	922	1251	1345	998	882	709	1013	698	885	991	902	1214	1170	1538	1398	1423	1528	1430	1008	890	661	884	986	1607	1257	1109	190	275	383	30	8	36	12	23	33	75	13	13					
		74.30%	64.72%	82.99%	75.86%	71.82%	73.34%	76.75%	65.29%	71.72%	67.29%	70.98%	64.73%	77.04%	74.04%	65.05%	72.34%	67.10%	85.32%	69.19%	71.54%	81.67%	75.67%	74.25%	73.71%	81.46%	81.65%	73.37%	71.76%	76.52%	66.90%	80.53%	65.42%	62.44%	80.78%	65.34%	68.52%	76.03%	71.66%	68.32%	71.57%	84.55%	80.06%	69.72%	68.81%	66.59%	67.56%	80.98%	68.74%	69.49%	67.60%	80.24%	78.93%	70.88%	66.47%	62.58%	84.14%	62.83%	70.35%	70.79%	83.21%	83.96%	81.42%	87.29%	88.48%	82.64%	78.40%	82.80%	70.54%	69.75%	65.12%	70.33%	73.80%	83.92%	75.31%	73.40%	81.55%	68.24%	79.13%	58.82%	66.67%	87.80%	70.59%	52.27%	76.74%	70.75%	61.90%	65.00%					
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
