Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
"Наименование Избирательной комиссии:    Новокузнецк, Куйбышевская"																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	976	18	18	11	34	33	31	29	30	24	10	13	12	27	24	21	38	33	16	15	37	18	39	41	41	49	25	29	31	28	28	25	29	46	10	11	38	14									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	808	4	8	11	30	33	31	17	30	24	10	13	12	27	10	19	38	33	16	15	37	18	39	10	41	18	22	29	31	21	12	23	29	35	1	9	38	14									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	258	0	0	6	8	4	8	19	5	7	4	5	0	7	4	13	42	11	13	0	0	0	31	1	0	4	0	5	10	8	6	9	0	5	0	16	0	7									
14	Число погашенных неиспользованных открепительных удостоверений	168	14	10	0	4	0	0	12	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	31	0	31	3	0	0	7	16	2	0	11	9	2	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	1	0	1	1	0	0	0	0	0	3	0	0	0	1	1	0	0	0	5	0	0	0	0	0	2	0	0	0	0	2	1	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	206	6	8	1	6	2	12	3	8	4	2	3	1	5	3	2	3	5	4	2	16	1	5	18	35	3	2	20	7	3	3	1	1	5	1	1	2	2									
		0.42%	0.67%	0.85%	0.21%	0.35%	0.12%	0.80%	0.20%	0.55%	0.32%	0.41%	0.42%	0.19%	0.37%	0.25%	0.18%	0.16%	0.34%	0.52%	0.27%	0.81%	0.11%	0.28%	0.84%	1.60%	0.13%	0.14%	1.57%	0.46%	0.21%	0.22%	0.09%	0.07%	0.24%	0.19%	0.18%	0.09%	0.19%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	763	27	14	1	23	12	17	18	25	18	15	11	14	18	15	12	26	11	11	12	14	10	17	30	21	176	24	17	15	10	9	8	21	12	9	12	32	26									
		1.55%	3.01%	1.49%	0.21%	1.35%	0.72%	1.13%	1.20%	1.72%	1.45%	3.07%	1.53%	2.65%	1.32%	1.25%	1.08%	1.37%	0.74%	1.43%	1.60%	0.71%	1.11%	0.94%	1.40%	0.96%	7.51%	1.68%	1.33%	0.98%	0.71%	0.65%	0.73%	1.39%	0.57%	1.68%	2.11%	1.48%	2.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	243	21	16	1	6	2	18	3	10	3	1	4	1	2	2	2	2	8	11	1	25	1	16	19	33	2	3	6	10	3	2	0	1	2	1	1	3	1									
		0.49%	2.34%	1.70%	0.21%	0.35%	0.12%	1.20%	0.20%	0.69%	0.24%	0.20%	0.56%	0.19%	0.15%	0.17%	0.18%	0.11%	0.54%	1.43%	0.13%	1.27%	0.11%	0.88%	0.89%	1.51%	0.09%	0.21%	0.47%	0.65%	0.21%	0.14%	0.00%	0.07%	0.10%	0.19%	0.18%	0.14%	0.09%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	35490	701	712	346	1319	1194	948	1051	1055	827	328	523	375	1032	950	782	1493	1039	525	569	1536	628	1350	1182	1593	1656	999	975	1213	966	976	781	1067	1643	381	393	1635	747									
		72.26%	78.24%	75.83%	71.78%	77.27%	71.84%	63.07%	69.83%	72.61%	66.43%	67.08%	72.94%	71.02%	75.44%	79.17%	70.45%	78.54%	69.78%	68.36%	75.87%	77.81%	70.01%	74.26%	55.29%	72.67%	70.71%	69.86%	76.53%	79.38%	69.00%	70.42%	71.39%	70.85%	78.24%	71.08%	68.95%	75.73%	70.74%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	188	17	12	1	2	1	19	2	3	3	2	10	1	1	1	1	2	5	4	1	15	1	7	24	29	2	1	5	3	1	4	1	2	1	1	1	1	1									
		0.38%	1.90%	1.28%	0.21%	0.12%	0.06%	1.26%	0.13%	0.21%	0.24%	0.41%	1.39%	0.19%	0.07%	0.08%	0.09%	0.11%	0.34%	0.52%	0.13%	0.76%	0.11%	0.39%	1.12%	1.32%	0.09%	0.07%	0.39%	0.20%	0.07%	0.29%	0.09%	0.13%	0.05%	0.19%	0.18%	0.05%	0.09%									
24	"6. Политическая партия ""Гражданская Платформа"""	96	3	0	0	2	1	3	2	5	1	1	1	1	1	2	1	1	2	1	1	3	1	10	11	25	2	0	2	2	1	2	1	1	1	1	2	1	1									
		0.20%	0.33%	0.00%	0.00%	0.12%	0.06%	0.20%	0.13%	0.34%	0.08%	0.20%	0.14%	0.19%	0.07%	0.17%	0.09%	0.05%	0.13%	0.13%	0.13%	0.15%	0.11%	0.55%	0.51%	1.14%	0.09%	0.00%	0.16%	0.13%	0.07%	0.14%	0.09%	0.07%	0.05%	0.19%	0.35%	0.05%	0.09%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4494	23	34	50	21	166	281	160	78	115	44	103	47	29	19	97	38	152	94	23	119	83	237	497	138	230	161	161	146	145	136	242	152	213	42	57	108	53									
		9.15%	2.57%	3.62%	10.37%	1.23%	9.99%	18.70%	10.63%	5.37%	9.24%	8.99%	14.37%	8.90%	2.12%	1.58%	8.74%	1.99%	10.21%	12.24%	3.07%	6.03%	9.25%	13.04%	23.25%	6.30%	9.82%	11.26%	12.64%	9.55%	10.36%	9.81%	22.12%	10.09%	10.14%	7.84%	10.00%	5.00%	5.02%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	270	10	3	3	12	8	8	12	8	6	3	3	3	10	6	6	11	5	4	5	11	5	5	21	22	3	3	3	2	8	9	0	8	12	3	4	18	7									
		0.55%	1.12%	0.32%	0.62%	0.70%	0.48%	0.53%	0.80%	0.55%	0.48%	0.61%	0.42%	0.57%	0.73%	0.50%	0.54%	0.58%	0.34%	0.52%	0.67%	0.56%	0.56%	0.28%	0.98%	1.00%	0.13%	0.21%	0.24%	0.13%	0.57%	0.65%	0.00%	0.53%	0.57%	0.56%	0.70%	0.83%	0.66%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	160	3	1	1	3	1	16	1	3	3	1	4	1	1	1	1	1	5	1	1	35	1	4	27	26	1	1	1	4	2	2	0	1	2	1	1	1	1									
		0.33%	0.33%	0.11%	0.21%	0.18%	0.06%	1.06%	0.07%	0.21%	0.24%	0.20%	0.56%	0.19%	0.07%	0.08%	0.09%	0.05%	0.34%	0.13%	0.13%	1.77%	0.11%	0.22%	1.26%	1.19%	0.04%	0.07%	0.08%	0.26%	0.14%	0.14%	0.00%	0.07%	0.10%	0.19%	0.18%	0.05%	0.09%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	97	6	1	1	6	1	2	4	6	2	1	3	1	1	2	2	2	0	0	2	5	2	1	18	8	2	0	0	0	3	4	1	1	2	2	2	2	1									
		0.20%	0.67%	0.11%	0.21%	0.35%	0.06%	0.13%	0.27%	0.41%	0.16%	0.20%	0.42%	0.19%	0.07%	0.17%	0.18%	0.11%	0.00%	0.00%	0.27%	0.25%	0.22%	0.06%	0.84%	0.36%	0.09%	0.00%	0.00%	0.00%	0.21%	0.29%	0.09%	0.07%	0.10%	0.37%	0.35%	0.09%	0.09%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	511	3	1	3	21	19	12	10	14	36	9	1	5	28	7	14	25	16	8	7	18	15	17	31	20	30	9	3	7	20	14	0	17	26	17	5	14	9									
		1.04%	0.33%	0.11%	0.62%	1.23%	1.14%	0.80%	0.66%	0.96%	2.89%	1.84%	0.14%	0.95%	2.05%	0.58%	1.26%	1.32%	1.07%	1.04%	0.93%	0.91%	1.67%	0.94%	1.45%	0.91%	1.28%	0.63%	0.24%	0.46%	1.43%	1.01%	0.00%	1.13%	1.24%	3.17%	0.88%	0.65%	0.85%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3231	27	42	31	169	131	93	125	122	133	40	29	37	121	99	94	153	123	40	62	70	75	69	179	141	31	173	40	71	112	112	20	117	12	43	47	161	87									
		6.58%	3.01%	4.47%	6.43%	9.90%	7.88%	6.19%	8.31%	8.40%	10.68%	8.18%	4.04%	7.01%	8.85%	8.25%	8.47%	8.05%	8.26%	5.21%	8.27%	3.55%	8.36%	3.80%	8.37%	6.43%	1.32%	12.10%	3.14%	4.65%	8.00%	8.08%	1.83%	7.77%	0.57%	8.02%	8.25%	7.46%	8.24%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	823	8	8	8	23	18	23	24	25	21	7	7	9	24	16	21	24	29	50	8	24	16	34	30	62	47	13	14	13	25	28	5	26	56	5	8	35	29									
		1.68%	0.89%	0.85%	1.66%	1.35%	1.08%	1.53%	1.59%	1.72%	1.69%	1.43%	0.98%	1.70%	1.75%	1.33%	1.89%	1.26%	1.95%	6.51%	1.07%	1.22%	1.78%	1.87%	1.40%	2.83%	2.01%	0.91%	1.10%	0.85%	1.79%	2.02%	0.46%	1.73%	2.67%	0.93%	1.40%	1.62%	2.75%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2357	39	64	35	92	98	34	90	91	73	30	9	32	79	77	70	120	86	15	52	58	58	35	40	28	157	41	19	24	91	85	30	91	113	28	36	146	91									
		4.80%	4.35%	6.82%	7.26%	5.39%	5.90%	2.26%	5.98%	6.26%	5.86%	6.13%	1.26%	6.06%	5.77%	6.42%	6.31%	6.31%	5.78%	1.95%	6.93%	2.94%	6.47%	1.93%	1.87%	1.28%	6.70%	2.87%	1.49%	1.57%	6.50%	6.13%	2.74%	6.04%	5.38%	5.22%	6.32%	6.76%	8.62%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
