Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Печенгская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №415									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	169	8	6	4	3	1	4	2	10	4	1	0	5	1	7	5	2	7	9	5	2	5	16	10	19	12	1	6	10	1	3									
		1.37%	1.84%	4.03%	0.98%	0.77%	0.26%	1.84%	0.88%	2.11%	1.16%	0.61%	0.00%	1.92%	0.31%	1.39%	0.98%	1.02%	2.83%	1.79%	1.75%	0.63%	1.91%	2.21%	1.38%	1.06%	1.49%	0.52%	0.91%	1.95%	1.18%	1.64%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	303	15	3	8	7	10	7	6	12	5	6	1	9	10	12	13	5	12	14	7	12	11	14	8	39	18	6	14	15	1	3									
		2.45%	3.45%	2.01%	1.95%	1.79%	2.57%	3.23%	2.64%	2.53%	1.45%	3.64%	1.22%	3.46%	3.10%	2.39%	2.55%	2.54%	4.86%	2.78%	2.46%	3.77%	4.20%	1.93%	1.10%	2.18%	2.24%	3.13%	2.12%	2.93%	1.18%	1.64%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	402	26	9	8	15	27	19	13	34	19	8	3	9	7	25	18	4	8	21	9	10	13	25	13	13	15	2	22	1	2	4									
		3.25%	5.98%	6.04%	1.95%	3.84%	6.94%	8.76%	5.73%	7.16%	5.52%	4.85%	3.66%	3.46%	2.17%	4.97%	3.53%	2.03%	3.24%	4.17%	3.16%	3.14%	4.96%	3.45%	1.79%	0.73%	1.87%	1.04%	3.33%	0.20%	2.35%	2.19%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5636	132	59	204	129	126	81	66	144	137	54	45	92	133	190	181	88	99	192	102	116	106	238	392	1155	456	104	355	310	50	100									
		45.58%	30.34%	39.60%	49.76%	32.99%	32.39%	37.33%	29.07%	30.32%	39.83%	32.73%	54.88%	35.38%	41.18%	37.77%	35.49%	44.67%	40.08%	38.17%	35.79%	36.48%	40.46%	32.87%	54.07%	64.56%	56.72%	54.17%	53.79%	60.55%	58.82%	54.64%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	106	5	3	2	1	2	3	2	5	5	3	2	0	3	6	4	1	2	4	2	5	1	9	4	9	12	0	7	3	1	0									
		0.86%	1.15%	2.01%	0.49%	0.26%	0.51%	1.38%	0.88%	1.05%	1.45%	1.82%	2.44%	0.00%	0.93%	1.19%	0.78%	0.51%	0.81%	0.80%	0.70%	1.57%	0.38%	1.24%	0.55%	0.50%	1.49%	0.00%	1.06%	0.59%	1.18%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	60	1	2	2	1	3	2	0	5	1	0	1	1	0	0	1	0	3	5	0	5	0	5	2	8	6	0	2	0	2	2									
		0.49%	0.23%	1.34%	0.49%	0.26%	0.77%	0.92%	0.00%	1.05%	0.29%	0.00%	1.22%	0.38%	0.00%	0.00%	0.20%	0.00%	1.21%	0.99%	0.00%	1.57%	0.00%	0.69%	0.28%	0.45%	0.75%	0.00%	0.30%	0.00%	2.35%	1.09%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2824	93	29	103	102	99	47	64	108	73	47	12	68	64	116	139	51	49	117	77	79	60	139	217	324	181	42	155	109	15	45									
		22.84%	21.38%	19.46%	25.12%	26.09%	25.45%	21.66%	28.19%	22.74%	21.22%	28.48%	14.63%	26.15%	19.81%	23.06%	27.25%	25.89%	19.84%	23.26%	27.02%	24.84%	22.90%	19.20%	29.93%	18.11%	22.51%	21.88%	23.48%	21.29%	17.65%	24.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	97	8	0	1	3	2	4	3	1	0	2	1	3	5	4	7	0	8	7	2	1	2	5	5	5	8	1	5	4	0	0									
		0.78%	1.84%	0.00%	0.24%	0.77%	0.51%	1.84%	1.32%	0.21%	0.00%	1.21%	1.22%	1.15%	1.55%	0.80%	1.37%	0.00%	3.24%	1.39%	0.70%	0.31%	0.76%	0.69%	0.69%	0.28%	0.99%	0.52%	0.76%	0.78%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	88	3	2	5	4	2	4	2	7	9	1	1	1	2	6	2	1	3	5	2	0	0	6	1	4	5	3	1	3	2	1									
		0.71%	0.69%	1.34%	1.22%	1.02%	0.51%	1.84%	0.88%	1.47%	2.62%	0.61%	1.22%	0.38%	0.62%	1.19%	0.39%	0.51%	1.21%	0.99%	0.70%	0.00%	0.00%	0.83%	0.14%	0.22%	0.62%	1.56%	0.15%	0.59%	2.35%	0.55%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	29	0	0	2	2	3	0	3	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	2	5	5	1	1	0	0	0									
		0.23%	0.00%	0.00%	0.49%	0.51%	0.77%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	1.02%	0.40%	0.00%	0.00%	0.00%	0.00%	0.14%	0.28%	0.28%	0.62%	0.52%	0.15%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	187	17	2	1	8	3	5	3	7	8	0	2	6	10	7	16	4	4	13	12	2	10	13	2	10	9	2	4	5	1	1									
		1.51%	3.91%	1.34%	0.24%	2.05%	0.77%	2.30%	1.32%	1.47%	2.33%	0.00%	2.44%	2.31%	3.10%	1.39%	3.14%	2.03%	1.62%	2.58%	4.21%	0.63%	3.82%	1.80%	0.28%	0.56%	1.12%	1.04%	0.61%	0.98%	1.18%	0.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1262	61	17	39	51	51	18	30	78	44	21	10	33	41	61	74	18	34	66	34	48	28	132	23	111	39	14	38	32	9	7									
		10.21%	14.02%	11.41%	9.51%	13.04%	13.11%	8.29%	13.22%	16.42%	12.79%	12.73%	12.20%	12.69%	12.69%	12.13%	14.51%	9.14%	13.77%	13.12%	11.93%	15.09%	10.69%	18.23%	3.17%	6.20%	4.85%	7.29%	5.76%	6.25%	10.59%	3.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	3	2	3	1	0	0	1	1	1	0	0	1	1	1	2	2	0	1	0	2	2	9	2	8	3	0	4	0	1	2									
		0.43%	0.69%	1.34%	0.73%	0.26%	0.00%	0.00%	0.44%	0.21%	0.29%	0.00%	0.00%	0.38%	0.31%	0.20%	0.39%	1.02%	0.00%	0.20%	0.00%	0.63%	0.76%	1.24%	0.28%	0.45%	0.37%	0.00%	0.61%	0.00%	1.18%	1.09%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	712	45	8	19	44	48	17	20	45	25	18	1	24	26	45	36	11	14	29	26	24	19	67	13	29	10	12	18	11	0	8									
		5.76%	10.34%	5.37%	4.63%	11.25%	12.34%	7.83%	8.81%	9.47%	7.27%	10.91%	1.22%	9.23%	8.05%	8.95%	7.06%	5.58%	5.67%	5.77%	9.12%	7.55%	7.25%	9.25%	1.79%	1.62%	1.24%	6.25%	2.73%	2.15%	0.00%	4.37%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
