Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Район Западное Дегунино																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №3053	УИК №3054					
		0.13%	0.12%	0.12%	0.0%	0.12%	0.14%	0.0%	0.0%	0.12%	0.07%	0.23%	0.19%	0.18%	0.14%	0.06%	0.12%	0.13%	0.35%	0.21%	0.0%	0.0%					
35	"18. ""ЛДПР"""	2177	143	108	112	93	86	77	114	102	103	148	152	123	114	120	140	137	153	139	13	0					
		8.02%	8.87%	6.60%	7.17%	5.72%	6.33%	6.94%	7.66%	6.59%	7.75%	8.84%	10.09%	7.50%	8.16%	8.04%	9.02%	8.93%	10.87%	10.0%	6.31%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	247	8	13	14	17	6	9	8	15	20	24	18	14	15	10	9	9	12	25	1	0					
		0.91%	0.49%	0.79%	0.89%	1.04%	0.44%	0.81%	0.53%	0.97%	1.50%	1.43%	1.19%	0.85%	1.07%	0.67%	0.57%	0.58%	0.85%	1.79%	0.48%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	10876	608	692	636	713	571	414	630	579	521	647	548	562	559	664	586	533	614	666	69	64					
		40.09%	37.71%	42.29%	40.71%	43.87%	42.04%	37.33%	42.33%	37.45%	39.20%	38.67%	36.38%	34.28%	40.04%	44.50%	37.75%	34.76%	43.63%	47.91%	33.49%	98.46%					
38	"21. ""Российская Конституционно-демократическая партия"""	41	4	5	0	0	1	1	0	2	5	1	3	5	4	0	2	3	4	1	0	0					
		0.15%	0.24%	0.30%	0.0%	0.0%	0.07%	0.09%	0.0%	0.12%	0.37%	0.05%	0.19%	0.30%	0.28%	0.0%	0.12%	0.19%	0.28%	0.07%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	65	1	3	6	4	1	2	5	5	7	8	2	3	2	3	4	2	4	3	0	0					
		0.23%	0.06%	0.18%	0.38%	0.24%	0.07%	0.18%	0.33%	0.32%	0.52%	0.47%	0.13%	0.18%	0.14%	0.20%	0.25%	0.13%	0.28%	0.21%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1731	127	76	88	94	88	71	112	98	89	99	92	140	81	90	103	112	78	78	15	0					
		6.38%	7.87%	4.64%	5.63%	5.78%	6.48%	6.40%	7.52%	6.33%	6.69%	5.91%	6.10%	8.54%	5.80%	6.03%	6.63%	7.30%	5.54%	5.61%	7.28%	0.0%					
																											
41	Против всех	1755	109	93	97	91	95	73	89	121	66	102	101	86	70	91	115	109	105	114	28	0					
		6.47%	6.76%	5.68%	6.20%	5.6%	6.99%	6.58%	5.98%	7.82%	4.96%	6.09%	6.70%	5.24%	5.01%	6.09%	7.40%	7.11%	7.46%	8.20%	13.59%	0.0%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
