Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Ленинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425									
		0.56%	0.99%	0.48%	0.24%	0.72%	0.63%	0.68%	1.32%	0.00%	0.00%	0.36%	1.31%	0.53%	0.41%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	1.37%	0.91%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	4	1	1	0	1	0	1	0	0	3	1	0	0	0	0	0	0	1	0	2	0	2	1	1	0									
		0.18%	0.57%	0.16%	0.24%	0.00%	0.16%	0.00%	0.19%	0.00%	0.00%	0.54%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.37%	0.00%	0.30%	0.00%	1.85%	0.33%	0.34%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2038	170	149	111	109	134	144	121	32	85	64	155	190	93	28	83	39	25	27	20	27	19	8	26	21	158									
		19.78%	24.08%	23.84%	27.07%	19.60%	21.27%	24.41%	22.83%	13.06%	22.08%	11.53%	25.37%	25.37%	19.02%	17.50%	20.34%	18.31%	16.23%	36.99%	12.12%	4.04%	7.88%	7.41%	8.70%	7.17%	35.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	42	4	1	1	2	4	6	4	0	1	2	2	2	2	3	0	1	1	0	1	2	0	0	1	0	2									
		0.41%	0.57%	0.16%	0.24%	0.36%	0.63%	1.02%	0.75%	0.00%	0.26%	0.36%	0.33%	0.27%	0.41%	1.88%	0.00%	0.47%	0.65%	0.00%	0.61%	0.30%	0.00%	0.00%	0.33%	0.00%	0.46%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	52	4	9	1	2	5	3	7	0	1	1	6	4	2	0	0	2	1	0	1	0	0	0	1	0	2									
		0.50%	0.57%	1.44%	0.24%	0.36%	0.79%	0.51%	1.32%	0.00%	0.26%	0.18%	0.98%	0.53%	0.41%	0.00%	0.00%	0.94%	0.65%	0.00%	0.61%	0.00%	0.00%	0.00%	0.33%	0.00%	0.46%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	2	0	1	2	1	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0									
		0.15%	0.00%	0.32%	0.00%	0.18%	0.32%	0.17%	0.38%	0.41%	0.26%	0.18%	0.16%	0.13%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	117	11	7	4	11	12	5	4	2	3	4	4	12	10	0	2	5	4	0	7	2	0	0	1	4	3									
		1.14%	1.56%	1.12%	0.98%	1.98%	1.90%	0.85%	0.75%	0.82%	0.78%	0.72%	0.65%	1.60%	2.04%	0.00%	0.49%	2.35%	2.60%	0.00%	4.24%	0.30%	0.00%	0.00%	0.33%	1.37%	0.68%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1257	101	107	59	96	70	93	64	39	34	81	82	79	67	27	40	25	16	12	31	36	30	14	27	17	10									
		12.20%	14.31%	17.12%	14.39%	17.27%	11.11%	15.76%	12.08%	15.92%	8.83%	14.59%	13.42%	10.55%	13.70%	16.88%	9.80%	11.74%	10.39%	16.44%	18.79%	5.38%	12.45%	12.96%	9.03%	5.80%	2.28%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	0	1	2	4	3	6	0	1	1	2	3	3	2	0	0	1	0	0	0	1	1	0	1	0	0									
		0.31%	0.00%	0.16%	0.49%	0.72%	0.48%	1.02%	0.00%	0.41%	0.26%	0.36%	0.49%	0.40%	0.41%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.15%	0.41%	0.00%	0.33%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	323	28	28	12	31	19	16	27	10	15	14	14	25	17	3	10	12	8	1	3	8	1	3	7	8	3									
		3.14%	3.97%	4.48%	2.93%	5.58%	3.02%	2.71%	5.09%	4.08%	3.90%	2.52%	2.29%	3.34%	3.48%	1.88%	2.45%	5.63%	5.19%	1.37%	1.82%	1.20%	0.41%	2.78%	2.34%	2.73%	0.68%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
