Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
"Наименование Избирательной комиссии:    Волгоград, Тракторозаводская"																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2860	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	576	17	35	12	17	15	10	8	3	8	13	7	15	14	9	15	14	10	7	14	8	13	12	4	7	12	9	13	12	7	6	23	7	17	15	17	5	9	14	14	6	7	11	6	8	11	11	19	4	4	1	14	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	485	12	6	5	9	4	7	3	5	6	13	4	7	5	8	12	8	9	8	9	9	4	2	3	8	9	6	9	5	3	10	8	16	2	8	15	11	5	13	11	20	8	8	6	14	7	12	5	4	5	12	12	75					
14	Число погашенных неиспользованных открепительных удостоверений	2284	38	20	43	38	40	45	47	52	47	42	48	40	41	46	40	41	45	48	41	47	42	43	51	48	43	46	42	43	48	49	32	48	38	40	38	50	46	41	41	49	48	44	49	47	44	44	36	51	51	54	41	48					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	49	1	1	0	1	0	1	1	1	1	0	1	2	1	1	1	0	0	1	0	3	0	0	1	0	1	1	0	1	1	0	3	2	1	0	1	1	0	2	1	1	0	2	0	5	0	2	1	0	5	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	1553	13	24	32	45	52	36	22	29	33	48	39	28	37	36	38	43	40	30	63	42	59	40	16	16	26	33	44	34	17	27	41	26	32	37	29	28	17	18	27	27	34	19	15	24	15	17	21	15	14	15	18	22					
		2.86%	1.27%	1.52%	2.58%	3.25%	3.51%	2.58%	2.42%	3.07%	3.38%	3.43%	3.10%	2.17%	3.34%	2.69%	2.80%	3.26%	3.35%	3.46%	4.11%	2.96%	4.05%	2.70%	2.83%	2.86%	3.28%	2.94%	4.99%	2.84%	1.98%	2.95%	2.98%	2.78%	2.55%	2.99%	2.50%	3.40%	2.53%	2.08%	3.15%	3.18%	3.33%	2.73%	2.48%	2.92%	2.01%	1.89%	2.28%	1.80%	1.95%	3.93%	1.81%	3.01%					
19	2.Всероссийская политическая партия «Гражданская Сила»	622	7	16	19	17	7	17	2	11	11	19	18	17	11	13	16	19	17	11	25	24	19	18	5	5	6	13	9	20	13	11	14	10	14	15	10	6	7	11	11	13	17	12	5	4	7	7	14	7	8	4	3	7					
		1.15%	0.68%	1.01%	1.53%	1.23%	0.47%	1.22%	0.22%	1.17%	1.13%	1.36%	1.43%	1.32%	0.99%	0.97%	1.18%	1.44%	1.42%	1.27%	1.63%	1.69%	1.30%	1.22%	0.88%	0.89%	0.76%	1.16%	1.02%	1.67%	1.51%	1.20%	1.02%	1.07%	1.11%	1.21%	0.86%	0.73%	1.04%	1.27%	1.28%	1.53%	1.66%	1.72%	0.83%	0.49%	0.94%	0.78%	1.52%	0.84%	1.11%	1.05%	0.30%	0.96%					
20	3.Политическая партия «Демократическая партия России»	57	1	1	1	3	0	0	1	0	1	2	2	2	2	0	1	2	2	3	1	0	1	3	1	0	2	1	2	1	1	1	2	0	1	2	1	0	2	1	1	1	0	2	0	1	0	1	0	1	2	0	0	1					
		0.11%	0.10%	0.06%	0.08%	0.22%	0.00%	0.00%	0.11%	0.00%	0.10%	0.14%	0.16%	0.15%	0.18%	0.00%	0.07%	0.15%	0.17%	0.35%	0.07%	0.00%	0.07%	0.20%	0.18%	0.00%	0.25%	0.09%	0.23%	0.08%	0.12%	0.11%	0.15%	0.00%	0.08%	0.16%	0.09%	0.00%	0.30%	0.12%	0.12%	0.12%	0.00%	0.29%	0.00%	0.12%	0.00%	0.11%	0.00%	0.12%	0.28%	0.00%	0.00%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8351	186	120	152	231	242	268	133	168	160	247	188	189	189	238	167	172	258	190	196	223	227	221	68	62	100	148	154	222	115	112	231	171	204	222	189	148	85	132	148	121	148	112	96	114	117	156	134	125	127	47	103	75					
		15.39%	18.16%	7.61%	12.25%	16.67%	16.34%	19.20%	14.63%	17.80%	16.38%	17.64%	14.92%	14.64%	17.06%	17.77%	12.32%	13.02%	21.61%	21.94%	12.79%	15.73%	15.57%	14.92%	12.01%	11.07%	12.63%	13.19%	17.48%	18.55%	13.37%	12.24%	16.76%	18.27%	16.23%	17.93%	16.29%	17.96%	12.65%	15.24%	17.25%	14.27%	14.48%	16.09%	15.89%	13.87%	15.68%	17.33%	14.57%	15.01%	17.66%	12.30%	10.36%	10.27%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	336	4	6	6	10	5	6	3	9	4	8	8	3	7	8	15	16	7	2	12	15	7	6	2	4	5	6	3	14	5	8	7	2	7	7	8	6	1	7	7	6	14	2	3	5	3	6	9	9	2	2	5	4					
		0.62%	0.39%	0.38%	0.48%	0.72%	0.34%	0.43%	0.33%	0.95%	0.41%	0.57%	0.63%	0.23%	0.63%	0.60%	1.11%	1.21%	0.59%	0.23%	0.78%	1.06%	0.48%	0.41%	0.35%	0.71%	0.63%	0.53%	0.34%	1.17%	0.58%	0.87%	0.51%	0.21%	0.56%	0.57%	0.69%	0.73%	0.15%	0.81%	0.82%	0.71%	1.37%	0.29%	0.50%	0.61%	0.40%	0.67%	0.98%	1.08%	0.28%	0.52%	0.50%	0.55%					
23	6.Политическая партия «Партия социальной справедливости»	121	2	3	1	3	5	1	1	1	2	7	2	3	3	1	2	2	0	4	7	5	3	5	1	0	0	6	0	5	1	3	7	2	2	3	3	2	2	1	0	3	3	0	2	1	0	1	2	1	3	1	3	0					
		0.22%	0.20%	0.19%	0.08%	0.22%	0.34%	0.07%	0.11%	0.11%	0.20%	0.50%	0.16%	0.23%	0.27%	0.07%	0.15%	0.15%	0.00%	0.46%	0.46%	0.35%	0.21%	0.34%	0.18%	0.00%	0.00%	0.53%	0.00%	0.42%	0.12%	0.33%	0.51%	0.21%	0.16%	0.24%	0.26%	0.24%	0.30%	0.12%	0.00%	0.35%	0.29%	0.00%	0.33%	0.12%	0.00%	0.11%	0.22%	0.12%	0.42%	0.26%	0.30%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5469	80	273	146	106	118	167	85	96	122	124	127	152	105	130	148	136	97	81	161	135	136	141	49	56	99	104	79	119	75	93	136	87	122	124	96	77	76	98	78	86	108	79	55	85	72	80	96	70	81	48	99	76					
		10.08%	7.81%	17.31%	11.76%	7.65%	7.97%	11.96%	9.35%	10.17%	12.49%	8.86%	10.08%	11.77%	9.48%	9.71%	10.91%	10.30%	8.12%	9.35%	10.50%	9.52%	9.33%	9.52%	8.66%	10.00%	12.50%	9.27%	8.97%	9.94%	8.72%	10.16%	9.87%	9.29%	9.71%	10.02%	8.28%	9.34%	11.31%	11.32%	9.09%	10.14%	10.57%	11.35%	9.11%	10.34%	9.65%	8.89%	10.43%	8.40%	11.27%	12.57%	9.96%	10.41%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6381	159	131	188	184	207	169	117	138	118	181	141	169	126	154	145	172	132	95	190	194	187	194	69	64	83	134	123	145	95	86	172	86	130	149	149	89	83	100	98	103	96	55	76	72	76	90	106	91	65	21	109	75					
		11.76%	15.53%	8.31%	15.15%	13.28%	13.98%	12.11%	12.87%	14.62%	12.08%	12.93%	11.19%	13.09%	11.37%	11.50%	10.69%	13.02%	11.06%	10.97%	12.39%	13.68%	12.83%	13.10%	12.19%	11.43%	10.48%	11.94%	13.96%	12.11%	11.05%	9.40%	12.48%	9.19%	10.34%	12.04%	12.84%	10.80%	12.35%	11.55%	11.42%	12.15%	9.39%	7.90%	12.58%	8.76%	10.19%	10.00%	11.52%	10.92%	9.04%	5.50%	10.97%	10.27%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	457	9	13	11	17	10	13	6	8	6	8	13	13	12	10	14	14	8	7	12	19	14	9	5	4	6	9	4	12	7	11	6	11	14	8	9	3	2	12	8	11	1	2	2	10	9	6	12	7	6	2	6	6					
		0.84%	0.88%	0.82%	0.89%	1.23%	0.68%	0.93%	0.66%	0.85%	0.61%	0.57%	1.03%	1.01%	1.08%	0.75%	1.03%	1.06%	0.67%	0.81%	0.78%	1.34%	0.96%	0.61%	0.88%	0.71%	0.76%	0.80%	0.45%	1.00%	0.81%	1.20%	0.44%	1.18%	1.11%	0.65%	0.78%	0.36%	0.30%	1.39%	0.93%	1.30%	0.10%	0.29%	0.33%	1.22%	1.21%	0.67%	1.30%	0.84%	0.83%	0.52%	0.60%	0.82%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29542	541	968	651	733	800	692	510	464	491	721	687	670	589	718	765	707	607	429	821	711	759	803	347	332	456	640	439	591	506	537	712	510	702	644	640	442	383	472	456	463	574	396	337	484	431	509	500	481	393	236	635	457					
		54.45%	52.83%	61.38%	52.46%	52.89%	54.02%	49.57%	56.11%	49.15%	50.26%	51.50%	54.52%	51.90%	53.16%	53.62%	56.42%	53.52%	50.84%	49.54%	53.56%	50.14%	52.06%	54.22%	61.31%	59.29%	57.58%	57.04%	49.83%	49.37%	58.84%	58.69%	51.67%	54.49%	55.85%	52.02%	55.17%	53.64%	56.99%	54.50%	53.15%	54.60%	56.16%	56.90%	55.79%	58.88%	57.77%	56.56%	54.35%	57.74%	54.66%	61.78%	63.88%	62.60%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	958	17	16	26	25	31	13	13	14	21	22	24	38	17	21	37	30	18	9	33	43	36	30	2	7	7	20	18	31	14	17	37	17	18	17	15	18	10	14	19	8	21	13	8	10	10	19	11	21	9	3	6	4					
		1.77%	1.66%	1.01%	2.10%	1.80%	2.09%	0.93%	1.43%	1.48%	2.15%	1.57%	1.90%	2.94%	1.53%	1.57%	2.73%	2.27%	1.51%	1.04%	2.15%	3.03%	2.47%	2.03%	0.35%	1.25%	0.88%	1.78%	2.04%	2.59%	1.63%	1.86%	2.69%	1.82%	1.43%	1.37%	1.29%	2.18%	1.49%	1.62%	2.21%	0.94%	2.05%	1.87%	1.32%	1.22%	1.34%	2.11%	1.20%	2.52%	1.25%	0.79%	0.60%	0.55%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
