Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
"Наименование Избирательной комиссии:    Волгоград, Тракторозаводская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1292	34	26	25	30	30	36	14	26	18	30	25	23	30	28	30	22	20	27	30	30	40	38	9	12	16	24	21	29	21	27	32	18	42	35	25	12	12	35	26	20	40	20	41	27	35	26	26	13	9	18	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	862	17	15	5	20	6	21	9	21	11	25	12	24	14	7	17	13	24	29	26	15	10	11	10	15	13	20	23	15	15	20	15	24	21	30	29	13	13	12	15	30	25	15	21	18	19	18	3	5	7	11	35					
14	Число погашенных неиспользованных открепительных удостоверений	288	1	4	5	0	0	4	6	9	2	0	5	7	0	7	0	8	10	3	10	0	10	7	11	8	4	11	9	1	9	3	3	2	8	15	10	8	8	10	4	0	0	10	4	3	10	4	4	7	11	2	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	12333	289	195	316	301	320	289	140	311	250	315	237	304	231	313	257	251	251	184	367	319	322	373	133	145	171	251	236	328	185	247	280	272	281	300	343	204	180	149	200	182	225	155	224	262	289	187	202	122	78	212	155					
		25.07%	29.13%	20.08%	27.57%	23.96%	25.18%	24.62%	21.51%	25.68%	24.53%	29.01%	21.31%	26.48%	22.83%	25.98%	21.45%	21.38%	22.80%	24.05%	23.99%	22.29%	24.62%	25.22%	24.91%	23.13%	26.23%	27.11%	24.18%	27.91%	27.90%	27.20%	25.18%	29.60%	25.27%	27.27%	30.09%	26.32%	27.40%	20.41%	27.47%	25.42%	23.51%	27.78%	27.79%	25.59%	28.42%	24.13%	22.10%	20.37%	23.71%	24.85%	23.34%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7386	145	186	179	187	198	195	113	205	127	149	148	159	143	130	180	175	171	115	216	193	192	210	86	98	136	129	135	165	113	136	145	134	157	160	161	104	118	120	87	114	153	82	131	154	145	125	143	96	58	144	141					
		15.02%	14.62%	19.16%	15.62%	14.89%	15.58%	16.61%	17.36%	16.93%	12.46%	13.72%	13.31%	13.85%	14.13%	10.79%	15.03%	14.91%	15.53%	15.03%	14.12%	13.49%	14.68%	14.20%	16.10%	15.63%	20.86%	13.93%	13.83%	14.04%	17.04%	14.98%	13.04%	14.58%	14.12%	14.55%	14.12%	13.42%	17.96%	16.44%	11.95%	15.92%	15.99%	14.70%	16.25%	15.04%	14.26%	16.13%	15.65%	16.03%	17.63%	16.88%	21.23%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	608	11	11	8	13	15	18	8	14	23	15	16	16	15	16	18	18	13	7	29	29	18	25	4	7	9	6	10	10	7	6	8	8	10	9	13	7	5	7	8	7	12	6	9	8	17	13	20	3	8	10	5					
		1.24%	1.11%	1.13%	0.70%	1.04%	1.18%	1.53%	1.23%	1.16%	2.26%	1.38%	1.44%	1.39%	1.48%	1.33%	1.50%	1.53%	1.18%	0.92%	1.90%	2.03%	1.38%	1.69%	0.75%	1.12%	1.38%	0.65%	1.02%	0.85%	1.06%	0.66%	0.72%	0.87%	0.90%	0.82%	1.14%	0.90%	0.76%	0.96%	1.10%	0.98%	1.25%	1.08%	1.12%	0.78%	1.67%	1.68%	2.19%	0.50%	2.43%	1.17%	0.75%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12464	257	218	291	335	302	295	161	302	278	265	296	271	279	341	317	329	316	221	369	391	330	356	121	139	141	233	239	303	139	207	285	215	328	278	283	202	162	213	209	177	237	134	218	249	258	194	247	155	79	168	131					
		25.34%	25.91%	22.45%	25.39%	26.67%	23.76%	25.13%	24.73%	24.94%	27.28%	24.40%	26.62%	23.61%	27.57%	28.30%	26.46%	28.02%	28.70%	28.89%	24.12%	27.32%	25.23%	24.07%	22.66%	22.17%	21.63%	25.16%	24.49%	25.79%	20.97%	22.80%	25.63%	23.39%	29.50%	25.27%	24.82%	26.06%	24.66%	29.18%	28.71%	24.72%	24.76%	24.01%	27.05%	24.32%	25.37%	25.03%	27.02%	25.88%	24.01%	19.70%	19.73%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2684	34	55	54	73	69	54	21	50	70	50	75	66	68	57	86	83	51	29	126	118	94	118	14	31	34	53	71	67	25	45	78	45	50	48	48	36	43	46	39	36	45	31	26	43	42	41	56	29	13	27	21					
		5.46%	3.43%	5.66%	4.71%	5.81%	5.43%	4.60%	3.23%	4.13%	6.87%	4.60%	6.74%	5.75%	6.72%	4.73%	7.18%	7.07%	4.63%	3.79%	8.24%	8.25%	7.19%	7.98%	2.62%	4.94%	5.21%	5.72%	7.27%	5.70%	3.77%	4.96%	7.01%	4.90%	4.50%	4.36%	4.21%	4.65%	6.54%	6.30%	5.36%	5.03%	4.70%	5.56%	3.23%	4.20%	4.13%	5.29%	6.13%	4.84%	3.95%	3.17%	3.16%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12579	234	279	279	330	333	296	191	309	243	268	310	299	251	314	314	297	271	196	382	328	308	373	157	193	143	237	264	288	183	243	291	227	272	289	263	202	135	175	166	171	263	144	179	277	246	192	230	184	87	275	198					
		25.57%	23.59%	28.73%	24.35%	26.27%	26.20%	25.21%	29.34%	25.52%	23.85%	24.68%	27.88%	26.05%	24.80%	26.06%	26.21%	25.30%	24.61%	25.62%	24.97%	22.92%	23.55%	25.22%	29.40%	30.78%	21.93%	25.59%	27.05%	24.51%	27.60%	26.76%	26.17%	24.70%	24.46%	26.27%	23.07%	26.06%	20.55%	23.97%	22.80%	23.88%	27.48%	25.81%	22.21%	27.05%	24.19%	24.77%	25.16%	30.72%	26.44%	32.24%	29.82%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	353	8	9	5	6	10	6	2	8	5	7	10	12	11	17	6	5	10	4	17	16	14	8	7	3	3	7	5	5	3	10	5	5	3	2	7	8	3	6	3	7	9	2	6	8	11	7	3	5	2	7	5					
		0.72%	0.81%	0.93%	0.44%	0.48%	0.79%	0.51%	0.31%	0.66%	0.49%	0.64%	0.90%	1.05%	1.09%	1.41%	0.50%	0.43%	0.91%	0.52%	1.11%	1.12%	1.07%	0.54%	1.31%	0.48%	0.46%	0.76%	0.51%	0.43%	0.45%	1.10%	0.45%	0.54%	0.27%	0.18%	0.61%	1.03%	0.46%	0.82%	0.41%	0.98%	0.94%	0.36%	0.74%	0.78%	1.08%	0.90%	0.33%	0.83%	0.61%	0.82%	0.75%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
