Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																							
Дата голосования: 04.12.2011																																																																																							
																																																																																							
"Наименование Избирательной комиссии:    Омск, Ленинская"																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
		Сумма	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2814	39	40	62	45	27	42	42	60	37	36	65	30	16	47	26	48	23	17	24	38	26	31	27	34	27	31	16	27	15	12	28	22	27	20	46	27	29	45	28	7	13	27	18	21	28	37	85	70	11	51	101	39	79	38	25	22	29	30	36	33	21	28	15	32	30	14	4	29	31	10	34	27	27	40	38	25	29	11	136	151					
14	Число погашенных неиспользованных открепительных удостоверений	617	10	22	5	0	10	8	6	9	0	10	5	15	2	0	3	3	14	3	3	10	5	0	10	30	6	10	0	7	0	4	1	0	1	9	0	8	9	9	5	5	2	0	24	18	1	12	1	0	7	0	2	1	9	13	14	14	11	5	11	17	21	22	12	9	16	2	28	10	36	4	23	8	0	0	0	3	1	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	4	0	0	0	0	2	2	0	0	0	2	0	1	1	0	2	1	1	1	1	0	0	0	1	0	0	0	1	0	0	2	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	13034	236	217	249	263	239	238	235	208	202	144	170	163	56	25	122	154	149	200	97	137	136	226	265	177	247	246	216	218	212	228	216	175	149	140	182	198	207	190	112	70	59	120	123	86	359	156	144	240	176	24	249	222	188	199	197	182	216	113	140	123	116	90	113	132	109	28	39	166	95	73	115	134	234	180	224	197	218	72	44	25					
		16.95%	17.87%	17.64%	18.92%	18.91%	19.23%	18.45%	18.91%	17.75%	19.44%	17.06%	15.53%	16.58%	14.00%	16.78%	15.97%	14.62%	16.48%	21.83%	11.18%	16.21%	15.30%	21.65%	20.09%	15.66%	20.90%	21.96%	18.65%	19.17%	20.00%	19.66%	22.25%	19.02%	18.10%	15.86%	19.04%	18.22%	20.85%	15.52%	16.45%	11.42%	17.72%	14.74%	17.30%	16.67%	22.71%	8.32%	13.95%	20.39%	22.11%	12.63%	17.71%	18.86%	17.65%	18.48%	17.53%	17.23%	20.69%	11.51%	13.93%	13.91%	15.14%	12.10%	16.42%	16.34%	12.60%	9.82%	12.04%	14.97%	5.30%	12.94%	12.60%	15.86%	20.80%	15.10%	17.50%	16.75%	17.99%	14.60%	14.19%	16.56%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	12653	171	150	152	145	117	148	152	126	146	123	192	144	71	27	160	184	179	150	151	147	154	169	267	192	191	168	188	180	188	183	171	143	143	173	158	199	187	232	128	49	60	167	120	122	271	430	176	226	159	28	201	157	212	159	151	121	147	128	169	152	136	119	117	127	149	37	74	170	422	115	200	169	188	205	210	207	205	88	40	21					
		16.45%	12.94%	12.20%	11.55%	10.42%	9.41%	11.47%	12.23%	10.75%	14.05%	14.57%	17.53%	14.65%	17.75%	18.12%	20.94%	17.47%	19.80%	16.38%	17.40%	17.40%	17.32%	16.19%	20.24%	16.99%	16.16%	15.00%	16.23%	15.83%	17.74%	15.78%	17.61%	15.54%	17.38%	19.59%	16.53%	18.31%	18.83%	18.95%	18.80%	7.99%	18.02%	20.52%	16.88%	23.64%	17.14%	22.93%	17.05%	19.20%	19.97%	14.74%	14.30%	13.34%	19.91%	14.76%	13.43%	11.46%	14.08%	13.03%	16.82%	17.19%	17.75%	15.99%	17.01%	15.72%	17.23%	12.98%	22.84%	15.33%	23.54%	20.39%	21.91%	20.00%	16.71%	17.20%	16.41%	17.60%	16.91%	17.85%	12.90%	13.91%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	975	16	22	15	16	20	18	21	15	12	12	16	16	1	4	3	7	10	13	7	22	12	8	9	16	8	13	15	13	10	12	11	3	4	7	11	17	12	13	7	7	1	9	7	4	24	29	13	7	10	2	23	12	19	8	20	16	9	24	19	14	19	9	16	10	20	8	2	12	35	6	9	4	14	19	14	10	14	4	5	1					
		1.27%	1.21%	1.79%	1.14%	1.15%	1.61%	1.40%	1.69%	1.28%	1.15%	1.42%	1.46%	1.63%	0.25%	2.68%	0.39%	0.66%	1.11%	1.42%	0.81%	2.60%	1.35%	0.77%	0.68%	1.42%	0.68%	1.16%	1.30%	1.14%	0.94%	1.03%	1.13%	0.33%	0.49%	0.79%	1.15%	1.56%	1.21%	1.06%	1.03%	1.14%	0.30%	1.11%	0.98%	0.78%	1.52%	1.55%	1.26%	0.59%	1.26%	1.05%	1.64%	1.02%	1.78%	0.74%	1.78%	1.52%	0.86%	2.44%	1.89%	1.58%	2.48%	1.21%	2.33%	1.24%	2.31%	2.81%	0.62%	1.08%	1.95%	1.06%	0.99%	0.47%	1.24%	1.59%	1.09%	0.85%	1.16%	0.81%	1.61%	0.66%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	21777	429	419	399	476	418	458	431	409	288	242	300	305	128	36	210	333	250	251	272	245	280	301	323	358	400	340	393	341	325	343	286	290	229	239	274	295	256	270	204	126	83	223	183	88	389	243	217	276	193	29	467	378	274	338	387	375	321	275	293	242	203	196	173	238	229	67	55	312	314	98	213	233	325	343	376	354	355	149	61	37					
		28.32%	32.48%	34.07%	30.32%	34.22%	33.63%	35.50%	34.67%	34.90%	27.72%	28.67%	27.40%	31.03%	32.00%	24.16%	27.49%	31.62%	27.65%	27.40%	31.34%	28.99%	31.50%	28.83%	24.49%	31.68%	33.84%	30.36%	33.94%	29.99%	30.66%	29.57%	29.45%	31.52%	27.83%	27.07%	28.66%	27.14%	25.78%	22.06%	29.96%	20.55%	24.92%	27.40%	25.74%	17.05%	24.60%	12.96%	21.03%	23.45%	24.25%	15.26%	33.21%	32.12%	25.73%	31.38%	34.43%	35.51%	30.75%	28.00%	29.15%	27.38%	26.50%	26.34%	25.15%	29.46%	26.47%	23.51%	16.98%	28.13%	17.51%	17.38%	23.33%	27.57%	28.89%	28.78%	29.38%	30.10%	29.29%	30.22%	19.68%	24.50%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3427	120	113	105	93	86	88	92	84	44	40	48	45	15	2	28	59	47	42	23	29	37	41	74	38	36	51	59	54	45	59	36	29	19	34	31	38	34	38	21	8	16	20	21	11	46	27	28	31	32	3	97	84	53	68	76	80	72	26	41	20	10	17	23	26	25	6	5	28	29	8	33	28	53	55	61	72	78	21	7	5					
		4.46%	9.08%	9.19%	7.98%	6.69%	6.92%	6.82%	7.40%	7.17%	4.23%	4.74%	4.38%	4.58%	3.75%	1.34%	3.66%	5.60%	5.20%	4.59%	2.65%	3.43%	4.16%	3.93%	5.61%	3.36%	3.05%	4.55%	5.09%	4.75%	4.25%	5.09%	3.71%	3.15%	2.31%	3.85%	3.24%	3.50%	3.42%	3.10%	3.08%	1.31%	4.80%	2.46%	2.95%	2.13%	2.91%	1.44%	2.71%	2.63%	4.02%	1.58%	6.90%	7.14%	4.98%	6.31%	6.76%	7.58%	6.90%	2.65%	4.08%	2.26%	1.31%	2.28%	3.34%	3.22%	2.89%	2.11%	1.54%	2.52%	1.62%	1.42%	3.61%	3.31%	4.71%	4.61%	4.77%	6.12%	6.44%	4.26%	2.26%	3.31%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22905	309	272	341	351	338	305	268	302	319	268	322	277	118	53	225	288	246	237	292	233	251	270	343	319	279	273	266	310	262	305	232	249	246	257	257	305	268	455	181	327	106	251	240	192	448	969	424	355	210	94	343	287	294	276	274	255	246	394	312	308	246	285	230	250	310	126	140	379	864	251	314	255	274	366	355	311	311	144	138	59					
		29.78%	23.39%	22.11%	25.91%	25.23%	27.19%	23.64%	21.56%	25.77%	30.70%	31.75%	29.41%	28.18%	29.50%	35.57%	29.45%	27.35%	27.21%	25.87%	33.64%	27.57%	28.23%	25.86%	26.00%	28.23%	23.60%	24.38%	22.97%	27.26%	24.72%	26.29%	23.89%	27.07%	29.89%	29.11%	26.88%	28.06%	26.99%	37.17%	26.58%	53.34%	31.83%	30.84%	33.76%	37.21%	28.34%	51.68%	41.09%	30.16%	26.38%	49.47%	24.40%	24.38%	27.61%	25.63%	24.38%	24.15%	23.56%	40.12%	31.04%	34.84%	32.11%	38.31%	33.43%	30.94%	35.84%	44.21%	43.21%	34.17%	48.19%	44.50%	34.39%	30.18%	24.36%	30.70%	27.73%	26.45%	25.66%	29.21%	44.52%	39.07%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	599	14	14	14	12	6	5	18	9	8	5	18	11	4	0	5	12	8	9	6	9	4	9	4	9	6	7	11	8	11	12	7	1	12	5	14	10	8	10	11	2	1	2	3	0	7	4	4	8	3	0	10	13	5	11	6	7	18	3	7	4	5	9	4	5	8	3	2	14	11	6	9	6	14	10	8	5	7	6	2	1					
		0.78%	1.06%	1.14%	1.06%	0.86%	0.48%	0.39%	1.45%	0.77%	0.77%	0.59%	1.64%	1.12%	1.00%	0.00%	0.65%	1.14%	0.88%	0.98%	0.69%	1.07%	0.45%	0.86%	0.30%	0.80%	0.51%	0.63%	0.95%	0.70%	1.04%	1.03%	0.72%	0.11%	1.46%	0.57%	1.46%	0.92%	0.81%	0.82%	1.62%	0.33%	0.30%	0.25%	0.42%	0.00%	0.44%	0.21%	0.39%	0.68%	0.38%	0.00%	0.71%	1.10%	0.47%	1.02%	0.53%	0.66%	1.72%	0.31%	0.70%	0.45%	0.65%	1.21%	0.58%	0.62%	0.92%	1.05%	0.62%	1.26%	0.61%	1.06%	0.99%	0.71%	1.24%	0.84%	0.63%	0.43%	0.58%	1.22%	0.65%	0.66%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
