Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Нижнеилимская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	747	24	21	19	26	26	34	34	32	32	42	12	31	4	10	8	7	13	9	16	4	9	4	13	11	9	8	3	7	16	14	4	7	5	30	21	13	15	12	11	34	26	27	44					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	409	6	11	6	8	18	9	20	23	24	37	7	25	2	2	1	4	11	6	6	0	9	0	3	7	5	4	0	0	0	14	2	5	4	11	7	12	14	6	0	14	14	11	41					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	211	4	10	10	8	3	11	24	8	17	15	6	6	1	2	3	1	0	0	8	0	3	2	2	7	1	3	0	0	3	4	5	4	2	5	4	0	7	4	2	4	2	2	8					
14	Число погашенных неиспользованных открепительных удостоверений	338	18	10	13	18	8	25	14	9	8	5	5	6	2	8	7	3	2	3	10	4	0	4	10	4	4	4	3	7	16	0	2	2	1	19	14	1	1	6	11	20	12	16	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	2	1	0	0	0	2	0	0	3	5	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	724	21	17	18	25	14	39	33	32	39	55	26	29	1	5	11	3	44	6	12	0	6	0	11	6	1	13	0	4	9	8	2	5	5	31	15	23	9	30	27	9	18	15	47					
		2.53%	2.35%	2.09%	2.61%	2.50%	1.36%	2.65%	2.31%	2.27%	3.87%	2.94%	4.34%	2.16%	1.37%	1.10%	3.73%	1.12%	7.39%	1.41%	1.95%	0.00%	1.86%	0.00%	2.07%	1.44%	1.39%	4.13%	0.00%	1.71%	1.49%	1.62%	1.87%	2.00%	2.78%	2.82%	2.06%	4.55%	1.38%	5.92%	5.31%	0.78%	1.94%	1.57%	2.79%					
19	2.Всероссийская политическая партия «Гражданская Сила»	124	3	4	2	3	5	2	7	8	8	23	2	2	1	1	3	0	0	1	0	0	1	0	1	0	0	0	0	2	2	3	0	2	0	2	5	3	5	1	4	5	4	3	6					
		0.43%	0.34%	0.49%	0.29%	0.30%	0.49%	0.14%	0.49%	0.57%	0.79%	1.23%	0.33%	0.15%	1.37%	0.22%	1.02%	0.00%	0.00%	0.23%	0.00%	0.00%	0.31%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.85%	0.33%	0.61%	0.00%	0.80%	0.00%	0.18%	0.69%	0.59%	0.77%	0.20%	0.79%	0.43%	0.43%	0.31%	0.36%					
20	3.Политическая партия «Демократическая партия России»	34	0	1	0	5	0	3	2	0	0	0	1	8	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	3	0	0	3					
		0.12%	0.00%	0.12%	0.00%	0.50%	0.00%	0.20%	0.14%	0.00%	0.00%	0.00%	0.17%	0.60%	0.00%	0.00%	0.00%	0.37%	0.17%	0.23%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.20%	0.26%	0.00%	0.00%	0.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2800	60	71	48	73	85	203	137	158	126	224	54	113	9	34	26	23	35	34	69	3	20	4	65	40	6	32	4	35	42	28	8	19	17	158	88	46	74	77	63	81	81	93	134					
		9.77%	6.72%	8.71%	6.97%	7.30%	8.25%	13.77%	9.60%	11.21%	12.49%	11.98%	9.02%	8.42%	12.33%	7.47%	8.81%	8.55%	5.88%	7.96%	11.20%	5.56%	6.19%	15.38%	12.24%	9.59%	8.33%	10.16%	12.12%	14.96%	6.94%	5.66%	7.48%	7.60%	9.44%	14.38%	12.10%	9.09%	11.38%	15.19%	12.40%	7.01%	8.71%	9.76%	7.97%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	256	18	10	11	16	5	11	17	11	24	45	9	16	1	1	2	0	2	4	1	0	0	0	5	1	0	1	0	1	5	4	0	5	0	3	0	5	4	0	0	6	0	4	8					
		0.89%	2.02%	1.23%	1.60%	1.60%	0.49%	0.75%	1.19%	0.78%	2.38%	2.41%	1.50%	1.19%	1.37%	0.22%	0.68%	0.00%	0.34%	0.94%	0.16%	0.00%	0.00%	0.00%	0.94%	0.24%	0.00%	0.32%	0.00%	0.43%	0.83%	0.81%	0.00%	2.00%	0.00%	0.27%	0.00%	0.99%	0.62%	0.00%	0.00%	0.52%	0.00%	0.42%	0.48%					
23	6.Политическая партия «Партия социальной справедливости»	54	1	2	2	2	0	3	2	6	1	2	1	3	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	2	2	0	0	0	0	3	3	1	1	0	0	0	2	2	9					
		0.19%	0.11%	0.25%	0.29%	0.20%	0.00%	0.20%	0.14%	0.43%	0.10%	0.11%	0.17%	0.22%	0.00%	0.22%	0.00%	0.00%	0.17%	0.00%	0.16%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.85%	0.33%	0.00%	0.00%	0.00%	0.00%	0.27%	0.41%	0.20%	0.15%	0.00%	0.00%	0.00%	0.22%	0.21%	0.54%					
24	7.Политическая партия «Либерально-демократическая партия России»	2926	120	85	90	112	123	131	184	136	106	169	63	131	1	47	51	38	40	28	48	1	53	4	35	58	12	41	0	35	104	46	15	37	19	97	71	57	68	45	54	102	83	70	116					
		10.21%	13.44%	10.43%	13.06%	11.20%	11.94%	8.89%	12.89%	9.65%	10.51%	9.04%	10.52%	9.76%	1.37%	10.33%	17.29%	14.13%	6.72%	6.56%	7.79%	1.85%	16.41%	15.38%	6.59%	13.91%	16.67%	13.02%	0.00%	14.96%	17.19%	9.29%	14.02%	14.80%	10.56%	8.83%	9.77%	11.26%	10.46%	8.88%	10.63%	8.82%	8.92%	7.35%	6.90%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2113	61	53	43	63	90	114	98	110	73	159	50	157	4	10	35	19	41	16	37	3	10	4	41	27	2	34	0	14	45	27	2	13	16	118	90	45	55	34	22	73	50	52	103					
		7.38%	6.83%	6.50%	6.24%	6.30%	8.74%	7.73%	6.87%	7.81%	7.23%	8.50%	8.35%	11.70%	5.48%	2.20%	11.86%	7.06%	6.89%	3.75%	6.01%	5.56%	3.10%	15.38%	7.72%	6.47%	2.78%	10.79%	0.00%	5.98%	7.44%	5.45%	1.87%	5.20%	8.89%	10.74%	12.38%	8.89%	8.46%	6.71%	4.33%	6.31%	5.38%	5.46%	6.12%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	169	5	6	11	3	6	6	4	10	6	12	3	6	0	4	2	0	5	0	6	0	3	1	6	2	1	2	2	1	1	4	0	2	0	3	3	6	1	4	2	5	6	7	12					
		0.59%	0.56%	0.74%	1.60%	0.30%	0.58%	0.41%	0.28%	0.71%	0.59%	0.64%	0.50%	0.45%	0.00%	0.88%	0.68%	0.00%	0.84%	0.00%	0.97%	0.00%	0.93%	3.85%	1.13%	0.48%	1.39%	0.63%	6.06%	0.43%	0.17%	0.81%	0.00%	0.80%	0.00%	0.27%	0.41%	1.19%	0.15%	0.79%	0.39%	0.43%	0.65%	0.73%	0.71%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18897	584	551	442	673	685	924	910	912	604	1134	382	850	56	347	161	181	417	329	428	47	222	12	358	279	50	186	27	135	382	368	76	165	121	671	443	302	423	307	328	850	668	690	1217					
		65.97%	65.40%	67.61%	64.15%	67.30%	66.50%	62.69%	63.77%	64.73%	59.86%	60.64%	63.77%	63.34%	76.71%	76.26%	54.58%	67.29%	70.08%	77.05%	69.48%	87.04%	68.73%	46.15%	67.42%	66.91%	69.44%	59.05%	81.82%	57.69%	63.14%	74.34%	71.03%	66.00%	67.22%	61.06%	60.94%	59.68%	65.08%	60.55%	64.57%	73.53%	71.83%	72.40%	72.35%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	222	14	3	3	7	8	17	11	20	10	23	4	12	0	1	1	0	1	1	3	0	5	0	1	1	0	2	0	0	4	2	1	0	1	0	4	8	4	3	1	8	11	9	18					
		0.77%	1.57%	0.37%	0.44%	0.70%	0.78%	1.15%	0.77%	1.42%	0.99%	1.23%	0.67%	0.89%	0.00%	0.22%	0.34%	0.00%	0.17%	0.23%	0.49%	0.00%	1.55%	0.00%	0.19%	0.24%	0.00%	0.63%	0.00%	0.00%	0.66%	0.40%	0.93%	0.00%	0.56%	0.00%	0.55%	1.58%	0.62%	0.59%	0.20%	0.69%	1.18%	0.94%	1.07%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
