Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Артинская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148					
		0.11%	0.10%	0.00%	0.00%	0.00%	0.06%	0.16%	0.00%	0.43%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	2.13%	0.00%	0.52%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1405	87	41	51	96	144	93	15	57	1	4	24	8	3	12	7	49	17	58	15	4	71	11	10	11	1	5	74	6	16	66	0	4	7	58	5	8	2	64	15	19	18	17	30	4	5	41	7	14	30					
		8.58%	8.28%	9.95%	6.98%	6.43%	9.30%	7.57%	6.64%	12.21%	1.64%	3.23%	9.20%	6.15%	5.36%	10.62%	2.59%	11.37%	20.99%	17.58%	8.38%	7.69%	7.86%	14.86%	9.26%	5.53%	1.22%	2.16%	18.27%	3.11%	4.27%	12.20%	0.00%	5.97%	5.88%	8.32%	3.03%	8.89%	3.28%	11.70%	9.93%	9.95%	10.91%	8.59%	6.15%	7.14%	8.77%	8.37%	7.45%	9.15%	15.71%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	133	11	3	12	16	17	7	4	8	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	14	0	7	5	0	0	1	6	6	0	0	1	3	1	0	2	0	0	0	1	1	0	0					
		0.81%	1.05%	0.73%	1.64%	1.07%	1.10%	0.57%	1.77%	1.71%	0.00%	0.00%	0.77%	0.00%	1.79%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.87%	3.46%	0.00%	1.87%	0.92%	0.00%	0.00%	0.84%	0.86%	3.64%	0.00%	0.00%	0.18%	1.99%	0.52%	0.00%	1.01%	0.00%	0.00%	0.00%	0.20%	1.06%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	43	2	0	1	7	8	6	2	3	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	1	0					
		0.26%	0.19%	0.00%	0.14%	0.47%	0.52%	0.49%	0.88%	0.64%	0.00%	0.81%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	1.92%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.18%	0.66%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1183	99	34	65	129	136	130	14	9	5	3	19	6	8	7	14	19	3	23	20	5	66	8	2	8	3	9	21	5	24	57	7	7	9	48	6	4	5	31	8	5	7	11	32	7	3	23	6	4	9					
		7.22%	9.42%	8.25%	8.89%	8.65%	8.79%	10.59%	6.19%	1.93%	8.20%	2.42%	7.28%	4.62%	14.29%	6.19%	5.19%	4.41%	3.70%	6.97%	11.17%	9.62%	7.31%	10.81%	1.85%	4.02%	3.66%	3.90%	5.19%	2.59%	6.40%	10.54%	15.56%	10.45%	7.56%	6.89%	3.64%	4.44%	8.20%	5.67%	5.30%	2.62%	4.24%	5.56%	6.56%	12.50%	5.26%	4.69%	6.38%	2.61%	4.71%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1379	98	23	45	121	117	98	14	155	22	50	32	1	2	4	15	19	3	10	15	2	68	2	2	7	0	28	50	41	48	21	5	4	2	46	5	6	1	40	6	12	8	12	31	5	4	31	10	14	24					
		8.42%	9.32%	5.58%	6.16%	8.11%	7.56%	7.98%	6.19%	33.19%	36.07%	40.32%	12.26%	0.77%	3.57%	3.54%	5.56%	4.41%	3.70%	3.03%	8.38%	3.85%	7.53%	2.70%	1.85%	3.52%	0.00%	12.12%	12.35%	21.24%	12.80%	3.88%	11.11%	5.97%	1.68%	6.60%	3.03%	6.67%	1.64%	7.31%	3.97%	6.28%	4.85%	6.06%	6.35%	8.93%	7.02%	6.33%	10.64%	9.15%	12.57%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	99	11	0	2	9	6	7	1	4	0	0	1	1	0	1	0	3	0	2	1	1	9	0	0	1	0	0	1	2	1	3	0	0	4	5	0	0	0	4	0	1	1	1	6	0	0	2	2	4	2					
		0.60%	1.05%	0.00%	0.27%	0.60%	0.39%	0.57%	0.44%	0.86%	0.00%	0.00%	0.38%	0.77%	0.00%	0.88%	0.00%	0.70%	0.00%	0.61%	0.56%	1.92%	0.99%	0.00%	0.00%	0.50%	0.00%	0.00%	0.25%	1.04%	0.27%	0.55%	0.00%	0.00%	3.36%	0.72%	0.00%	0.00%	0.00%	0.73%	0.00%	0.52%	0.61%	0.51%	1.23%	0.00%	0.00%	0.41%	2.13%	2.61%	1.05%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10445	654	269	508	1035	992	807	155	200	30	61	155	98	40	57	202	313	55	212	115	36	523	47	59	158	71	161	191	113	223	348	32	51	86	414	112	59	53	323	82	121	111	122	327	31	33	344	51	100	105					
		63.77%	62.23%	65.29%	69.49%	69.37%	64.08%	65.72%	68.58%	42.83%	49.18%	49.19%	59.39%	75.38%	71.43%	50.44%	74.81%	72.62%	67.90%	64.24%	64.25%	69.23%	57.92%	63.51%	54.63%	79.40%	86.59%	69.70%	47.16%	58.55%	59.47%	64.33%	71.11%	76.12%	72.27%	59.40%	67.88%	65.56%	86.89%	59.05%	54.30%	63.35%	67.27%	61.62%	67.01%	55.36%	57.89%	70.20%	54.26%	65.36%	54.97%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	55	3	2	1	9	12	3	0	1	0	0	3	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	6	0	0	0	4	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0					
		0.34%	0.29%	0.49%	0.14%	0.60%	0.78%	0.24%	0.00%	0.21%	0.00%	0.00%	1.15%	0.00%	0.00%	0.88%	0.37%	0.00%	1.23%	0.00%	0.56%	0.00%	0.11%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.27%	1.11%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.51%	0.20%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
