Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Артинская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №119	УИК №120	УИК №121	УИК №122	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148					
		37.37%	32.11%	32.11%	34.85%	31.74%	37.92%	32.21%	37.29%	40.79%	56.60%	35.24%	48.65%	28.76%	63.55%	31.71%	51.96%	49.25%	43.44%	38.25%	33.02%	33.04%	30.94%	53.13%	45.53%	50.00%	38.14%	28.33%	51.14%	44.82%	32.94%	48.75%	44.14%	41.26%	49.32%	56.25%	39.52%	36.36%	40.43%	38.79%	42.22%	29.13%	43.43%	39.56%	50.54%	40.38%	34.62%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	974	28	28	40	34	30	36	26	22	0	29	0	18	2	0	0	42	17	23	11	37	61	2	13	10	21	29	9	18	22	1	12	43	13	3	61	19	51	44	28	26	9	21	8	16	11					
		6.64%	4.12%	4.28%	6.28%	5.09%	3.72%	4.66%	14.69%	4.82%	0.00%	3.86%	0.00%	7.73%	1.87%	0.00%	0.00%	15.79%	4.06%	2.83%	3.49%	16.30%	7.31%	3.13%	10.57%	4.72%	9.77%	6.90%	5.11%	5.49%	4.29%	1.25%	10.81%	6.43%	8.78%	3.75%	12.18%	14.39%	27.13%	26.67%	15.56%	6.31%	9.09%	6.54%	8.60%	10.26%	7.05%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
