Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Усть-Таркская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1108	УИК №1109	УИК №1111	УИК №1112	УИК №1113	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1126	УИК №1127	УИК №1128	УИК №1130	УИК №1131	УИК №1132	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1142	УИК №1143	УИК №1145									
		4.44%	4.08%	12.12%	8.82%	3.17%	4.44%	0.00%	4.17%	4.35%	5.16%	6.45%	2.27%	3.20%	2.70%	3.33%	0.60%	4.59%	2.86%	5.88%	4.55%	7.26%	1.85%	4.53%	5.36%	2.65%	4.71%	3.69%	1.89%	5.20%	3.33%	4.93%	8.57%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	57	4	0	0	3	3	0	1	3	5	1	1	1	0	0	2	1	0	6	0	2	2	0	12	2	0	7	0	0	0	1	0									
		1.35%	1.36%	0.00%	0.00%	1.36%	6.67%	0.00%	0.46%	3.26%	3.23%	3.23%	2.27%	0.80%	0.00%	0.00%	1.20%	0.92%	0.00%	4.41%	0.00%	1.61%	3.70%	0.00%	1.31%	1.06%	0.00%	3.23%	0.00%	0.00%	0.00%	0.70%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2037	144	15	15	99	25	22	127	42	59	6	17	65	46	24	109	58	24	56	6	70	33	149	383	86	35	99	33	69	22	63	36									
		48.11%	48.98%	45.45%	44.12%	44.80%	55.56%	64.71%	58.80%	45.65%	38.06%	19.35%	38.64%	52.00%	62.16%	80.00%	65.66%	53.21%	68.57%	41.18%	27.27%	56.45%	61.11%	51.92%	41.90%	45.50%	41.18%	45.62%	62.26%	39.88%	73.33%	44.37%	51.43%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	4	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	4	1	0	0	1	0									
		0.40%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	2.27%	0.00%	0.00%	0.00%	0.60%	0.92%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.11%	0.53%	0.00%	1.84%	1.89%	0.00%	0.00%	0.70%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.81%	0.00%	0.35%	0.00%	0.53%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	800	51	4	3	56	5	7	37	25	25	3	17	17	14	3	31	24	3	18	2	12	6	56	170	55	22	45	5	41	2	23	18									
		18.89%	17.35%	12.12%	8.82%	25.34%	11.11%	20.59%	17.13%	27.17%	16.13%	9.68%	38.64%	13.60%	18.92%	10.00%	18.67%	22.02%	8.57%	13.24%	9.09%	9.68%	11.11%	19.51%	18.60%	29.10%	25.88%	20.74%	9.43%	23.70%	6.67%	16.20%	25.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	2	0	0	0	1	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0									
		0.28%	0.68%	0.00%	0.00%	0.00%	2.22%	0.00%	0.00%	0.00%	1.29%	0.00%	0.00%	0.00%	1.35%	3.33%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	1.06%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0									
		0.31%	0.68%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	1.09%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0									
		0.14%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.74%	0.00%	0.81%	0.00%	0.00%	0.11%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	15	1	0	0	0	1	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	2	1	0	0	0	2	0									
		0.35%	0.34%	0.00%	0.00%	0.00%	2.22%	0.00%	0.00%	0.00%	1.94%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.22%	0.00%	2.35%	0.46%	0.00%	0.00%	0.00%	1.41%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	786	49	9	12	37	3	4	35	15	39	8	5	29	4	1	11	12	3	33	13	18	7	51	212	26	12	37	7	44	3	38	9									
		18.56%	16.67%	27.27%	35.29%	16.74%	6.67%	11.76%	16.20%	16.30%	25.16%	25.81%	11.36%	23.20%	5.41%	3.33%	6.63%	11.01%	8.57%	24.26%	59.09%	14.52%	12.96%	17.77%	23.19%	13.76%	14.12%	17.05%	13.21%	25.43%	10.00%	26.76%	12.86%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	1	0	0									
		0.19%	0.34%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.58%	3.33%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	141	12	0	1	11	4	0	1	1	7	11	0	3	1	0	5	1	0	5	0	8	1	8	44	2	2	6	3	4	0	0	0									
		3.33%	4.08%	0.00%	2.94%	4.98%	8.89%	0.00%	0.46%	1.09%	4.52%	35.48%	0.00%	2.40%	1.35%	0.00%	3.01%	0.92%	0.00%	3.68%	0.00%	6.45%	1.85%	2.79%	4.81%	1.06%	2.35%	2.76%	5.66%	2.31%	0.00%	0.00%	0.00%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
