Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Мценская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1042	27	15	26	50	37	29	8	2	10	24	17	30	0	18	37	29	15	16	6	73	26	26	30	11	9	9	81	46	91	39	15	37	101	52					
		7.79%	5.65%	5.19%	5.16%	12.79%	10.91%	7.59%	3.09%	0.66%	5.56%	6.09%	6.16%	7.63%	0.00%	8.00%	6.23%	8.26%	6.76%	3.19%	2.29%	12.25%	4.51%	7.88%	9.55%	3.09%	3.40%	5.63%	13.24%	12.53%	13.07%	8.76%	18.99%	12.85%	7.13%	14.73%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	715	14	14	26	62	10	14	5	2	0	13	14	1	0	31	36	5	7	20	4	1	19	31	1	9	5	15	69	23	75	1	5	37	117	29					
		5.34%	2.93%	4.84%	5.16%	15.86%	2.95%	3.66%	1.93%	0.66%	0.00%	3.30%	5.07%	0.25%	0.00%	13.78%	6.06%	1.42%	3.15%	3.98%	1.53%	0.17%	3.29%	9.39%	0.32%	2.53%	1.89%	9.38%	11.27%	6.27%	10.78%	0.22%	6.33%	12.85%	8.26%	8.22%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	3	0	2	3	0	0	1	0	0	0	4	1	0	2	3	1	3	0	0	0	2	1	0	1	1	1	4	1	7	1	0	3	11	5					
		0.46%	0.63%	0.00%	0.40%	0.77%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	1.45%	0.25%	0.00%	0.89%	0.51%	0.28%	1.35%	0.00%	0.00%	0.00%	0.35%	0.30%	0.00%	0.28%	0.38%	0.63%	0.65%	0.27%	1.01%	0.22%	0.00%	1.04%	0.78%	1.42%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2088	28	21	40	77	50	33	36	58	14	37	16	70	42	19	56	27	17	55	26	93	63	23	56	49	32	24	201	95	100	44	17	50	416	103					
		15.61%	5.86%	7.27%	7.94%	19.69%	14.75%	8.64%	13.90%	19.14%	7.78%	9.39%	5.80%	17.81%	23.20%	8.44%	9.43%	7.69%	7.66%	10.96%	9.92%	15.60%	10.92%	6.97%	17.83%	13.76%	12.08%	15.00%	32.84%	25.89%	14.37%	9.89%	21.52%	17.36%	29.36%	29.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	92	2	3	1	6	3	1	0	1	0	3	2	1	0	3	11	1	0	0	2	0	2	2	0	0	1	2	9	0	11	3	0	1	18	3					
		0.69%	0.42%	1.04%	0.20%	1.53%	0.88%	0.26%	0.00%	0.33%	0.00%	0.76%	0.72%	0.25%	0.00%	1.33%	1.85%	0.28%	0.00%	0.00%	0.76%	0.00%	0.35%	0.61%	0.00%	0.00%	0.38%	1.25%	1.47%	0.00%	1.58%	0.67%	0.00%	0.35%	1.27%	0.85%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9156	392	232	408	179	238	305	207	240	155	315	221	287	138	122	419	284	180	411	218	428	463	246	226	285	214	94	240	199	408	357	40	141	710	154					
		68.43%	82.01%	80.28%	80.95%	45.78%	70.21%	79.84%	79.92%	79.21%	86.11%	79.95%	80.07%	73.03%	76.24%	54.22%	70.54%	80.91%	81.08%	81.87%	83.21%	71.81%	80.24%	74.55%	71.97%	80.06%	80.75%	58.75%	39.22%	54.22%	58.62%	80.22%	50.63%	48.96%	50.11%	43.63%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	76	3	1	1	5	1	0	0	0	1	0	2	1	0	7	8	4	0	0	3	1	2	1	0	0	1	0	2	0	2	0	0	3	22	5					
		0.57%	0.63%	0.35%	0.20%	1.28%	0.29%	0.00%	0.00%	0.00%	0.56%	0.00%	0.72%	0.25%	0.00%	3.11%	1.35%	1.14%	0.00%	0.00%	1.15%	0.17%	0.35%	0.30%	0.00%	0.00%	0.38%	0.00%	0.33%	0.00%	0.29%	0.00%	0.00%	1.04%	1.55%	1.42%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
