Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    район Очаково-Матвеевское																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №3761									
		2.95%	2.22%	2.68%	4.71%	4.31%	5.38%	2.84%	1.27%	0.23%	3.10%	4.79%	5.23%	3.66%	0.79%	5.28%	1.79%	1.23%	1.69%	1.61%	1.19%	5.14%	2.94%	4.31%	2.99%	2.34%	1.29%	2.98%	0.70%	2.29%	5.59%	3.63%	3.54%	2.81%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	43	0	0	1	1	3	0	2	3	0	1	3	4	0	0	0	1	3	0	0	0	1	2	0	0	3	2	2	4	3	0	4	0									
		0.17%	0.00%	0.00%	0.16%	0.15%	0.41%	0.00%	0.25%	0.34%	0.00%	0.13%	0.30%	0.44%	0.00%	0.00%	0.00%	0.11%	0.46%	0.00%	0.00%	0.00%	0.08%	0.27%	0.00%	0.00%	0.35%	0.23%	0.35%	0.57%	0.41%	0.00%	0.46%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1624	26	52	66	74	79	72	46	41	60	111	117	106	8	76	20	28	18	26	25	41	47	49	30	46	51	85	11	49	41	70	40	13									
		6.54%	4.13%	5.37%	10.36%	11.38%	10.90%	8.90%	5.86%	4.71%	7.76%	14.76%	11.55%	11.76%	1.05%	9.79%	2.75%	3.14%	2.76%	2.33%	3.70%	6.19%	3.74%	6.60%	3.73%	6.73%	5.99%	9.74%	1.92%	7.01%	5.59%	8.75%	4.57%	7.30%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2963	24	101	72	80	88	108	60	134	62	142	166	160	97	112	97	98	85	75	88	63	127	106	77	106	106	128	74	75	84	74	62	32									
		11.93%	3.81%	10.42%	11.30%	12.31%	12.14%	13.35%	7.64%	15.40%	8.02%	18.88%	16.39%	17.76%	12.76%	14.43%	13.32%	10.99%	13.04%	6.73%	13.04%	9.52%	10.10%	14.29%	9.58%	15.50%	12.46%	14.66%	12.89%	10.73%	11.46%	9.25%	7.09%	17.98%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	113	0	5	8	3	1	5	2	6	3	1	2	6	3	1	4	4	2	4	1	5	9	3	2	5	5	6	1	1	3	2	7	3									
		0.45%	0.00%	0.52%	1.26%	0.46%	0.14%	0.62%	0.25%	0.69%	0.39%	0.13%	0.20%	0.67%	0.39%	0.13%	0.55%	0.45%	0.31%	0.36%	0.15%	0.76%	0.72%	0.40%	0.25%	0.73%	0.59%	0.69%	0.17%	0.14%	0.41%	0.25%	0.80%	1.69%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1114	13	40	38	22	37	49	30	25	41	72	58	42	43	38	32	35	24	25	16	21	25	35	24	52	21	57	20	34	53	45	39	8									
		4.48%	2.06%	4.13%	5.97%	3.38%	5.10%	6.06%	3.82%	2.87%	5.30%	9.57%	5.73%	4.66%	5.66%	4.90%	4.40%	3.92%	3.68%	2.24%	2.37%	3.17%	1.99%	4.72%	2.99%	7.60%	2.47%	6.53%	3.48%	4.86%	7.23%	5.63%	4.46%	4.49%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
