Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Свирская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084					
		8.63%	9.34%	6.83%	12.72%	7.30%	7.14%	11.78%	9.14%	7.35%	10.30%	9.94%	11.58%	6.23%	8.24%	7.82%	6.25%	3.45%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	193	4	11	24	9	9	6	12	16	10	9	7	6	16	44	8	2					
		2.57%	0.78%	2.51%	5.26%	1.93%	1.84%	1.33%	2.33%	3.09%	1.87%	1.79%	1.35%	1.17%	3.47%	7.82%	3.57%	0.57%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4712	335	287	249	262	324	269	332	319	312	311	265	356	299	362	164	266					
		62.73%	65.18%	65.38%	54.61%	56.22%	66.12%	59.78%	64.59%	61.70%	58.43%	61.83%	51.16%	69.26%	64.86%	64.30%	73.21%	76.44%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	71	1	5	5	6	3	3	10	8	5	5	4	5	2	4	3	2					
		0.95%	0.19%	1.14%	1.10%	1.29%	0.61%	0.67%	1.95%	1.55%	0.94%	0.99%	0.77%	0.97%	0.43%	0.71%	1.34%	0.57%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
