Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Беломорская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204									
		0.85%	1.50%	1.60%	1.39%	0.85%	1.35%	0.44%	0.38%	0.77%	0.54%	0.00%	0.83%	1.98%	0.00%	1.40%	1.54%	0.00%	0.56%	0.49%	0.20%	0.00%	1.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	1	1	3	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0									
		0.18%	0.00%	0.18%	0.17%	0.43%	0.19%	0.00%	0.38%	0.38%	0.54%	0.00%	0.00%	0.99%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1286	44	109	89	131	107	82	79	48	44	14	23	25	39	36	14	24	108	46	165	32	27									
		21.56%	22.00%	19.33%	15.45%	18.61%	20.70%	17.98%	29.70%	18.46%	23.78%	19.72%	19.01%	24.75%	23.78%	25.17%	21.54%	25.00%	20.19%	22.55%	32.80%	20.78%	33.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	2	2	6	3	4	3	1	2	0	0	0	0	0	0	0	0	1	1	0	1	0									
		0.44%	1.00%	0.35%	1.04%	0.43%	0.77%	0.66%	0.38%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.49%	0.00%	0.65%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	56	1	6	7	2	11	4	2	5	1	0	3	0	0	1	1	0	6	0	5	1	0									
		0.94%	0.50%	1.06%	1.22%	0.28%	2.13%	0.88%	0.75%	1.92%	0.54%	0.00%	2.48%	0.00%	0.00%	0.70%	1.54%	0.00%	1.12%	0.00%	0.99%	0.65%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0									
		0.08%	0.00%	0.18%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.19%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	260	10	36	42	35	20	22	13	13	3	1	3	4	2	4	6	4	14	2	19	4	3									
		4.36%	5.00%	6.38%	7.29%	4.97%	3.87%	4.82%	4.89%	5.00%	1.62%	1.41%	2.48%	3.96%	1.22%	2.80%	9.23%	4.17%	2.62%	0.98%	3.78%	2.60%	3.70%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	599	30	61	66	89	45	47	27	16	19	4	10	9	9	11	8	6	66	24	43	7	2									
		10.04%	15.00%	10.82%	11.46%	12.64%	8.70%	10.31%	10.15%	6.15%	10.27%	5.63%	8.26%	8.91%	5.49%	7.69%	12.31%	6.25%	12.34%	11.76%	8.55%	4.55%	2.47%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	39	3	4	5	9	2	3	1	3	0	0	0	0	1	2	0	0	0	2	3	0	1									
		0.65%	1.50%	0.71%	0.87%	1.28%	0.39%	0.66%	0.38%	1.15%	0.00%	0.00%	0.00%	0.00%	0.61%	1.40%	0.00%	0.00%	0.00%	0.98%	0.60%	0.00%	1.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	529	16	44	76	90	46	72	17	29	10	1	8	7	10	3	5	5	39	13	27	11	0									
		8.87%	8.00%	7.80%	13.19%	12.78%	8.90%	15.79%	6.39%	11.15%	5.41%	1.41%	6.61%	6.93%	6.10%	2.10%	7.69%	5.21%	7.29%	6.37%	5.37%	7.14%	0.00%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
