Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Веденская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	1	1	2	0	0	0	1	1	1	1	2	0	0	1	1	0	1	1	1	1	1	1	1	2	1	1	0	0	1	0	0									
		0.13%	0.10%	0.14%	1.03%	0.00%	0.00%	0.00%	0.10%	0.23%	0.17%	0.27%	0.93%	0.00%	0.00%	0.35%	0.23%	0.00%	0.24%	0.45%	0.08%	0.08%	0.08%	0.04%	0.21%	1.21%	0.21%	0.14%	0.00%	0.00%	1.67%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	101	11	7	2	2	6	7	6	4	3	2	1	1	1	3	2	1	2	1	7	4	3	4	1	2	3	5	3	2	1	3	1									
		0.57%	1.10%	0.96%	1.03%	1.08%	0.57%	0.58%	0.61%	0.90%	0.52%	0.53%	0.47%	0.77%	0.36%	1.05%	0.45%	2.38%	0.49%	0.45%	0.56%	0.32%	0.25%	0.16%	0.21%	1.21%	0.63%	0.71%	0.84%	1.18%	1.67%	0.89%	0.71%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
