Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Касимовская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	594	12	12	12	8	12	7	10	12	9	9	12	12	9	10	10	10	9	12	10	10	10	10	9	14	12	12	12	12	14	9	9	9	9	9	12	9	12	12	9	12	8	12	12	12	8	12	12	15	15	15	14	18	18					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	2	0	0	0	1	1	1	0	0	1	2	0	1	1	0	3	1	0	1	1	0	0	0	3	0	6	1	6	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	83	1	1	2	2	3	1	3	1	0	0	0	0	4	0	3	0	0	1	2	3	0	2	1	4	3	1	0	2	7	0	1	5	1	0	1	0	0	1	0	0	0	0	2	1	0	1	5	6	0	3	2	5	2					
14	Число погашенных открепительных удостоверений	553	12	12	12	8	11	7	10	12	9	9	12	12	9	10	10	8	9	12	10	10	10	8	9	13	10	12	12	12	13	8	8	9	9	8	10	9	11	11	9	9	7	12	11	11	8	12	12	12	15	9	13	12	15					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	"1. ""ЕДИНЕНИЕ"""	207	7	2	2	1	1	0	4	4	1	0	0	6	0	1	3	2	3	10	1	4	3	7	5	10	6	1	3	3	6	3	2	4	6	2	5	0	0	7	7	0	1	3	4	6	2	3	1	8	5	12	10	7	13					
		1.22%	2.25%	0.49%	0.79%	0.44%	0.44%	0.0%	1.87%	1.05%	0.83%	0.0%	0.0%	2.95%	0.0%	0.46%	0.97%	0.80%	1.76%	1.82%	0.45%	1.6%	0.95%	2.72%	5.49%	1.38%	1.21%	0.52%	1.20%	1.5%	0.99%	2.91%	0.44%	1.21%	2.5%	1.11%	1.86%	0.0%	0.0%	2.05%	3.19%	0.0%	0.85%	0.97%	0.95%	2.17%	1.28%	1.13%	0.56%	1.15%	1.18%	1.56%	1.43%	0.97%	1.40%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	137	1	4	4	2	4	1	5	3	1	1	4	1	1	1	3	3	0	6	2	0	6	1	0	12	2	4	1	1	4	1	2	1	3	2	0	0	0	2	4	0	0	1	2	1	0	2	2	5	6	5	9	6	5					
		0.81%	0.32%	0.98%	1.58%	0.88%	1.76%	0.69%	2.34%	0.78%	0.83%	0.78%	1.31%	0.49%	0.58%	0.46%	0.97%	1.21%	0.0%	1.09%	0.90%	0.0%	1.90%	0.38%	0.0%	1.66%	0.40%	2.08%	0.40%	0.5%	0.66%	0.97%	0.44%	0.30%	1.25%	1.11%	0.0%	0.0%	0.0%	0.58%	1.82%	0.0%	0.0%	0.32%	0.47%	0.36%	0.0%	0.75%	1.12%	0.72%	1.41%	0.65%	1.29%	0.83%	0.54%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1664	11	22	30	22	27	9	25	27	6	8	33	12	16	16	28	21	25	51	15	33	41	25	18	46	51	21	17	17	54	13	31	33	42	15	13	0	58	31	30	11	6	32	32	30	22	18	25	72	51	57	68	125	122					
		9.86%	3.54%	5.41%	11.90%	9.73%	11.89%	6.29%	11.73%	7.10%	5.0%	6.29%	10.81%	5.91%	9.41%	7.37%	9.12%	8.50%	14.70%	9.28%	6.81%	13.2%	13.01%	9.72%	19.78%	6.38%	10.34%	10.93%	6.85%	8.5%	8.97%	12.62%	6.82%	10.03%	17.5%	8.33%	4.85%	0.0%	14.91%	9.11%	13.69%	6.47%	5.12%	10.38%	7.67%	10.86%	14.10%	6.79%	14.04%	10.41%	12.05%	7.41%	9.78%	17.48%	13.23%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	183	4	2	3	2	4	2	2	6	0	2	1	2	1	0	1	3	0	7	1	0	4	1	1	13	9	1	2	3	7	0	3	2	4	3	1	0	7	3	0	1	0	3	6	0	2	3	1	6	4	16	11	11	12					
		1.08%	1.29%	0.49%	1.19%	0.88%	1.76%	1.39%	0.93%	1.57%	0.0%	1.57%	0.32%	0.98%	0.58%	0.0%	0.32%	1.21%	0.0%	1.27%	0.45%	0.0%	1.26%	0.38%	1.09%	1.80%	1.82%	0.52%	0.80%	1.5%	1.16%	0.0%	0.66%	0.60%	1.66%	1.66%	0.37%	0.0%	1.79%	0.88%	0.0%	0.58%	0.0%	0.97%	1.43%	0.0%	1.28%	1.13%	0.56%	0.86%	0.94%	2.08%	1.58%	1.53%	1.30%					
22	"5. ""За Русь Святую"""	127	6	4	1	2	0	1	2	3	2	0	0	2	1	8	1	5	1	5	5	0	5	1	0	3	3	0	1	0	1	0	2	2	0	0	0	0	4	0	1	1	2	0	2	1	0	2	0	27	0	4	1	6	9					
		0.75%	1.93%	0.98%	0.39%	0.88%	0.0%	0.69%	0.93%	0.78%	1.66%	0.0%	0.0%	0.98%	0.58%	3.68%	0.32%	2.02%	0.58%	0.91%	2.27%	0.0%	1.58%	0.38%	0.0%	0.41%	0.60%	0.0%	0.40%	0.0%	0.16%	0.0%	0.44%	0.60%	0.0%	0.0%	0.0%	0.0%	1.02%	0.0%	0.45%	0.58%	1.70%	0.0%	0.47%	0.36%	0.0%	0.75%	0.0%	3.90%	0.0%	0.52%	0.14%	0.83%	0.97%					
23	"6. ""Объединенная Российская партия ""Русь"""	48	0	1	0	1	0	0	1	2	0	3	1	1	0	0	0	0	0	1	0	2	1	0	0	3	1	0	0	3	0	1	1	2	0	1	0	0	0	1	0	0	0	0	5	0	0	3	0	1	0	1	0	3	8					
		0.28%	0.0%	0.24%	0.0%	0.44%	0.0%	0.0%	0.46%	0.52%	0.0%	2.36%	0.32%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.8%	0.31%	0.0%	0.0%	0.41%	0.20%	0.0%	0.0%	1.5%	0.0%	0.97%	0.22%	0.60%	0.0%	0.55%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	1.19%	0.0%	0.0%	1.13%	0.0%	0.14%	0.0%	0.13%	0.0%	0.41%	0.86%					
24	"7. ""Новый курс - Автомобильная Россия"""	62	1	1	0	0	1	0	1	1	0	2	0	1	1	0	0	0	0	2	1	0	0	1	0	5	2	1	0	1	1	0	1	6	0	0	0	0	3	0	0	0	1	0	0	1	0	1	1	5	2	7	4	3	4					
		0.36%	0.32%	0.24%	0.0%	0.0%	0.44%	0.0%	0.46%	0.26%	0.0%	1.57%	0.0%	0.49%	0.58%	0.0%	0.0%	0.0%	0.0%	0.36%	0.45%	0.0%	0.0%	0.38%	0.0%	0.69%	0.40%	0.52%	0.0%	0.5%	0.16%	0.0%	0.22%	1.82%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.0%	0.0%	0.85%	0.0%	0.0%	0.36%	0.0%	0.37%	0.56%	0.72%	0.47%	0.91%	0.57%	0.41%	0.43%					
25	"8. ""Народно-республиканская партия России"""	19	3	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2					
		0.11%	0.96%	0.0%	0.0%	0.44%	0.0%	0.69%	0.0%	0.0%	0.83%	0.0%	0.32%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.45%	0.4%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.30%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.21%					
26	"9. ""Российская экологическая партия ""Зеленые"""	47	0	0	9	1	0	0	3	1	1	0	0	0	0	0	2	0	0	2	0	1	1	0	0	0	2	0	0	2	1	0	0	0	0	2	1	0	0	0	0	1	0	0	2	1	0	0	0	2	0	0	9	1	2					
		0.27%	0.0%	0.0%	3.57%	0.44%	0.0%	0.0%	1.40%	0.26%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.36%	0.0%	0.4%	0.31%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	1.0%	0.16%	0.0%	0.0%	0.0%	0.0%	1.11%	0.37%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.47%	0.36%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	1.29%	0.13%	0.21%					
27	"10. ""Аграрная партия России"""	1313	75	25	0	19	14	14	0	32	10	11	69	4	4	4	68	14	22	14	47	3	30	10	3	29	29	16	16	14	43	1	20	9	6	24	57	10	38	13	13	40	9	63	43	69	16	36	2	41	31	44	25	14	50					
		7.78%	24.19%	6.15%	0.0%	8.40%	6.16%	9.79%	0.0%	8.42%	8.33%	8.66%	22.62%	1.97%	2.35%	1.84%	22.14%	5.66%	12.94%	2.55%	21.36%	1.2%	9.52%	3.89%	3.29%	4.02%	5.88%	8.33%	6.45%	7.0%	7.14%	0.97%	4.40%	2.73%	2.5%	13.33%	21.26%	12.65%	9.76%	3.82%	5.93%	23.52%	7.69%	20.45%	10.31%	24.99%	10.25%	13.58%	1.12%	5.93%	7.32%	5.72%	3.59%	1.95%	5.42%					
28	"11. ""Истинные патриоты России"""	19	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	9					
		0.11%	0.0%	0.24%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.32%	0.0%	0.36%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	108	6	0	1	2	0	0	2	4	0	0	4	0	1	5	3	0	3	2	0	0	0	4	2	7	10	1	4	1	1	0	0	5	1	2	2	0	2	2	4	1	0	1	2	1	2	1	0	3	1	6	2	6	1					
		0.64%	1.93%	0.0%	0.39%	0.88%	0.0%	0.0%	0.93%	1.05%	0.0%	0.0%	1.31%	0.0%	0.58%	2.30%	0.97%	0.0%	1.76%	0.36%	0.0%	0.0%	0.0%	1.55%	2.19%	0.97%	2.02%	0.52%	1.61%	0.5%	0.16%	0.0%	0.0%	1.51%	0.41%	1.11%	0.74%	0.0%	0.51%	0.58%	1.82%	0.58%	0.0%	0.32%	0.47%	0.36%	1.28%	0.37%	0.0%	0.43%	0.23%	0.78%	0.28%	0.83%	0.10%					
30	"13. ""Демократическая партия России"""	53	3	0	0	0	2	1	2	0	0	0	2	0	1	0	0	1	0	0	2	1	5	0	0	2	2	0	0	0	1	1	3	1	1	1	0	0	1	0	0	0	0	0	0	1	0	2	1	1	1	3	4	5	2					
		0.31%	0.96%	0.0%	0.0%	0.0%	0.88%	0.69%	0.93%	0.0%	0.0%	0.0%	0.65%	0.0%	0.58%	0.0%	0.0%	0.40%	0.0%	0.0%	0.90%	0.4%	1.58%	0.0%	0.0%	0.27%	0.40%	0.0%	0.0%	0.0%	0.16%	0.97%	0.66%	0.30%	0.41%	0.55%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.75%	0.56%	0.14%	0.23%	0.39%	0.57%	0.69%	0.21%					
31	"14. ""Великая Россия - Евразийский Союз"""	31	1	1	0	0	0	2	1	1	0	0	1	0	0	0	0	2	0	1	0	0	2	1	0	1	1	1	0	0	1	0	0	2	0	1	0	0	1	1	0	0	1	0	2	0	0	0	0	1	2	1	0	2	0					
		0.18%	0.32%	0.24%	0.0%	0.0%	0.0%	1.39%	0.46%	0.26%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.18%	0.0%	0.0%	0.63%	0.38%	0.0%	0.13%	0.20%	0.52%	0.0%	0.0%	0.16%	0.0%	0.0%	0.60%	0.0%	0.55%	0.0%	0.0%	0.25%	0.29%	0.0%	0.0%	0.85%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.14%	0.47%	0.13%	0.0%	0.27%	0.0%					
32	"15. ""Партия СЛОН"""	12	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0					
		0.07%	0.32%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.64%	0.0%	0.56%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	821	7	11	12	17	9	5	6	12	4	0	8	3	4	20	12	9	9	36	9	8	13	10	5	24	28	12	13	9	36	6	50	13	2	0	21	1	20	16	4	1	2	11	18	3	8	8	2	53	21	60	39	52	59					
		4.86%	2.25%	2.70%	4.76%	7.52%	3.96%	3.49%	2.81%	3.15%	3.33%	0.0%	2.62%	1.47%	2.35%	9.21%	3.90%	3.64%	5.29%	6.55%	4.09%	3.2%	4.12%	3.89%	5.49%	3.32%	5.67%	6.25%	5.24%	4.5%	5.98%	5.82%	11.01%	3.95%	0.83%	0.0%	7.83%	1.26%	5.14%	4.70%	1.82%	0.58%	1.70%	3.57%	4.31%	1.08%	5.12%	3.01%	1.12%	7.67%	4.96%	7.80%	5.61%	7.27%	6.39%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	45	0	1	0	2	0	1	0	0	0	0	2	0	0	0	2	0	0	1	0	1	0	2	0	1	0	0	2	0	2	0	4	1	2	1	1	0	2	0	1	1	1	0	4	0	0	2	0	1	0	3	2	1	1					
		0.26%	0.0%	0.24%	0.0%	0.88%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.18%	0.0%	0.4%	0.0%	0.77%	0.0%	0.13%	0.0%	0.0%	0.80%	0.0%	0.33%	0.0%	0.88%	0.30%	0.83%	0.55%	0.37%	0.0%	0.51%	0.0%	0.45%	0.58%	0.85%	0.0%	0.95%	0.0%	0.0%	0.75%	0.0%	0.14%	0.0%	0.39%	0.28%	0.13%	0.10%					
35	"18. ""ЛДПР"""	1818	19	51	30	21	35	15	23	31	17	17	30	29	25	17	14	30	15	35	15	24	33	37	9	116	53	17	35	17	98	8	52	30	27	11	20	8	34	23	27	18	14	28	84	37	10	25	30	66	57	78	74	71	78					
		10.78%	6.12%	12.56%	11.90%	9.29%	15.41%	10.48%	10.79%	8.15%	14.16%	13.38%	9.83%	14.28%	14.70%	7.83%	4.56%	12.14%	8.82%	6.37%	6.81%	9.6%	10.47%	14.39%	9.89%	16.08%	10.75%	8.85%	14.11%	8.5%	16.27%	7.76%	11.45%	9.11%	11.25%	6.11%	7.46%	10.12%	8.74%	6.76%	12.32%	10.58%	11.96%	9.09%	20.14%	13.40%	6.41%	9.43%	16.85%	9.55%	13.47%	10.14%	10.64%	9.93%	8.45%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	293	7	18	4	5	3	2	7	6	0	2	6	2	5	6	4	4	2	5	1	1	8	2	2	11	10	3	3	3	14	2	12	8	2	3	6	1	6	3	3	0	2	8	5	4	3	1	5	14	10	15	18	5	11					
		1.73%	2.25%	4.43%	1.58%	2.21%	1.32%	1.39%	3.28%	1.57%	0.0%	1.57%	1.96%	0.98%	2.94%	2.76%	1.30%	1.61%	1.17%	0.91%	0.45%	0.4%	2.53%	0.77%	2.19%	1.52%	2.02%	1.56%	1.20%	1.5%	2.32%	1.94%	2.64%	2.43%	0.83%	1.66%	2.23%	1.26%	1.54%	0.88%	1.36%	0.0%	1.70%	2.59%	1.19%	1.44%	1.92%	0.37%	2.80%	2.02%	2.36%	1.95%	2.58%	0.69%	1.19%					
37	"20. ""Политическая партия ""Единая Россия"""	6722	85	203	136	98	85	78	111	166	65	72	88	111	94	105	128	123	64	234	59	130	124	109	37	332	180	82	86	83	221	52	167	173	98	81	117	43	185	185	68	52	59	86	125	85	60	77	94	182	153	317	239	284	251					
		39.86%	27.41%	49.99%	53.96%	43.36%	37.44%	54.54%	52.11%	43.68%	54.16%	56.69%	28.85%	54.67%	55.29%	48.38%	41.69%	49.79%	37.64%	42.62%	26.81%	52.0%	39.36%	42.41%	40.65%	46.04%	36.51%	42.70%	34.67%	41.5%	36.71%	50.48%	36.78%	52.58%	40.83%	45.0%	43.65%	54.43%	47.55%	54.41%	31.05%	30.58%	50.42%	27.92%	29.97%	30.79%	38.46%	29.05%	52.80%	26.33%	36.17%	41.22%	34.38%	39.72%	27.22%					
38	"21. ""Российская Конституционно-демократическая партия"""	75	0	0	1	1	0	0	3	3	0	0	1	0	2	3	8	3	1	0	0	0	0	2	0	6	4	1	2	0	2	1	5	0	1	1	2	3	0	1	0	0	1	1	2	1	2	1	1	1	3	0	2	0	3					
		0.44%	0.0%	0.0%	0.39%	0.44%	0.0%	0.0%	1.40%	0.78%	0.0%	0.0%	0.32%	0.0%	1.17%	1.38%	2.60%	1.21%	0.58%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.83%	0.81%	0.52%	0.80%	0.0%	0.33%	0.97%	1.10%	0.0%	0.41%	0.55%	0.74%	3.79%	0.0%	0.29%	0.0%	0.0%	0.85%	0.32%	0.47%	0.36%	1.28%	0.37%	0.56%	0.14%	0.70%	0.0%	0.28%	0.0%	0.32%					
39	"22. ""Развитие предпринимательства"""	29	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	1	1	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	2	0	1	1	2	4					
		0.17%	0.0%	0.0%	0.0%	0.0%	0.88%	0.0%	0.0%	0.52%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.4%	0.0%	0.77%	0.0%	0.13%	0.20%	0.0%	0.0%	0.0%	0.0%	1.94%	0.22%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.45%	0.0%	0.85%	0.0%	0.0%	0.36%	0.0%	0.37%	0.0%	0.28%	0.0%	0.13%	0.14%	0.27%	0.43%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2197	55	35	14	19	22	7	9	59	11	6	35	21	12	22	21	19	21	96	43	31	25	32	6	44	65	19	47	32	82	7	72	27	34	24	13	9	20	42	54	34	13	54	38	13	13	60	5	162	56	105	145	74	213					
		13.02%	17.74%	8.62%	5.55%	8.40%	9.69%	4.89%	4.22%	15.52%	9.16%	4.72%	11.47%	10.34%	7.05%	10.13%	6.84%	7.69%	12.35%	17.48%	19.54%	12.4%	7.93%	12.45%	6.59%	6.10%	13.18%	9.89%	18.95%	16.0%	13.62%	6.79%	15.85%	8.20%	14.16%	13.33%	4.85%	11.39%	5.14%	12.35%	24.65%	20.0%	11.11%	17.53%	9.11%	4.71%	8.33%	22.64%	2.80%	23.44%	13.23%	13.65%	20.86%	10.34%	23.10%					
																																																												
41	Против всех	618	9	20	4	4	16	2	5	9	1	3	15	7	1	6	7	5	3	26	13	7	8	7	0	45	22	11	15	6	17	5	22	8	9	4	7	4	6	8	0	7	2	16	27	18	13	16	3	22	10	24	26	23	44					
		3.66%	2.90%	4.92%	1.58%	1.76%	7.04%	1.39%	2.34%	2.36%	0.83%	2.36%	4.91%	3.44%	0.58%	2.76%	2.28%	2.02%	1.76%	4.73%	5.90%	2.8%	2.53%	2.72%	0.0%	6.24%	4.46%	5.72%	6.04%	3.0%	2.82%	4.85%	4.84%	2.43%	3.75%	2.22%	2.61%	5.06%	1.54%	2.35%	0.0%	4.11%	1.70%	5.19%	6.47%	6.52%	8.33%	6.03%	1.68%	3.18%	2.36%	3.12%	3.74%	3.21%	4.77%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
