Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Бугульминская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	610	2	12	53	4	17	30	6	23	28	1	11	18	9	16	4	4	4	8	27	11	8	22	8	1	12	14	10	47	189	11					
		4.32%	1.26%	3.04%	8.26%	2.28%	3.37%	4.45%	3.44%	5.39%	7.95%	0.61%	2.10%	2.74%	4.12%	4.77%	0.80%	1.44%	2.98%	1.60%	4.20%	3.51%	4.12%	5.11%	1.97%	0.81%	2.67%	2.63%	1.62%	4.99%	7.95%	3.81%					
37	"20. ""Политическая партия ""Единая Россия"""	8622	114	240	352	121	262	432	112	267	222	114	456	390	119	201	353	144	91	362	322	208	82	216	240	96	307	303	391	583	1307	215					
		61.13%	72.15%	60.91%	54.91%	69.14%	52.08%	64.09%	64.36%	62.67%	63.06%	70.37%	87.35%	59.54%	54.58%	60.0%	70.88%	52.17%	67.91%	72.69%	50.15%	66.45%	42.26%	50.23%	59.11%	78.04%	68.37%	56.95%	63.68%	61.95%	55.00%	74.65%					
38	"21. ""Российская Конституционно-демократическая партия"""	43	0	4	2	0	2	2	0	0	0	1	2	0	0	0	1	1	0	1	3	2	1	2	1	0	0	1	1	7	8	1					
		0.30%	0.0%	1.01%	0.31%	0.0%	0.39%	0.29%	0.0%	0.0%	0.0%	0.61%	0.38%	0.0%	0.0%	0.0%	0.20%	0.36%	0.0%	0.20%	0.46%	0.63%	0.51%	0.46%	0.24%	0.0%	0.0%	0.18%	0.16%	0.74%	0.33%	0.34%					
39	"22. ""Развитие предпринимательства"""	26	0	0	1	0	2	1	0	0	4	0	0	2	3	0	0	0	0	0	0	0	0	0	2	0	1	1	2	3	4	0					
		0.18%	0.0%	0.0%	0.15%	0.0%	0.39%	0.14%	0.0%	0.0%	1.13%	0.0%	0.0%	0.30%	1.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.22%	0.18%	0.32%	0.31%	0.16%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1163	12	26	36	15	49	40	17	26	28	7	24	45	27	57	52	25	4	30	45	14	14	43	15	5	53	57	107	90	194	6					
		8.24%	7.59%	6.59%	5.61%	8.57%	9.74%	5.93%	9.77%	6.10%	7.95%	4.32%	4.59%	6.87%	12.38%	17.01%	10.44%	9.05%	2.98%	6.02%	7.00%	4.47%	7.21%	10.0%	3.69%	4.06%	11.80%	10.71%	17.42%	9.56%	8.16%	2.08%					
																																					
41	Против всех	489	2	10	22	3	16	33	11	11	8	6	5	28	9	9	5	11	3	22	26	8	4	14	5	3	2	39	6	27	133	8					
		3.46%	1.26%	2.53%	3.43%	1.71%	3.18%	4.89%	6.32%	2.58%	2.27%	3.70%	0.95%	4.27%	4.12%	2.68%	1.00%	3.98%	2.23%	4.41%	4.04%	2.55%	2.06%	3.25%	1.23%	2.43%	0.44%	7.33%	0.97%	2.86%	5.59%	2.77%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
