Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
"Наименование Избирательной комиссии:    Ижевск, Ленинская"																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248					
		5.82%	5.67%	5.06%	5.99%	4.41%	4.27%	6.28%	4.06%	4.88%	4.34%	2.55%	4.42%	4.29%	5.75%	5.82%	5.87%	5.86%	3.91%	6.12%	10.25%	6.76%	6.48%	5.16%	5.94%	4.67%	4.88%	4.96%	5.83%	7.57%	6.32%	9.67%	2.20%	3.24%	5.66%	6.24%	8.00%	8.23%	7.83%	5.76%	1.81%	6.81%	9.09%	5.05%	1.33%	5.57%	4.50%	8.71%	7.20%	4.55%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1328	38	38	9	38	32	42	45	22	28	39	41	32	27	23	32	37	17	40	20	28	46	46	24	23	25	35	42	20	25	32	4	45	35	28	13	59	54	4	1	1	1	6	11	34	40	23	18	5					
		2.80%	2.79%	3.50%	1.17%	3.29%	2.91%	3.03%	3.04%	5.11%	3.2%	4.14%	3.12%	3.71%	2.42%	2.43%	2.29%	2.93%	3.91%	2.72%	2.13%	2.28%	3.59%	2.73%	2.23%	2.15%	2.83%	2.51%	2.69%	1.70%	2.39%	2.14%	2.94%	3.94%	2.36%	3.23%	2.97%	4.71%	3.46%	7.69%	1.81%	2.27%	1.51%	1.59%	3.66%	2.91%	2.86%	1.80%	1.85%	0.84%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1385	45	38	18	22	36	35	30	16	22	13	25	35	33	27	38	31	10	35	34	50	40	52	37	37	27	42	61	42	27	65	1	20	36	17	10	27	29	2	2	4	4	11	1	48	50	48	41	11					
		2.92%	3.31%	3.50%	2.34%	1.90%	3.27%	2.52%	2.03%	3.72%	2.51%	1.38%	1.90%	4.06%	2.96%	2.85%	2.72%	2.45%	2.30%	2.38%	3.63%	4.07%	3.12%	3.08%	3.43%	3.46%	3.06%	3.02%	3.91%	3.57%	2.58%	4.36%	0.73%	1.75%	2.42%	1.96%	2.28%	2.15%	1.86%	3.84%	3.63%	9.09%	6.06%	2.92%	0.33%	4.12%	3.57%	3.77%	4.22%	1.85%					
22	"5. ""За Русь Святую"""	240	4	4	1	2	4	9	4	2	2	3	4	0	7	4	5	8	5	9	4	3	8	14	8	6	0	9	10	3	6	6	1	4	11	8	2	4	11	3	0	0	0	4	1	7	12	7	8	3					
		0.50%	0.29%	0.36%	0.13%	0.17%	0.36%	0.65%	0.27%	0.46%	0.22%	0.31%	0.30%	0.0%	0.62%	0.42%	0.35%	0.63%	1.15%	0.61%	0.42%	0.24%	0.62%	0.83%	0.74%	0.56%	0.0%	0.64%	0.64%	0.25%	0.57%	0.40%	0.73%	0.35%	0.74%	0.92%	0.45%	0.31%	0.70%	5.76%	0.0%	0.0%	0.0%	1.06%	0.33%	0.60%	0.85%	0.54%	0.82%	0.50%					
23	"6. ""Объединенная Российская партия ""Русь"""	141	2	3	0	3	5	4	4	0	1	1	6	2	1	2	3	7	2	3	8	5	4	4	3	2	2	8	6	5	2	0	0	2	5	3	3	3	3	0	0	0	0	3	1	5	6	0	3	6					
		0.29%	0.14%	0.27%	0.0%	0.25%	0.45%	0.28%	0.27%	0.0%	0.11%	0.10%	0.45%	0.23%	0.08%	0.21%	0.21%	0.55%	0.46%	0.20%	0.85%	0.40%	0.31%	0.23%	0.27%	0.18%	0.22%	0.57%	0.38%	0.42%	0.19%	0.0%	0.0%	0.17%	0.33%	0.34%	0.68%	0.23%	0.19%	0.0%	0.0%	0.0%	0.0%	0.79%	0.33%	0.42%	0.42%	0.0%	0.30%	1.01%					
24	"7. ""Новый курс - Автомобильная Россия"""	403	6	11	9	11	12	7	16	5	18	8	3	12	12	11	12	8	3	14	2	6	9	12	11	8	2	11	19	17	2	11	0	5	17	5	5	11	11	0	1	1	0	3	0	11	20	17	3	5					
		0.85%	0.44%	1.01%	1.17%	0.95%	1.09%	0.50%	1.08%	1.16%	2.05%	0.85%	0.22%	1.39%	1.07%	1.16%	0.85%	0.63%	0.69%	0.95%	0.21%	0.48%	0.70%	0.71%	1.02%	0.74%	0.22%	0.79%	1.21%	1.44%	0.19%	0.73%	0.0%	0.43%	1.14%	0.57%	1.14%	0.87%	0.70%	0.0%	1.81%	2.27%	0.0%	0.79%	0.0%	0.94%	1.43%	1.33%	0.30%	0.84%					
25	"8. ""Народно-республиканская партия России"""	85	4	2	0	3	3	2	2	0	0	4	0	0	1	1	1	5	3	4	2	3	5	4	1	1	3	2	4	2	1	0	0	1	2	2	0	5	2	0	0	0	0	0	0	2	4	3	1	0					
		0.17%	0.29%	0.18%	0.0%	0.25%	0.27%	0.14%	0.13%	0.0%	0.0%	0.42%	0.0%	0.0%	0.08%	0.10%	0.07%	0.39%	0.69%	0.27%	0.21%	0.24%	0.39%	0.23%	0.09%	0.09%	0.34%	0.14%	0.25%	0.17%	0.09%	0.0%	0.0%	0.08%	0.13%	0.23%	0.0%	0.39%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.28%	0.23%	0.10%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	316	7	14	6	9	5	5	2	1	5	6	5	8	4	5	13	4	1	15	6	11	11	5	10	8	6	8	9	16	4	14	1	7	15	7	2	6	6	0	0	0	1	4	0	7	9	13	10	5					
		0.66%	0.51%	1.29%	0.78%	0.77%	0.45%	0.36%	0.13%	0.23%	0.57%	0.63%	0.38%	0.92%	0.35%	0.52%	0.93%	0.31%	0.23%	1.02%	0.64%	0.89%	0.85%	0.29%	0.92%	0.74%	0.68%	0.57%	0.57%	1.36%	0.38%	0.94%	0.73%	0.61%	1.01%	0.80%	0.45%	0.47%	0.38%	0.0%	0.0%	0.0%	1.51%	1.06%	0.0%	0.60%	0.64%	1.02%	1.02%	0.84%					
27	"10. ""Аграрная партия России"""	1227	55	32	12	21	53	39	36	8	28	20	35	37	25	20	28	44	9	42	32	37	34	23	28	28	23	31	48	25	25	32	3	18	28	23	13	31	52	3	4	2	2	8	2	37	29	28	17	17					
		2.59%	4.05%	2.94%	1.56%	1.81%	4.82%	2.81%	2.43%	1.86%	3.2%	2.12%	2.66%	4.29%	2.24%	2.11%	2.00%	3.48%	2.07%	2.85%	3.41%	3.01%	2.65%	1.36%	2.60%	2.61%	2.61%	2.23%	3.07%	2.12%	2.39%	2.14%	2.20%	1.57%	1.88%	2.65%	2.97%	2.47%	3.33%	5.76%	7.27%	4.54%	3.03%	2.12%	0.66%	3.17%	2.07%	2.19%	1.75%	2.86%					
28	"11. ""Истинные патриоты России"""	151	3	2	3	7	4	13	3	2	4	3	6	12	8	10	5	7	2	2	3	3	1	4	1	1	1	1	4	2	0	2	0	0	22	1	0	1	0	0	1	0	0	2	0	0	0	3	1	1					
		0.31%	0.22%	0.18%	0.39%	0.60%	0.36%	0.93%	0.20%	0.46%	0.45%	0.31%	0.45%	1.39%	0.71%	1.05%	0.35%	0.55%	0.46%	0.13%	0.32%	0.24%	0.07%	0.23%	0.09%	0.09%	0.11%	0.07%	0.25%	0.17%	0.0%	0.13%	0.0%	0.0%	1.48%	0.11%	0.0%	0.07%	0.0%	0.0%	1.81%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.23%	0.10%	0.16%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	518	16	6	12	11	15	8	9	4	9	10	12	7	20	10	16	20	10	9	5	12	20	26	9	9	9	22	20	11	8	25	2	11	19	6	1	14	21	1	3	1	0	7	1	8	14	9	13	7					
		1.09%	1.17%	0.55%	1.56%	0.95%	1.36%	0.57%	0.60%	0.93%	1.02%	1.06%	0.91%	0.81%	1.79%	1.05%	1.14%	1.58%	2.30%	0.61%	0.53%	0.97%	1.56%	1.54%	0.83%	0.84%	1.02%	1.58%	1.28%	0.93%	0.76%	1.67%	1.47%	0.96%	1.28%	0.69%	0.22%	1.11%	1.34%	1.92%	5.45%	2.27%	0.0%	1.86%	0.33%	0.68%	1.00%	0.70%	1.33%	1.18%					
30	"13. ""Демократическая партия России"""	163	4	4	1	6	2	3	10	1	1	2	5	5	3	2	3	2	2	6	6	5	8	5	3	1	3	6	4	3	5	7	1	3	4	5	1	0	5	1	0	2	0	1	1	4	5	5	5	2					
		0.34%	0.29%	0.36%	0.13%	0.51%	0.18%	0.21%	0.67%	0.23%	0.11%	0.21%	0.38%	0.58%	0.26%	0.21%	0.21%	0.15%	0.46%	0.40%	0.64%	0.40%	0.62%	0.29%	0.27%	0.09%	0.34%	0.43%	0.25%	0.25%	0.47%	0.47%	0.73%	0.26%	0.26%	0.57%	0.22%	0.0%	0.32%	1.92%	0.0%	4.54%	0.0%	0.26%	0.33%	0.34%	0.35%	0.39%	0.51%	0.33%					
31	"14. ""Великая Россия - Евразийский Союз"""	114	4	1	2	4	2	1	4	2	1	1	3	4	2	3	5	5	2	3	0	4	2	4	1	1	11	2	3	1	4	3	0	1	1	2	1	4	5	0	0	0	0	3	1	5	3	2	1	0					
		0.24%	0.29%	0.09%	0.26%	0.34%	0.18%	0.07%	0.27%	0.46%	0.11%	0.10%	0.22%	0.46%	0.17%	0.31%	0.35%	0.39%	0.46%	0.20%	0.0%	0.32%	0.15%	0.23%	0.09%	0.09%	1.24%	0.14%	0.19%	0.08%	0.38%	0.20%	0.0%	0.08%	0.06%	0.23%	0.22%	0.31%	0.32%	0.0%	0.0%	0.0%	0.0%	0.79%	0.33%	0.42%	0.21%	0.15%	0.10%	0.0%					
32	"15. ""Партия СЛОН"""	74	2	2	1	2	1	1	3	0	0	1	0	2	1	4	1	4	1	2	3	1	3	5	1	3	1	1	4	2	2	4	0	1	3	0	1	4	0	0	0	0	0	2	0	0	2	1	1	1					
		0.15%	0.14%	0.18%	0.13%	0.17%	0.09%	0.07%	0.20%	0.0%	0.0%	0.10%	0.0%	0.23%	0.08%	0.42%	0.07%	0.31%	0.23%	0.13%	0.32%	0.08%	0.23%	0.29%	0.09%	0.28%	0.11%	0.07%	0.25%	0.17%	0.19%	0.26%	0.0%	0.08%	0.20%	0.0%	0.22%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.14%	0.07%	0.10%	0.16%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3707	100	95	83	64	89	87	54	36	46	45	55	49	68	81	88	64	37	168	77	104	114	174	93	130	91	120	135	108	58	142	4	78	93	82	53	68	107	2	5	1	8	26	1	107	154	119	105	39					
		7.83%	7.36%	8.75%	10.82%	5.54%	8.09%	6.28%	3.65%	8.37%	5.25%	4.78%	4.19%	5.68%	6.10%	8.57%	6.30%	5.07%	8.52%	11.42%	8.22%	8.48%	8.90%	10.33%	8.64%	12.16%	10.32%	8.63%	8.65%	9.19%	5.56%	9.53%	2.94%	6.84%	6.27%	9.47%	12.12%	5.43%	6.86%	3.84%	9.09%	2.27%	12.12%	6.91%	0.33%	9.18%	11.01%	9.34%	10.81%	6.57%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	154	2	0	4	1	2	4	7	1	2	8	4	5	3	4	4	7	3	2	1	4	4	9	4	2	5	8	0	3	4	2	3	8	6	2	1	6	5	0	0	0	0	1	1	4	3	1	0	4					
		0.32%	0.14%	0.0%	0.52%	0.08%	0.18%	0.28%	0.47%	0.23%	0.22%	0.85%	0.30%	0.58%	0.26%	0.42%	0.28%	0.55%	0.69%	0.13%	0.10%	0.32%	0.31%	0.53%	0.37%	0.18%	0.56%	0.57%	0.0%	0.25%	0.38%	0.13%	2.20%	0.70%	0.40%	0.23%	0.22%	0.47%	0.32%	0.0%	0.0%	0.0%	0.0%	0.26%	0.33%	0.34%	0.21%	0.07%	0.0%	0.67%					
35	"18. ""ЛДПР"""	7351	165	148	126	229	164	217	231	62	142	98	176	114	189	121	219	187	76	238	122	198	196	269	205	171	125	217	257	188	171	212	18	208	340	139	54	170	233	6	6	2	0	73	1	198	229	182	161	98					
		15.53%	12.15%	13.64%	16.42%	19.82%	14.92%	15.67%	15.65%	14.41%	16.22%	10.42%	13.42%	13.22%	16.98%	12.80%	15.68%	14.81%	17.51%	16.19%	13.03%	16.15%	15.31%	15.98%	19.05%	15.99%	14.18%	15.62%	16.48%	16.0%	16.39%	14.23%	13.23%	18.24%	22.92%	16.06%	12.35%	13.58%	14.95%	11.53%	10.90%	4.54%	0.0%	19.41%	0.33%	16.99%	16.38%	14.29%	16.58%	16.52%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	994	35	21	14	24	27	33	48	14	17	9	5	22	23	19	37	24	12	31	17	26	23	25	15	13	19	33	32	25	32	37	3	29	30	19	12	30	44	2	0	1	2	6	2	24	25	24	20	9					
		2.10%	2.57%	1.93%	1.82%	2.07%	2.45%	2.38%	3.25%	3.25%	1.94%	0.95%	0.38%	2.55%	2.06%	2.01%	2.65%	1.90%	2.76%	2.10%	1.81%	2.12%	1.79%	1.48%	1.39%	1.21%	2.15%	2.37%	2.05%	2.12%	3.06%	2.48%	2.20%	2.54%	2.02%	2.19%	2.74%	2.39%	2.82%	3.84%	0.0%	2.27%	3.03%	1.59%	0.66%	2.06%	1.78%	1.88%	2.05%	1.51%					
37	"20. ""Политическая партия ""Единая Россия"""	15640	473	372	255	380	399	456	526	156	291	294	409	265	318	319	494	446	141	479	288	356	424	571	348	339	301	451	494	391	384	480	57	395	407	272	140	399	489	12	18	16	35	130	240	352	460	400	297	221					
		33.04%	34.83%	34.28%	33.24%	32.90%	36.30%	32.94%	35.63%	36.27%	33.25%	31.27%	31.19%	30.74%	28.57%	33.75%	35.38%	35.34%	32.48%	32.58%	30.76%	29.03%	33.12%	33.92%	32.34%	31.71%	34.16%	32.46%	31.68%	33.27%	36.81%	32.23%	41.91%	34.64%	27.44%	31.44%	32.03%	31.89%	31.38%	23.07%	32.72%	36.36%	53.03%	34.57%	80.0%	30.21%	32.90%	31.42%	30.58%	37.26%					
38	"21. ""Российская Конституционно-демократическая партия"""	111	3	3	0	4	4	1	8	1	0	3	7	2	3	0	2	2	1	3	1	0	2	1	2	3	6	3	1	7	2	2	0	2	10	3	0	6	2	0	0	0	0	1	0	3	1	2	1	3					
		0.23%	0.22%	0.27%	0.0%	0.34%	0.36%	0.07%	0.54%	0.23%	0.0%	0.31%	0.53%	0.23%	0.26%	0.0%	0.14%	0.15%	0.23%	0.20%	0.10%	0.0%	0.15%	0.05%	0.18%	0.28%	0.68%	0.21%	0.06%	0.59%	0.19%	0.13%	0.0%	0.17%	0.67%	0.34%	0.0%	0.47%	0.12%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.25%	0.07%	0.15%	0.10%	0.50%					
39	"22. ""Развитие предпринимательства"""	185	2	6	2	4	5	2	7	4	4	3	9	5	4	3	6	8	1	3	2	7	5	11	2	4	1	4	2	3	5	5	0	1	4	9	1	7	3	0	0	0	0	0	0	8	11	3	7	2					
		0.39%	0.14%	0.55%	0.26%	0.34%	0.45%	0.14%	0.47%	0.93%	0.45%	0.31%	0.68%	0.58%	0.35%	0.31%	0.42%	0.63%	0.23%	0.20%	0.21%	0.57%	0.39%	0.65%	0.18%	0.37%	0.11%	0.28%	0.12%	0.25%	0.47%	0.33%	0.0%	0.08%	0.26%	1.04%	0.22%	0.55%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.78%	0.23%	0.72%	0.33%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5528	173	97	87	143	105	183	189	37	103	233	312	132	179	123	143	159	35	128	106	155	126	139	85	138	95	124	184	124	107	143	25	150	129	107	56	175	195	11	6	5	2	30	9	114	133	138	100	56					
		11.67%	12.73%	8.94%	11.34%	12.38%	9.55%	13.22%	12.80%	8.60%	11.77%	24.78%	23.79%	15.31%	16.08%	13.01%	10.24%	12.59%	8.06%	8.70%	11.32%	12.64%	9.84%	8.25%	7.89%	12.90%	10.78%	8.92%	11.80%	10.55%	10.25%	9.60%	18.38%	13.15%	8.69%	12.36%	12.81%	13.98%	12.51%	21.15%	10.90%	11.36%	3.03%	7.97%	3.0%	9.78%	9.51%	10.84%	10.29%	9.44%					
																																																							
41	Против всех	3105	90	101	53	73	63	89	47	26	68	64	79	50	62	69	94	74	28	85	70	85	61	123	88	58	57	114	100	69	76	99	4	83	125	55	17	76	104	1	5	3	3	32	3	79	97	98	61	44					
		6.56%	6.62%	9.30%	6.91%	6.32%	5.73%	6.43%	3.18%	6.04%	7.77%	6.80%	6.02%	5.80%	5.57%	7.30%	6.73%	5.86%	6.45%	5.78%	7.47%	6.93%	4.76%	7.30%	8.17%	5.42%	6.46%	8.20%	6.41%	5.87%	7.28%	6.64%	2.94%	7.28%	8.42%	6.35%	3.89%	6.07%	6.67%	1.92%	9.09%	6.81%	4.54%	8.51%	1.0%	6.78%	6.93%	7.69%	6.28%	7.41%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
