Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Брейтовская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425									
		0.92%	1.62%	0.98%	0.77%	0.00%	0.00%	0.00%	0.99%	1.71%	1.72%	0.00%	0.78%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	2	0	2	0	0	0	0	0	0	0	0	0	0									
		0.14%	0.27%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	8	2	4	0	0	1	1	2	0	3	0	0	0									
		0.74%	1.08%	0.39%	3.08%	0.00%	0.00%	0.47%	0.50%	1.14%	0.00%	1.36%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	298	97	61	11	7	13	15	13	6	5	32	25	4	9									
		10.57%	13.06%	11.96%	8.46%	10.14%	8.44%	7.08%	6.44%	3.43%	4.31%	14.48%	19.53%	8.16%	8.18%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	5	2	0	0	0	0	1	0	0	0	0	0	0									
		0.28%	0.67%	0.39%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	218	83	54	5	2	8	22	11	4	9	5	10	0	5									
		7.73%	11.17%	10.59%	3.85%	2.90%	5.19%	10.38%	5.45%	2.29%	7.76%	2.26%	7.81%	0.00%	4.55%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
