Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Баевская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	35	2	10	1	3	1	3	1	1	2	0	1	3	3	1	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	48	3	2	4	4	2	3	2	3	3	2	2	5	1	9	1	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	489	76	76	65	20	0	9	11	34	55	14	1	20	33	40	26	9					
		7.27%	9.55%	6.90%	7.83%	6.13%	0.00%	4.43%	5.47%	7.05%	9.02%	9.59%	1.72%	8.58%	7.13%	6.44%	5.80%	5.52%					
19	2.Всероссийская политическая партия «Гражданская Сила»	14	1	3	1	0	0	1	0	0	1	0	0	0	3	3	0	1					
		0.21%	0.13%	0.27%	0.12%	0.00%	0.00%	0.49%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.65%	0.48%	0.00%	0.61%					
20	3.Политическая партия «Демократическая партия России»	6	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0					
		0.09%	0.13%	0.09%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.16%	0.00%	0.00%	0.43%	0.22%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1231	153	228	100	41	4	26	65	93	122	12	14	26	98	123	102	24					
		18.31%	19.22%	20.71%	12.05%	12.58%	9.76%	12.81%	32.34%	19.29%	20.00%	8.22%	24.14%	11.16%	21.17%	19.81%	22.77%	14.72%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	115	15	18	5	4	0	0	1	3	11	10	0	1	9	28	10	0					
		1.71%	1.88%	1.63%	0.60%	1.23%	0.00%	0.00%	0.50%	0.62%	1.80%	6.85%	0.00%	0.43%	1.94%	4.51%	2.23%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	7	1	1	0	0	0	0	0	1	0	0	0	0	0	1	3	0					
		0.10%	0.13%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.67%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	476	47	64	54	39	4	11	12	38	71	5	3	22	40	35	23	8					
		7.08%	5.90%	5.81%	6.51%	11.96%	9.76%	5.42%	5.97%	7.88%	11.64%	3.42%	5.17%	9.44%	8.64%	5.64%	5.13%	4.91%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	469	46	93	55	11	1	47	16	29	24	5	8	18	42	41	18	15					
		6.98%	5.78%	8.45%	6.63%	3.37%	2.44%	23.15%	7.96%	6.02%	3.93%	3.42%	13.79%	7.73%	9.07%	6.60%	4.02%	9.20%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	32	7	2	4	1	0	1	0	2	3	0	2	2	2	1	3	2					
		0.48%	0.88%	0.18%	0.48%	0.31%	0.00%	0.49%	0.00%	0.41%	0.49%	0.00%	3.45%	0.86%	0.43%	0.16%	0.67%	1.23%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3824	441	608	541	207	31	105	94	278	313	95	30	141	234	344	260	102					
		56.89%	55.40%	55.22%	65.18%	63.50%	75.61%	51.72%	46.77%	57.68%	51.31%	65.07%	51.72%	60.52%	50.54%	55.39%	58.04%	62.58%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	12	3	2	1	1	0	0	0	0	0	3	0	1	0	0	1	0					
		0.18%	0.38%	0.18%	0.12%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	2.05%	0.00%	0.43%	0.00%	0.00%	0.22%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
