Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
Наименование Избирательной комиссии:    Зерноградская																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №178	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №2565	УИК №2569					
		0.19%	0.62%	0.39%	0.0%	0.13%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.17%	0.0%	1.40%	0.42%	0.0%	0.23%	0.26%	0.0%	0.56%	0.0%	0.48%	0.0%	0.0%	1.12%	0.37%	0.49%	0.0%	0.0%	0.0%	0.0%	1.62%	0.0%	0.11%	0.21%	0.0%	0.71%	0.0%	0.43%	0.0%	0.58%	0.58%	0.38%	0.60%	0.15%	0.12%	0.30%	0.15%	0.11%	0.0%	0.0%	0.20%	0.08%	0.0%	0.0%	0.0%	0.14%	0.07%	0.0%	0.0%	0.86%					
26	"9. ""Российская экологическая партия ""Зеленые"""	97	1	2	6	1	2	0	2	0	2	0	1	1	3	2	0	0	0	0	4	1	2	0	1	2	0	1	0	0	0	0	0	0	0	1	1	4	0	1	0	0	2	1	0	1	2	1	4	0	4	1	1	3	2	8	0	4	0	2	6	9	5	0					
		0.36%	0.62%	0.26%	0.99%	0.13%	0.43%	0.0%	0.79%	0.0%	1.30%	0.0%	0.36%	0.60%	0.25%	2.10%	0.0%	0.0%	0.0%	0.0%	0.34%	0.71%	0.56%	0.0%	0.48%	0.24%	0.0%	1.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.11%	0.43%	0.0%	0.35%	0.0%	0.0%	0.46%	0.58%	0.0%	0.38%	0.24%	0.15%	0.50%	0.0%	0.61%	0.11%	0.15%	0.39%	0.41%	0.68%	0.0%	0.67%	0.0%	0.29%	0.46%	1.10%	1.12%	0.0%					
27	"10. ""Аграрная партия России"""	1131	3	27	24	38	9	9	25	11	12	7	8	8	42	5	7	12	1	14	50	2	36	31	10	40	5	5	40	12	9	2	10	4	6	7	56	35	9	9	6	10	19	7	10	18	36	26	35	32	20	30	20	24	29	44	6	33	3	29	20	5	26	3					
		4.21%	1.86%	3.56%	3.97%	5.16%	1.96%	5.48%	9.92%	9.48%	7.84%	4.45%	2.91%	4.84%	3.59%	5.26%	4.92%	5.12%	1.78%	3.27%	4.36%	1.43%	10.11%	6.48%	4.85%	4.98%	2.77%	5.61%	7.40%	5.94%	4.5%	1.55%	6.57%	2.29%	3.24%	5.18%	6.21%	3.83%	4.81%	3.22%	2.26%	4.38%	4.41%	4.09%	5.81%	6.87%	4.36%	4.15%	4.39%	4.80%	3.05%	3.35%	3.12%	3.14%	6.06%	3.74%	3.03%	5.56%	2.45%	4.23%	1.55%	0.61%	5.82%	2.58%					
28	"11. ""Истинные патриоты России"""	48	0	0	3	0	0	0	0	1	0	0	1	4	3	0	0	0	1	1	2	0	0	0	1	1	0	1	3	1	0	0	0	1	0	0	1	3	1	0	1	2	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	4	0	2	2					
		0.17%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.36%	2.42%	0.25%	0.0%	0.0%	0.0%	1.78%	0.23%	0.17%	0.0%	0.0%	0.0%	0.48%	0.12%	0.0%	1.12%	0.55%	0.49%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.11%	0.32%	0.53%	0.0%	0.37%	0.87%	0.0%	0.0%	0.58%	0.0%	0.12%	0.15%	0.0%	0.15%	0.0%	0.0%	0.15%	0.0%	0.20%	0.08%	0.50%	0.0%	0.0%	0.0%	0.31%	0.0%	0.44%	1.72%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	382	4	14	7	3	1	2	9	1	4	1	5	2	11	3	2	5	0	18	16	0	8	6	2	14	4	1	8	5	3	1	1	0	5	4	14	22	2	4	1	3	13	0	2	4	12	10	13	14	6	13	1	7	3	15	3	6	2	8	21	7	4	2					
		1.42%	2.48%	1.84%	1.15%	0.40%	0.21%	1.21%	3.57%	0.86%	2.61%	0.63%	1.82%	1.21%	0.94%	3.15%	1.40%	2.13%	0.0%	4.20%	1.39%	0.0%	2.24%	1.25%	0.97%	1.74%	2.22%	1.12%	1.48%	2.47%	1.5%	0.77%	0.65%	0.0%	2.70%	2.96%	1.55%	2.40%	1.06%	1.43%	0.37%	1.31%	3.02%	0.0%	1.16%	1.52%	1.45%	1.59%	1.63%	2.10%	0.91%	1.45%	0.15%	0.91%	0.62%	1.27%	1.51%	1.01%	1.63%	1.16%	1.63%	0.86%	0.89%	1.72%					
30	"13. ""Демократическая партия России"""	70	1	4	4	2	5	0	0	1	0	0	0	2	3	1	1	0	1	2	5	0	0	0	1	2	0	0	1	3	1	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	2	7	2	0	0	1	3	0	2	0	0	0	2	2	1	2	0					
		0.26%	0.62%	0.52%	0.66%	0.27%	1.09%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	1.21%	0.25%	1.05%	0.70%	0.0%	1.78%	0.46%	0.43%	0.0%	0.0%	0.0%	0.48%	0.24%	0.0%	0.0%	0.18%	1.48%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.10%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.87%	0.30%	0.0%	0.0%	0.15%	0.39%	0.0%	0.17%	0.0%	0.0%	0.0%	0.29%	0.15%	0.12%	0.44%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	55	0	1	0	1	0	2	0	0	0	0	0	1	2	0	0	0	1	2	3	2	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	2	0	1	2	0	2	1	2	1	2	0	0	4	1	2	1	2	3	0	1	0	1	2	2	0	2	0					
		0.20%	0.0%	0.13%	0.0%	0.13%	0.0%	1.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.17%	0.0%	0.0%	0.0%	1.78%	0.46%	0.26%	1.43%	0.28%	0.20%	0.0%	0.0%	0.55%	0.0%	0.18%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.11%	0.21%	0.0%	0.35%	0.75%	0.0%	0.46%	0.58%	1.16%	0.38%	0.24%	0.0%	0.0%	0.60%	0.15%	0.22%	0.15%	0.26%	0.62%	0.0%	0.50%	0.0%	0.81%	0.29%	0.15%	0.0%	0.44%	0.0%					
32	"15. ""Партия СЛОН"""	52	0	4	2	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	2	1	0	0	1	1	0	0	0	1	1	0	2	0	0	0	0	0	0	1	1	1	0	2	0	0	0	1	1	0	4	0	1	0	0	8	4	4	0					
		0.19%	0.0%	0.52%	0.33%	0.0%	0.43%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.24%	0.55%	0.0%	0.0%	0.49%	0.5%	0.0%	0.0%	0.0%	0.54%	0.74%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.38%	0.12%	0.0%	0.25%	0.0%	0.0%	0.0%	0.15%	0.13%	0.0%	0.34%	0.0%	0.16%	0.0%	0.0%	0.62%	0.49%	0.89%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2140	5	23	26	25	24	13	19	6	14	8	7	1	73	5	3	10	3	29	44	5	20	23	12	53	9	4	26	14	15	4	9	3	9	4	87	41	11	5	15	17	20	5	13	20	119	94	85	67	81	92	75	99	35	119	10	77	4	80	181	108	22	10					
		7.98%	3.10%	3.03%	4.30%	3.39%	5.24%	7.92%	7.53%	5.17%	9.15%	5.09%	2.55%	0.60%	6.25%	5.26%	2.11%	4.27%	5.35%	6.77%	3.84%	3.59%	5.61%	4.81%	5.82%	6.60%	5.0%	4.49%	4.81%	6.93%	7.5%	3.10%	5.92%	1.72%	4.86%	2.96%	9.65%	4.49%	5.88%	1.79%	5.66%	7.45%	4.65%	2.92%	7.55%	7.63%	14.44%	15.01%	10.67%	10.06%	12.36%	10.27%	11.73%	12.99%	7.32%	10.11%	5.05%	12.98%	3.27%	11.67%	14.09%	13.28%	4.93%	8.62%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	81	0	2	1	0	1	1	0	2	7	0	3	0	4	0	5	2	0	1	5	1	4	2	0	3	0	0	0	1	1	0	0	1	0	2	1	3	0	4	0	1	0	0	1	2	1	2	2	1	1	2	1	0	0	4	1	0	0	0	5	0	0	0					
		0.30%	0.0%	0.26%	0.16%	0.0%	0.21%	0.60%	0.0%	1.72%	4.57%	0.0%	1.09%	0.0%	0.34%	0.0%	3.52%	0.85%	0.0%	0.23%	0.43%	0.71%	1.12%	0.41%	0.0%	0.37%	0.0%	0.0%	0.0%	0.49%	0.5%	0.0%	0.0%	0.57%	0.0%	1.48%	0.11%	0.32%	0.0%	1.43%	0.0%	0.43%	0.0%	0.0%	0.58%	0.76%	0.12%	0.31%	0.25%	0.15%	0.15%	0.22%	0.15%	0.0%	0.0%	0.34%	0.50%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3571	31	87	64	71	74	21	37	13	20	26	22	32	155	9	26	41	7	63	166	16	66	56	33	103	41	21	47	31	18	14	9	7	12	6	95	148	30	30	34	37	80	20	23	28	91	65	138	76	91	123	87	61	39	133	28	76	14	85	244	134	100	16					
		13.31%	19.25%	11.47%	10.59%	9.64%	16.15%	12.80%	14.68%	11.20%	13.07%	16.56%	8.02%	19.39%	13.28%	9.47%	18.30%	17.52%	12.49%	14.71%	14.49%	11.51%	18.53%	11.71%	16.01%	12.82%	22.77%	23.59%	8.70%	15.34%	9.0%	10.85%	5.92%	4.02%	6.48%	4.44%	10.54%	16.21%	16.04%	10.75%	12.83%	16.22%	18.60%	11.69%	13.37%	10.68%	11.04%	10.38%	17.33%	11.41%	13.89%	13.74%	13.61%	8.00%	8.15%	11.30%	14.14%	12.81%	11.47%	12.40%	19.00%	16.48%	22.42%	13.79%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	580	4	28	25	18	6	7	7	1	2	3	6	4	19	0	4	8	1	8	28	4	5	11	8	20	4	2	14	3	1	0	3	3	0	3	18	12	5	4	4	7	7	4	6	6	17	19	18	16	12	16	18	20	12	26	5	11	4	18	20	4	6	5					
		2.16%	2.48%	3.69%	4.13%	2.44%	1.31%	4.26%	2.77%	0.86%	1.30%	1.91%	2.18%	2.42%	1.62%	0.0%	2.81%	3.41%	1.78%	1.86%	2.44%	2.87%	1.40%	2.30%	3.88%	2.49%	2.22%	2.24%	2.59%	1.48%	0.5%	0.0%	1.97%	1.72%	0.0%	2.22%	1.99%	1.31%	2.67%	1.43%	1.50%	3.07%	1.62%	2.33%	3.48%	2.29%	2.06%	3.03%	2.26%	2.40%	1.83%	1.78%	2.81%	2.62%	2.51%	2.21%	2.52%	1.85%	3.27%	2.62%	1.55%	0.49%	1.34%	4.31%					
37	"20. ""Политическая партия ""Единая Россия"""	8601	62	185	170	203	102	70	92	49	51	47	110	70	526	30	54	80	27	161	324	50	86	177	67	249	57	21	236	74	96	79	68	99	104	78	267	343	79	130	66	71	119	84	30	74	230	164	189	155	173	281	184	229	132	363	49	130	57	209	386	261	163	29					
		32.07%	38.50%	24.40%	28.14%	27.58%	22.27%	42.68%	36.50%	42.24%	33.33%	29.93%	40.14%	42.42%	45.07%	31.57%	38.02%	34.18%	48.21%	37.61%	28.29%	35.97%	24.15%	37.02%	32.52%	31.00%	31.66%	23.59%	43.70%	36.63%	48.0%	61.24%	44.73%	56.89%	56.21%	57.77%	29.63%	37.56%	42.24%	46.59%	24.90%	31.14%	27.67%	49.12%	17.44%	28.24%	27.91%	26.19%	23.74%	23.27%	26.41%	31.39%	28.79%	30.05%	27.61%	30.86%	24.74%	21.92%	46.72%	30.51%	30.06%	32.10%	36.54%	25.0%					
38	"21. ""Российская Конституционно-демократическая партия"""	70	1	3	3	1	0	1	0	1	0	0	1	0	4	0	0	0	0	2	6	1	1	2	0	3	1	0	0	0	0	0	0	1	1	0	2	3	0	1	0	1	2	1	0	0	1	0	2	2	2	2	0	3	3	4	1	1	1	1	1	3	0	0					
		0.26%	0.62%	0.39%	0.49%	0.13%	0.0%	0.60%	0.0%	0.86%	0.0%	0.0%	0.36%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.46%	0.52%	0.71%	0.28%	0.41%	0.0%	0.37%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.54%	0.0%	0.22%	0.32%	0.0%	0.35%	0.0%	0.43%	0.46%	0.58%	0.0%	0.0%	0.12%	0.0%	0.25%	0.30%	0.30%	0.22%	0.0%	0.39%	0.62%	0.34%	0.50%	0.16%	0.81%	0.14%	0.07%	0.36%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	117	0	9	2	2	7	0	0	0	1	0	2	0	3	0	0	0	0	4	4	0	1	2	0	1	0	2	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	1	0	6	2	4	7	1	7	3	6	3	10	1	2	0	1	6	4	6	1					
