Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Камышинская городская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №4301	УИК №4302	УИК №4303	УИК №4304	УИК №4305	УИК №4306	УИК №4307	УИК №4308	УИК №4309	УИК №4310	УИК №4311	УИК №4312	УИК №4313	УИК №4314	УИК №4315	УИК №4316	УИК №4317	УИК №4318	УИК №4319	УИК №4320	УИК №4321	УИК №4322	УИК №4323	УИК №4324	УИК №4325	УИК №4326	УИК №4327	УИК №4328	УИК №4329	УИК №4330	УИК №4331	УИК №4332	УИК №4333	УИК №4334	УИК №4335	УИК №4336	УИК №4337	УИК №4338	УИК №4339	УИК №4340	УИК №4341	УИК №4342	УИК №4343									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1800	30	50	50	20	20	30	50	50	50	55	30	30	50	50	55	50	50	30	50	30	30	50	30	30	30	55	50	30	55	55	55	30	50	30	55	30	30	50	55	55	30	55	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	323	5	9	10	2	4	3	13	7	4	12	8	5	8	11	11	11	10	10	9	6	7	12	6	7	5	6	9	4	6	7	12	7	13	5	6	4	6	11	6	5	6	11	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	225	2	4	2	13	3	5	8	4	3	9	9	0	2	5	3	5	1	1	4	2	6	1	6	4	4	0	0	0	1	3	7	2	0	4	0	4	74	5	8	4	3	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	1477	25	41	40	18	16	27	37	43	46	43	22	25	42	39	44	39	40	20	41	24	23	38	24	23	25	49	41	26	49	48	43	23	37	25	49	26	24	39	49	50	24	44	26									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	90	3	1	0	0	0	1	1	3	4	1	1	8	3	2	2	3	2	4	3	1	1	2	2	3	1	1	3	1	1	3	4	2	1	1	3	0	1	7	3	2	0	3	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	465	8	14	13	7	3	4	9	15	17	9	10	11	14	12	12	7	21	13	13	9	7	8	3	6	4	13	8	17	6	6	10	7	13	3	20	8	12	24	17	15	11	13	13									
		1.23%	0.96%	1.44%	1.55%	1.44%	0.96%	0.92%	0.96%	1.69%	1.80%	0.82%	0.99%	1.52%	1.59%	1.32%	1.33%	0.44%	2.00%	1.44%	1.16%	1.32%	1.00%	0.83%	0.55%	0.78%	0.75%	1.21%	0.83%	2.16%	0.64%	0.49%	1.02%	1.51%	1.31%	0.73%	2.19%	1.31%	0.55%	2.68%	1.68%	1.33%	1.80%	1.21%	2.03%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	979	20	19	23	11	8	10	3	29	32	37	23	10	23	17	35	15	24	26	58	22	16	30	17	18	15	48	27	18	32	27	20	12	35	20	30	14	25	14	23	34	17	26	16									
		2.58%	2.40%	1.95%	2.74%	2.27%	2.56%	2.30%	0.32%	3.26%	3.38%	3.36%	2.29%	1.38%	2.61%	1.87%	3.89%	0.95%	2.29%	2.88%	5.19%	3.22%	2.29%	3.12%	3.11%	2.34%	2.81%	4.46%	2.81%	2.28%	3.44%	2.18%	2.04%	2.59%	3.52%	4.85%	3.29%	2.28%	1.15%	1.56%	2.28%	3.01%	2.78%	2.42%	2.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	808	10	22	15	8	8	9	20	15	25	20	37	5	14	32	25	11	17	15	53	19	12	26	9	12	12	40	29	17	9	18	22	9	22	13	14	11	10	29	24	44	15	23	8									
		2.13%	1.20%	2.26%	1.79%	1.65%	2.56%	2.07%	2.13%	1.69%	2.64%	1.81%	3.69%	0.69%	1.59%	3.53%	2.78%	0.69%	1.62%	1.66%	4.74%	2.78%	1.72%	2.70%	1.65%	1.56%	2.25%	3.71%	3.02%	2.16%	0.97%	1.46%	2.24%	1.94%	2.21%	3.16%	1.53%	1.79%	0.46%	3.23%	2.38%	3.90%	2.45%	2.14%	1.25%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18989	525	413	306	251	154	190	603	383	416	520	542	524	366	376	382	1235	387	376	592	318	297	388	278	328	235	422	387	430	473	818	410	201	403	180	446	298	1730	452	424	484	285	464	297									
		50.08%	63.03%	42.36%	36.47%	51.75%	49.20%	43.68%	64.22%	43.08%	43.97%	47.19%	53.98%	72.28%	41.54%	41.46%	42.44%	78.02%	36.89%	41.64%	52.99%	46.56%	42.49%	40.29%	50.82%	42.65%	44.09%	39.18%	40.27%	54.57%	50.81%	66.13%	41.84%	43.32%	40.50%	43.69%	48.85%	48.61%	79.69%	50.39%	42.02%	42.91%	46.64%	43.24%	46.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	266	4	3	4	2	1	6	2	6	10	4	8	5	11	6	7	6	5	6	27	3	2	9	4	13	3	8	8	3	2	5	6	3	3	9	9	5	14	5	7	8	2	5	7									
		0.70%	0.48%	0.31%	0.48%	0.41%	0.32%	1.38%	0.21%	0.67%	1.06%	0.36%	0.80%	0.69%	1.25%	0.66%	0.78%	0.38%	0.48%	0.66%	2.42%	0.44%	0.29%	0.93%	0.73%	1.69%	0.56%	0.74%	0.83%	0.38%	0.21%	0.40%	0.61%	0.65%	0.30%	2.18%	0.99%	0.82%	0.64%	0.56%	0.69%	0.71%	0.33%	0.47%	1.09%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	1	0	0	0	0	0	0	2	1	1	0	1	0	0	0	1	2	1	0	1	1	2	0	1	0	1	2	2	0	0	0	2	3	0	0	0	1	0	0	0	0	1	2									
		0.08%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.11%	0.09%	0.00%	0.14%	0.00%	0.00%	0.00%	0.06%	0.19%	0.11%	0.00%	0.15%	0.14%	0.21%	0.00%	0.13%	0.00%	0.09%	0.21%	0.25%	0.00%	0.00%	0.00%	0.43%	0.30%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.09%	0.31%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5654	69	151	134	105	48	86	85	172	149	172	129	62	169	155	153	98	197	159	122	120	132	177	90	132	110	194	168	114	143	128	169	84	163	74	150	100	207	61	173	176	97	189	88									
		14.91%	8.28%	15.49%	15.97%	21.65%	15.34%	19.77%	9.05%	19.35%	15.75%	15.61%	12.85%	8.55%	19.18%	17.09%	17.00%	6.19%	18.78%	17.61%	10.92%	17.57%	18.88%	18.38%	16.45%	17.17%	20.64%	18.01%	17.48%	14.47%	15.36%	10.35%	17.24%	18.10%	16.38%	17.96%	16.43%	16.31%	9.53%	6.80%	17.15%	15.60%	15.88%	17.61%	13.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	308	12	10	9	2	1	10	3	9	7	7	17	6	10	11	4	5	6	6	13	6	3	8	8	7	5	12	8	2	6	5	1	5	13	4	4	4	4	10	11	13	5	10	6									
		0.81%	1.44%	1.03%	1.07%	0.41%	0.32%	2.30%	0.32%	1.01%	0.74%	0.64%	1.69%	0.83%	1.14%	1.21%	0.44%	0.32%	0.57%	0.66%	1.16%	0.88%	0.43%	0.83%	1.46%	0.91%	0.94%	1.11%	0.83%	0.25%	0.64%	0.40%	0.10%	1.08%	1.31%	0.97%	0.44%	0.65%	0.18%	1.11%	1.09%	1.15%	0.82%	0.93%	0.94%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	332	6	8	18	2	7	5	2	6	9	19	5	3	8	9	11	8	10	7	16	4	8	12	9	2	2	8	11	0	5	9	11	2	14	4	11	3	1	5	19	14	1	13	5									
		0.88%	0.72%	0.82%	2.15%	0.41%	2.24%	1.15%	0.21%	0.67%	0.95%	1.72%	0.50%	0.41%	0.91%	0.99%	1.22%	0.51%	0.95%	0.78%	1.43%	0.59%	1.14%	1.25%	1.65%	0.26%	0.38%	0.74%	1.14%	0.00%	0.54%	0.73%	1.12%	0.43%	1.41%	0.97%	1.20%	0.49%	0.05%	0.56%	1.88%	1.24%	0.16%	1.21%	0.78%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	40	0	2	0	1	1	0	1	1	0	0	0	0	2	0	1	7	2	0	0	0	1	4	2	0	1	0	0	0	0	0	0	1	1	0	0	0	5	2	1	0	0	3	1									
		0.11%	0.00%	0.21%	0.00%	0.21%	0.32%	0.00%	0.11%	0.11%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.11%	0.44%	0.19%	0.00%	0.00%	0.00%	0.14%	0.42%	0.37%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.10%	0.00%	0.00%	0.00%	0.23%	0.22%	0.10%	0.00%	0.00%	0.28%	0.16%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	347	3	13	10	4	4	9	4	3	8	11	5	4	6	10	14	14	11	8	16	3	6	13	9	15	8	12	6	9	5	15	10	2	11	7	6	4	8	7	12	8	7	2	5									
		0.92%	0.36%	1.33%	1.19%	0.82%	1.28%	2.07%	0.43%	0.34%	0.85%	0.99%	0.50%	0.55%	0.68%	1.10%	1.56%	0.88%	1.05%	0.89%	1.43%	0.44%	0.86%	1.35%	1.65%	1.95%	1.50%	1.11%	0.62%	1.14%	0.54%	1.21%	1.02%	0.43%	1.11%	1.70%	0.66%	0.65%	0.37%	0.78%	1.19%	0.71%	1.15%	0.19%	0.78%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5457	99	150	182	50	52	59	88	143	131	155	111	51	136	135	135	91	218	158	140	107	98	134	66	129	80	181	179	84	162	99	210	79	208	58	155	97	73	184	179	195	106	189	121									
		14.39%	11.88%	15.38%	21.69%	10.31%	16.61%	13.56%	9.37%	16.09%	13.85%	14.07%	11.06%	7.03%	15.44%	14.88%	15.00%	5.75%	20.78%	17.50%	12.53%	15.67%	14.02%	13.91%	12.07%	16.78%	15.01%	16.81%	18.63%	10.66%	17.40%	8.00%	21.43%	17.03%	20.90%	14.08%	16.98%	15.82%	3.36%	20.51%	17.74%	17.29%	17.35%	17.61%	18.91%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	180	2	8	12	1	3	2	6	4	4	4	4	4	2	6	4	5	2	8	1	11	1	4	2	0	2	4	4	2	2	7	6	2	4	4	4	1	6	7	3	10	4	6	2									
		0.47%	0.24%	0.82%	1.43%	0.21%	0.96%	0.46%	0.64%	0.45%	0.42%	0.36%	0.40%	0.55%	0.23%	0.66%	0.44%	0.32%	0.19%	0.89%	0.09%	1.61%	0.14%	0.42%	0.37%	0.00%	0.38%	0.37%	0.42%	0.25%	0.21%	0.57%	0.61%	0.43%	0.40%	0.97%	0.44%	0.16%	0.28%	0.78%	0.30%	0.89%	0.65%	0.56%	0.31%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3282	54	133	91	23	11	32	113	87	120	126	90	29	110	112	99	71	121	96	50	47	97	133	39	87	44	107	100	66	74	76	85	47	80	29	41	46	65	82	98	90	39	83	59									
		8.66%	6.48%	13.64%	10.85%	4.74%	3.51%	7.36%	12.03%	9.79%	12.68%	11.43%	8.96%	4.00%	12.49%	12.35%	11.00%	4.49%	11.53%	10.63%	4.48%	6.88%	13.88%	13.81%	7.13%	11.31%	8.26%	9.94%	10.41%	8.38%	7.95%	6.14%	8.67%	10.13%	8.04%	7.04%	4.49%	7.50%	2.99%	9.14%	9.71%	7.98%	6.38%	7.74%	9.22%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
