Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Серпуховская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	224	5	2	2	2	7	12	2	1	1	1	4	3	1	6	7	5	1	3	4	2	0	2	7	18	20	8	1	4	1	4	1	4	1	3	14	17	11	5	15	17					
		1.05%	1.40%	1.29%	1.05%	1.82%	1.65%	1.59%	1.57%	0.83%	0.47%	0.16%	0.99%	0.47%	0.35%	1.01%	1.18%	0.92%	0.73%	0.87%	2.92%	0.94%	0.00%	0.91%	1.30%	1.07%	1.19%	1.15%	0.55%	3.54%	0.19%	0.50%	0.83%	0.65%	0.40%	2.65%	1.19%	1.29%	1.18%	0.52%	1.45%	1.22%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13907	202	104	120	53	304	525	84	66	175	428	278	426	195	443	333	416	88	197	84	125	69	159	416	1079	1113	466	137	83	345	544	94	456	165	65	613	845	657	639	562	754					
		64.99%	56.74%	67.10%	63.16%	48.18%	71.53%	69.54%	66.14%	54.55%	81.78%	66.56%	69.33%	67.19%	68.42%	74.33%	56.25%	76.33%	64.23%	56.94%	61.31%	58.69%	77.53%	72.27%	77.18%	64.38%	66.33%	66.95%	74.86%	73.45%	65.34%	68.34%	77.69%	74.63%	66.80%	57.52%	52.17%	64.06%	70.34%	66.91%	54.46%	54.21%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	234	4	0	1	0	1	9	3	0	0	3	3	10	1	5	3	0	1	5	1	1	0	1	2	17	39	6	2	0	3	3	0	0	2	2	30	22	5	3	17	29					
		1.09%	1.12%	0.00%	0.53%	0.00%	0.24%	1.19%	2.36%	0.00%	0.00%	0.47%	0.75%	1.58%	0.35%	0.84%	0.51%	0.00%	0.73%	1.45%	0.73%	0.47%	0.00%	0.45%	0.37%	1.01%	2.32%	0.86%	1.09%	0.00%	0.57%	0.38%	0.00%	0.00%	0.81%	1.77%	2.55%	1.67%	0.54%	0.31%	1.65%	2.08%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
