Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Атнинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	125	21	19	4	0	7	1	1	8	0	6	6	8	4	3	2	3	4	1	6	0	12	1	3	2	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	59	9	10	3	2	3	3	1	1	0	0	10	1	3	0	3	0	0	1	1	1	4	1	1	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	75	4	6	1	12	1	3	3	2	3	2	6	0	2	3	4	1	2	2	0	5	2	2	3	3	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	11	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	2	3	0	0	0	1	0	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.16%	0.20%	0.00%	0.00%	0.00%	1.44%	1.13%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	23	0	7	0	2	1	0	0	5	0	0	0	0	4	0	0	0	2	0	0	0	2	0	0	0	0									
		0.23%	0.00%	0.53%	0.00%	0.29%	0.22%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	21	0	4	0	1	2	0	1	1	0	1	0	2	0	3	0	0	0	0	3	0	1	1	0	1	0									
		0.21%	0.00%	0.30%	0.00%	0.15%	0.45%	0.00%	0.33%	0.18%	0.00%	0.26%	0.00%	0.40%	0.00%	1.29%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.14%	0.60%	0.00%	0.50%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9882	1242	1246	345	669	439	166	296	552	129	381	625	481	304	226	322	136	255	109	300	188	691	164	174	201	241									
		97.04%	94.95%	94.90%	97.18%	98.24%	97.99%	99.40%	98.34%	97.87%	96.27%	98.96%	97.05%	95.44%	97.12%	96.99%	97.28%	97.84%	96.23%	100.00%	98.36%	100.00%	97.19%	98.20%	100.00%	99.50%	99.59%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	4	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.08%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	20	2	5	1	0	2	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	3	1	0	0	1									
		0.20%	0.15%	0.38%	0.28%	0.00%	0.45%	0.00%	0.00%	0.00%	0.75%	0.00%	0.16%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.60%	0.00%	0.00%	0.41%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	12	0	3	0	0	1	0	0	0	0	0	2	3	0	0	1	0	0	0	1	0	1	0	0	0	0									
		0.12%	0.00%	0.23%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.60%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.33%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	155	52	35	5	7	1	0	3	5	2	2	11	8	2	4	5	1	3	0	0	0	8	1	0	0	0									
		1.52%	3.98%	2.67%	1.41%	1.03%	0.22%	0.00%	0.99%	0.89%	1.49%	0.52%	1.71%	1.59%	0.64%	1.72%	1.51%	0.72%	1.13%	0.00%	0.00%	0.00%	1.13%	0.60%	0.00%	0.00%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	39	11	9	0	0	2	1	1	1	2	0	1	7	0	0	0	0	0	0	1	0	3	0	0	0	0									
		0.38%	0.84%	0.69%	0.00%	0.00%	0.45%	0.60%	0.33%	0.18%	1.49%	0.00%	0.16%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
