Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																					
Дата голосования: 04.12.2011																																																																					
																																																																					
"Наименование Избирательной комиссии:    Сочи, Центральная"																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №4601	УИК №4602	УИК №4603	УИК №4604	УИК №4605	УИК №4606	УИК №4607	УИК №4608	УИК №4609	УИК №4610	УИК №4611	УИК №4612	УИК №4613	УИК №4614	УИК №4615	УИК №4616	УИК №4617	УИК №4618	УИК №4619	УИК №4620	УИК №4621	УИК №4622	УИК №4623	УИК №4624	УИК №4625	УИК №4626	УИК №4627	УИК №4628	УИК №4629	УИК №4630	УИК №4631	УИК №4632	УИК №4633	УИК №4634	УИК №4635	УИК №4636	УИК №4637	УИК №4638	УИК №4639	УИК №4640	УИК №4641	УИК №4642	УИК №4643	УИК №4644	УИК №4645	УИК №4646	УИК №4647	УИК №4648	УИК №4649	УИК №4650	УИК №4651	УИК №4652	УИК №4653	УИК №4654	УИК №4655	УИК №4656	УИК №4657	УИК №4658	УИК №4659	УИК №4660	УИК №4661	УИК №4662					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1850	49	26	27	24	34	21	22	31	54	30	28	15	47	33	21	15	19	29	16	33	30	29	37	29	20	24	33	22	37	21	38	28	59	63	42	43	27	37	33	40	28	10	32	59	27	18	25	34	46	21	19	27	28	19	15	15	18	11	15	21	19	77					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1734	46	26	27	24	32	21	22	31	51	26	24	15	44	29	17	15	18	20	11	33	30	29	37	29	20	24	31	22	37	21	38	28	59	63	42	43	10	37	33	24	28	10	30	41	27	14	25	34	46	21	19	23	28	19	15	13	15	11	15	21	19	71					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	3061	0	29	57	53	76	54	26	10	82	6	30	51	25	88	431	114	38	56	20	62	21	26	37	3	19	19	16	43	11	32	17	22	12	31	20	25	13	16	48	24	11	140	20	27	28	111	25	36	8	13	127	26	43	77	19	24	192	86	36	112	62	75					
14	Число погашенных неиспользованных открепительных удостоверений	116	3	0	0	0	2	0	0	0	3	4	4	0	3	4	4	0	1	9	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	17	0	0	16	0	0	2	18	0	4	0	0	0	0	0	4	0	0	0	2	3	0	0	0	0	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1837	34	10	23	29	45	31	27	29	31	11	10	16	28	22	35	20	22	37	19	66	25	42	29	18	22	47	27	24	34	30	27	10	36	48	55	43	18	25	53	28	32	15	27	36	32	12	37	50	67	19	17	26	37	31	12	26	18	16	44	40	27	30					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7259	120	66	88	122	202	134	88	144	140	91	56	74	95	133	155	81	119	142	57	168	100	144	79	78	132	145	196	134	136	116	126	41	69	218	81	100	99	65	161	149	109	57	138	100	117	200	42	180	103	71	162	140	129	156	62	92	142	85	101	170	128	131					
		10.89%	9.80%	8.04%	12.85%	13.79%	13.87%	12.99%	5.85%	9.51%	10.51%	14.94%	15.56%	14.31%	14.01%	15.65%	11.14%	6.51%	11.06%	13.77%	12.03%	11.39%	10.71%	13.25%	9.44%	9.47%	13.47%	13.30%	11.72%	12.20%	7.34%	10.61%	11.67%	7.21%	5.09%	9.71%	7.75%	8.90%	15.76%	10.76%	9.79%	16.95%	11.87%	10.36%	12.60%	9.52%	10.18%	12.78%	2.08%	13.09%	6.94%	11.13%	18.49%	12.57%	18.19%	16.58%	9.35%	9.32%	13.54%	13.39%	9.14%	12.40%	10.88%	9.57%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7906	120	67	84	104	155	159	107	137	85	86	46	66	75	124	188	26	144	151	82	280	161	159	141	141	184	149	219	86	168	284	143	87	140	251	154	113	45	90	204	125	88	68	146	67	103	30	144	204	221	63	143	190	88	95	6	47	110	104	159	109	155	236					
		11.86%	9.80%	8.16%	12.26%	11.75%	10.65%	15.42%	7.11%	9.05%	6.38%	14.12%	12.78%	12.77%	11.06%	14.59%	13.51%	2.09%	13.38%	14.65%	17.30%	18.98%	17.24%	14.63%	16.85%	17.11%	18.78%	13.67%	13.10%	7.83%	9.07%	25.98%	13.24%	15.29%	10.32%	11.19%	14.74%	10.05%	7.17%	14.90%	12.40%	14.22%	9.59%	12.36%	13.33%	6.38%	8.96%	1.92%	7.14%	14.84%	14.88%	9.87%	16.32%	17.06%	12.41%	10.10%	0.90%	4.76%	10.49%	16.38%	14.39%	7.95%	13.18%	17.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	737	13	11	12	8	16	10	11	13	18	22	9	8	13	0	28	2	3	1	10	0	15	21	11	12	22	18	16	13	17	7	14	10	13	3	9	16	11	8	32	14	6	8	19	13	3	3	5	25	6	5	9	19	18	10	4	10	8	7	18	15	31	5					
		1.11%	1.06%	1.34%	1.75%	0.90%	1.10%	0.97%	0.73%	0.86%	1.35%	3.61%	2.50%	1.55%	1.92%	0.00%	2.01%	0.16%	0.28%	0.10%	2.11%	0.00%	1.61%	1.93%	1.31%	1.46%	2.24%	1.65%	0.96%	1.18%	0.92%	0.64%	1.30%	1.76%	0.96%	0.13%	0.86%	1.42%	1.75%	1.32%	1.95%	1.59%	0.65%	1.45%	1.74%	1.24%	0.26%	0.19%	0.25%	1.82%	0.40%	0.78%	1.03%	1.71%	2.54%	1.06%	0.60%	1.01%	0.76%	1.10%	1.63%	1.09%	2.64%	0.37%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10288	136	96	159	116	236	195	137	237	138	120	83	88	110	159	218	178	155	219	91	241	168	201	118	133	160	210	212	146	189	127	143	70	195	263	165	177	117	99	214	153	150	87	159	214	184	235	203	259	264	85	155	229	147	189	95	105	215	103	208	233	188	209					
		15.44%	11.11%	11.69%	23.21%	13.11%	16.21%	18.91%	9.10%	15.65%	10.36%	19.70%	23.06%	17.02%	16.22%	18.71%	15.66%	14.30%	14.41%	21.24%	19.20%	16.34%	17.99%	18.49%	14.10%	16.14%	16.33%	19.27%	12.68%	13.30%	10.20%	11.62%	13.24%	12.30%	14.38%	11.72%	15.79%	15.75%	18.63%	16.39%	13.01%	17.41%	16.34%	15.82%	14.52%	20.38%	16.01%	15.02%	10.06%	18.84%	17.78%	13.32%	17.69%	20.56%	20.73%	20.09%	14.33%	10.64%	20.50%	16.22%	18.82%	16.99%	15.99%	15.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2950	66	22	39	74	16	74	82	30	20	48	49	37	46	0	93	30	14	5	21	12	70	55	35	40	57	59	72	59	65	15	49	6	27	36	32	38	50	30	100	54	39	37	79	90	27	7	32	91	34	33	74	91	55	93	41	61	97	39	4	95	72	32					
		4.43%	5.39%	2.68%	5.69%	8.36%	1.10%	7.18%	5.45%	1.98%	1.50%	7.88%	13.61%	7.16%	6.78%	0.00%	6.68%	2.41%	1.30%	0.48%	4.43%	0.81%	7.49%	5.06%	4.18%	4.85%	5.82%	5.41%	4.31%	5.37%	3.51%	1.37%	4.54%	1.05%	1.99%	1.60%	3.06%	3.38%	7.96%	4.97%	6.08%	6.14%	4.25%	6.73%	7.21%	8.57%	2.35%	0.45%	1.59%	6.62%	2.29%	5.17%	8.45%	8.17%	7.76%	9.88%	6.18%	6.18%	9.25%	6.14%	0.36%	6.93%	6.12%	2.34%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	35926	743	542	281	440	784	425	1053	934	902	217	101	232	317	420	667	913	637	487	196	747	376	479	427	402	385	475	914	616	1238	514	574	341	864	1467	586	644	283	290	900	352	505	277	533	531	685	1089	1583	563	823	366	316	415	255	375	446	660	458	277	584	728	561	731					
		53.91%	60.70%	66.02%	41.02%	49.72%	53.85%	41.22%	69.97%	61.69%	67.72%	35.63%	28.06%	44.87%	46.76%	49.41%	47.92%	73.33%	59.20%	47.24%	41.35%	50.64%	40.26%	44.07%	51.02%	48.79%	39.29%	43.58%	54.67%	56.10%	66.81%	47.03%	53.15%	59.93%	63.72%	65.37%	56.08%	57.30%	45.06%	48.01%	54.71%	40.05%	55.01%	50.36%	48.68%	50.57%	59.62%	69.58%	78.44%	40.95%	55.42%	57.37%	36.07%	37.25%	35.97%	39.85%	67.27%	66.87%	43.66%	43.62%	52.85%	53.10%	47.70%	53.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	490	8	2	7	11	11	17	10	9	10	15	5	5	7	0	19	7	1	2	5	0	13	6	9	4	9	11	20	7	8	3	5	4	13	4	10	10	3	5	10	8	5	8	7	12	2	0	4	15	8	6	8	10	8	11	6	5	12	4	13	16	13	4					
		0.74%	0.65%	0.24%	1.02%	1.24%	0.76%	1.65%	0.66%	0.59%	0.75%	2.46%	1.39%	0.97%	1.03%	0.00%	1.36%	0.56%	0.09%	0.19%	1.05%	0.00%	1.39%	0.55%	1.08%	0.49%	0.92%	1.01%	1.20%	0.64%	0.43%	0.27%	0.46%	0.70%	0.96%	0.18%	0.96%	0.89%	0.48%	0.83%	0.61%	0.91%	0.54%	1.45%	0.64%	1.14%	0.17%	0.00%	0.20%	1.09%	0.54%	0.94%	0.91%	0.90%	1.13%	1.17%	0.90%	0.51%	1.14%	0.63%	1.18%	1.17%	1.11%	0.29%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
