Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Бабаевская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32									
		41.80%	32.77%	31.65%	36.93%	34.52%	29.83%	30.96%	38.58%	43.49%	35.77%	68.22%	44.51%	47.46%	53.20%	31.25%	39.26%	43.12%	47.44%	48.55%	55.22%	54.35%	45.16%	31.71%	61.36%	51.17%	61.11%	48.68%	47.95%	52.33%	46.15%	50.00%	44.26%	50.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	55	2	4	2	5	3	9	1	2	1	1	5	1	0	0	0	1	1	1	1	4	1	1	0	2	0	1	0	0	2	2	2	0									
		0.71%	0.49%	0.92%	0.46%	1.18%	0.64%	1.88%	0.30%	0.44%	0.20%	0.93%	0.77%	0.56%	0.00%	0.00%	0.00%	0.92%	0.43%	0.58%	1.49%	2.17%	0.46%	2.44%	0.00%	0.67%	0.00%	0.44%	0.00%	0.00%	0.96%	0.89%	3.28%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	1	0	1	0	1	0	1	1	0	3	0	0	0	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0									
		0.19%	0.00%	0.23%	0.00%	0.24%	0.00%	0.21%	0.00%	0.22%	0.20%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	1.16%	1.49%	0.54%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1499	103	67	81	65	92	101	67	91	98	17	119	36	41	19	27	27	51	52	17	28	50	6	11	40	21	45	17	21	24	39	16	10									
		19.22%	25.00%	15.37%	18.58%	15.37%	19.74%	21.13%	19.88%	20.09%	19.37%	15.89%	18.39%	20.34%	20.20%	39.58%	20.00%	24.77%	21.79%	30.06%	25.37%	15.22%	23.04%	14.63%	8.33%	13.38%	16.67%	19.74%	23.29%	24.42%	11.54%	17.41%	26.23%	13.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	2	2	1	2	2	1	1	1	1	0	2	1	0	0	1	0	0	1	0	0	1	0	1	1	0	2	0	0	3	2	0	0									
		0.36%	0.49%	0.46%	0.23%	0.47%	0.43%	0.21%	0.30%	0.22%	0.20%	0.00%	0.31%	0.56%	0.00%	0.00%	0.74%	0.00%	0.00%	0.58%	0.00%	0.00%	0.46%	0.00%	0.76%	0.33%	0.00%	0.88%	0.00%	0.00%	1.44%	0.89%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	57	8	3	1	6	5	5	2	1	8	0	7	2	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	2	2	1	0	0									
		0.73%	1.94%	0.69%	0.23%	1.42%	1.07%	1.05%	0.59%	0.22%	1.58%	0.00%	1.08%	1.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.46%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	2.33%	0.96%	0.45%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	2	1	0	0	0	2	2	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.18%	0.24%	0.46%	0.23%	0.00%	0.00%	0.00%	0.59%	0.44%	0.00%	0.00%	0.00%	2.26%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	3	5	6	2	2	1	2	2	6	0	3	2	0	0	0	1	4	1	0	1	0	0	0	2	0	0	0	1	0	3	0	1									
		0.62%	0.73%	1.15%	1.38%	0.47%	0.43%	0.21%	0.59%	0.44%	1.19%	0.00%	0.46%	1.13%	0.00%	0.00%	0.00%	0.92%	1.71%	0.58%	0.00%	0.54%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	1.16%	0.00%	1.34%	0.00%	1.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1121	53	79	74	67	79	72	50	54	79	1	116	14	32	4	20	15	34	9	2	27	29	15	17	40	11	40	8	6	26	23	8	17									
		14.37%	12.86%	18.12%	16.97%	15.84%	16.95%	15.06%	14.84%	11.92%	15.61%	0.93%	17.93%	7.91%	15.76%	8.33%	14.81%	13.76%	14.53%	5.20%	2.99%	14.67%	13.36%	36.59%	12.88%	13.38%	8.73%	17.54%	10.96%	6.98%	12.50%	10.27%	13.11%	22.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	0	0	1	4	1	2	0	2	0	0	2	1	1	0	0	1	2	1	1	1	2	0	0	2	1	0	0	0	1	0	0	1									
		0.35%	0.00%	0.00%	0.23%	0.95%	0.21%	0.42%	0.00%	0.44%	0.00%	0.00%	0.31%	0.56%	0.49%	0.00%	0.00%	0.92%	0.85%	0.58%	1.49%	0.54%	0.92%	0.00%	0.00%	0.67%	0.79%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	1.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	933	74	92	76	78	97	88	45	63	88	4	49	10	4	3	18	3	12	13	2	5	10	2	3	16	7	12	8	5	27	17	0	2									
		11.96%	17.96%	21.10%	17.43%	18.44%	20.82%	18.41%	13.35%	13.91%	17.39%	3.74%	7.57%	5.65%	1.97%	6.25%	13.33%	2.75%	5.13%	7.51%	2.99%	2.72%	4.61%	4.88%	2.27%	5.35%	5.56%	5.26%	10.96%	5.81%	12.98%	7.59%	0.00%	2.67%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
