		0.90%	0.55%	1.39%	1.11%	0.85%	0.63%	1.94%	0.76%	1.20%	1.53%	0.40%	1.13%	1.18%	0.83%	0.91%	0.77%	0.56%	0.62%	1.18%	0.97%	0.72%	0.50%	0.56%	1.06%	1.15%	0.82%	0.91%	1.34%	0.88%	0.77%	0.78%	0.77%	1.33%	1.54%	1.25%	0.83%	0.77%	0.82%	1.12%	0.47%	0.87%	0.53%	0.68%	1.17%	0.53%	0.86%	0.72%	0.35%	0.52%	1.24%	1.53%	0.73%	1.10%	0.80%	0.83%	0.83%	1.29%	1.19%	0.96%	0.97%	0.77%	0.45%	0.86%	0.69%	0.73%	0.46%	0.98%	0.79%	0.93%	1.04%	0.85%	1.00%	0.93%	2.14%	1.05%	1.04%	0.60%	1.05%	2.13%	0.33%	0.52%	1.05%	0.89%	0.69%	0.79%	0.79%	0.68%	0.62%	0.72%	0.52%	0.94%	1.31%	0.70%	0.82%	0.71%	0.94%									
14	Грудинин Павел Николаевич	14408	138	180	197	212	228	129	182	214	179	129	133	186	251	130	132	184	118	61	82	80	72	143	185	102	154	188	109	174	227	116	132	128	29	148	137	59	112	180	92	210	195	210	98	205	219	217	180	128	189	120	154	184	177	220	114	194	160	113	139	109	230	175	165	146	153	146	95	140	190	159	111	174	138	103	80	87	161	83	84	247	169	168	238	239	289	119	171	153	180	229	178	174	27	5	35									
		13.90%	15.08%	15.69%	13.72%	15.10%	14.35%	15.62%	15.46%	14.26%	16.13%	12.85%	14.99%	14.61%	17.32%	13.13%	14.52%	14.70%	14.51%	7.98%	9.96%	14.49%	12.00%	13.38%	13.96%	12.98%	13.96%	14.31%	13.24%	12.83%	14.64%	12.93%	14.49%	11.36%	8.95%	14.23%	14.23%	11.35%	15.26%	14.45%	14.26%	14.07%	14.76%	14.30%	11.45%	13.58%	13.47%	15.70%	15.73%	13.40%	13.03%	11.48%	12.45%	13.55%	12.91%	15.25%	13.57%	15.70%	12.71%	12.07%	11.18%	12.03%	17.14%	15.13%	12.58%	13.33%	14.05%	15.84%	12.47%	11.80%	15.18%	13.45%	11.13%	14.77%	12.32%	10.81%	11.83%	12.95%	14.10%	13.58%	13.66%	16.18%	12.65%	16.63%	16.43%	14.45%	16.27%	13.57%	15.08%	13.83%	13.25%	15.44%	13.76%	15.14%	11.11%	1.18%	10.94%									
15	Жириновский Владимир Вольфович	6981	44	90	89	87	84	47	63	102	56	71	47	59	56	73	69	82	63	57	58	44	44	81	106	56	94	105	68	93	110	82	65	79	38	81	48	29	40	77	28	90	62	100	78	90	102	87	75	58	101	69	72	86	103	74	66	100	79	67	101	66	85	64	96	63	83	67	63	117	97	90	84	85	88	85	41	35	60	29	38	99	112	53	85	90	95	61	77	50	85	84	84	53	6	160	26									
		6.74%	4.81%	7.85%	6.20%	6.20%	5.29%	5.69%	5.35%	6.80%	5.05%	7.07%	5.30%	4.63%	3.86%	7.37%	7.59%	6.55%	7.75%	7.46%	7.05%	7.97%	7.33%	7.58%	8.00%	7.12%	8.52%	7.99%	8.26%	6.86%	7.09%	9.14%	7.14%	7.01%	11.73%	7.79%	4.98%	5.58%	5.45%	6.18%	4.34%	6.03%	4.69%	6.81%	9.11%	5.96%	6.27%	6.30%	6.56%	6.07%	6.96%	6.60%	5.82%	6.33%	7.51%	5.13%	7.86%	8.09%	6.27%	7.16%	8.13%	7.28%	6.33%	5.53%	7.32%	5.75%	7.62%	7.27%	8.27%	9.87%	7.75%	7.61%	8.43%	7.22%	7.86%	8.92%	6.07%	5.21%	5.25%	4.75%	6.18%	6.48%	8.38%	5.25%	5.87%	5.44%	5.35%	6.96%	6.79%	4.52%	6.25%	5.66%	6.49%	4.61%	2.47%	37.91%	8.13%									
16	Путин Владимир Владимирович	72314	628	759	1016	945	1099	540	777	994	739	707	619	834	977	683	623	887	571	578	613	396	439	777	905	527	789	913	587	978	1059	625	631	790	223	704	661	380	500	846	454	1077	959	1023	599	1082	1145	954	792	697	1020	766	898	946	979	1021	593	847	897	642	890	653	917	798	956	795	770	640	540	827	837	825	722	832	770	673	481	477	786	424	426	1058	930	706	981	1186	1194	599	792	777	984	1016	897	813	198	199	235									
		69.78%	68.63%	66.17%	70.75%	67.31%	69.16%	65.38%	66.02%	66.22%	66.58%	70.42%	69.79%	65.51%	67.43%	68.99%	68.54%	70.85%	70.23%	75.65%	74.48%	71.74%	73.17%	72.68%	68.30%	67.05%	71.53%	69.48%	71.32%	72.12%	68.28%	69.68%	69.26%	70.10%	68.83%	67.69%	68.64%	73.08%	68.12%	67.90%	70.39%	72.14%	72.60%	69.64%	69.98%	71.66%	70.42%	69.03%	69.23%	72.98%	70.30%	73.30%	72.59%	69.66%	71.41%	70.76%	70.60%	68.53%	71.25%	68.59%	71.60%	72.08%	68.33%	68.97%	72.87%	72.60%	70.71%	69.41%	70.87%	69.73%	66.85%	69.80%	72.42%	70.63%	68.75%	70.62%	71.15%	70.98%	68.83%	69.39%	69.27%	69.29%	69.61%	69.90%	67.70%	71.70%	67.23%	68.30%	69.84%	70.25%	72.41%	68.51%	69.32%	70.76%	81.48%	47.16%	73.44%									
17	Собчак Ксения Анатольевна	2834	32	26	31	44	57	43	38	62	38	30	21	42	42	32	28	40	16	17	20	6	11	20	22	28	17	31	16	41	51	20	21	31	15	23	31	12	20	40	16	43	34	31	23	31	47	37	30	25	40	23	29	42	27	32	19	24	31	24	31	21	33	23	26	24	38	22	18	38	34	32	28	31	23	24	12	23	38	15	15	39	29	21	47	39	84	31	31	38	32	54	43	34	1	33	6									
		2.73%	3.50%	2.27%	2.16%	3.13%	3.59%	5.21%	3.23%	4.13%	3.42%	2.99%	2.37%	3.30%	2.90%	3.23%	3.08%	3.19%	1.97%	2.23%	2.43%	1.09%	1.83%	1.87%	1.66%	3.56%	1.54%	2.36%	1.94%	3.02%	3.29%	2.23%	2.31%	2.75%	4.63%	2.21%	3.22%	2.31%	2.72%	3.21%	2.48%	2.88%	2.57%	2.11%	2.69%	2.05%	2.89%	2.68%	2.62%	2.62%	2.76%	2.20%	2.34%	3.09%	1.97%	2.22%	2.26%	1.94%	2.46%	2.56%	2.49%	2.32%	2.46%	1.99%	1.98%	2.19%	3.49%	2.39%	2.36%	3.20%	2.72%	2.71%	2.81%	2.63%	2.05%	2.52%	1.78%	3.42%	3.33%	2.45%	2.44%	2.55%	2.17%	2.08%	3.24%	2.36%	4.73%	3.53%	2.73%	3.44%	2.35%	3.64%	3.32%	2.96%	0.41%	7.82%	1.88%									
18	Сурайкин Максим Александрович	948	9	11	15	15	14	2	18	11	10	13	4	14	7	14	10	16	4	6	3	6	4	14	20	5	3	13	8	12	17	6	7	19	4	15	11	7	7	16	6	11	9	10	11	16	12	12	11	5	16	7	9	19	6	7	8	11	13	11	13	7	9	7	12	9	3	8	8	15	12	7	7	2	19	12	6	8	16	2	6	12	7	9	11	19	12	9	6	12	15	9	21	11	3	1	3									
		0.91%	0.98%	0.96%	1.04%	1.07%	0.88%	0.24%	1.53%	0.73%	0.90%	1.29%	0.45%	1.10%	0.48%	1.41%	1.10%	1.28%	0.49%	0.79%	0.36%	1.09%	0.67%	1.31%	1.51%	0.64%	0.27%	0.99%	0.97%	0.88%	1.10%	0.67%	0.77%	1.69%	1.23%	1.44%	1.14%	1.35%	0.95%	1.28%	0.93%	0.74%	0.68%	0.68%	1.29%	1.06%	0.74%	0.87%	0.96%	0.52%	1.10%	0.67%	0.73%	1.40%	0.44%	0.49%	0.95%	0.89%	1.03%	1.18%	1.05%	0.77%	0.67%	0.61%	0.91%	0.82%	0.28%	0.87%	1.05%	1.26%	0.96%	0.59%	0.70%	0.17%	1.70%	1.26%	0.89%	1.19%	1.40%	0.33%	0.98%	0.79%	0.52%	0.89%	0.76%	1.15%	0.68%	1.03%	0.53%	1.08%	1.10%	0.61%	1.62%	0.96%	1.23%	0.24%	0.94%									
19	Титов Борис Юрьевич	1202	19	12	15	22	20	5	23	20	27	13	8	24	24	8	10	13	9	7	5	2	6	5	11	9	10	19	5	12	24	8	9	15	3	9	24	7	8	15	9	12	14	18	6	20	14	19	14	6	12	11	19	7	10	25	8	10	13	11	16	13	17	26	11	9	13	6	4	9	11	15	8	13	11	9	10	5	9	10	6	18	24	12	15	25	22	9	7	15	18	20	21	14	2	4	2									
		1.16%	2.08%	1.05%	1.04%	1.57%	1.26%	0.61%	1.95%	1.33%	2.43%	1.29%	0.90%	1.89%	1.66%	0.81%	1.10%	1.04%	1.11%	0.92%	0.61%	0.36%	1.00%	0.47%	0.83%	1.15%	0.91%	1.45%	0.61%	0.88%	1.55%	0.89%	0.99%	1.33%	0.93%	0.87%	2.49%	1.35%	1.09%	1.20%	1.40%	0.80%	1.06%	1.23%	0.70%	1.32%	0.86%	1.37%	1.22%	0.63%	0.83%	1.05%	1.54%	0.52%	0.73%	1.73%	0.95%	0.81%	1.03%	1.18%	1.29%	1.43%	1.27%	2.25%	0.84%	0.82%	1.19%	0.65%	0.52%	0.76%	0.88%	1.27%	0.80%	1.10%	0.98%	0.94%	1.48%	0.74%	0.79%	1.64%	0.98%	1.18%	1.80%	1.19%	1.04%	1.51%	1.24%	1.03%	0.62%	1.36%	1.32%	1.35%	1.62%	1.22%	0.82%	0.95%	0.63%									
20	Явлинский Григорий Алексеевич	2723	34	40	37	50	55	26	54	60	32	26	40	44	66	31	28	17	19	19	20	6	13	8	38	31	15	21	8	17	39	20	18	40	6	34	28	16	29	42	26	18	28	44	17	40	58	31	21	21	37	22	33	48	39	42	17	20	37	22	28	16	27	40	25	31	19	12	18	17	43	26	14	21	32	25	30	27	46	25	30	35	35	18	44	32	45	26	28	37	27	34	22	26	4	4	6									
		2.63%	3.72%	3.49%	2.58%	3.56%	3.46%	3.15%	4.59%	3.99%	2.88%	2.59%	4.51%	3.46%	4.55%	3.13%	3.08%	1.36%	2.34%	2.49%	2.43%	1.09%	2.17%	0.75%	2.87%	3.94%	1.36%	1.60%	0.97%	1.25%	2.51%	2.23%	1.98%	3.55%	1.85%	3.27%	2.91%	3.08%	3.95%	3.37%	4.03%	1.21%	2.12%	2.99%	1.99%	2.65%	3.57%	2.24%	1.84%	2.20%	2.55%	2.11%	2.67%	3.53%	2.84%	2.91%	2.02%	1.62%	2.94%	2.35%	2.25%	1.77%	2.01%	3.46%	1.91%	2.83%	1.74%	1.30%	2.36%	1.43%	3.43%	2.20%	1.40%	1.78%	2.86%	2.62%	4.44%	4.02%	4.03%	4.09%	4.88%	2.29%	2.62%	1.78%	3.04%	1.93%	2.53%	2.96%	2.47%	3.35%	1.99%	2.29%	1.70%	2.26%	1.65%	0.95%	1.88%									
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
